Vel_d,Phi_d,Trial_num,--,Pad_Connections,Body_Contact,Vel_flip,Phi_flip,Tau_tr,Theta_x_tr,D_perp_tr,Eul_y_Impact,Policy_tr,Policy_action,Vx_tr,Vz_tr,reward,reward_vals,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
1.5,0,0,--,0,False,0.0,0.0,2.101,-20.0,-0.001,0.0,1.0,-1.0,0,0,0.083,[1.    0.035 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,0,1,--,0,False,0.0,0.0,1.132,-20.0,-0.002,0.0,1.0,-1.0,0,0,0.086,[1.    0.072 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,0,2,--,0,False,0.0,0.0,5.0,-20.0,-0.002,0.0,1.0,-1.0,0,0,0.081,[1.    0.014 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,0,3,--,0,False,0.0,0.0,2.488,-20.0,-0.002,0.0,1.0,-1.0,0,0,0.082,[1.    0.029 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,0,4,--,0,False,0.0,0.0,0.0,-20.0,-0.002,0.0,1.0,-1.0,0,0,0.113,[1.    0.333 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,5,0,--,0,False,0.0,0.0,1.285,8.925,0.167,0.0,0.845,-0.931,0,0,0.057,[0.427 0.061 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,5,1,--,0,False,0.0,0.0,1.276,8.977,0.167,0.0,0.586,-0.942,0,0,0.057,[0.427 0.062 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,5,2,--,0,False,0.0,0.0,1.259,9.129,0.164,0.0,0.766,-0.976,0,0,0.058,[0.439 0.063 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,5,3,--,0,False,0.0,0.0,1.295,8.871,0.169,0.0,0.529,-0.969,0,0,0.056,[0.419 0.061 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,5,4,--,0,False,0.0,0.0,1.3,8.808,0.17,0.0,0.577,-0.954,0,0,0.056,[0.419 0.061 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,10,0,--,0,True,0.0,0.0,0.303,18.597,0.079,-30.878,0.645,0.998,0,0,0.19,[1.    0.646 0.378 0.    0.   ],--,0,0,0,0,0,1
1.5,10,1,--,0,True,0.0,0.0,0.309,18.331,0.08,-24.446,0.512,1.0,0,0,0.176,[1.    0.614 0.324 0.    0.   ],--,0,0,0,0,0,1
1.5,10,2,--,0,True,0.0,0.0,0.304,18.555,0.079,-24.409,0.627,0.999,0,0,0.179,[1.    0.639 0.324 0.    0.   ],--,0,0,0,0,0,1
1.5,10,3,--,0,False,0.0,0.0,0.71,7.997,0.185,0.0,0.539,-0.975,0,0,0.064,[0.436 0.131 0.146 0.    0.   ],--,0,0,0,0,1,0
1.5,10,4,--,0,True,0.0,0.0,0.296,19.146,0.077,-24.467,0.85,1.0,0,0,0.171,[0.725 0.695 0.325 0.    0.   ],--,0,0,0,0,0,1
1.5,15,0,--,0,True,0.0,0.0,0.276,13.491,0.107,-38.561,0.67,0.999,0,0,0.226,[1.    0.875 0.444 0.    0.   ],--,0,0,0,0,0,1
