20.997, 9.01337e-09
20.998, 9.69108e-09
20.999, 9.94082e-09
21, 9.67543e-09
21.001, 9.39076e-09
21.002, 1.00362e-08
21.003, -1.38963e-09
21.004, -2.38237e-09
21.005, -4.16162e-09
21.006, -6.77976e-09
21.007, -1.03923e-08
21.008, -1.44522e-08
21.009, -1.81374e-08
21.01, -1.83669e-08
21.011, -1.39936e-08
21.012, -8.38248e-09
21.013, -4.00477e-09
21.014, 1.23603e-08
21.015, 1.29602e-08
21.016, 1.31671e-08
21.017, 1.28823e-08
21.018, 1.26732e-08
21.019, 1.34387e-08
21.02, 2.19365e-09
21.021, 1.49815e-09
21.022, 1.29342e-10
21.023, -1.98755e-09
21.024, -5.08389e-09
21.025, -8.74975e-09
21.026, -1.24666e-08
21.027, -1.29694e-08
21.028, -9.12029e-09
21.029, -4.12945e-09
21.03, -3.08878e-10
21.031, 1.89549e-09
21.032, 2.93332e-09
21.033, 3.39321e-09
21.034, 3.16137e-09
21.035, 2.80234e-09
21.036, 3.17135e-09
21.037, 3.17872e-09
21.038, 2.45306e-09
21.039, 1.11564e-09
21.04, -9.21772e-10
21.041, -3.90118e-09
21.042, -7.4176e-09
21.043, -1.11117e-08
21.044, -1.15276e-08
21.045, -7.67976e-09
21.046, -2.7886e-09
21.047, 9.02458e-10
21.048, 9.84036e-09
21.049, 1.04394e-08
21.05, 1.06489e-08
21.051, 1.03417e-08
21.052, 1.0098e-08
21.053, 1.07883e-08
21.054, -6.44562e-10
21.055, -1.58921e-09
21.056, -3.29468e-09
21.057, -5.82626e-09
21.058, -9.35246e-09
21.059, -1.32833e-08
21.06, -1.71604e-08
21.061, -1.72244e-08
21.062, -1.27748e-08
21.063, -7.2778e-09
21.064, -3.07531e-09
21.065, 6.24302e-09
21.066, 7.11431e-09
21.067, 7.48245e-09
21.068, 7.22145e-09
21.069, 6.92779e-09
21.07, 7.47321e-09
21.071, -4.2325e-09
21.072, -5.55221e-09
21.073, -7.74484e-09
21.074, -1.08518e-08
21.075, -1.49523e-08
21.076, -1.92542e-08
21.077, -2.32027e-08
21.078, -2.27859e-08
21.079, -1.76311e-08
21.08, -1.14655e-08
21.081, -6.72316e-09
21.082, 9.80916e-09
21.083, 1.05959e-08
21.084, 1.09169e-08
21.085, 1.06463e-08
21.086, 1.04075e-08
21.087, 1.10908e-08
21.088, 1.15818e-08
21.089, 1.15962e-08
21.09, 1.12537e-08
21.091, 1.04111e-08
21.092, 8.64071e-09
21.093, 6.03116e-09
