Vel_d,Phi_d,Trial_num,LR_4Leg,Vel_trg,Phi_trg,Tau_trg_mean,Theta_x_trg_mean,D_ceil_trg_mean,My_mean,Vz_trg_mean,Vx_trg_mean,Mu,Sigma
2.8,45.0,0,0.89,2.761,42.887,0.23,4.609,0.435,-6.558,1.879,2.023,[2.014 8.138],[0.102 1.093]
2.8,48.75,0,0.78,2.775,47.074,0.236,3.841,0.484,-5.561,2.032,1.89,[2.612 6.659],[0.53  0.441]
2.8,52.5,0,0.61,2.739,50.51,0.237,3.408,0.504,-5.446,2.114,1.742,[2.088 3.877],[0.179 0.831]
2.8,56.25,0,0.5,2.736,54.37,0.243,2.865,0.545,-4.624,2.224,1.594,[1.419 1.745],[0.217 0.243]
2.8,60.0,0,0.72,2.752,58.504,0.246,2.4,0.584,-4.741,2.347,1.438,[1.09  6.013],[0.248 0.523]
2.8,63.75,0,0.83,2.744,62.408,0.247,2.042,0.605,-5.147,2.432,1.271,[2.729 4.761],[0.599 0.893]
2.8,67.5,0,0.44,2.726,66.434,0.249,1.715,0.624,-5.308,2.499,1.09,[1.76  6.297],[0.101 0.734]
2.8,71.25,0,0.33,2.71,70.288,0.247,1.424,0.632,-5.935,2.551,0.914,[1.658 6.42 ],[1.023 1.101]
2.8,75.0,0,0.17,2.703,74.025,0.247,1.128,0.642,-6.332,2.599,0.744,[1.76  5.545],[0.058 2.129]
2.8,78.75,0,0.22,2.751,78.278,0.248,0.812,0.669,-6.612,2.694,0.559,[1.448 7.421],[0.152 1.706]
2.8,82.5,0,0.22,2.745,82.168,0.248,0.541,0.673,-6.897,2.719,0.374,[1.692 3.122],[0.317 0.202]
2.8,86.25,0,0.22,2.726,85.982,0.241,0.281,0.654,-7.756,2.719,0.191,[1.947 0.804],[0.081 1.775]
2.8,90.0,0,0.0,2.74,90.0,0.234,-0.0,0.643,-8.624,2.74,0.0,[1.723 5.126],[0.166 0.873]
2.9,30.0,0,0.78,2.896,27.406,0.226,8.343,0.306,-7.211,1.333,2.571,[1.671 7.141],[0.098 1.589]
2.9,33.75,0,0.83,2.904,31.397,0.228,7.011,0.351,-6.889,1.513,2.479,[1.662 6.573],[0.282 1.229]
2.9,37.5,0,0.94,2.89,35.153,0.228,6.051,0.386,-6.909,1.664,2.363,[2.071 2.365],[0.137 1.042]
2.9,41.25,0,0.89,2.874,39.027,0.228,5.299,0.417,-6.985,1.81,2.233,[2.939 7.713],[1.011 1.828]
2.9,45.0,0,0.83,2.879,43.015,0.234,4.394,0.47,-5.809,1.964,2.105,[1.198 3.394],[0.397 2.593]
2.9,48.75,0,0.89,2.877,46.944,0.237,3.804,0.506,-5.456,2.102,1.964,[2.004 5.798],[0.046 0.307]
2.9,52.5,0,0.72,2.86,50.533,0.241,3.28,0.54,-4.866,2.208,1.818,[2.845 7.935],[0.078 0.623]
2.9,56.25,0,0.83,2.879,55.029,0.245,2.75,0.585,-4.87,2.359,1.65,[1.566 3.236],[0.601 0.311]
2.9,60.0,0,0.94,2.847,58.632,0.246,2.404,0.603,-5.053,2.431,1.482,[1.918 5.359],[0.137 1.234]
2.9,63.75,0,0.94,2.862,62.62,0.252,1.972,0.646,-4.824,2.541,1.316,[1.77  7.843],[0.261 0.827]
2.9,67.5,0,0.33,2.83,66.27,0.252,1.68,0.657,-5.203,2.591,1.139,[2.356 2.311],[0.62  0.354]
2.9,71.25,0,0.44,2.82,70.338,0.252,1.388,0.67,-5.68,2.656,0.949,[1.657 7.155],[0.15  0.564]
2.9,75.0,0,0.33,2.832,74.394,0.253,1.08,0.692,-5.872,2.728,0.762,[1.934 5.72 ],[0.024 1.126]
2.9,78.75,0,0.44,2.823,78.081,0.251,0.808,0.694,-6.429,2.762,0.583,[1.654 4.183],[0.527 1.34 ]
2.9,82.5,0,0.28,2.814,82.034,0.249,0.542,0.694,-6.903,2.787,0.39,[1.702 4.467],[0.051 1.067]
2.9,86.25,0,0.5,2.837,85.998,0.248,0.268,0.702,-7.241,2.83,0.198,[2.041 8.521],[0.1   0.456]
2.9,90.0,0,0.11,2.812,89.898,0.242,0.001,0.68,-8.022,2.812,0.005,[1.632 7.245],[0.312 0.801]
3.0,30.0,0,0.61,2.999,27.436,0.226,8.36,0.317,-7.124,1.382,2.662,[1.947 6.348],[0.121 0.107]
3.0,33.75,0,0.94,2.987,31.434,0.229,7.001,0.361,-6.805,1.558,2.549,[1.652 3.456],[0.853 0.494]
3.0,37.5,0,0.94,2.987,35.324,0.228,6.035,0.4,-6.908,1.727,2.437,[2.946 1.541],[0.56  0.894]
3.0,41.25,0,0.89,2.97,39.193,0.23,5.198,0.438,-6.601,1.877,2.302,[1.594 7.416],[0.142 1.762]
3.0,45.0,0,0.89,2.973,42.914,0.237,4.398,0.486,-5.489,2.024,2.177,[1.918 8.583],[0.022 0.805]
3.0,48.75,0,0.94,2.977,46.96,0.239,3.753,0.529,-5.322,2.176,2.032,[1.714 4.734],[0.731 0.178]
3.0,52.5,0,0.72,2.966,51.117,0.243,3.224,0.567,-4.809,2.309,1.862,[2.063 4.064],[0.184 1.4  ]
3.0,56.25,0,0.78,2.955,54.767,0.249,2.744,0.606,-4.443,2.414,1.705,[1.508 4.657],[0.667 1.313]
3.0,60.0,0,1.0,2.952,58.647,0.25,2.346,0.636,-4.813,2.521,1.536,[1.843 5.497],[0.549 0.944]
3.0,63.75,0,0.89,2.972,62.814,0.255,1.931,0.68,-4.819,2.644,1.358,[2.386 3.555],[0.453 0.55 ]
3.0,67.5,0,0.44,2.954,66.498,0.258,1.627,0.702,-4.848,2.709,1.178,[2.388 3.856],[0.219 0.869]
3.0,71.25,0,0.33,2.907,70.194,0.252,1.385,0.692,-5.863,2.735,0.985,[1.469 8.216],[0.039 0.434]
3.0,75.0,0,0.22,2.925,74.353,0.255,1.065,0.72,-5.908,2.817,0.789,[2.059 4.749],[0.378 0.422]
3.0,78.75,0,0.33,2.907,78.249,0.254,0.8,0.725,-6.223,2.846,0.592,[1.873 6.403],[0.818 0.54 ]
3.0,82.5,0,0.28,2.907,81.951,0.253,0.533,0.727,-6.704,2.878,0.407,[1.033 8.732],[1.258 2.511]
3.0,86.25,0,0.44,2.935,86.092,0.252,0.265,0.737,-7.038,2.928,0.2,[1.732 5.732],[0.114 0.909]
3.0,90.0,0,0.39,2.94,89.922,0.249,-0.003,0.731,-7.564,2.94,0.004,[2.068 5.197],[0.36  0.782]
3.1,30.0,0,0.89,3.078,27.639,0.226,8.359,0.324,-7.18,1.428,2.727,[1.71  5.613],[0.522 1.338]
3.1,33.75,0,0.94,3.099,31.49,0.229,6.909,0.378,-6.721,1.619,2.643,[1.795 5.437],[0.278 0.892]
3.1,37.5,0,0.78,3.062,35.388,0.228,6.1,0.407,-6.904,1.773,2.496,[1.818 8.003],[0.316 1.642]
3.1,41.25,0,0.83,3.066,39.176,0.232,5.169,0.455,-6.428,1.937,2.377,[1.1   4.384],[0.5   0.347]
3.1,45.0,0,0.89,3.063,43.122,0.237,4.383,0.503,-5.483,2.094,2.236,[1.347 3.897],[0.352 1.188]
3.1,48.75,0,0.78,3.069,46.968,0.24,3.753,0.547,-5.162,2.243,2.094,[2.184 6.337],[0.098 1.715]
3.1,52.5,0,0.89,3.066,50.958,0.246,3.17,0.595,-4.493,2.381,1.931,[1.665 4.003],[0.006 2.155]
3.1,56.25,0,0.83,3.073,55.084,0.249,2.692,0.636,-4.765,2.52,1.759,[1.657 4.732],[0.235 0.71 ]
3.1,60.0,0,0.83,3.069,58.879,0.254,2.275,0.675,-4.566,2.627,1.586,[2.587 8.425],[0.474 1.418]
3.1,63.75,0,1.0,3.066,62.75,0.258,1.905,0.711,-4.609,2.726,1.404,[2.48 4.  ],[0.297 1.935]
3.1,67.5,0,0.5,3.054,66.432,0.261,1.594,0.736,-4.674,2.799,1.221,[1.756 6.353],[0.683 0.069]
3.1,71.25,0,0.56,3.008,70.36,0.259,1.348,0.735,-5.276,2.833,1.011,[1.732 7.187],[0.345 0.777]
3.1,75.0,0,0.28,3.08,74.791,0.266,1.015,0.79,-5.022,2.972,0.808,[1.707 6.809],[0.444 0.305]
3.1,78.75,0,0.28,2.998,78.18,0.26,0.788,0.764,-5.722,2.934,0.614,[1.382 2.607],[0.819 0.954]
3.1,82.5,0,0.28,3.015,82.088,0.254,0.531,0.76,-6.748,2.986,0.415,[2.056 3.723],[0.23  0.613]
3.1,86.25,0,0.44,3.034,86.069,0.255,0.261,0.772,-6.877,3.027,0.208,[1.806 4.66 ],[0.201 1.11 ]
3.1,90.0,0,0.5,3.015,89.886,0.249,-0.002,0.752,-7.649,3.015,0.006,[2.164 4.634],[0.452 1.637]
3.2,30.0,0,0.78,3.184,27.756,0.227,8.246,0.34,-6.942,1.483,2.818,[2.881 4.785],[0.351 0.776]
3.2,33.75,0,0.83,3.188,32.184,0.228,6.82,0.393,-6.743,1.698,2.698,[1.959 2.575],[0.303 1.557]
3.2,37.5,0,0.94,3.18,35.529,0.229,5.996,0.428,-6.768,1.848,2.588,[2.301 6.865],[0.294 0.348]
3.2,41.25,0,0.72,3.171,39.472,0.234,5.085,0.476,-6.226,2.016,2.448,[2.117 7.036],[0.251 0.507]
3.2,45.0,0,0.83,3.17,43.172,0.238,4.352,0.523,-5.633,2.169,2.312,[2.708 2.93 ],[1.056 0.382]
3.2,48.75,0,0.61,3.158,47.233,0.241,3.745,0.564,-5.305,2.318,2.144,[1.326 5.3  ],[0.256 2.892]
3.2,52.5,0,0.72,3.163,51.043,0.248,3.137,0.619,-4.466,2.46,1.989,[1.779 3.589],[0.365 0.475]
3.2,56.25,0,0.78,3.159,55.067,0.252,2.686,0.66,-4.457,2.59,1.809,[1.591 7.21 ],[0.245 2.052]
3.2,60.0,0,0.89,3.167,58.965,0.258,2.239,0.707,-4.386,2.714,1.633,[1.441 4.48 ],[0.121 0.817]
3.2,63.75,0,1.0,3.166,62.86,0.262,1.884,0.743,-4.45,2.817,1.444,[1.824 8.595],[0.887 1.132]
3.2,67.5,0,0.72,3.15,66.797,0.265,1.572,0.772,-4.413,2.895,1.241,[1.406 4.472],[0.128 0.6  ]
3.2,71.25,0,0.39,3.18,70.699,0.273,1.217,0.823,-3.989,3.001,1.051,[2.123 4.148],[0.399 0.6  ]
3.2,75.0,0,0.17,3.124,74.594,0.266,1.028,0.805,-4.982,3.012,0.83,[1.76  3.984],[0.078 1.412]
3.2,78.75,0,0.22,3.12,78.013,0.272,0.72,0.832,-4.716,3.052,0.648,[2.312 6.518],[0.461 0.163]
3.2,82.5,0,0.44,3.13,82.214,0.273,0.485,0.846,-4.902,3.101,0.424,[1.048 7.452],[0.217 1.147]
3.2,86.25,0,0.28,3.142,86.15,0.27,0.238,0.848,-5.469,3.135,0.211,[1.753 6.704],[0.904 0.13 ]
3.2,90.0,0,0.61,3.154,90.036,0.257,0.001,0.812,-7.034,3.154,-0.002,[2.178 4.896],[0.739 2.025]
3.3,30.0,0,0.67,3.287,27.797,0.227,8.226,0.352,-6.913,1.533,2.908,[1.357 3.036],[1.111 1.978]
3.3,33.75,0,1.0,3.297,31.694,0.23,6.822,0.407,-6.492,1.732,2.805,[1.602 4.521],[0.328 1.119]
3.3,37.5,0,0.83,3.287,35.615,0.227,5.991,0.442,-7.061,1.914,2.672,[1.662 4.902],[0.081 1.619]
3.3,41.25,0,0.94,3.288,39.632,0.234,4.988,0.5,-6.265,2.097,2.532,[1.509 3.643],[0.455 3.488]
3.3,45.0,0,0.67,3.273,43.378,0.239,4.3,0.544,-5.692,2.248,2.379,[1.796 6.847],[0.087 0.889]
3.3,48.75,0,0.61,3.271,47.193,0.245,3.644,0.597,-4.833,2.4,2.223,[2.655 5.601],[0.876 1.802]
3.3,52.5,0,0.72,3.254,50.999,0.249,3.144,0.637,-4.601,2.529,2.048,[1.717 2.787],[0.113 0.792]
3.3,56.25,0,0.89,3.265,55.054,0.255,2.631,0.691,-4.485,2.676,1.87,[1.845 5.208],[0.032 0.71 ]
3.3,60.0,0,0.89,3.279,59.054,0.261,2.191,0.743,-4.29,2.812,1.686,[1.933 6.188],[0.588 0.612]
3.3,63.75,0,1.0,3.252,62.749,0.262,1.883,0.765,-4.558,2.891,1.489,[1.544 2.169],[0.401 1.578]
3.3,67.5,0,0.72,3.275,66.958,0.273,1.505,0.826,-3.819,3.014,1.282,[1.884 8.194],[0.294 0.605]
3.3,71.25,0,0.39,3.23,70.466,0.273,1.25,0.833,-4.144,3.044,1.08,[2.    3.546],[0.213 0.823]
3.3,75.0,0,0.28,3.306,74.724,0.272,0.959,0.868,-4.864,3.189,0.871,[1.658 4.812],[0.115 0.158]
3.3,78.75,0,0.22,3.251,78.286,0.273,0.722,0.87,-4.905,3.183,0.66,[1.327 8.115],[0.476 0.644]
3.3,82.5,0,0.33,3.254,82.246,0.271,0.484,0.873,-5.443,3.224,0.439,[1.835 3.757],[0.406 0.235]
3.3,86.25,0,0.5,3.243,86.128,0.27,0.244,0.872,-5.759,3.236,0.219,[1.684 5.075],[0.087 0.943]
3.3,90.0,0,0.39,3.23,89.947,0.266,-0.003,0.858,-6.333,3.23,0.003,[1.811 6.444],[0.513 0.863]
3.4,30.0,0,0.83,3.401,27.74,0.228,8.158,0.366,-6.666,1.583,3.01,[1.341 6.928],[0.59  0.749]
3.4,33.75,0,0.72,3.396,31.734,0.228,6.919,0.414,-6.731,1.786,2.888,[2.072 5.871],[0.093 0.461]
3.4,37.5,0,0.61,3.386,35.323,0.227,6.126,0.448,-7.115,1.958,2.763,[1.176 3.131],[0.284 0.114]
3.4,41.25,0,0.83,3.386,39.379,0.236,4.974,0.517,-6.077,2.148,2.617,[1.73  3.086],[0.045 0.727]
3.4,45.0,0,1.0,3.383,43.347,0.24,4.258,0.566,-5.621,2.322,2.46,[1.281 7.899],[0.609 0.429]
3.4,48.75,0,0.56,3.373,47.307,0.246,3.625,0.618,-4.922,2.479,2.287,[1.92  3.061],[0.074 2.782]
3.4,52.5,0,0.83,3.39,51.311,0.25,3.052,0.673,-4.905,2.646,2.119,[2.838 4.642],[0.188 1.396]
3.4,56.25,0,0.94,3.363,54.916,0.257,2.609,0.717,-4.458,2.752,1.933,[1.806 9.236],[0.458 0.769]
3.4,60.0,0,1.0,3.375,58.99,0.26,2.195,0.762,-4.673,2.893,1.739,[2.072 5.723],[0.361 0.634]
3.4,63.75,0,0.94,3.387,63.11,0.271,1.785,0.825,-3.91,3.021,1.532,[1.758 7.842],[0.084 1.75 ]
3.4,67.5,0,0.78,3.368,66.594,0.274,1.469,0.855,-3.954,3.091,1.338,[1.961 6.21 ],[0.687 1.098]
3.4,71.25,0,0.33,3.344,70.162,0.274,1.2,0.87,-4.324,3.146,1.135,[2.119 5.452],[0.239 0.259]
3.4,75.0,0,0.33,3.414,74.682,0.266,0.978,0.877,-5.766,3.293,0.902,[1.715 6.095],[0.716 1.937]
3.4,78.75,0,0.17,3.334,78.373,0.274,0.727,0.898,-4.898,3.266,0.672,[2.392 7.212],[1.191 0.2  ]
3.4,82.5,0,0.39,3.341,82.224,0.27,0.484,0.894,-5.673,3.31,0.452,[2.172 5.855],[0.369 0.779]
3.4,86.25,0,0.22,3.341,86.155,0.268,0.246,0.893,-6.153,3.333,0.224,[1.679 2.239],[0.389 0.552]
3.4,90.0,0,0.28,3.329,89.931,0.266,-0.0,0.885,-6.513,3.329,0.004,[1.501 3.829],[0.437 2.417]
3.5,30.0,0,0.72,3.495,28.185,0.228,8.025,0.381,-6.684,1.651,3.081,[1.377 5.962],[0.138 0.563]
3.5,33.75,0,0.67,3.482,31.494,0.229,7.001,0.421,-6.611,1.819,2.969,[1.098 4.005],[0.489 3.631]
3.5,37.5,0,0.17,3.458,35.23,0.227,6.199,0.454,-7.125,1.995,2.825,[1.894 6.229],[0.188 0.41 ]
3.5,41.25,0,0.83,3.482,39.57,0.236,4.964,0.533,-6.229,2.218,2.684,[1.656 1.382],[0.17  1.104]
3.5,45.0,0,0.67,3.446,43.248,0.238,4.401,0.565,-6.138,2.361,2.51,[2.764 5.924],[0.768 0.554]
3.5,48.75,0,0.78,3.461,47.319,0.245,3.65,0.632,-5.167,2.544,2.346,[1.16  5.668],[0.818 1.45 ]
3.5,52.5,0,0.72,3.457,51.058,0.248,3.146,0.675,-5.387,2.689,2.173,[1.898 7.776],[0.736 1.35 ]
3.5,56.25,0,0.83,3.461,55.024,0.256,2.622,0.735,-4.797,2.836,1.984,[1.565 6.776],[1.357 2.625]
3.5,60.0,0,0.83,3.463,58.931,0.261,2.204,0.783,-4.754,2.966,1.787,[1.663 3.945],[0.228 1.244]
3.5,63.75,0,0.83,3.437,62.764,0.269,1.844,0.828,-4.167,3.056,1.573,[1.087 3.078],[0.486 1.306]
3.5,67.5,0,0.72,3.447,66.491,0.27,1.512,0.861,-4.641,3.161,1.375,[1.779 3.362],[0.02  0.313]
3.5,71.25,0,0.17,3.438,70.443,0.267,1.265,0.868,-5.382,3.24,1.151,[2.532 6.767],[0.227 0.98 ]
3.5,75.0,0,0.11,3.407,74.369,0.255,1.078,0.838,-6.832,3.281,0.918,[1.802 4.935],[0.453 1.737]
3.5,78.75,0,0.22,3.433,78.373,0.24,0.847,0.806,-8.698,3.363,0.692,[1.324 1.983],[0.276 0.918]
3.5,82.5,0,0.28,3.413,82.05,0.264,0.499,0.895,-6.439,3.38,0.472,[1.853 6.772],[0.226 0.529]
3.5,86.25,0,0.5,3.406,86.077,0.257,0.259,0.874,-7.32,3.398,0.233,[2.609 2.609],[0.323 0.946]
3.5,90.0,0,0.22,3.399,89.966,0.268,-0.003,0.91,-6.453,3.399,0.002,[2.468 5.696],[0.338 0.167]
