Vel_d,Phi_d,Trial_num,--,Pad_Connections,Body_Contact,Vel_flip,Phi_flip,Tau_tr,Theta_x_tr,D_perp_tr,Eul_y_Impact,Policy_tr,Policy_action,Vx_tr,Vz_tr,reward,reward_vals,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
0.5,30,0,--,0,True,0.0,0.0,0.254,6.726,0.064,-21.18,3.386,7.996,0,0,0.252,[0.033 0.05  0.169 0.    0.   ],--,0,0,0,0,0,1
0.5,30,1,--,0,True,0.0,0.0,0.263,6.499,0.067,-20.031,1.571,7.908,0,0,0.145,[0.033 0.05  0.062 0.    0.   ],--,0,0,0,0,0,1
0.5,30,2,--,0,True,0.0,0.0,0.257,6.672,0.065,-18.397,3.074,7.981,0,0,0.093,[0.033 0.05  0.01  0.    0.   ],--,0,0,0,0,0,1
0.5,30,3,--,0,True,0.0,0.0,0.254,6.759,0.064,-22.772,3.579,7.991,0,0,0.254,[0.033 0.05  0.171 0.    0.   ],--,0,0,0,0,0,1
0.5,30,4,--,0,True,0.0,0.0,0.254,6.725,0.064,-19.423,3.395,7.998,0,0,0.099,[0.033 0.05  0.016 0.    0.   ],--,0,0,0,0,0,1
0.5,35,0,--,0,True,0.0,0.0,0.255,5.547,0.074,-27.028,3.502,7.992,0,0,0.215,[0.033 0.05  0.132 0.    0.   ],--,0,0,0,0,0,1
0.5,35,1,--,0,True,0.0,0.0,0.257,5.484,0.075,-23.39,3.254,7.992,0,0,0.2,[0.033 0.05  0.117 0.    0.   ],--,0,0,0,0,0,1
0.5,35,2,--,0,True,0.0,0.0,0.251,5.621,0.073,-26.885,3.556,7.985,0,0,0.201,[0.033 0.05  0.118 0.    0.   ],--,0,0,0,0,0,1
0.5,35,3,--,0,True,0.0,0.0,0.256,5.53,0.074,-26.424,3.373,7.999,0,0,0.156,[0.033 0.05  0.072 0.    0.   ],--,0,0,0,0,0,1
0.5,35,4,--,0,True,0.0,0.0,0.255,5.53,0.074,-26.003,3.652,7.995,0,0,0.119,[0.033 0.05  0.036 0.    0.   ],--,0,0,0,0,0,1
0.5,40,0,--,0,True,0.0,0.0,0.263,4.498,0.085,-28.905,1.643,7.888,0,0,0.264,[0.033 0.05  0.181 0.    0.   ],--,0,0,0,0,0,1
0.5,40,1,--,0,True,0.0,0.0,0.255,4.601,0.083,-29.394,3.732,7.989,0,0,0.227,[0.033 0.05  0.144 0.    0.   ],--,0,0,0,0,0,1
0.5,40,2,--,0,True,0.0,0.0,0.26,4.52,0.085,-27.566,2.991,7.978,0,0,0.259,[0.033 0.05  0.176 0.    0.   ],--,0,0,0,0,0,1
0.5,40,3,--,0,True,0.0,0.0,0.264,4.479,0.086,-33.128,1.502,7.794,0,0,0.197,[0.033 0.05  0.114 0.    0.   ],--,0,0,0,0,0,1
0.5,40,4,--,0,True,0.0,0.0,0.244,4.845,0.079,-26.041,3.554,7.991,0,0,0.122,[0.033 0.05  0.038 0.    0.   ],--,0,0,0,0,0,1
0.5,45,0,--,0,True,0.0,0.0,0.25,3.975,0.089,-28.382,3.8,7.998,0,0,0.283,[0.033 0.05  0.199 0.    0.   ],--,0,0,0,0,0,1
0.5,45,1,--,0,True,0.0,0.0,0.259,3.829,0.093,-33.092,3.258,7.988,0,0,0.194,[0.033 0.05  0.111 0.    0.   ],--,0,0,0,0,0,1
0.5,45,2,--,0,True,0.0,0.0,0.257,3.861,0.092,-30.783,3.452,7.999,0,0,0.103,[0.033 0.05  0.019 0.    0.   ],--,0,0,0,0,0,1
0.5,45,3,--,0,True,0.0,0.0,0.263,3.753,0.094,-33.981,1.899,7.984,0,0,0.267,[0.033 0.05  0.184 0.    0.   ],--,0,0,0,0,0,1
0.5,45,4,--,0,True,0.0,0.0,0.264,3.759,0.094,-34.163,1.581,7.978,0,0,0.276,[0.033 0.05  0.192 0.    0.   ],--,0,0,0,0,0,1
0.5,50,0,--,0,True,0.0,0.0,0.261,3.187,0.101,-34.422,3.282,7.993,0,0,0.282,[0.033 0.05  0.199 0.    0.   ],--,0,0,0,0,0,1
0.5,50,1,--,0,True,0.0,0.0,0.263,3.141,0.102,-38.094,2.299,7.979,0,0,0.091,[0.033 0.05  0.008 0.    0.   ],--,0,0,0,0,0,1
0.5,50,2,--,0,True,0.0,0.0,0.257,3.278,0.099,-30.972,3.55,7.989,0,0,0.093,[0.033 0.05  0.01  0.    0.   ],--,0,0,0,0,0,1
0.5,50,3,--,0,True,0.0,0.0,0.257,3.233,0.099,-35.775,3.71,7.987,0,0,0.218,[0.033 0.05  0.135 0.    0.   ],--,0,0,0,0,0,1
0.5,50,4,--,0,True,0.0,0.0,0.263,3.136,0.102,-36.801,2.362,7.959,0,0,0.121,[0.033 0.05  0.038 0.    0.   ],--,0,0,0,0,0,1
0.5,55,0,--,0,True,0.0,0.0,0.257,2.696,0.106,-37.638,3.8,7.996,0,0,0.084,[0.033 0.05  0.    0.    0.   ],--,0,0,0,0,0,1
0.5,55,1,--,0,True,0.0,0.0,0.262,2.661,0.108,-42.662,3.301,7.999,0,0,0.159,[0.033 0.05  0.075 0.    0.   ],--,0,0,0,0,0,1
0.5,55,2,--,0,True,0.0,0.0,0.258,2.692,0.107,-36.184,3.636,7.998,0,0,0.178,[0.033 0.05  0.094 0.    0.   ],--,0,0,0,0,0,1
0.5,55,3,--,0,True,0.0,0.0,0.259,2.682,0.107,-37.083,3.64,7.981,0,0,0.102,[0.033 0.05  0.018 0.    0.   ],--,0,0,0,0,0,1
0.5,55,4,--,0,True,0.0,0.0,0.257,2.708,0.106,-39.364,3.764,8.0,0,0,0.193,[0.033 0.05  0.109 0.    0.   ],--,0,0,0,0,0,1
0.5,60,0,--,0,True,0.0,0.0,0.265,2.162,0.116,-42.87,2.348,7.943,0,0,0.139,[0.033 0.05  0.056 0.    0.   ],--,0,0,0,0,0,1
0.5,60,1,--,0,True,0.0,0.0,0.25,2.297,0.109,-35.825,3.8,7.999,0,0,0.213,[0.033 0.05  0.13  0.    0.   ],--,0,0,0,0,0,1
0.5,60,2,--,0,True,0.0,0.0,0.266,2.149,0.116,-48.651,1.904,7.993,0,0,0.188,[0.033 0.05  0.104 0.    0.   ],--,0,0,0,0,0,1
0.5,60,3,--,0,True,0.0,0.0,0.264,2.172,0.115,-39.679,2.849,7.992,0,0,0.223,[0.033 0.05  0.14  0.    0.   ],--,0,0,0,0,0,1
0.5,60,4,--,0,True,0.0,0.0,0.262,2.192,0.114,-41.803,3.475,7.995,0,0,0.24,[0.033 0.05  0.157 0.    0.   ],--,0,0,0,0,0,1
0.5,65,0,--,0,True,0.0,0.0,0.261,1.775,0.119,-42.256,3.583,7.998,0,0,0.199,[0.033 0.05  0.115 0.    0.   ],--,0,0,0,0,0,1
0.5,65,1,--,0,True,0.0,0.0,0.262,1.771,0.119,-47.188,3.492,7.998,0,0,0.283,[0.033 0.05  0.2   0.    0.   ],--,0,0,0,0,0,1
0.5,65,2,--,0,True,0.0,0.0,0.265,1.759,0.121,0.0,2.636,7.99,0,0,0.083,[0.033 0.05  0.    0.    0.   ],--,0,0,0,0,0,1
0.5,65,3,--,0,True,0.0,0.0,0.264,1.76,0.12,-49.382,3.136,7.997,0,0,0.12,[0.033 0.05  0.037 0.    0.   ],--,0,0,0,0,0,1
0.5,65,4,--,0,True,0.0,0.0,0.258,1.786,0.118,-45.003,3.752,8.0,0,0,0.131,[0.033 0.05  0.048 0.    0.   ],--,0,0,0,0,0,1
0.5,70,0,--,0,True,0.0,0.0,0.268,1.34,0.127,-47.538,1.641,7.987,0,0,0.275,[0.033 0.05  0.192 0.    0.   ],--,0,0,0,0,0,1
0.5,70,1,--,0,True,0.0,0.0,0.268,1.342,0.126,0.0,1.749,7.968,0,0,0.083,[0.033 0.05  0.    0.    0.   ],--,0,0,0,0,0,1
0.5,70,2,--,0,True,0.0,0.0,0.258,1.401,0.122,-44.28,3.772,7.999,0,0,0.088,[0.033 0.05  0.004 0.    0.   ],--,0,0,0,0,0,1
0.5,70,3,--,0,True,0.0,0.0,0.266,1.357,0.126,0.0,2.539,7.991,0,0,0.083,[0.033 0.05  0.    0.    0.   ],--,0,0,0,0,0,1
