Vel_d,Phi_d,Trial_num,--,Pad_Connections,Body_Contact,Vel_flip,Phi_flip,Tau_tr,Theta_x_tr,D_perp_tr,Eul_y_Impact,Policy_tr,Policy_action,Vx_tr,Vz_tr,reward,reward_vals,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
0.5,30,0,--,2,False,0.0,0.0,0.427,7.741,0.056,-65.684,1.52,7.679,0,0,0.679,[0.033 0.05  0.196 0.4   0.   ],--,0,0,1,0,0,0
0.5,30,1,--,2,False,0.0,0.0,0.332,5.341,0.081,-62.244,1.514,7.99,0,0,0.5,[0.033 0.05  0.017 0.4   0.   ],--,0,0,1,0,0,0
0.5,30,2,--,2,True,0.0,0.0,0.331,5.102,0.085,-46.113,1.507,7.98,0,0,0.336,[0.033 0.05  0.153 0.1   0.   ],--,0,0,0,1,0,0
0.5,30,3,--,2,False,0.0,0.0,0.342,5.676,0.076,-69.394,1.51,7.9,0,0,0.487,[0.033 0.05  0.004 0.4   0.   ],--,0,0,1,0,0,0
0.5,30,4,--,2,False,0.0,0.0,0.333,5.34,0.081,-67.791,1.516,7.965,0,0,0.559,[0.033 0.05  0.076 0.4   0.   ],--,0,0,1,0,0,0
0.5,35,0,--,2,False,0.0,0.0,0.321,4.779,0.086,-69.193,1.518,7.977,0,0,0.484,[0.033 0.05  0.    0.4   0.   ],--,0,0,1,0,0,0
0.5,35,1,--,2,False,0.0,0.0,0.325,4.592,0.089,-67.226,1.511,7.99,0,0,0.615,[0.033 0.05  0.131 0.4   0.   ],--,0,0,1,0,0,0
0.5,35,2,--,2,False,0.0,0.0,0.32,4.598,0.089,-58.621,1.524,7.988,0,0,0.631,[0.033 0.05  0.148 0.4   0.   ],--,0,0,1,0,0,0
0.5,35,3,--,2,False,0.0,0.0,0.325,4.826,0.085,-64.954,1.502,7.991,0,0,0.636,[0.033 0.05  0.152 0.4   0.   ],--,0,0,1,0,0,0
0.5,35,4,--,2,False,0.0,0.0,0.332,4.278,0.096,-61.574,1.506,7.972,0,0,0.553,[0.033 0.05  0.069 0.4   0.   ],--,0,0,1,0,0,0
0.5,40,0,--,2,False,0.0,0.0,0.32,4.166,0.092,-66.721,1.524,7.993,0,0,0.657,[0.033 0.05  0.173 0.4   0.   ],--,0,0,1,0,0,0
0.5,40,1,--,2,False,0.0,0.0,0.315,4.053,0.095,-67.582,1.511,7.982,0,0,0.58,[0.033 0.05  0.096 0.4   0.   ],--,0,0,1,0,0,0
0.5,40,2,--,2,False,0.0,0.0,0.32,3.716,0.103,-65.647,1.501,7.985,0,0,0.678,[0.033 0.05  0.195 0.4   0.   ],--,0,0,1,0,0,0
0.5,40,3,--,2,False,0.0,0.0,0.31,3.896,0.098,-67.449,1.534,7.954,0,0,0.593,[0.033 0.05  0.11  0.4   0.   ],--,0,0,1,0,0,0
0.5,40,4,--,2,False,0.0,0.0,0.319,3.838,0.1,-68.388,1.511,7.952,0,0,0.509,[0.033 0.05  0.025 0.4   0.   ],--,0,0,1,0,0,0
0.5,45,0,--,2,False,0.0,0.0,0.314,3.441,0.103,-72.826,1.538,7.992,0,0,0.668,[0.033 0.05  0.184 0.4   0.   ],--,0,0,1,0,0,0
0.5,45,1,--,2,False,0.0,0.0,0.32,3.189,0.111,-74.325,1.5,7.962,0,0,0.536,[0.033 0.05  0.052 0.4   0.   ],--,0,0,1,0,0,0
0.5,45,2,--,2,False,0.0,0.0,0.317,3.1,0.114,-66.448,1.512,7.981,0,0,0.672,[0.033 0.05  0.189 0.4   0.   ],--,0,0,1,0,0,0
0.5,45,3,--,2,False,0.0,0.0,0.32,3.431,0.103,-73.754,1.526,7.971,0,0,0.591,[0.033 0.05  0.107 0.4   0.   ],--,0,0,1,0,0,0
0.5,45,4,--,2,False,0.0,0.0,0.316,3.457,0.102,-67.187,1.533,7.987,0,0,0.618,[0.033 0.05  0.135 0.4   0.   ],--,0,0,1,0,0,0
0.5,50,0,--,2,False,0.0,0.0,0.321,2.67,0.12,-71.463,1.521,7.967,0,0,0.653,[0.033 0.05  0.17  0.4   0.   ],--,0,0,1,0,0,0
0.5,50,1,--,2,False,0.0,0.0,0.313,2.763,0.116,-69.143,1.516,7.988,0,0,0.482,[0.033 0.048 0.    0.4   0.   ],--,0,0,1,0,0,0
0.5,50,2,--,2,False,0.0,0.0,0.314,2.903,0.111,-68.849,1.546,7.98,0,0,0.487,[0.033 0.05  0.004 0.4   0.   ],--,0,0,1,0,0,0
0.5,50,3,--,2,False,0.0,0.0,0.317,2.883,0.111,-73.224,1.518,7.922,0,0,0.64,[0.033 0.05  0.157 0.4   0.   ],--,0,0,1,0,0,0
0.5,50,4,--,2,False,0.0,0.0,0.316,2.777,0.116,-71.076,1.507,7.975,0,0,0.621,[0.033 0.05  0.138 0.4   0.   ],--,0,0,1,0,0,0
0.5,55,0,--,2,False,0.0,0.0,0.314,2.185,0.131,-66.482,1.511,7.972,0,0,0.671,[0.033 0.05  0.187 0.4   0.   ],--,0,0,1,0,0,0
0.5,55,1,--,2,False,0.0,0.0,0.317,2.415,0.119,-78.307,1.535,7.961,0,0,0.681,[0.033 0.05  0.197 0.4   0.   ],--,0,0,1,0,0,0
0.5,55,2,--,2,False,0.0,0.0,0.319,2.247,0.128,-71.505,1.515,7.979,0,0,0.656,[0.033 0.05  0.173 0.4   0.   ],--,0,0,1,0,0,0
0.5,55,3,--,2,False,0.0,0.0,0.318,2.299,0.125,-70.939,1.522,7.983,0,0,0.608,[0.033 0.05  0.125 0.4   0.   ],--,0,0,1,0,0,0
0.5,55,4,--,2,False,0.0,0.0,0.316,2.294,0.125,-79.713,1.533,7.97,0,0,0.622,[0.033 0.05  0.139 0.4   0.   ],--,0,0,1,0,0,0
0.5,60,0,--,2,False,0.0,0.0,0.313,1.876,0.133,-74.537,1.516,7.968,0,0,0.518,[0.033 0.05  0.035 0.4   0.   ],--,0,0,1,0,0,0
0.5,60,1,--,2,False,0.0,0.0,0.312,1.938,0.129,-70.36,1.525,7.979,0,0,0.551,[0.033 0.05  0.068 0.4   0.   ],--,0,0,1,0,0,0
0.5,60,2,--,2,False,0.0,0.0,0.307,2.091,0.12,-68.382,1.561,7.997,0,0,0.509,[0.033 0.05  0.026 0.4   0.   ],--,0,0,1,0,0,0
