k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,40.0439,0.0,0.0,,,,-2.885,-0.122,-3.286,-7.497,-0.241,-8.53,-0.203,-0.011,-0.025,0.979,0.589,0.036,0.073,-23.523,-1.824,-2.536,False,False,0.0,0.044,1.391,nan,5.386,7.17,0.408,1.654,0.308,47116.0,48688.0,55914.0,36608.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.0839,0.0,0.0,,,,-3.192,-0.132,-3.636,-7.887,-0.243,-8.973,-0.19,-0.01,-0.024,0.982,0.704,0.066,0.086,-21.897,-1.602,-2.436,False,False,0.0,0.042,1.374,nan,5.826,7.942,0.053,1.606,0.264,45534.0,48022.0,56348.0,38250.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.2308,0.0,0.0,,,,-0.001,-0.001,0.0,-0.098,-0.003,-0.11,0.006,0.0,0.0,1.0,1.034,0.02,0.127,0.634,-0.0,0.0,False,False,0.0,0.001,0.046,nan,2.1,0.913,-1.803,0.091,-0.133,39270.0,43240.0,50840.0,54590.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.3148,0.0,0.0,,,,-0.049,-0.002,-0.055,-0.973,-0.029,-1.105,0.054,0.001,0.007,0.999,1.165,0.048,0.141,6.187,0.116,0.8,False,False,0.0,0.013,0.451,nan,2.155,1.319,-2.422,0.825,-0.221,34444.0,44810.0,54290.0,55772.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.4828,0.0,0.0,,,,-0.355,-0.011,-0.403,-2.628,-0.083,-2.988,0.154,0.007,0.019,0.988,1.203,0.043,0.15,17.666,0.443,2.316,False,False,0.0,0.032,1.049,nan,2.503,2.298,-3.245,1.322,-0.437,28330.0,46840.0,55562.0,60000.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.4948,0.0,0.0,,,,-0.382,-0.012,-0.433,-2.725,-0.086,-3.098,0.161,0.007,0.019,0.987,1.199,0.038,0.146,18.469,0.426,2.319,False,False,0.0,0.033,1.075,nan,2.533,2.362,-3.274,1.335,-0.446,28106.0,46912.0,55572.0,60000.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.5429,0.0,0.0,,,,-0.53,-0.017,-0.602,-3.212,-0.106,-3.652,0.188,0.008,0.024,0.982,1.15,0.021,0.14,21.691,0.427,2.827,False,False,0.0,0.038,1.188,nan,2.702,2.686,-3.394,1.417,-0.498,26904.0,47554.0,55424.0,60000.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
0,0,40.5559,0.0,0.0,,,,-0.563,-0.018,-0.639,-3.31,-0.11,-3.763,0.194,0.008,0.024,0.981,1.137,0.018,0.137,22.338,0.411,2.829,False,False,0.0,0.039,1.207,nan,2.777,2.818,-3.433,1.423,-0.518,26530.0,47742.0,55246.0,60000.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.011,
0,0,40.5669,0.0,0.0,,,,-0.596,-0.019,-0.677,-3.407,-0.114,-3.874,0.199,0.008,0.025,0.98,1.13,0.023,0.135,22.986,0.364,2.987,False,False,0.0,0.04,1.226,nan,2.817,2.885,-3.445,1.418,-0.527,26402.0,47812.0,55118.0,60000.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.011,
0,0,40.6628,0.0,0.0,,,,-0.986,-0.033,-1.12,-4.379,-0.16,-4.984,0.249,0.01,0.03,0.968,0.946,0.058,0.12,28.854,0.206,3.656,False,False,0.0,0.049,1.359,nan,3.22,3.504,-3.46,1.383,-0.6,25538.0,48734.0,53768.0,60000.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.006,
