k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,440.2988,0.0,0.0,,,,-0.039,1.275,-1.377,-0.164,5.001,-5.402,-0.001,-0.006,0.0,1.0,-0.028,0.719,-0.054,-0.159,-0.634,0.001,False,False,0.0,-1.439,0.047,nan,3.477,4.411,1.794,-1.128,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,440.3097,0.0,0.0,,,,-0.04,1.325,-1.431,-0.168,5.1,-5.509,-0.001,-0.001,0.0,1.0,-0.031,0.742,-0.057,-0.159,-0.159,0.0,False,False,0.0,-1.445,0.047,nan,3.587,4.618,1.801,-1.262,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.3468,0.0,0.0,,,,-0.047,1.537,-1.66,-0.182,5.492,-5.933,-0.001,0.014,-0.001,1.0,-0.025,0.828,-0.065,-0.156,1.586,-0.161,False,False,0.0,-1.461,0.048,nan,3.82,5.042,1.812,-1.517,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.3847,0.0,0.0,,,,-0.055,1.765,-1.906,-0.196,5.884,-6.358,-0.003,0.032,-0.003,0.999,-0.026,0.904,-0.064,-0.307,3.647,-0.327,False,False,0.0,-1.469,0.048,nan,4.07,5.481,1.819,-1.773,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.4248,0.0,0.0,,,,-0.063,2.008,-2.169,-0.208,6.277,-6.783,-0.003,0.05,-0.004,0.999,-0.025,0.962,-0.075,-0.293,5.71,-0.491,False,False,0.0,-1.471,0.048,nan,4.269,5.817,1.822,-1.945,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.4368,0.0,0.0,,,,-0.065,2.071,-2.237,-0.211,6.375,-6.889,-0.003,0.054,-0.004,0.999,-0.018,0.981,-0.078,-0.291,6.186,-0.492,False,False,0.0,-1.47,0.048,nan,4.407,6.043,1.82,-2.065,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.4988,0.0,0.0,,,,-0.078,2.472,-2.67,-0.228,6.963,-7.527,-0.003,0.084,-0.007,0.996,-0.024,1.045,-0.08,-0.249,9.683,-0.817,False,False,0.0,-1.46,0.047,nan,4.77,6.616,1.821,-2.339,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.5199,0.0,0.0,,,,-0.083,2.613,-2.822,-0.233,7.16,-7.739,-0.004,0.094,-0.007,0.996,-0.024,1.06,-0.078,-0.399,10.796,-0.834,False,False,0.0,-1.455,0.047,nan,5.0,6.961,1.819,-2.496,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.5458,0.0,0.0,,,,-0.09,2.832,-3.059,-0.239,7.454,-8.058,-0.004,0.109,-0.008,0.994,-0.019,1.072,-0.076,-0.369,12.549,-0.998,False,False,0.0,-1.445,0.046,nan,5.159,7.191,1.819,-2.589,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.5778,0.0,0.0,,,,-0.097,3.06,-3.306,-0.245,7.748,-8.377,-0.004,0.126,-0.01,0.992,-0.022,1.074,-0.077,-0.332,14.466,-1.161,False,False,0.0,-1.434,0.045,nan,5.49,7.649,1.814,-2.755,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.6448,0.0,0.0,,,,-0.114,3.627,-3.918,-0.254,8.436,-9.122,-0.006,0.162,-0.012,0.987,-0.016,1.061,-0.078,-0.395,18.631,-1.511,False,False,0.0,-1.402,0.042,nan,6.11,8.438,1.792,-2.981,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.6988,0.0,0.0,,,,-0.127,4.061,-4.388,-0.256,8.926,-9.654,-0.006,0.187,-0.014,0.982,-0.014,1.026,-0.075,-0.327,21.531,-1.676,False,False,0.0,-1.376,0.039,nan,6.488,8.88,1.772,-3.068,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.7749,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.017,0.936,-0.073,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,nan,2.1,0.873,0.02,-1.599,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,440.7968,0.0,0.0,,,,-0.001,0.001,-0.002,-0.007,0.196,-0.211,-0.0,0.01,-0.001,1.0,-0.018,0.904,-0.062,0.002,1.11,-0.159,False,False,0.0,-0.094,0.003,nan,2.104,0.99,0.392,-1.603,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.0027,0.0,0.0,,,,-0.009,0.259,-0.279,-0.071,2.258,-2.432,-0.001,0.08,-0.006,0.997,-0.011,0.413,-0.033,-0.107,9.206,-0.645,False,False,0.0,-0.95,0.029,nan,2.379,2.036,1.48,-1.271,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.0218,0.0,0.0,,,,-0.01,0.306,-0.33,-0.076,2.453,-2.644,-0.001,0.084,-0.006,0.996,-0.013,0.355,-0.028,-0.104,9.684,-0.645,False,False,0.0,-1.01,0.03,nan,2.43,2.167,1.524,-1.197,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.0408,0.0,0.0,,,,-0.012,0.357,-0.385,-0.081,2.649,-2.855,-0.001,0.087,-0.007,0.996,-0.01,0.293,-0.023,-0.089,10.002,-0.804,False,False,0.0,-1.067,0.032,nan,2.485,2.302,1.557,-1.114,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.0788,0.0,0.0,,,,-0.015,0.471,-0.508,-0.09,3.042,-3.278,-0.003,0.091,-0.007,0.996,-0.011,0.181,-0.014,-0.243,10.479,-0.818,False,False,0.0,-1.167,0.034,nan,0.0,2.589,1.619,-0.955,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.0898,0.0,0.0,,,,-0.016,0.502,-0.541,-0.093,3.14,-3.384,-0.003,0.093,-0.007,0.996,-0.01,0.148,-0.012,-0.242,10.638,-0.819,False,False,0.0,-1.19,0.034,nan,2.641,2.664,1.63,-0.904,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.1008,0.0,0.0,,,,-0.017,0.534,-0.575,-0.095,3.238,-3.49,-0.003,0.093,-0.007,0.996,-0.015,0.114,-0.013,-0.242,10.638,-0.819,False,False,0.0,-1.211,0.035,nan,2.675,2.74,1.651,-0.85,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.1307,0.0,0.0,,,,-0.02,0.636,-0.685,-0.101,3.532,-3.807,-0.003,0.094,-0.007,0.996,-0.013,0.023,-0.008,-0.241,10.797,-0.819,False,False,0.0,-1.269,0.036,nan,2.785,2.977,1.679,-0.701,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.3798,0.0,0.0,,,,-0.049,1.766,-1.903,-0.142,5.888,-6.349,-0.003,0.054,-0.004,0.999,0.006,-0.658,0.044,-0.291,6.186,-0.492,False,False,0.0,-1.471,0.035,nan,4.003,5.345,1.766,0.754,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.4969,0.0,0.0,,,,-0.067,2.543,-2.742,-0.162,7.065,-7.623,-0.001,0.007,-0.001,1.0,0.024,-0.905,0.067,-0.157,0.793,-0.16,False,False,0.0,-1.46,0.033,nan,4.919,6.954,1.746,1.586,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
0,0,441.6048,0.0,0.0,,,,-0.087,3.38,-3.645,-0.187,8.145,-8.792,0.0,-0.046,0.003,0.999,0.028,-1.029,0.076,0.014,-5.235,0.317,False,False,0.0,-1.418,0.032,nan,5.745,8.283,1.725,2.129,-0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,
