k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,625.180,-1.366,0.000,--,--,--,-0.361,0.034,0.568,1.834,-0.158,0.107,0.028,0.093,-0.043,0.994,0.650,-0.550,0.073,3.623,10.799,-4.599,False,False,0.000,0.000,0.000,14.097,0.103,-1.214,1.511,0.519,-1.850,1.050,0.089,11.096,12.023,15.000,13.380,55738,57888,63790,60672,-0.043,0.000,0.560,1.944,0.000,0.253,0.000,0.000,2.500,3.500,--
0,0,625.200,-1.366,0.000,--,--,--,-0.323,0.034,0.571,1.864,-0.161,0.154,0.035,0.087,-0.042,0.995,0.680,-0.580,0.056,4.375,10.185,-4.391,False,False,0.000,0.000,0.000,9.772,0.106,-1.237,1.508,0.520,-1.924,1.102,0.106,11.116,12.072,15.000,13.374,55560,57560,63556,60412,0.000,0.000,0.567,1.944,0.000,0.308,0.000,0.000,2.500,3.500,--
0,0,625.220,-1.366,0.000,--,--,--,-0.284,0.033,0.575,1.892,-0.169,0.209,0.040,0.080,-0.042,0.995,0.590,-0.580,0.048,4.978,9.412,-4.369,False,False,0.000,0.000,0.000,7.179,0.112,-1.258,1.504,0.519,-1.780,1.052,0.115,11.255,11.893,15.000,13.099,55714,57352,63324,59880,0.035,0.000,0.573,1.944,0.000,0.353,0.000,0.000,2.500,3.500,--
0,0,625.240,-1.366,0.000,--,--,--,-0.244,0.032,0.579,1.919,-0.178,0.267,0.044,0.075,-0.042,0.995,0.450,-0.550,0.055,5.430,8.793,-4.360,False,False,0.000,0.000,0.000,5.613,0.118,-1.280,1.500,0.516,-1.611,0.938,0.107,11.407,11.887,15.000,12.972,55714,57064,62980,59392,0.074,0.000,0.580,1.944,0.000,0.403,0.000,0.000,2.500,3.500,--
0,0,625.260,-1.366,0.000,--,--,--,-0.203,0.032,0.585,1.944,-0.187,0.328,0.048,0.069,-0.042,0.996,0.310,-0.510,0.068,5.882,8.175,-4.356,False,False,0.000,0.000,0.000,4.542,0.124,-1.301,1.494,0.513,-1.449,0.893,0.095,11.437,12.111,15.000,12.828,55446,56856,62638,58774,0.117,0.000,0.590,1.944,0.000,0.458,0.000,0.000,2.500,3.500,--
0,0,625.280,-1.366,0.000,--,--,--,-0.163,0.030,0.592,1.961,-0.204,0.391,0.051,0.064,-0.042,0.996,0.120,-0.500,0.054,6.175,7.551,-4.368,False,False,0.000,0.000,0.000,3.795,0.136,-1.320,1.487,0.509,-1.192,0.881,0.107,11.543,12.201,14.585,12.671,55708,56842,62526,57920,0.156,0.000,0.599,1.944,0.000,0.508,0.000,0.000,2.500,3.500,--
0,0,625.300,-1.366,0.000,--,--,--,-0.123,0.028,0.601,1.975,-0.221,0.458,0.051,0.058,-0.040,0.996,-0.030,-0.470,0.056,6.140,6.906,-4.244,False,False,0.000,0.000,0.000,3.224,0.148,-1.337,1.478,0.504,-1.002,0.859,0.100,11.622,12.094,14.489,12.529,55536,56722,61752,57216,0.175,0.000,0.604,1.944,0.000,0.533,0.000,0.000,2.500,3.500,--
0,0,625.320,-1.366,0.000,--,--,--,-0.082,0.025,0.610,1.987,-0.234,0.523,0.050,0.053,-0.040,0.997,-0.180,-0.560,0.062,5.958,6.264,-4.287,False,False,0.000,0.000,0.000,2.815,0.160,-1.354,1.469,0.499,-0.819,0.979,0.098,11.464,12.092,14.348,11.830,54990,56618,60984,56056,0.230,0.000,0.620,1.944,0.000,0.603,0.000,0.000,2.500,3.500,--
0,0,625.342,-1.366,0.000,--,--,--,-0.041,0.022,0.622,1.991,-0.256,0.589,0.048,0.046,-0.042,0.997,-0.190,-0.620,0.048,5.778,5.472,-4.494,False,False,0.000,0.000,0.000,2.471,0.174,-1.366,1.457,0.495,-0.856,1.115,0.117,11.340,12.142,14.377,11.740,54396,56156,60962,55244,0.272,0.000,0.634,1.944,0.000,0.658,0.000,0.000,2.500,3.500,--
0,0,625.355,-1.366,0.000,--,--,--,-0.021,0.020,0.628,1.991,-0.265,0.622,0.047,0.043,-0.042,0.997,-0.230,-0.630,0.057,5.606,5.148,-4.517,False,False,0.000,0.000,0.000,2.330,0.182,-1.372,1.445,0.491,-0.796,1.199,0.113,10.996,12.194,14.263,11.541,53870,56002,60536,54586,0.288,0.000,0.640,1.944,0.000,0.678,0.000,0.000,2.500,3.500,--
0,0,625.384,-1.366,0.000,--,--,--,0.041,0.014,0.648,1.991,-0.289,0.716,0.043,0.032,-0.043,0.998,-0.280,-0.600,0.057,5.085,3.866,-4.753,False,False,0.000,0.000,0.000,1.998,0.201,-1.391,1.431,0.487,-0.764,1.165,0.116,11.119,12.123,14.272,11.498,53540,55500,59976,54090,0.331,0.000,0.655,1.944,0.000,0.733,0.000,0.000,2.500,3.500,--
0,0,625.403,-1.366,0.000,--,--,--,0.082,0.010,0.663,1.985,-0.303,0.777,0.039,0.025,-0.043,0.998,-0.250,-0.560,0.044,4.574,3.051,-4.801,False,False,0.000,0.000,0.000,1.826,0.215,-1.401,1.416,0.484,-0.843,1.186,0.129,10.869,11.960,14.145,11.350,53220,55022,59988,53806,0.366,0.000,0.669,1.944,0.000,0.778,0.000,0.000,2.500,3.500,--
0,0,625.423,-1.366,0.000,--,--,--,0.123,0.006,0.678,1.979,-0.314,0.830,0.036,0.019,-0.043,0.998,-0.260,-0.480,0.053,4.230,2.402,-4.833,False,False,0.000,0.000,0.000,1.686,0.223,-1.413,1.401,0.484,-0.891,1.114,0.121,11.079,11.867,14.170,11.454,53062,54750,59752,53962,0.409,0.000,0.686,1.944,0.000,0.833,0.000,0.000,2.500,3.500,--
0,0,625.443,-1.366,0.000,--,--,--,0.164,0.001,0.695,1.971,-0.321,0.881,0.033,0.014,-0.042,0.998,-0.170,-0.410,0.064,3.882,1.747,-4.702,False,False,0.000,0.000,0.000,1.570,0.233,-1.423,1.384,0.485,-1.008,1.054,0.108,10.826,11.716,14.008,11.685,52776,54506,59662,54342,0.463,0.000,0.711,1.944,0.000,0.903,0.000,0.000,2.500,3.500,--
0,0,625.453,-1.366,0.000,--,--,--,0.185,-0.001,0.704,1.965,-0.324,0.906,0.032,0.011,-0.042,0.999,-0.170,-0.360,0.088,3.710,1.423,-4.715,False,False,0.000,0.000,0.000,1.517,0.236,-1.429,1.366,0.484,-1.107,0.891,0.079,10.738,11.530,13.939,11.990,52524,54216,59228,54960,0.502,0.000,0.729,1.944,0.000,0.953,0.000,0.000,2.500,3.500,--
0,0,625.481,-1.366,0.000,--,--,--,0.246,-0.009,0.732,1.947,-0.335,0.980,0.030,0.007,-0.040,0.999,-0.060,-0.170,0.071,3.529,0.935,-4.573,False,False,0.000,0.000,0.000,1.373,0.248,-1.446,1.347,0.486,-1.242,0.756,0.088,10.884,11.514,13.993,12.340,52762,53812,59454,55498,0.545,0.000,0.751,1.944,0.000,1.008,0.000,0.000,2.500,3.500,--
0,0,625.500,-1.366,0.000,--,--,--,0.286,-0.014,0.752,1.936,-0.340,1.024,0.030,0.006,-0.040,0.999,-0.050,-0.110,0.105,3.523,0.776,-4.578,False,False,0.000,0.000,0.000,1.295,0.255,-1.459,1.337,0.487,-1.258,0.665,0.050,10.965,11.378,14.024,12.304,52684,54132,59184,56174,0.580,0.000,0.770,1.944,0.000,1.053,0.000,0.000,2.500,3.500,--
0,0,625.519,-1.366,0.000,--,--,--,0.327,-0.019,0.773,1.926,-0.342,1.063,0.030,0.004,-0.039,0.999,-0.110,-0.140,0.057,3.515,0.612,-4.424,False,False,0.000,0.000,0.000,1.227,0.262,-1.472,1.306,0.493,-1.182,0.754,0.088,11.163,11.749,14.236,12.425,53486,54516,59924,55990,0.622,0.000,0.793,1.944,0.000,1.108,0.000,0.000,2.500,3.500,--
0,0,625.542,-1.366,0.000,--,--,--,0.367,-0.024,0.794,1.913,-0.347,1.104,0.029,0.003,-0.039,0.999,-0.180,-0.100,0.065,3.350,0.447,-4.430,False,False,0.000,0.000,0.000,1.164,0.269,-1.489,1.285,0.497,-1.079,0.721,0.074,11.397,11.970,14.270,12.369,54232,55402,60242,56634,0.661,0.000,0.816,1.944,0.000,1.158,0.000,0.000,2.500,3.500,--
0,0,625.564,-1.366,0.000,--,--,--,0.407,-0.030,0.816,1.900,-0.351,1.144,0.028,0.001,-0.039,0.999,-0.230,-0.180,0.026,3.185,0.282,-4.435,False,False,0.000,0.000,0.000,1.103,0.278,-1.503,1.263,0.502,-1.001,0.888,0.107,11.299,11.849,14.375,12.251,54850,55992,61094,56380,0.677,0.000,0.825,1.944,0.000,1.178,0.000,0.000,2.500,3.500,--
0,0,625.583,-1.366,0.000,--,--,--,0.447,-0.036,0.840,1.886,-0.354,1.185,0.026,-0.000,-0.037,0.999,-0.300,-0.240,0.021,3.019,0.113,-4.281,False,False,0.000,0.000,0.000,1.045,0.285,-1.522,1.239,0.507,-0.875,1.034,0.109,11.580,12.372,14.615,12.144,55316,56922,61608,56370,0.720,0.000,0.852,1.944,0.000,1.233,0.000,0.000,2.500,3.500,--
0,0,625.603,-1.366,0.000,--,--,--,0.486,-0.041,0.864,1.874,-0.357,1.227,0.022,-0.001,-0.037,0.999,-0.390,-0.260,0.018,2.537,-0.064,-4.285,False,False,0.000,0.000,0.000,0.990,0.293,-1.542,1.215,0.512,-0.712,1.112,0.109,11.764,12.642,14.764,12.041,56172,58024,62180,56640,0.759,0.000,0.877,1.944,0.000,1.283,0.000,0.000,2.500,3.500,--
0,0,625.623,-1.366,0.000,--,--,--,0.526,-0.047,0.888,1.861,-0.361,1.271,0.019,-0.004,-0.037,0.999,-0.380,-0.210,0.032,2.207,-0.393,-4.291,False,False,0.000,0.000,0.000,0.936,0.302,-1.563,1.203,0.514,-0.717,1.109,0.095,11.859,12.841,14.638,12.485,56160,58270,62180,56922,0.817,0.000,0.917,1.944,0.000,1.358,0.000,0.000,2.500,3.500,--
0,0,625.642,-1.366,0.000,--,--,--,0.565,-0.053,0.914,1.845,-0.362,1.319,0.017,-0.006,-0.037,0.999,-0.340,-0.110,0.014,1.883,-0.564,-4.292,False,False,0.000,0.000,0.000,0.883,0.312,-1.582,1.165,0.520,-0.771,0.950,0.107,11.985,12.714,14.764,12.614,57078,58412,62638,57794,0.856,0.000,0.944,1.944,0.000,1.408,0.000,0.000,2.500,3.500,--
0,0,625.651,-1.366,0.000,--,--,--,0.585,-0.056,0.927,1.838,-0.363,1.344,0.014,-0.007,-0.037,0.999,-0.290,-0.060,0.011,1.559,-0.735,-4.293,False,False,0.000,0.000,0.000,0.856,0.314,-1.596,1.138,0.522,-0.921,0.810,0.105,11.830,12.495,14.653,12.735,57394,58288,62864,58664,0.891,0.000,0.970,1.944,0.000,1.453,0.000,0.000,2.500,3.500,--
0,0,625.680,-1.366,0.000,--,--,--,0.643,-0.065,0.969,1.817,-0.361,1.423,0.011,-0.007,-0.036,0.999,-0.200,0.060,0.017,1.242,-0.749,-4.132,False,False,0.000,0.000,0.000,0.779,0.326,-1.633,1.110,0.523,-1.007,0.728,0.092,11.829,12.401,14.725,12.885,57348,58194,62864,59142,0.930,0.000,1.000,1.944,0.000,1.503,0.000,0.000,2.500,3.500,--
