k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,145.230,-1.366,0.000,--,--,--,0.002,0.061,0.498,1.278,-0.233,0.088,0.053,0.051,-0.030,0.997,0.590,-0.570,0.023,6.207,6.052,-3.171,False,False,0.000,0.000,0.000,17.940,0.147,0.808,1.580,0.505,-1.393,1.619,0.113,10.997,12.601,15.000,12.245,52138,55736,60560,54966,0.255,0.000,0.494,1.446,0.000,0.247,0.000,0.000,2.000,3.500,--
0,0,145.250,-1.366,0.000,--,--,--,0.029,0.061,0.500,1.29,-0.247,0.136,0.058,0.044,-0.033,0.997,0.540,-0.530,0.003,6.836,5.296,-3.501,False,False,0.000,0.000,0.000,11.587,0.156,0.817,1.578,0.501,-1.419,1.559,0.140,10.904,12.458,15.000,12.272,52134,55032,60456,54550,0.270,0.000,0.496,1.446,0.000,0.267,0.000,0.000,2.000,3.500,--
0,0,145.270,-1.366,0.000,--,--,--,0.056,0.061,0.503,1.296,-0.263,0.19,0.062,0.037,-0.036,0.997,0.460,-0.530,0.024,7.302,4.539,-3.846,False,False,0.000,0.000,0.000,8.261,0.166,0.823,1.576,0.499,-1.423,1.658,0.121,10.807,12.408,15.000,12.038,51508,55130,60350,54324,0.299,0.000,0.502,1.446,0.000,0.307,0.000,0.000,2.000,3.500,--
0,0,145.294,-1.366,0.000,--,--,--,0.083,0.061,0.507,1.301,-0.282,0.248,0.066,0.030,-0.037,0.997,0.330,-0.550,0.034,7.759,3.773,-4.039,False,False,0.000,0.000,0.000,6.330,0.178,0.828,1.572,0.492,-1.287,1.735,0.110,10.646,12.460,15.000,11.756,50770,54860,59934,53326,0.328,0.000,0.509,1.446,0.000,0.347,0.000,0.000,2.000,3.500,--
0,0,145.312,-1.366,0.000,--,--,--,0.123,0.057,0.516,1.302,-0.319,0.335,0.071,0.022,-0.039,0.997,0.160,-0.400,0.033,8.208,2.851,-4.249,False,False,0.000,0.000,0.000,5.123,0.191,0.832,1.566,0.475,-1.163,1.548,0.100,10.392,11.996,14.644,11.390,49728,53394,58752,52054,0.362,0.000,0.518,1.446,0.000,0.395,0.000,0.000,2.000,3.500,--
0,0,145.332,-1.366,0.000,--,--,--,0.137,0.059,0.519,1.304,-0.32,0.362,0.072,0.019,-0.039,0.996,0.040,-0.350,0.006,8.355,2.539,-4.268,False,False,0.000,0.000,0.000,4.300,0.205,0.836,1.556,0.465,-0.891,1.468,0.114,10.689,12.263,14.531,11.424,49420,52504,57268,50480,0.385,0.000,0.524,1.446,0.000,0.427,0.000,0.000,2.000,3.500,--
0,0,145.352,-1.366,0.000,--,--,--,0.164,0.058,0.527,1.303,-0.34,0.419,0.073,0.015,-0.039,0.996,-0.090,-0.270,0.026,8.497,2.070,-4.300,False,False,0.000,0.000,0.000,3.702,0.218,0.84,1.552,0.473,-0.805,1.411,0.098,10.736,12.135,14.211,11.183,50034,53150,57334,51060,0.414,0.000,0.533,1.446,0.000,0.467,0.000,0.000,2.000,3.500,--
0,0,145.372,-1.366,0.000,--,--,--,0.205,0.053,0.540,1.295,-0.378,0.499,0.072,0.011,-0.037,0.997,-0.200,-0.220,0.019,8.317,1.577,-4.179,False,False,0.000,0.000,0.000,3.265,0.232,0.842,1.539,0.466,-0.700,1.365,0.090,10.341,11.853,13.812,10.867,49290,52390,56110,50096,0.435,0.000,0.540,1.446,0.000,0.495,0.000,0.000,2.000,3.500,--
0,0,145.391,-1.366,0.000,--,--,--,0.219,0.055,0.545,1.296,-0.377,0.522,0.071,0.010,-0.037,0.997,-0.250,-0.220,0.005,8.151,1.412,-4.193,False,False,0.000,0.000,0.000,2.934,0.245,0.846,1.528,0.463,-0.583,1.293,0.096,10.626,12.074,13.798,10.866,49286,52012,55462,49564,0.472,0.000,0.553,1.446,0.000,0.547,0.000,0.000,2.000,3.500,--
0,0,145.411,-1.366,0.000,--,--,--,0.247,0.052,0.556,1.294,-0.392,0.569,0.069,0.008,-0.037,0.997,-0.230,-0.220,0.007,7.986,1.248,-4.206,False,False,0.000,0.000,0.000,2.676,0.257,0.85,1.517,0.461,-0.594,1.434,0.086,10.438,12.051,13.753,10.892,48616,52014,55314,49126,0.501,0.000,0.565,1.446,0.000,0.587,0.000,0.000,2.000,3.500,--
