k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,438.071,-1.366,0.000,--,--,--,0.075,-0.015,1.083,2.084,0.026,0.050,-0.003,0.061,0.018,0.998,-0.070,-0.440,-0.047,-0.442,6.990,2.038,False,False,0.000,0.000,0.000,19.577,-0.028,-2.088,0.996,0.511,0.100,0.756,0.147,13.136,13.105,14.163,11.761,57872,57808,59990,54854,0.273,0.000,1.070,2.211,0.000,0.186,0.000,0.000,3.000,3.500,--
0,0,438.090,-1.366,0.000,--,--,--,0.120,-0.015,1.084,2.096,0.022,0.085,-0.003,0.057,0.018,0.998,-0.090,-0.660,-0.060,-0.434,6.514,2.040,False,False,0.000,0.000,0.000,11.560,-0.024,-2.102,0.995,0.523,0.104,1.128,0.160,13.210,13.657,14.817,11.724,58972,59918,62278,55658,0.317,0.000,1.075,2.211,0.000,0.246,0.000,0.000,3.000,3.500,--
0,0,438.099,-1.366,0.000,--,--,--,0.142,-0.015,1.085,2.101,0.021,0.107,-0.003,0.054,0.018,0.998,-0.120,-0.720,-0.055,-0.428,6.196,2.041,False,False,0.000,0.000,0.000,9.083,-0.023,-2.109,0.994,0.527,0.152,1.284,0.157,13.205,14.125,15.000,11.606,59412,60924,63074,55954,0.362,0.000,1.080,2.211,0.000,0.306,0.000,0.000,3.000,3.500,--
0,0,438.129,-1.366,0.000,--,--,--,0.209,-0.016,1.088,2.115,0.020,0.194,-0.004,0.043,0.018,0.999,-0.220,-0.790,-0.077,-0.564,4.928,2.039,False,False,0.000,0.000,0.000,5.027,-0.022,-2.130,0.992,0.533,0.327,1.395,0.182,13.342,14.243,14.995,11.419,60830,62296,64144,56212,0.406,0.000,1.087,2.211,0.000,0.366,0.000,0.000,3.000,3.500,--
0,0,438.129,-1.366,0.000,--,--,--,0.209,-0.016,1.088,2.115,0.020,0.194,-0.004,0.043,0.018,0.999,-0.220,-0.790,-0.087,-0.564,4.928,2.039,False,False,0.000,0.000,0.000,5.027,-0.022,-2.130,0.986,0.536,0.456,1.259,0.193,13.668,14.046,14.928,11.355,62070,62880,64716,56738,0.450,0.000,1.095,2.211,0.000,0.426,0.000,0.000,3.000,3.500,--
0,0,438.169,-1.366,0.000,--,--,--,0.299,-0.016,1.098,2.121,0.018,0.351,-0.008,0.030,0.017,0.999,-0.330,-0.460,-0.088,-1.009,3.506,1.873,False,False,0.000,0.000,0.000,2.782,-0.021,-2.158,0.981,0.531,0.585,0.991,0.198,13.818,14.066,14.692,11.422,62900,62724,64236,57064,0.472,0.000,1.099,2.211,0.000,0.456,0.000,0.000,3.000,3.500,--
0,0,438.188,-1.366,0.000,--,--,--,0.344,-0.016,1.105,2.120,0.020,0.442,-0.011,0.026,0.017,0.999,-0.320,-0.280,-0.095,-1.319,3.035,1.869,False,False,0.000,0.000,0.000,2.189,-0.023,-2.172,0.974,0.524,0.570,0.696,0.207,14.133,13.510,14.330,11.523,62948,61610,63362,57042,0.539,0.000,1.114,2.211,0.000,0.546,0.000,0.000,3.000,3.500,--
0,0,438.198,-1.366,0.000,--,--,--,0.366,-0.016,1.109,2.118,0.022,0.488,-0.012,0.025,0.017,0.999,-0.210,-0.150,-0.097,-1.475,2.879,1.867,False,False,0.000,0.000,0.000,1.971,-0.024,-2.180,0.965,0.515,0.425,0.462,0.214,13.989,12.948,14.046,11.556,62408,60146,62530,56910,0.583,0.000,1.126,2.211,0.000,0.606,0.000,0.000,3.000,3.500,--
0,0,438.226,-1.366,0.000,--,--,--,0.434,-0.017,1.125,2.108,0.029,0.636,-0.015,0.024,0.015,0.999,-0.070,-0.020,-0.093,-1.785,2.723,1.703,False,False,0.000,0.000,0.000,1.496,-0.032,-2.207,0.954,0.503,0.220,0.316,0.216,13.358,12.304,13.663,11.438,61020,58190,61342,56220,0.649,0.000,1.145,2.211,0.000,0.696,0.000,0.000,3.000,3.500,--
0,0,438.246,-1.366,0.000,--,--,--,0.478,-0.017,1.138,2.100,0.033,0.734,-0.017,0.022,0.014,1.000,0.010,-0.050,-0.096,-1.938,2.564,1.543,False,False,0.000,0.000,0.000,1.280,-0.037,-2.228,0.941,0.491,0.097,0.399,0.225,12.982,11.875,13.567,11.106,59010,56286,60012,54460,0.693,0.000,1.160,2.211,0.000,0.756,0.000,0.000,3.000,3.500,--
0,0,438.266,-1.366,0.000,--,--,--,0.522,-0.016,1.153,2.089,0.038,0.827,-0.017,0.021,0.014,1.000,0.100,-0.100,-0.087,-1.936,2.405,1.546,False,False,0.000,0.000,0.000,1.117,-0.043,-2.253,0.926,0.480,-0.006,0.499,0.223,12.982,11.875,13.567,11.106,57414,55042,59094,53214,0.693,0.000,1.160,2.211,0.000,0.756,0.000,0.000,3.000,3.500,--
0,0,438.285,-1.366,0.000,--,--,--,0.567,-0.016,1.169,2.080,0.042,0.911,-0.017,0.019,0.012,1.000,0.160,-0.170,-0.091,-1.931,2.244,1.390,False,False,0.000,0.000,0.000,0.995,-0.048,-2.283,0.909,0.472,-0.103,0.714,0.234,12.357,11.540,13.638,10.580,55794,53962,58506,51682,0.760,0.000,1.184,2.211,0.000,0.846,0.000,0.000,3.000,3.500,--
0,0,438.303,-1.366,0.000,--,--,--,0.611,-0.016,1.187,2.072,0.047,0.988,-0.015,0.018,0.011,1.000,0.100,-0.130,-0.073,-1.767,2.081,1.237,False,False,0.000,0.000,0.000,0.900,-0.054,-2.320,0.891,0.465,-0.048,0.714,0.223,11.965,11.625,13.108,10.483,54556,52942,57070,50476,0.826,0.000,1.211,2.211,0.000,0.936,0.000,0.000,3.000,3.500,--
0,0,438.324,-1.366,0.000,--,--,--,0.654,-0.015,1.207,2.060,0.050,1.060,-0.015,0.017,0.011,1.000,0.050,-0.090,-0.026,-1.765,1.922,1.239,False,False,0.000,0.000,0.000,0.822,-0.058,-2.363,0.882,0.462,-0.001,0.728,0.179,12.187,11.599,13.170,10.380,54068,53312,56510,50640,0.853,0.000,1.222,2.211,0.000,0.972,0.000,0.000,3.000,3.500,--
0,0,438.347,-1.366,0.000,--,--,--,0.699,-0.016,1.228,2.055,0.050,1.122,-0.014,0.015,0.010,1.000,-0.050,0.000,-0.059,-1.603,1.760,1.086,False,False,0.000,0.000,0.000,0.757,-0.062,-2.410,0.851,0.458,0.214,0.587,0.220,12.160,11.529,12.820,10.142,54318,52338,55554,49362,0.915,0.000,1.251,2.211,0.000,1.056,0.000,0.000,3.000,3.500,--
0,0,438.357,-1.366,0.000,--,--,--,0.721,-0.016,1.239,2.050,0.050,1.151,-0.015,0.015,0.010,1.000,-0.040,-0.040,-0.059,-1.761,1.761,1.083,False,False,0.000,0.000,0.000,0.728,-0.063,-2.436,0.828,0.456,0.301,0.614,0.226,12.273,11.525,12.728,10.102,54118,52146,55150,48756,0.959,0.000,1.272,2.211,0.000,1.116,0.000,0.000,3.000,3.500,--
0,0,438.386,-1.366,0.000,--,--,--,0.786,-0.015,1.274,2.036,0.054,1.232,-0.015,0.015,0.008,1.000,-0.070,0.030,-0.057,-1.759,1.759,0.925,False,False,0.000,0.000,0.000,0.653,-0.069,-2.523,0.805,0.459,0.323,0.572,0.229,12.449,11.452,12.840,10.046,54366,52194,55184,48882,0.981,0.000,1.284,2.211,0.000,1.146,0.000,0.000,3.000,3.500,--
