k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,127.551,-1.366,0.000,--,--,--,-0.340,-0.015,1.157,2.655,-0.007,0.108,-0.024,0.083,-0.024,0.996,-0.100,-0.810,-0.042,-2.465,9.468,-2.910,False,False,0.000,0.000,0.000,11.095,0.009,-2.870,0.922,0.512,0.194,1.652,0.181,12.723,13.835,14.876,11.072,59170,61572,64038,54880,-0.046,0.000,1.130,2.598,0.000,0.257,0.000,0.000,3.000,3.500,--
0,0,127.571,-1.366,0.000,--,--,--,-0.288,-0.015,1.159,2.666,-0.002,0.167,-0.025,0.075,-0.024,0.997,-0.070,-0.970,-0.037,-2.647,8.509,-2.901,False,False,0.000,0.000,0.000,6.778,0.004,-2.888,0.920,0.515,0.168,1.905,0.179,12.559,14.269,15.000,11.061,59732,63078,65106,55486,0.006,0.000,1.135,2.598,0.000,0.317,0.000,0.000,3.000,3.500,--
0,0,127.591,-1.366,0.000,--,--,--,-0.235,-0.016,1.163,2.673,0.006,0.239,-0.025,0.065,-0.024,0.997,-0.040,-0.950,-0.062,-2.676,7.395,-2.875,False,False,0.000,0.000,0.000,4.523,-0.003,-2.908,0.916,0.514,0.152,1.916,0.209,12.843,13.906,15.000,10.721,60360,63224,65534,55522,0.084,0.000,1.146,2.598,0.000,0.407,0.000,0.000,3.000,3.500,--
0,0,127.611,-1.366,0.000,--,--,--,-0.182,-0.016,1.168,2.676,0.014,0.319,-0.026,0.057,-0.024,0.998,0.090,-0.800,-0.085,-2.858,6.437,-2.862,False,False,0.000,0.000,0.000,2.837,-0.017,-2.937,0.911,0.514,-0.037,1.748,0.237,12.699,13.486,15.000,10.801,60486,62256,65474,55868,0.130,0.000,1.154,2.598,0.000,0.461,0.000,0.000,3.000,3.500,--
0,0,127.630,-1.366,0.000,--,--,--,-0.129,-0.016,1.175,2.674,0.023,0.410,-0.025,0.050,-0.025,0.998,0.190,-0.690,-0.057,-2.711,5.644,-2.992,False,False,0.000,0.000,0.000,2.203,-0.026,-2.957,0.904,0.502,-0.205,1.620,0.215,12.589,13.498,15.000,10.982,59040,60794,64984,55484,0.162,0.000,1.160,2.598,0.000,0.497,0.000,0.000,3.000,3.500,--
0,0,127.630,-1.366,0.000,--,--,--,-0.129,-0.016,1.175,2.674,0.023,0.410,-0.025,0.050,-0.025,0.998,0.190,-0.690,-0.011,-2.711,5.644,-2.992,False,False,0.000,0.000,0.000,2.203,-0.026,-2.957,0.896,0.493,-0.265,1.343,0.173,12.249,12.840,14.988,10.739,57938,59500,63472,55482,0.203,0.000,1.168,2.598,0.000,0.545,0.000,0.000,3.000,3.500,--
0,0,127.671,-1.366,0.000,--,--,--,-0.024,-0.016,1.194,2.656,0.038,0.597,-0.022,0.040,-0.025,0.999,0.180,-0.290,0.003,-2.423,4.540,-2.953,False,False,0.000,0.000,0.000,1.482,-0.044,-2.999,0.885,0.483,-0.162,1.125,0.161,11.979,12.413,13.997,10.902,57600,58606,62078,54984,0.281,0.000,1.186,2.598,0.000,0.635,0.000,0.000,3.000,3.500,--
0,0,127.698,-1.366,0.000,--,--,--,0.055,-0.015,1.212,2.635,0.049,0.735,-0.021,0.036,-0.025,0.999,-0.070,-0.100,-0.032,-2.277,4.067,-2.938,False,False,0.000,0.000,0.000,1.178,-0.057,-3.040,0.873,0.482,0.229,1.014,0.199,12.492,12.438,13.722,10.488,58140,58018,60824,53336,0.344,0.000,1.202,2.598,0.000,0.707,0.000,0.000,3.000,3.500,--
0,0,127.717,-1.366,0.000,--,--,--,0.106,-0.015,1.227,2.618,0.053,0.822,-0.022,0.035,-0.025,0.999,-0.130,-0.050,-0.041,-2.439,3.905,-2.940,False,False,0.000,0.000,0.000,1.035,-0.064,-3.074,0.859,0.472,0.388,0.902,0.211,12.512,12.180,13.318,10.156,57658,56912,59416,52002,0.395,0.000,1.217,2.598,0.000,0.767,0.000,0.000,3.000,3.500,--
0,0,127.737,-1.366,0.000,--,--,--,0.157,-0.014,1.244,2.601,0.060,0.904,-0.024,0.033,-0.025,0.999,-0.120,-0.020,-0.043,-2.602,3.742,-2.942,False,False,0.000,0.000,0.000,0.923,-0.072,-3.113,0.844,0.455,0.435,0.884,0.218,12.150,11.734,12.855,9.664,56434,55482,57996,50332,0.437,0.000,1.229,2.598,0.000,0.815,0.000,0.000,3.000,3.500,--
