k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y_est,Theta_x_est,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,336.848,-32.767,0.000,--,--,--,-0.110,0.098,0.797,1.715,-0.158,0.070,0.032,0.073,-0.024,0.997,0.300,-0.280,0.054,3.838,8.499,-2.420,False,False,0.000,0.000,0.000,18.270,0.124,-1.337,1.282,0.494,-0.948,0.708,0.033,11.527,12.268,14.229,12.762,49556,51296,54702,52048,0.118,0.000,0.793,1.915,0.000,0.161,0.000,0.000,2.000,3.500,--
0,0,336.869,-1.366,0.000,--,--,--,-0.074,0.097,0.799,1.732,-0.168,0.099,0.035,0.069,-0.024,0.997,0.380,-0.250,0.057,4.145,8.029,-2.413,False,False,0.000,0.000,0.000,12.920,0.132,-1.352,1.280,0.503,-1.195,0.639,0.034,11.528,12.244,14.404,13.113,49968,51462,55628,53196,0.157,0.000,0.797,1.915,0.000,0.201,0.000,0.000,2.000,3.500,--
0,0,336.889,-1.366,0.000,--,--,--,-0.038,0.095,0.801,1.746,-0.181,0.132,0.039,0.066,-0.025,0.997,0.430,-0.200,0.056,4.625,7.728,-2.551,False,False,0.000,0.000,0.000,9.614,0.141,-1.367,1.278,0.506,-1.348,0.529,0.031,11.560,12.133,14.504,13.417,50120,51318,55902,53870,0.195,0.000,0.801,1.915,0.000,0.241,0.000,0.000,2.000,3.500,--
0,0,336.909,-1.366,0.000,--,--,--,-0.001,0.093,0.804,1.761,-0.193,0.172,0.043,0.064,-0.025,0.997,0.420,-0.210,0.051,5.093,7.421,-2.533,False,False,0.000,0.000,0.000,7.397,0.150,-1.381,1.277,0.507,-1.339,0.521,0.040,11.618,12.065,14.646,13.433,50294,51310,56002,53854,0.233,0.000,0.806,1.915,0.000,0.281,0.000,0.000,2.000,3.500,--
0,0,336.928,-1.366,0.000,--,--,--,0.039,0.093,0.807,1.779,-0.205,0.217,0.047,0.061,-0.025,0.997,0.310,-0.130,0.053,5.562,7.114,-2.517,False,False,0.000,0.000,0.000,5.837,0.163,-1.397,1.272,0.507,-1.273,0.365,0.036,11.791,12.063,14.361,13.486,50690,51258,55732,54090,0.271,0.000,0.812,1.915,0.000,0.321,0.000,0.000,2.000,3.500,--
0,0,336.948,-1.366,0.000,--,--,--,0.075,0.090,0.812,1.790,-0.226,0.260,0.050,0.060,-0.025,0.997,0.180,-0.170,0.044,5.875,6.962,-2.506,False,False,0.000,0.000,0.000,4.863,0.178,-1.413,1.267,0.506,-1.135,0.417,0.039,11.863,12.192,14.297,13.316,50758,51440,55522,53676,0.310,0.000,0.819,1.915,0.000,0.361,0.000,0.000,2.000,3.500,--
0,0,336.971,-1.366,0.000,--,--,--,0.133,0.087,0.820,1.811,-0.254,0.326,0.053,0.057,-0.026,0.997,-0.020,-0.280,0.023,6.195,6.660,-2.662,False,False,0.000,0.000,0.000,3.840,0.204,-1.435,1.259,0.507,-0.893,0.569,0.059,12.017,12.424,14.311,12.930,51080,51914,55548,52924,0.367,0.000,0.831,1.915,0.000,0.421,0.000,0.000,2.000,3.500,--
0,0,336.981,-1.366,0.000,--,--,--,0.152,0.086,0.823,1.818,-0.262,0.347,0.053,0.055,-0.026,0.997,-0.120,-0.300,0.032,6.191,6.501,-2.670,False,False,0.000,0.000,0.000,3.598,0.211,-1.444,1.253,0.506,-0.732,0.657,0.046,12.021,12.667,14.199,12.784,51088,52402,55344,52634,0.405,0.000,0.840,1.915,0.000,0.461,0.000,0.000,2.000,3.500,--
0,0,337.010,-1.366,0.000,--,--,--,0.211,0.082,0.833,1.836,-0.289,0.416,0.051,0.051,-0.026,0.997,-0.230,-0.410,0.025,6.022,6.022,-2.704,False,False,0.000,0.000,0.000,2.987,0.234,-1.471,1.246,0.507,-0.639,0.762,0.058,12.054,12.689,14.327,12.593,51184,52636,55464,52246,0.425,0.000,0.845,1.915,0.000,0.481,0.000,0.000,2.000,3.500,--
0,0,337.028,-1.366,0.000,--,--,--,0.250,0.079,0.842,1.846,-0.305,0.465,0.048,0.047,-0.026,0.997,-0.260,-0.420,0.014,5.693,5.538,-2.745,False,False,0.000,0.000,0.000,2.652,0.249,-1.489,1.237,0.506,-0.621,0.781,0.071,12.091,12.726,14.289,12.473,51232,52520,55508,52012,0.482,0.000,0.860,1.915,0.000,0.541,0.000,0.000,2.000,3.500,--
0,0,337.051,-1.366,0.000,--,--,--,0.290,0.076,0.851,1.856,-0.318,0.511,0.047,0.043,-0.026,0.998,-0.230,-0.460,0.031,5.523,5.058,-2.775,False,False,0.000,0.000,0.000,2.387,0.261,-1.507,1.228,0.505,-0.695,0.850,0.055,11.909,12.785,14.331,12.540,50854,52636,55586,52148,0.520,0.000,0.871,1.915,0.000,0.581,0.000,0.000,2.000,3.500,--
0,0,337.072,-1.366,0.000,--,--,--,0.328,0.071,0.861,1.859,-0.335,0.560,0.044,0.040,-0.026,0.998,-0.210,-0.420,0.020,5.198,4.733,-2.804,False,False,0.000,0.000,0.000,2.172,0.274,-1.527,1.223,0.505,-0.675,0.709,0.067,11.854,12.662,14.314,12.589,51116,52252,55338,52142,0.559,0.000,0.883,1.915,0.000,0.621,0.000,0.000,2.000,3.500,--
0,0,337.089,-1.366,0.000,--,--,--,0.369,0.067,0.872,1.867,-0.345,0.605,0.043,0.036,-0.025,0.998,-0.160,-0.380,0.045,5.021,4.246,-2.673,False,False,0.000,0.000,0.000,1.986,0.290,-1.543,1.206,0.504,-0.866,0.734,0.039,11.768,12.593,14.277,12.799,50478,52168,55396,52578,0.597,0.000,0.896,1.915,0.000,0.661,0.000,0.000,2.000,3.500,--
0,0,337.109,-1.366,0.000,--,--,--,0.409,0.063,0.885,1.872,-0.355,0.653,0.042,0.033,-0.025,0.998,-0.170,-0.360,0.066,4.855,3.925,-2.692,False,False,0.000,0.000,0.000,1.824,0.300,-1.563,1.194,0.503,-0.873,0.710,0.017,11.661,12.627,14.143,12.880,50170,52152,55058,52654,0.635,0.000,0.910,1.915,0.000,0.701,0.000,0.000,2.000,3.500,--
0,0,337.129,-1.366,0.000,--,--,--,0.450,0.059,0.898,1.877,-0.363,0.698,0.040,0.030,-0.025,0.998,-0.200,-0.270,0.049,4.689,3.604,-2.711,False,False,0.000,0.000,0.000,1.687,0.310,-1.584,1.181,0.502,-0.849,0.564,0.032,11.840,12.456,14.056,12.902,50464,51724,54808,52610,0.674,0.000,0.924,1.915,0.000,0.741,0.000,0.000,2.000,3.500,--
0,0,337.148,-1.366,0.000,--,--,--,0.490,0.055,0.912,1.881,-0.369,0.742,0.039,0.028,-0.024,0.999,-0.240,-0.260,0.057,4.517,3.276,-2.570,False,False,0.000,0.000,0.000,1.569,0.319,-1.607,1.167,0.502,-0.790,0.540,0.023,11.865,12.515,13.951,12.907,50516,51842,54614,52620,0.712,0.000,0.939,1.915,0.000,0.781,0.000,0.000,2.000,3.500,--
0,0,337.168,-1.366,0.000,--,--,--,0.530,0.049,0.927,1.878,-0.379,0.786,0.036,0.026,-0.024,0.999,-0.280,-0.150,0.061,4.196,3.111,-2.585,False,False,0.000,0.000,0.000,1.465,0.328,-1.631,1.152,0.502,-0.743,0.381,0.014,11.948,12.465,13.935,12.913,50782,51752,54248,52874,0.731,0.000,0.947,1.915,0.000,0.801,0.000,0.000,2.000,3.500,--
0,0,337.196,-1.366,0.000,--,--,--,0.591,0.043,0.952,1.882,-0.382,0.849,0.032,0.024,-0.022,0.999,-0.340,-0.250,0.050,3.709,2.777,-2.449,False,False,0.000,0.000,0.000,1.327,0.337,-1.669,1.136,0.504,-0.677,0.520,0.022,12.001,12.628,13.878,12.873,50796,52070,54476,52554,0.789,0.000,0.972,1.915,0.000,0.861,0.000,0.000,2.000,3.500,--
0,0,337.216,-1.366,0.000,--,--,--,0.633,0.040,0.969,1.889,-0.379,0.890,0.029,0.022,-0.021,0.999,-0.350,-0.280,0.062,3.384,2.607,-2.303,False,False,0.000,0.000,0.000,1.246,0.345,-1.696,1.119,0.504,-0.664,0.607,0.008,11.903,12.787,13.896,12.876,50676,52470,54600,52644,0.827,0.000,0.990,1.915,0.000,0.901,0.000,0.000,2.000,3.500,--
0,0,337.225,-1.366,0.000,--,--,--,0.654,0.037,0.978,1.888,-0.379,0.912,0.028,0.021,-0.021,0.999,-0.340,-0.330,0.057,3.222,2.445,-2.311,False,False,0.000,0.000,0.000,1.207,0.348,-1.710,1.110,0.505,-0.597,0.582,0.014,11.890,12.905,13.931,12.802,50904,52504,54538,52546,0.865,0.000,1.008,1.915,0.000,0.941,0.000,0.000,2.000,3.500,--
0,0,337.247,-1.366,0.000,--,--,--,0.693,0.031,0.997,1.881,-0.383,0.953,0.024,0.018,-0.019,0.999,-0.300,-0.350,0.057,2.737,2.114,-2.171,False,False,0.000,0.000,0.000,1.135,0.353,-1.738,1.082,0.506,-0.686,0.750,0.010,11.824,12.917,14.077,12.815,50594,52812,55026,52610,0.903,0.000,1.027,1.915,0.000,0.981,0.000,0.000,2.000,3.500,--
0,0,337.269,-1.366,0.000,--,--,--,0.735,0.028,1.016,1.885,-0.376,0.995,0.021,0.015,-0.019,0.999,-0.260,-0.290,0.035,2.414,1.791,-2.183,False,False,0.000,0.000,0.000,1.068,0.357,-1.769,1.063,0.506,-0.719,0.651,0.031,11.907,12.877,14.043,12.835,50908,52448,55112,52656,0.923,0.000,1.037,1.915,0.000,1.001,0.000,0.000,2.000,3.500,--
0,0,337.288,-1.366,0.000,--,--,--,0.775,0.022,1.037,1.876,-0.378,1.036,0.019,0.012,-0.018,1.000,-0.230,-0.250,0.058,2.247,1.468,-2.033,False,False,0.000,0.000,0.000,1.005,0.361,-1.800,1.042,0.507,-0.780,0.639,0.004,11.838,12.805,14.064,13.026,50624,52592,55002,53026,0.980,0.000,1.068,1.915,0.000,1.061,0.000,0.000,2.000,3.500,--
0,0,337.308,-1.366,0.000,--,--,--,0.815,0.018,1.058,1.873,-0.373,1.080,0.017,0.011,-0.018,1.000,-0.200,-0.200,0.049,1.927,1.303,-2.040,False,False,0.000,0.000,0.000,0.945,0.364,-1.835,1.021,0.506,-0.803,0.577,0.009,11.874,12.701,14.037,13.055,50698,52384,54952,53082,1.018,0.000,1.090,1.915,0.000,1.101,0.000,0.000,2.000,3.500,--
0,0,337.328,-1.366,0.000,--,--,--,0.857,0.015,1.081,1.873,-0.362,1.122,0.015,0.008,-0.017,1.000,-0.200,-0.160,0.053,1.761,0.981,-1.888,False,False,0.000,0.000,0.000,0.890,0.366,-1.871,1.010,0.506,-0.815,0.564,0.005,11.939,12.660,13.967,13.065,50624,52344,54884,53118,1.057,0.000,1.112,1.915,0.000,1.141,0.000,0.000,2.000,3.500,--
0,0,337.356,-1.366,0.000,--,--,--,0.918,0.008,1.116,1.863,-0.351,1.185,0.012,0.007,-0.015,1.000,-0.260,-0.160,0.046,1.440,0.815,-1.734,False,False,0.000,0.000,0.000,0.813,0.368,-1.929,0.975,0.507,-0.720,0.523,0.004,11.969,12.754,13.919,13.062,50898,52490,54732,53096,1.095,0.000,1.136,1.915,0.000,1.181,0.000,0.000,2.000,3.500,--
0,0,337.376,-1.366,0.000,--,--,--,0.958,0.004,1.141,1.858,-0.345,1.228,0.011,0.006,-0.015,1.000,-0.250,-0.120,0.049,1.279,0.654,-1.737,False,False,0.000,0.000,0.000,0.764,0.372,-1.973,0.951,0.506,-0.652,0.458,-0.003,12.021,12.760,13.763,13.063,51004,52500,54438,53098,1.133,0.000,1.160,1.915,0.000,1.221,0.000,0.000,2.000,3.500,--
0,0,337.395,-1.366,0.000,--,--,--,0.998,0.000,1.166,1.850,-0.334,1.267,0.008,0.006,-0.014,1.000,-0.280,-0.100,0.035,0.960,0.648,-1.580,False,False,0.000,0.000,0.000,0.721,0.369,-2.021,0.926,0.505,-0.648,0.439,0.007,12.067,12.693,13.771,13.020,51182,52454,54544,53100,1.172,0.000,1.185,1.915,0.000,1.281,0.000,0.000,2.000,3.500,--
0,0,337.415,-1.366,0.000,--,--,--,1.037,-0.004,1.192,1.842,-0.325,1.306,0.006,0.004,-0.014,1.000,-0.260,-0.080,0.032,0.641,0.485,-1.583,False,False,0.000,0.000,0.000,0.679,0.370,-2.071,0.900,0.507,-0.552,0.442,0.007,12.173,12.808,13.731,12.980,51318,52596,54380,52936,1.210,0.000,1.210,1.915,0.000,1.301,0.000,0.000,2.000,3.500,--
0,0,337.425,-1.366,0.000,--,--,--,1.057,-0.006,1.206,1.838,-0.321,1.326,0.004,0.004,-0.014,1.000,-0.210,-0.080,0.038,0.482,0.482,-1.584,False,False,0.000,0.000,0.000,0.659,0.371,-2.097,0.873,0.507,-0.639,0.493,-0.003,12.038,12.830,13.812,13.057,51040,52640,54532,53086,1.248,0.000,1.237,1.915,0.000,1.341,0.000,0.000,2.000,3.500,--
0,0,337.448,-1.366,0.000,--,--,--,1.097,-0.009,1.233,1.828,-0.308,1.368,0.003,0.004,-0.012,1.000,-0.140,-0.070,0.042,0.323,0.480,-1.426,False,False,0.000,0.000,0.000,0.619,0.369,-2.155,0.846,0.507,-0.724,0.498,-0.012,11.919,12.795,13.835,13.147,50876,52656,54664,53348,1.286,0.000,1.264,1.915,0.000,1.381,0.000,0.000,2.000,3.500,--
0,0,337.470,-1.366,0.000,--,--,--,1.136,-0.013,1.262,1.818,-0.297,1.410,0.001,0.004,-0.012,1.000,-0.040,-0.050,0.037,0.165,0.478,-1.426,False,False,0.000,0.000,0.000,0.580,0.368,-2.218,0.818,0.506,-0.859,0.502,-0.011,11.792,12.667,13.927,13.226,50610,52402,54836,53502,1.325,0.000,1.292,1.915,0.000,1.421,0.000,0.000,2.000,3.500,--
0,0,337.491,-1.366,0.000,--,--,--,1.175,-0.016,1.291,1.808,-0.282,1.451,0.001,0.003,-0.011,1.000,-0.010,0.000,0.046,0.162,0.319,-1.268,False,False,0.000,0.000,0.000,0.544,0.364,-2.289,0.789,0.505,-0.875,0.443,-0.024,11.760,12.647,13.827,13.324,50460,52276,54560,53604,1.363,0.000,1.321,1.915,0.000,1.461,0.000,0.000,2.000,3.500,--
0,0,337.511,-1.366,0.000,--,--,--,1.212,-0.020,1.320,1.793,-0.273,1.490,0.000,0.003,-0.011,1.000,-0.020,0.030,0.005,0.004,0.317,-1.269,False,False,0.000,0.000,0.000,0.509,0.359,-2.363,0.759,0.506,-0.850,0.441,0.011,11.936,12.533,13.961,13.172,50910,52134,54900,53398,1.401,0.000,1.350,1.915,0.000,1.501,0.000,0.000,2.000,3.500,--
0,0,337.531,-1.366,0.000,--,--,--,1.252,-0.021,1.351,1.789,-0.258,1.531,0.000,0.004,-0.010,1.000,-0.010,0.120,-0.012,0.005,0.476,-1.110,False,False,0.000,0.000,0.000,0.475,0.359,-2.451,0.728,0.505,-0.832,0.301,0.026,12.102,12.355,13.880,13.187,51172,51690,54658,53340,1.440,0.000,1.381,1.915,0.000,1.541,0.000,0.000,2.000,3.500,--
