k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,gamma,reward,flip_trigger,n_rollouts,RREV,OF_x,OF_y,,,,
0,7,,,,,,56.102,0.122,0.001,0.731,0.999,0.001,0.051,0.0,0.626,0.003,1.979,0.004,-0.25,-0.002,,,False,,0.87,0.0,0.28,,,,
0,7,,,,,,56.108,0.126,0.001,0.743,0.999,0.001,0.051,0.0,0.634,0.003,1.994,0.002,-0.178,-0.004,,,False,,0.88,0.0,0.28,,,,
0,7,,,,,,56.112,0.129,0.001,0.751,0.999,0.001,0.05,0.0,0.639,0.003,2.004,0.037,-0.184,-0.007,,,False,,0.89,0.0,0.28,,,,
0,7,,,,,,56.118,0.133,0.001,0.763,0.999,0.001,0.05,0.0,0.646,0.003,2.019,-0.018,-0.207,-0.0,,,False,,0.9,0.0,0.29,,,,
0,7,,,,,,56.122,0.135,0.001,0.771,0.999,0.001,0.05,0.0,0.651,0.003,2.029,-0.051,-0.178,0.006,,,False,,0.91,0.0,0.29,,,,
0,7,,,,,,56.128,0.139,0.001,0.783,0.999,0.001,0.049,0.0,0.658,0.003,2.043,0.019,-0.215,-0.001,,,False,,0.92,0.0,0.3,,,,
0,7,,,,,,56.132,0.141,0.001,0.788,0.999,0.001,0.049,0.0,0.661,0.003,2.047,0.03,-0.262,-0.004,,,False,,0.93,0.0,0.3,,,,
0,7,,,,,,56.138,0.146,0.001,0.804,0.999,0.001,0.048,0.0,0.67,0.003,2.066,-0.003,-0.212,-0.003,,,False,,0.94,0.0,0.31,,,,
0,7,,,,,,56.142,0.149,0.001,0.812,0.999,0.001,0.047,0.0,0.675,0.003,2.075,0.026,-0.19,-0.005,,,False,,0.95,0.0,0.31,,,,
0,7,,,,,,56.148,0.151,0.001,0.821,0.999,0.001,0.047,0.0,0.679,0.002,2.084,0.014,-0.238,-0.002,,,False,,0.96,0.0,0.31,,,,
0,7,,,,,,56.152,0.155,0.001,0.833,0.999,0.001,0.046,0.0,0.686,0.002,2.098,-0.056,-0.224,0.008,,,False,,0.97,0.0,0.32,,,,
0,7,,,,,,56.158,0.16,0.001,0.846,0.999,0.001,0.046,0.0,0.693,0.002,2.111,0.01,-0.182,0.0,,,False,,0.98,0.0,0.32,,,,
0,7,,,,,,56.162,0.162,0.001,0.854,0.999,0.001,0.045,0.0,0.697,0.002,2.12,0.04,-0.24,-0.007,,,False,,0.99,0.0,0.32,,,,
0,7,,,,,,56.168,0.167,0.001,0.867,0.999,0.001,0.044,0.0,0.703,0.002,2.132,-0.019,-0.231,-0.002,,,False,,1.0,0.0,0.33,,,,
0,7,,,,,,56.172,0.171,0.001,0.88,0.999,0.001,0.044,0.0,0.71,0.002,2.145,-0.003,-0.19,0.001,,,False,,1.01,0.0,0.33,,,,
0,7,,,,,,56.178,0.174,0.002,0.889,0.999,0.001,0.043,0.0,0.714,0.002,2.153,0.004,-0.244,0.002,,,False,,1.02,0.0,0.34,,,,
0,7,,,,,,56.182,0.176,0.002,0.897,0.999,0.001,0.043,0.0,0.718,0.002,2.162,-0.037,-0.254,0.004,,,False,,1.03,0.0,0.34,,,,
0,7,,,,,,56.188,0.181,0.002,0.91,0.999,0.001,0.042,0.0,0.724,0.002,2.174,-0.013,-0.173,0.001,,,False,,1.04,0.0,0.35,,,,
0,7,,,,,,56.192,0.184,0.002,0.919,0.999,0.001,0.042,0.0,0.728,0.002,2.182,0.036,-0.196,-0.006,,,False,,1.05,0.0,0.35,,,,
0,7,,,,,,56.198,0.188,0.002,0.932,0.999,0.001,0.041,0.0,0.734,0.001,2.193,-0.0,-0.227,-0.005,,,False,,1.06,0.0,0.35,,,,
0,7,,,,,,56.202,0.191,0.002,0.941,0.999,0.001,0.041,-0.0,0.738,0.001,2.201,-0.014,-0.18,-0.001,,,False,,1.07,0.0,0.36,,,,
0,7,,,,,,56.208,0.196,0.002,0.954,0.999,0.001,0.04,-0.0,0.743,0.001,2.213,0.015,-0.214,0.001,,,False,,1.08,0.0,0.36,,,,
0,7,,,,,,56.212,0.2,0.002,0.967,0.999,0.001,0.039,0.0,0.749,0.001,2.224,-0.026,-0.268,0.005,,,False,,1.09,0.0,0.37,,,,
0,7,,,,,,56.218,0.203,0.002,0.976,0.999,0.001,0.039,0.0,0.753,0.001,2.232,-0.028,-0.197,0.004,,,False,,1.1,0.0,0.37,,,,
0,7,,,,,,56.222,0.206,0.002,0.985,0.999,0.001,0.039,0.0,0.756,0.001,2.239,0.017,-0.189,-0.001,,,False,,1.11,0.0,0.38,,,,
0,7,,,,,,56.228,0.211,0.002,0.999,0.999,0.001,0.038,0.0,0.762,0.001,2.25,0.01,-0.253,-0.004,,,False,,1.12,0.0,0.38,,,,
0,7,,,,,,56.232,0.214,0.002,1.008,0.999,0.001,0.037,0.0,0.765,0.001,2.257,-0.021,-0.206,-0.002,,,False,,1.13,0.0,0.38,,,,
0,7,,,,,,56.238,0.218,0.002,1.021,0.999,0.001,0.037,-0.0,0.77,0.001,2.268,0.011,-0.165,-0.002,,,False,,1.15,0.0,0.39,,,,
0,7,,,,,,56.242,0.221,0.002,1.03,0.999,0.001,0.037,-0.0,0.774,0.001,2.275,0.018,-0.221,-0.002,,,False,,1.15,0.0,0.39,,,,
0,7,,,,,,56.248,0.226,0.002,1.044,0.999,0.001,0.036,-0.0,0.779,0.001,2.285,-0.027,-0.204,0.003,,,False,,1.17,0.0,0.4,,,,
0,7,,,,,,56.252,0.229,0.002,1.053,0.999,0.001,0.036,0.0,0.782,0.001,2.292,-0.015,-0.158,0.003,,,False,,1.18,0.0,0.4,,,,
0,7,,,,,,56.258,0.234,0.002,1.067,0.999,0.001,0.035,0.0,0.787,0.0,2.302,-0.004,-0.214,0.002,,,False,,1.19,0.0,0.41,,,,
0,7,,,,,,56.262,0.239,0.002,1.081,0.999,0.001,0.034,0.0,0.792,0.0,2.312,-0.038,-0.221,0.002,,,False,,1.2,0.0,0.41,,,,
0,7,,,,,,56.268,0.242,0.002,1.09,0.999,0.001,0.034,0.0,0.795,0.0,2.318,-0.012,-0.169,-0.001,,,False,,1.21,0.0,0.42,,,,
0,7,,,,,,56.272,0.245,0.002,1.1,0.999,0.001,0.034,0.0,0.798,0.0,2.325,0.028,-0.195,-0.005,,,False,,1.22,0.0,0.42,,,,
0,7,,,,,,56.278,0.25,0.002,1.113,0.999,0.001,0.033,-0.0,0.803,0.0,2.334,0.001,-0.239,-0.004,,,False,,1.24,0.0,0.43,,,,
0,7,,,,,,56.282,0.253,0.002,1.123,0.999,0.001,0.032,-0.0,0.806,0.0,2.341,-0.015,-0.172,0.0,,,False,,1.25,0.0,0.43,,,,
0,7,,,,,,56.288,0.258,0.002,1.137,0.999,0.001,0.032,-0.0,0.81,0.0,2.35,0.011,-0.164,0.002,,,False,,1.26,0.0,0.43,,,,
0,7,,,,,,56.292,0.261,0.002,1.146,1.0,0.001,0.032,-0.0,0.813,0.0,2.356,0.001,-0.224,0.002,,,False,,1.27,0.0,0.44,,,,
0,7,,,,,,56.298,0.266,0.002,1.161,1.0,0.001,0.031,0.0,0.817,-0.0,2.365,-0.027,-0.173,0.003,,,False,,1.29,-0.0,0.44,,,,
0,7,,,,,,56.302,0.269,0.002,1.17,1.0,0.0,0.031,0.0,0.82,-0.0,2.371,0.001,-0.143,-0.0,,,False,,1.3,-0.0,0.45,,,,
0,7,,,,,,56.308,0.274,0.002,1.184,1.0,0.001,0.03,0.0,0.824,-0.0,2.38,0.009,-0.209,-0.003,,,False,,1.31,-0.0,0.45,,,,
0,7,,,,,,56.312,0.277,0.002,1.194,1.0,0.001,0.03,-0.0,0.827,-0.0,2.385,-0.019,-0.205,-0.002,,,False,,1.32,-0.0,0.46,,,,
0,7,,,,,,56.318,0.282,0.002,1.208,1.0,0.0,0.029,-0.0,0.831,-0.0,2.394,0.001,-0.153,-0.001,,,False,,1.34,-0.0,0.46,,,,
0,7,,,,,,56.322,0.286,0.002,1.218,1.0,0.001,0.029,-0.0,0.833,-0.0,2.4,0.021,-0.185,-0.002,,,False,,1.35,-0.0,0.47,,,,
0,7,,,,,,56.328,0.291,0.002,1.232,1.0,0.0,0.028,-0.0,0.837,-0.0,2.408,-0.024,-0.198,0.002,,,False,,1.36,-0.0,0.47,,,,
0,7,,,,,,56.332,0.294,0.002,1.242,1.0,0.0,0.028,-0.0,0.84,-0.0,2.413,-0.032,-0.142,0.003,,,False,,1.37,-0.0,0.48,,,,
0,7,,,,,,56.338,0.299,0.002,1.256,1.0,0.0,0.027,0.0,0.844,-0.0,2.421,0.004,-0.161,0.001,,,False,,1.39,-0.0,0.48,,,,
0,7,,,,,,56.342,0.304,0.002,1.271,1.0,0.0,0.027,-0.0,0.847,-0.001,2.429,-0.006,-0.207,-0.002,,,False,,1.4,-0.0,0.49,,,,
0,7,,,,,,56.348,0.308,0.002,1.281,1.0,0.0,0.027,-0.0,0.85,-0.001,2.435,-0.005,-0.155,-0.002,,,False,,1.42,-0.0,0.49,,,,
0,7,,,,,,56.352,0.311,0.002,1.29,1.0,0.0,0.026,-0.0,0.852,-0.001,2.44,0.026,-0.141,-0.003,,,False,,1.43,-0.0,0.5,,,,
0,7,,,,,,56.358,0.316,0.002,1.305,1.0,0.0,0.026,-0.0,0.855,-0.001,2.447,0.009,-0.196,-0.001,,,False,,1.44,-0.0,0.5,,,,
0,7,,,,,,56.362,0.32,0.002,1.315,1.0,0.0,0.025,-0.0,0.858,-0.001,2.453,-0.023,-0.168,0.003,,,False,,1.46,-0.0,0.51,,,,
0,7,,,,,,56.368,0.325,0.002,1.33,1.0,0.0,0.025,0.0,0.861,-0.001,2.46,-0.02,-0.144,0.004,,,False,,1.47,-0.0,0.52,,,,
0,7,,,,,,56.372,0.33,0.002,1.344,1.0,0.0,0.024,0.0,0.864,-0.001,2.467,-0.005,-0.206,0.001,,,False,,1.49,-0.0,0.52,,,,
0,7,,,,,,56.378,0.333,0.002,1.354,1.0,0.0,0.024,0.0,0.866,-0.001,2.472,-0.019,-0.178,-0.0,,,False,,1.5,-0.0,0.53,,,,
0,7,,,,,,56.382,0.337,0.002,1.364,1.0,0.0,0.024,0.0,0.868,-0.001,2.477,-0.002,-0.11,-0.002,,,False,,1.51,-0.0,0.53,,,,
0,7,,,,,,56.388,0.342,0.002,1.379,1.0,0.0,0.023,-0.0,0.872,-0.001,2.484,0.029,-0.127,-0.003,,,False,,1.53,-0.0,0.54,,,,
0,7,,,,,,56.392,0.346,0.002,1.389,1.0,0.0,0.023,-0.0,0.874,-0.001,2.489,0.009,-0.175,-0.002,,,False,,1.55,-0.0,0.54,,,,
0,7,,,,,,56.398,0.351,0.002,1.404,1.0,0.0,0.023,-0.0,0.877,-0.001,2.495,-0.021,-0.134,0.003,,,False,,1.56,-0.0,0.55,,,,
0,7,,,,,,56.402,0.354,0.002,1.414,1.0,0.0,0.022,-0.0,0.879,-0.001,2.5,-0.009,-0.132,0.003,,,False,,1.58,-0.0,0.55,,,,
0,7,,,,,,56.408,0.36,0.002,1.429,1.0,0.0,0.022,0.0,0.882,-0.001,2.507,-0.016,-0.19,0.002,,,False,,1.6,-0.0,0.56,,,,
0,7,,,,,,56.412,0.361,0.002,1.434,1.0,0.0,0.022,0.0,0.883,-0.001,2.509,-0.025,-0.178,0.002,,,False,,1.6,-0.0,0.56,,,,
0,7,,,,,,56.418,0.367,0.002,1.449,1.0,0.0,0.021,0.0,0.885,-0.001,2.515,-0.003,-0.103,-0.001,,,False,,1.62,-0.0,0.57,,,,
0,7,,,,,,56.422,0.372,0.002,1.464,1.0,0.0,0.021,-0.0,0.888,-0.001,2.522,0.024,-0.117,-0.004,,,False,,1.64,-0.0,0.58,,,,
0,7,,,,,,56.428,0.377,0.002,1.479,1.0,0.0,0.021,-0.0,0.891,-0.001,2.528,0.003,-0.138,-0.002,,,False,,1.66,-0.0,0.59,,,,
0,7,,,,,,56.432,0.381,0.002,1.489,1.0,0.0,0.02,-0.0,0.893,-0.001,2.532,-0.004,-0.121,0.0,,,False,,1.68,-0.0,0.59,,,,
0,7,,,,,,56.438,0.385,0.002,1.5,1.0,0.0,0.02,-0.0,0.895,-0.001,2.539,0.004,-0.165,0.002,,,False,,1.69,-0.0,0.6,,,,
0,7,,,,,,56.442,0.39,0.001,1.515,1.0,0.0,0.019,-0.0,0.897,-0.001,2.543,-0.015,-0.196,0.002,,,False,,1.71,-0.0,0.6,,,,
0,7,,,,,,56.448,0.395,0.001,1.53,1.0,0.0,0.019,0.0,0.899,-0.001,2.549,-0.023,-0.105,0.001,,,False,,1.73,-0.0,0.61,,,,
0,7,,,,,,56.452,0.399,0.001,1.54,1.0,0.0,0.019,-0.0,0.901,-0.001,2.553,0.002,-0.083,-0.001,,,False,,1.75,-0.0,0.62,,,,
0,7,,,,,,56.458,0.404,0.001,1.556,1.0,0.0,0.019,-0.0,0.904,-0.001,2.558,0.003,-0.12,-0.002,,,False,,1.77,-0.0,0.63,,,,
0,7,,,,,,56.462,0.408,0.001,1.566,1.0,0.0,0.018,-0.0,0.905,-0.001,2.562,-0.003,-0.112,-0.002,,,False,,1.79,-0.0,0.63,,,,
0,7,,,,,,56.468,0.413,0.001,1.581,1.0,0.0,0.018,-0.0,0.907,-0.001,2.568,0.009,-0.107,-0.001,,,False,,1.81,-0.0,0.64,,,,
0,7,,,,,,56.472,0.417,0.001,1.592,1.0,0.0,0.018,-0.0,0.909,-0.001,2.572,0.006,-0.152,0.0,,,False,,1.83,-0.0,0.65,,,,
0,7,,,,,,56.478,0.423,0.001,1.607,1.0,0.0,0.017,-0.0,0.911,-0.002,2.577,-0.026,-0.153,0.002,,,False,,1.85,-0.0,0.65,,,,
0,7,,,,,,56.482,0.435,0.001,1.643,1.0,0.0,0.017,-0.0,0.916,-0.002,2.59,-0.001,-0.111,-0.001,,,False,,1.91,-0.0,0.68,,,,
0,7,,,,,,56.494,0.439,0.001,1.654,1.0,0.0,0.016,-0.0,0.918,-0.002,2.593,0.008,-0.06,-0.003,,,False,,1.93,-0.0,0.68,,,,
0,7,,,,,,56.498,0.445,0.001,1.669,1.0,0.0,0.016,-0.0,0.92,-0.002,2.599,0.025,-0.054,-0.003,,,False,,1.95,-0.0,0.69,,,,
0,7,,,,,,56.504,0.446,0.001,1.674,1.0,0.0,0.016,-0.0,0.921,-0.002,2.6,0.021,-0.08,-0.002,,,False,,1.96,-0.0,0.69,,,,
0,7,,,,,,56.506,0.448,0.001,1.68,1.0,0.0,0.016,-0.0,0.921,-0.002,2.602,0.015,-0.112,-0.001,,,False,,1.97,-0.0,0.7,,,,
0,7,,,,,,56.508,0.45,0.001,1.685,1.0,0.0,0.016,-0.0,0.922,-0.002,2.604,0.006,-0.142,-0.0,,,False,,1.98,-0.0,0.7,,,,
0,7,,,,,,56.512,0.454,0.001,1.695,1.0,0.0,0.016,-0.0,0.923,-0.002,2.607,-0.019,-0.146,0.002,,,False,,2.0,-0.0,0.71,,,,
0,7,,,,,,56.518,0.459,0.001,1.711,1.0,0.0,0.015,-0.0,0.925,-0.002,2.612,-0.003,-0.114,0.002,,,False,,2.03,-0.0,0.72,,,,
0,7,,,,,,56.522,0.463,0.001,1.721,1.0,0.0,0.015,-0.0,0.927,-0.002,2.615,0.007,-0.134,0.0,,,False,,2.04,-0.0,0.72,,,,
0,7,,,,,,56.528,0.469,0.001,1.737,1.0,0.0,0.015,-0.0,0.928,-0.002,2.62,-0.012,-0.105,0.0,,,False,,2.07,-0.0,0.73,,,,
0,7,,,,,,56.532,0.472,0.001,1.748,1.0,0.0,0.014,-0.0,0.93,-0.002,2.623,-0.014,-0.068,-0.0,,,False,,2.1,-0.0,0.74,,,,
0,7,,,,,,56.538,0.478,0.001,1.763,1.0,0.0,0.014,-0.0,0.931,-0.002,2.628,0.008,-0.104,-0.001,,,False,,2.12,-0.0,0.75,,,,
0,7,,,,,,56.542,0.482,0.001,1.774,1.0,0.0,0.014,-0.0,0.933,-0.002,2.631,0.002,-0.157,-0.0,,,False,,2.15,-0.0,0.76,,,,
0,7,,,,,,56.548,0.489,0.001,1.795,1.0,0.0,0.013,-0.0,0.935,-0.002,2.637,0.01,-0.095,-0.0,,,False,,2.19,-0.0,0.78,,,,
0,7,,,,,,56.552,0.491,0.001,1.8,1.0,0.0,0.013,-0.0,0.936,-0.002,2.639,0.014,-0.09,-0.0,,,False,,2.2,-0.0,0.78,,,,
0,7,,,,,,56.558,0.497,0.001,1.816,1.0,0.0,0.013,-0.0,0.937,-0.002,2.643,-0.006,-0.121,0.001,,,False,,2.23,-0.0,0.79,,,,
0,7,,,,,,56.562,0.5,0.001,1.827,1.0,0.0,0.013,-0.0,0.938,-0.002,2.646,-0.026,-0.105,0.001,,,False,,2.26,-0.0,0.8,,,,
0,7,,,,,,56.568,0.506,0.001,1.843,1.0,0.0,0.013,-0.0,0.94,-0.002,2.65,-0.007,-0.068,0.0,,,False,,2.29,-0.0,0.81,,,,
0,7,,,,,,56.572,0.51,0.001,1.853,1.0,0.0,0.012,-0.0,0.941,-0.002,2.653,0.011,-0.087,-0.001,,,False,,2.31,-0.0,0.82,,,,
0,7,,,,,,56.578,0.515,0.001,1.869,1.0,0.0,0.012,-0.0,0.943,-0.002,2.657,-0.001,-0.1,-0.001,,,False,,2.35,-0.0,0.83,,,,
0,7,,,,,,56.582,0.519,0.001,1.88,1.0,0.0,0.012,-0.0,0.944,-0.002,2.66,-0.008,-0.078,0.0,,,False,,2.38,-0.0,0.84,,,,
0,7,,,,,,56.588,0.527,0.001,1.901,1.0,0.0,0.012,-0.0,0.946,-0.002,2.665,-0.0,-0.109,0.001,,,False,,2.42,-0.0,0.86,,,,
0,7,,,,,,56.592,0.53,0.001,1.912,1.0,0.0,0.011,-0.0,0.946,-0.002,2.668,-0.01,-0.121,0.001,,,False,,2.45,-0.0,0.87,,,,
0,7,,,,,,56.598,0.534,0.001,1.922,1.0,0.0,0.011,-0.0,0.947,-0.002,2.671,-0.012,-0.086,0.001,,,False,,2.48,-0.0,0.88,,,,
0,7,,,,,,56.602,0.538,0.001,1.933,1.0,0.0,0.011,-0.0,0.948,-0.002,2.673,-0.001,-0.069,0.0,,,False,,2.51,-0.0,0.89,,,,
0,7,,,,,,56.608,0.544,0.001,1.949,1.0,0.0,0.011,-0.0,0.95,-0.002,2.677,0.004,-0.095,-0.0,,,False,,2.55,-0.0,0.9,,,,
0,7,,,,,,56.612,0.548,0.001,1.96,1.0,0.0,0.011,-0.0,0.951,-0.002,2.68,-0.007,-0.096,-0.0,,,False,,2.58,-0.0,0.91,,,,
0,7,,,,,,56.618,0.553,0.001,1.976,1.0,0.0,0.01,-0.0,0.952,-0.002,2.684,-0.009,-0.061,0.0,,,False,,2.62,-0.0,0.93,,,,
0,7,,,,,,56.622,0.557,0.001,1.987,1.0,0.0,0.01,-0.0,0.953,-0.002,2.686,-0.001,-0.07,0.0,,,False,,2.65,-0.0,0.94,,,,
0,7,,,,,,56.628,0.563,0.001,2.003,1.0,0.0,0.01,-0.0,0.954,-0.002,2.69,-0.008,-0.095,0.0,,,False,,2.7,-0.0,0.96,,,,
0,7,,,,,,56.632,0.569,0.001,2.019,1.0,0.0,0.01,-0.0,0.955,-0.002,2.693,-0.011,-0.072,0.0,,,False,,2.75,-0.0,0.97,,,,
0,7,,,,,,56.638,0.572,0.001,2.03,1.0,0.0,0.01,-0.0,0.956,-0.002,2.696,-0.003,-0.088,0.0,,,False,,2.78,-0.0,0.99,,,,
0,7,,,,,,56.642,0.576,0.001,2.041,1.0,0.0,0.009,-0.0,0.957,-0.002,2.698,-0.001,-0.121,0.0,,,False,,2.81,-0.0,1.0,,,,
0,7,,,,,,56.648,0.582,0.001,2.057,1.0,-0.0,0.009,-0.0,0.958,-0.002,2.702,-0.009,-0.072,0.0,,,False,,2.87,-0.0,1.02,,,,
0,7,,,,,,56.652,0.586,0.001,2.068,1.0,-0.0,0.009,-0.0,0.959,-0.002,2.704,-0.003,-0.038,-0.0,,,False,,2.9,-0.0,1.03,,,,
0,7,,,,,,56.658,0.595,0.001,2.095,1.0,0.0,0.009,-0.0,0.961,-0.002,2.71,-0.001,-0.085,0.0,,,False,,2.99,-0.0,1.06,,,,

0,9,,,,,,68.598,0.001,0.001,0.227,1.0,-0.0,0.0,-0.0,-0.002,-0.003,0.062,-0.0,0.0,0.0,,,False,,0.02,-0.0,-0.0,,,,
0,9,,,,,,68.594,0.001,0.001,0.226,1.0,-0.0,0.0,-0.0,-0.002,-0.003,0.063,-0.0,0.0,0.0,,,False,,0.02,-0.0,-0.0,,,,
0,9,,,,,,68.604,0.001,0.001,0.227,1.0,-0.0,0.0,-0.0,-0.002,-0.003,0.061,-0.0,0.0,0.0,,,False,,0.02,-0.0,-0.0,,,,
0,9,,,,,,68.608,0.001,0.001,0.227,1.0,-0.0,0.0,-0.0,-0.002,-0.003,0.068,-0.06,0.216,-0.0,,,False,,0.02,-0.0,-0.0,,,,
0,9,,,,,,68.614,0.001,0.001,0.228,1.0,-0.0,0.003,-0.0,-0.002,-0.002,0.091,0.021,1.103,-0.001,,,False,,0.03,-0.0,-0.0,,,,
0,9,,,,,,68.618,0.001,0.001,0.229,1.0,-0.0,0.007,0.0,-0.002,-0.003,0.117,-0.011,1.397,0.005,,,False,,0.04,-0.0,-0.0,,,,
0,9,,,,,,68.808,0.022,0.001,0.365,0.998,-0.0,0.065,0.0,0.273,0.005,1.241,0.042,0.095,-0.009,,,False,,0.47,0.0,0.1,,,,
0,9,,,,,,69.034,0.128,0.002,0.742,0.999,0.0,0.051,0.0,0.639,0.004,2.01,0.007,-0.207,-0.004,,,False,,0.89,0.0,0.28,,,,
0,9,,,,,,69.038,0.131,0.002,0.75,0.999,0.0,0.05,0.0,0.644,0.004,2.02,0.001,-0.236,-0.0,,,False,,0.9,0.0,0.29,,,,
0,9,,,,,,69.044,0.135,0.002,0.762,0.999,0.0,0.05,0.0,0.651,0.004,2.035,0.018,-0.198,0.0,,,False,,0.91,0.0,0.29,,,,
0,9,,,,,,69.048,0.137,0.002,0.771,0.999,0.0,0.049,0.0,0.656,0.004,2.044,-0.014,-0.199,0.003,,,False,,0.92,0.0,0.29,,,,
0,9,,,,,,69.054,0.14,0.002,0.779,0.999,0.0,0.049,0.0,0.661,0.004,2.053,-0.023,-0.233,0.004,,,False,,0.92,0.0,0.3,,,,
0,9,,,,,,69.144,0.205,0.003,0.977,0.999,0.0,0.039,0.0,0.757,0.003,2.244,-0.012,-0.212,-0.001,,,False,,1.11,0.0,0.37,,,,
0,9,,,,,,69.148,0.21,0.003,0.99,0.999,0.0,0.038,0.0,0.762,0.003,2.254,-0.014,-0.245,0.005,,,False,,1.12,0.0,0.38,,,,
0,9,,,,,,69.154,0.212,0.003,0.995,0.999,0.0,0.038,0.0,0.764,0.003,2.258,0.002,-0.229,0.004,,,False,,1.13,0.0,0.38,,,,
0,9,,,,,,69.164,0.221,0.003,1.022,0.999,0.0,0.037,0.0,0.774,0.003,2.279,-0.021,-0.224,0.001,,,False,,1.15,0.0,0.39,,,,
0,9,,,,,,69.168,0.224,0.003,1.031,0.999,0.0,0.036,0.0,0.778,0.003,2.286,0.006,-0.206,-0.003,,,False,,1.16,0.0,0.4,,,,
0,9,,,,,,69.198,0.248,0.003,1.101,0.999,0.0,0.033,0.0,0.802,0.003,2.335,-0.018,-0.229,0.004,,,False,,1.23,0.0,0.42,,,,
0,9,,,,,,69.254,0.294,0.003,1.234,1.0,0.0,0.028,0.0,0.84,0.003,2.416,0.002,-0.166,-0.0,,,False,,1.37,0.0,0.48,,,,
0,9,,,,,,69.326,0.356,0.003,1.411,1.0,0.0,0.022,0.0,0.88,0.003,2.505,-0.022,-0.169,0.001,,,False,,1.58,0.0,0.55,,,,
0,9,,,,,,69.344,0.373,0.003,1.462,1.0,0.0,0.021,0.0,0.89,0.002,2.526,-0.003,-0.141,-0.0,,,False,,1.64,0.0,0.58,,,,
0,9,,,,,,69.398,0.418,0.004,1.589,1.0,0.0,0.017,0.0,0.91,0.002,2.576,-0.011,-0.139,0.001,,,False,,1.83,0.0,0.64,,,,
0,9,,,,,,69.408,0.428,0.004,1.615,1.0,0.0,0.017,0.0,0.914,0.002,2.585,-0.002,-0.109,-0.0,,,False,,1.87,0.0,0.66,,,,
0,9,,,,,,69.458,0.474,0.004,1.745,1.0,0.0,0.014,0.0,0.93,0.002,2.627,-0.003,-0.106,-0.0,,,False,,2.09,0.0,0.74,,,,
0,9,,,,,,69.464,0.481,0.004,1.766,1.0,0.0,0.014,0.0,0.933,0.002,2.633,-0.003,-0.115,0.001,,,False,,2.13,0.0,0.76,,,,
0,9,,,,,,69.508,0.524,0.004,1.888,1.0,0.0,0.011,0.0,0.945,0.002,2.666,-0.01,-0.086,0.001,,,False,,2.4,0.0,0.85,,,,
0,9,,,,,,69.534,0.547,0.004,1.953,1.0,0.0,0.01,0.0,0.95,0.002,2.681,0.009,-0.082,-0.0,,,False,,2.56,0.0,0.91,,,,
0,9,,,,,,69.608,0.618,0.004,2.153,1.0,0.0,0.008,0.0,0.964,0.001,2.724,0.001,-0.059,-0.0,,,False,,3.22,0.0,1.14,,,,
0,9,,,,,,69.618,0.631,0.004,2.191,1.0,0.0,0.007,0.0,0.966,0.001,2.731,0.004,-0.056,-0.0,,,False,,3.38,0.0,1.19,,,,
0,9,,,,,,69.668,0.676,0.004,2.317,1.0,0.0,0.006,0.0,0.973,0.001,2.752,-0.0,-0.054,-0.0,,,False,,4.03,0.0,1.42,,,,
0,9,,,,,,69.684,0.692,0.004,2.361,1.0,0.0,0.006,0.0,0.974,0.001,2.759,-0.002,-0.052,0.0,,,False,,4.32,0.0,1.52,,,,
0,9,,,,,,69.798,0.8,0.004,2.674,0.925,0.009,-0.38,0.0,0.804,-0.0,2.688,2.18,-19.25,1.684,,,True,,8.25,-0.0,2.47,,,,
0,9,,,,,,69.998,0.857,-0.007,2.956,0.031,-0.151,-0.988,0.006,0.025,0.039,0.08,9.578,0.084,1.36,,,True,,1.82,0.89,0.57,,,,
0,9,,,,,,70.008,0.857,-0.007,2.957,0.034,-0.143,-0.989,-0.027,0.012,0.02,0.044,4.525,-0.605,1.183,,,True,,1.02,0.47,0.28,,,,
0,9,,,,,,70.164,0.858,-0.008,2.957,0.005,-0.142,-0.99,0.019,0.001,0.003,0.004,-0.101,-0.17,0.35,,,True,,0.09,0.07,0.02,,,,
0,9,,,,,,70.348,0.858,-0.007,2.957,0.007,-0.14,-0.99,0.014,-0.001,0.004,0.004,-0.045,0.037,-0.116,,,True,,0.09,0.09,-0.02,,,,
0,9,,,,,,70.354,0.858,-0.008,2.957,0.007,-0.14,-0.99,0.015,0.001,-0.005,0.005,-0.081,0.033,-0.079,,,True,,0.12,-0.12,0.02,,,,
0,9,,,,,,71.274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,,,True,,nan,nan,nan,,,,
0,9,[0.1],[0.05],[5. 6. 6.],[1.5 1.5 1.5],[4.72 6.08 5.53],,,,,,,,,1.0,0.0,3.0,0.0,-19.75,0.0,0.95,19.71,,10,,,,,,,

1,0,,,,,,33.302,-0.007,-0.006,0.215,1.0,-0.002,0.002,-0.005,-0.006,-0.001,0.153,0.012,-0.002,0.099,,,False,,0.05,-0.0,-0.0,,,,
1,0,,,,,,33.308,-0.007,-0.006,0.216,1.0,-0.002,0.002,-0.004,-0.006,-0.001,0.151,0.015,0.003,0.093,,,False,,0.05,-0.0,-0.0,,,,
1,0,,,,,,33.312,-0.007,-0.006,0.216,1.0,-0.002,0.002,-0.004,-0.006,-0.001,0.149,0.008,0.003,0.089,,,False,,0.05,-0.0,-0.0,,,,
