Step,Reward,Episode
57870,0.810,3452
58074,0.796,3464
58142,0.790,3468
58432,0.813,3484
58501,0.826,3488
59204,0.851,3528
59346,0.842,3536
59424,0.831,3540
59489,0.832,3544
59562,0.833,3548
59697,0.836,3556
59847,0.831,3564
59988,0.838,3572
60238,0.839,3584
60385,0.819,3592
60457,0.818,3596
60659,0.814,3608
60730,0.804,3612
60875,0.801,3620
61017,0.800,3628
61080,0.805,3632
61148,0.805,3636
61289,0.826,3644
61357,0.832,3648
61500,0.827,3656
61569,0.836,3660
61721,0.823,3668
61864,0.819,3676
61935,0.817,3680
62080,0.816,3688
62218,0.829,3696
62496,0.841,3712
62563,0.839,3716
62633,0.847,3720
62703,0.850,3724
62775,0.850,3728
62846,0.852,3732
62911,0.850,3736
63050,0.846,3744
63312,0.845,3760
63453,0.855,3768
63517,0.858,3772
63721,0.863,3784
63990,0.850,3800
64062,0.853,3804
64203,0.853,3812
64345,0.852,3820
64415,0.846,3824
64481,0.844,3828
64754,0.843,3844
64828,0.840,3848
64887,0.838,3852
64962,0.832,3856
65029,0.833,3860
65094,0.832,3864
65240,0.821,3872
65318,0.816,3876
65537,0.815,3888
65896,0.821,3908
66031,0.815,3916
66103,0.818,3920
66244,0.819,3928
66312,0.825,3932
66592,0.819,3948
66735,0.819,3956
66809,0.823,3960
66883,0.816,3964
67030,0.817,3972
67162,0.813,3980
67236,0.815,3984
67305,0.815,3988
67448,0.813,3996
67524,0.813,4000
67663,0.816,4008
67732,0.820,4012
67799,0.823,4016
67866,0.823,4020
67934,0.821,4024
68002,0.819,4028
68354,0.834,4048
68488,0.840,4056
68635,0.847,4064
68698,0.856,4068
68765,0.856,4072
69132,0.868,4092
69407,0.866,4108
69543,0.869,4116
69609,0.869,4120
70035,0.883,4144
70106,0.879,4148
70173,0.881,4152
70243,0.883,4156
70314,0.886,4160
70595,0.880,4176
70743,0.872,4184
70809,0.875,4188
71229,0.874,4212
71303,0.866,4216
71515,0.854,4228
71650,0.846,4236
71715,0.844,4240
71784,0.845,4244
71918,0.847,4252
72135,0.837,4264
72206,0.843,4268
72272,0.842,4272
72408,0.840,4280
72474,0.848,4284
72540,0.848,4288
72613,0.852,4292
72681,0.844,4296
72756,0.838,4300
72973,0.849,4312
73038,0.857,4316
73188,0.854,4324
73253,0.854,4328
73322,0.860,4332
73524,0.862,4344
73600,0.861,4348
73667,0.852,4352
73960,0.845,4368
74029,0.847,4372
74097,0.847,4376
74456,0.841,4396
74593,0.843,4404
74740,0.841,4412
74809,0.841,4416
74880,0.850,4420
75099,0.843,4432
75169,0.846,4436
75240,0.843,4440
75311,0.842,4444
75399,0.833,4448
75469,0.838,4452
75540,0.850,4456
75610,0.855,4460
75751,0.856,4468
75960,0.853,4480
76093,0.851,4488
76170,0.859,4492
76379,0.856,4504
76446,0.857,4508
76577,0.864,4516
76646,0.864,4520
76714,0.870,4524
76788,0.870,4528
76852,0.879,4532
76989,0.882,4540
77055,0.879,4544
77123,0.893,4548
77192,0.896,4552
77324,0.889,4560
77531,0.900,4572
77744,0.894,4584
77812,0.899,4588
77957,0.893,4596
78028,0.891,4600
78105,0.893,4604
78176,0.888,4608
78245,0.886,4612
78312,0.872,4616
78456,0.868,4624
78730,0.858,4640
78797,0.854,4644
78935,0.844,4652
79081,0.843,4660
79222,0.838,4668
79295,0.836,4672
79719,0.854,4696
79783,0.854,4700
79917,0.862,4708
79988,0.859,4712
80055,0.870,4716
80326,0.875,4732
80457,0.877,4740
80594,0.887,4748
80766,0.880,4756
80834,0.880,4760
80899,0.882,4764
81105,0.885,4776
81172,0.883,4780
81240,0.881,4784
81302,0.879,4788
81377,0.882,4792
81448,0.890,4796
81650,0.874,4808
81721,0.877,4812
81937,0.869,4824
82003,0.868,4828
82074,0.873,4832
82208,0.866,4840
82279,0.863,4844
82486,0.885,4856
82557,0.885,4860
82625,0.885,4864
82769,0.894,4872
82839,0.891,4876
83124,0.884,4892
83194,0.874,4896
83334,0.874,4904
83547,0.867,4916
83613,0.873,4920
83817,0.859,4932
83885,0.866,4936
84234,0.864,4956
84367,0.849,4964
84432,0.842,4968
84506,0.842,4972
84576,0.841,4976
84647,0.839,4980
84720,0.833,4984
84791,0.840,4988
84999,0.845,5000
85068,0.850,5004
85139,0.850,5008
85214,0.856,5012
85357,0.851,5020
85489,0.857,5028
85554,0.857,5032
85761,0.843,5044
85831,0.843,5048
86043,0.840,5060
86248,0.845,5072
86520,0.847,5088
86858,0.849,5108
86926,0.852,5112
87001,0.849,5116
87129,0.852,5124
87271,0.861,5132
87467,0.873,5144
87671,0.887,5156
87809,0.887,5164
88005,0.893,5176
88210,0.883,5188
88356,0.882,5196
88427,0.885,5200
88566,0.883,5208
88642,0.871,5212
88785,0.878,5220
88916,0.872,5228
89195,0.871,5244
89481,0.858,5260
89555,0.861,5264
89905,0.867,5284
90064,0.858,5292
90150,0.843,5296
90289,0.833,5304
90360,0.832,5308
90515,0.828,5316
91009,0.791,5344
91636,0.776,5380
91701,0.779,5384
91841,0.794,5392
91912,0.807,5396
92151,0.800,5408
92217,0.803,5412
92352,0.831,5420
92560,0.830,5432
92633,0.832,5436
92766,0.849,5444
93043,0.864,5460
93111,0.859,5464
93179,0.854,5468
93251,0.858,5472
93321,0.858,5476
93601,0.838,5492
93668,0.841,5496
93807,0.846,5504
93874,0.845,5508
94149,0.851,5524
94222,0.855,5528
94495,0.851,5544
94566,0.851,5548
94841,0.854,5564
95046,0.843,5576
95255,0.842,5588
95326,0.838,5592
95464,0.842,5600
95539,0.853,5604
95751,0.853,5616
95893,0.848,5624
96451,0.847,5656
96657,0.850,5668
96732,0.857,5672
96877,0.856,5680
97013,0.865,5688
97089,0.871,5692
97740,0.859,5728
97810,0.854,5732
97884,0.854,5736
97955,0.849,5740
98092,0.837,5748
98235,0.831,5756
98308,0.833,5760
98371,0.833,5764
98445,0.830,5768
98648,0.841,5780
98792,0.841,5788
98864,0.846,5792
98931,0.844,5796
99004,0.847,5800
99073,0.856,5804
99143,0.862,5808
99214,0.876,5812
99351,0.878,5820
99419,0.869,5824
99489,0.865,5828
99560,0.871,5832
99629,0.867,5836
99694,0.861,5840
99765,0.871,5844
99837,0.875,5848
99907,0.875,5852
99982,0.873,5856
100052,0.871,5860
100470,0.860,5884
100680,0.846,5896
100754,0.841,5900
100905,0.833,5908
100977,0.833,5912
101258,0.851,5928
101325,0.843,5932
101389,0.839,5936
101459,0.847,5940
101663,0.836,5952
101727,0.838,5956
101789,0.835,5960
101861,0.838,5964
101938,0.840,5968
102082,0.831,5976
102155,0.828,5980
102431,0.854,5996
102502,0.852,6000
102571,0.857,6004
102708,0.860,6012
102930,0.853,6024
103214,0.862,6040
103284,0.862,6044
103353,0.873,6048
103499,0.866,6056
103644,0.872,6064
103722,0.869,6068
104189,0.869,6096
104387,0.873,6108
104529,0.868,6116
104678,0.871,6124
104883,0.858,6136
104949,0.863,6140
105157,0.870,6152
105232,0.866,6156
105380,0.868,6164
105451,0.863,6168
105726,0.866,6184
105894,0.849,6192
105973,0.838,6196
106194,0.816,6208
106261,0.816,6212
106336,0.812,6216
106470,0.815,6224
106603,0.829,6232
106820,0.833,6244
106960,0.835,6252
107106,0.836,6260
107171,0.841,6264
107244,0.843,6268
107374,0.844,6276
107519,0.846,6284
107596,0.847,6288
107662,0.853,6292
107759,0.849,6296
107976,0.861,6308
108119,0.863,6316
108188,0.864,6320
108257,0.859,6324
108325,0.851,6328
108388,0.846,6332
108597,0.846,6344
108947,0.843,6364
109294,0.835,6384
109365,0.834,6388
109445,0.827,6392
109719,0.857,6408
109790,0.854,6412
109857,0.860,6416
110364,0.866,6444
110437,0.859,6448
110575,0.857,6456
110651,0.866,6460
110725,0.868,6464
110795,0.863,6468
111074,0.870,6484
111229,0.872,6492
111372,0.860,6500
111512,0.853,6508
111580,0.858,6512
111806,0.843,6524
111872,0.837,6528
112144,0.828,6544
112216,0.836,6548
112278,0.835,6552
112354,0.823,6556
112489,0.824,6564
112559,0.821,6568
112898,0.819,6588
112966,0.833,6592
113111,0.831,6600
113264,0.830,6608
113338,0.830,6612
113411,0.827,6616
113472,0.813,6620
113617,0.821,6628
113799,0.803,6636
113865,0.812,6640
114079,0.822,6652
114229,0.824,6660
114367,0.837,6668
114578,0.831,6680
114657,0.824,6684
114946,0.832,6700
115148,0.830,6712
115284,0.852,6720
115352,0.853,6724
115428,0.857,6728
115507,0.874,6732
115706,0.864,6744
115785,0.857,6748
115852,0.855,6752
115920,0.858,6756
115984,0.863,6760
116060,0.858,6764
116276,0.857,6776
116345,0.872,6780
116415,0.877,6784
116557,0.878,6792
116626,0.876,6796
116701,0.873,6800
116780,0.865,6804
116923,0.850,6812
117089,0.839,6820
117293,0.841,6832
117430,0.849,6840
117494,0.843,6844
117579,0.843,6848
117649,0.836,6852
117930,0.841,6868
118069,0.836,6876
118140,0.834,6880
118339,0.842,6892
118404,0.844,6896
118479,0.837,6900
118547,0.845,6904
118900,0.877,6924
119469,0.897,6956
119550,0.880,6960
119623,0.878,6964
119828,0.880,6976
119970,0.863,6984
120047,0.857,6988
120115,0.855,6992
120184,0.849,6996
120252,0.851,7000
120321,0.851,7004
120397,0.845,7008
120547,0.836,7016
120611,0.829,7020
120811,0.830,7032
121182,0.804,7052
121254,0.792,7056
121404,0.806,7064
121474,0.801,7068
121614,0.800,7076
122093,0.831,7104
122152,0.832,7108
122223,0.834,7112
122437,0.829,7124
122509,0.815,7128
122716,0.832,7140
122784,0.824,7144
122853,0.821,7148
122916,0.828,7152
123050,0.813,7160
123120,0.818,7164
123254,0.823,7172
123390,0.824,7180
123520,0.820,7188
123589,0.828,7192
123787,0.823,7204
123854,0.821,7208
123929,0.821,7212
123996,0.826,7216
124065,0.832,7220
124344,0.830,7236
124477,0.836,7244
124760,0.870,7260
124897,0.860,7268
125034,0.861,7276
125109,0.861,7280
125381,0.860,7296
125583,0.857,7308
125658,0.855,7312
125799,0.848,7320
125873,0.843,7324
126006,0.853,7332
126071,0.864,7336
126141,0.861,7340
126303,0.844,7348
126373,0.845,7352
126441,0.846,7356
126869,0.835,7380
126936,0.833,7384
127006,0.832,7388
127076,0.832,7392
127143,0.834,7396
127283,0.836,7404
127354,0.841,7408
127488,0.838,7416
127699,0.851,7428
127981,0.870,7444
128238,0.865,7460
128317,0.869,7464
128396,0.854,7468
128472,0.852,7472
128763,0.869,7488
128829,0.862,7492
128898,0.858,7496
128966,0.863,7500
129039,0.858,7504
129113,0.855,7508
129182,0.859,7512
129316,0.856,7520
129384,0.852,7524
129593,0.845,7536
129658,0.852,7540
129798,0.873,7548
129969,0.858,7556
130107,0.857,7564
130177,0.870,7568
130242,0.857,7572
