Step,Reward,Episode
13772,0.056,1036
13781,0.056,1040
13787,0.056,1044
13800,0.055,1052
13913,0.056,1084
13959,0.057,1088
13999,0.061,1100
14014,0.060,1108
14059,0.059,1116
14103,0.060,1124
14134,0.066,1132
14142,0.065,1136
14156,0.065,1144
14168,0.065,1152
14193,0.066,1156
14246,0.065,1164
14276,0.064,1184
14289,0.064,1188
14294,0.060,1192
14300,0.060,1196
14410,0.066,1228
14431,0.059,1236
14441,0.060,1240
14471,0.060,1252
14490,0.058,1256
14595,0.078,1268
14628,0.079,1276
14662,0.089,1280
14778,0.129,1292
14854,0.135,1300
15034,0.158,1320
15040,0.152,1324
15071,0.152,1328
15130,0.171,1332
15347,0.199,1352
15379,0.209,1356
15460,0.228,1364
15587,0.223,1376
15610,0.214,1380
15659,0.196,1384
15701,0.193,1388
15883,0.191,1404
15996,0.219,1412
16056,0.220,1416
16107,0.234,1420
16318,0.246,1436
16542,0.284,1452
16596,0.291,1456
16648,0.284,1460
16711,0.287,1464
16758,0.291,1468
16808,0.295,1472
16862,0.308,1476
17148,0.329,1500
17281,0.326,1512
17324,0.327,1516
17700,0.263,1548
17895,0.242,1564
17937,0.246,1568
17992,0.237,1572
18040,0.225,1576
18090,0.221,1580
18228,0.196,1592
18313,0.207,1600
18400,0.190,1608
18444,0.180,1612
18549,0.173,1620
18737,0.178,1636
18792,0.191,1640
18956,0.200,1652
19005,0.209,1656
19058,0.200,1660
19114,0.210,1664
19273,0.208,1676
19469,0.270,1688
19530,0.281,1692
19734,0.325,1704
19803,0.352,1708
20050,0.414,1724
20109,0.437,1728
20379,0.494,1744
20449,0.514,1748
20519,0.529,1752
20587,0.546,1756
20656,0.568,1760
20730,0.589,1764
20799,0.603,1768
20930,0.637,1776
20995,0.639,1780
21068,0.641,1784
21140,0.649,1788
21421,0.662,1804
21487,0.658,1808
21559,0.651,1812
21631,0.654,1816
21697,0.650,1820
21841,0.655,1828
21978,0.665,1836
22128,0.664,1844
22195,0.669,1848
22415,0.665,1860
22490,0.647,1864
22561,0.653,1868
22727,0.655,1876
22873,0.670,1884
23173,0.670,1900
23243,0.682,1904
23448,0.699,1916
23522,0.725,1920
23592,0.737,1924
23679,0.726,1928
23748,0.725,1932
23814,0.726,1936
23878,0.721,1940
24020,0.717,1948
24080,0.723,1952
24152,0.712,1956
24226,0.715,1960
24382,0.719,1968
24607,0.732,1980
24906,0.739,1996
25122,0.736,2008
25196,0.738,2012
25271,0.732,2016
25482,0.747,2028
25704,0.750,2040
25782,0.749,2044
25855,0.753,2048
25926,0.761,2052
25999,0.760,2056
26073,0.755,2060
26286,0.765,2072
26357,0.756,2076
26427,0.748,2080
26489,0.742,2084
26701,0.756,2096
27202,0.745,2124
27425,0.726,2136
27497,0.730,2140
27630,0.737,2148
27699,0.728,2152
27769,0.743,2156
27837,0.751,2160
27917,0.743,2164
28047,0.736,2172
28118,0.743,2176
28185,0.747,2180
28346,0.733,2188
28413,0.745,2192
28636,0.749,2204
28777,0.748,2212
28921,0.767,2220
28996,0.769,2224
29063,0.786,2228
29481,0.801,2252
29553,0.794,2256
29628,0.791,2260
29914,0.787,2276
30114,0.810,2288
30252,0.802,2296
30465,0.797,2308
30746,0.796,2324
31022,0.757,2340
31088,0.759,2344
31160,0.760,2348
31305,0.766,2356
31441,0.782,2364
31505,0.789,2368
31582,0.788,2372
31741,0.774,2380
31886,0.755,2388
31954,0.761,2392
32021,0.748,2396
32088,0.756,2400
32223,0.754,2408
32285,0.742,2412
32350,0.724,2416
32485,0.733,2424
32686,0.765,2436
32829,0.768,2444
33021,0.756,2456
33084,0.748,2460
33221,0.754,2468
33357,0.769,2476
33488,0.782,2484
33623,0.788,2492
33691,0.800,2496
33892,0.792,2508
34012,0.814,2516
34081,0.803,2520
34344,0.784,2536
34615,0.785,2552
34819,0.798,2564
34888,0.790,2568
34955,0.775,2572
35017,0.769,2576
35085,0.760,2580
35156,0.765,2584
35417,0.764,2600
35548,0.777,2608
35623,0.786,2612
35688,0.781,2616
35754,0.776,2620
35817,0.786,2624
36016,0.788,2636
36142,0.802,2644
36620,0.810,2672
36820,0.817,2684
37143,0.794,2704
37213,0.785,2708
37284,0.780,2712
37485,0.793,2724
37611,0.782,2732
37680,0.769,2736
37752,0.771,2740
37957,0.766,2752
38313,0.759,2772
38448,0.772,2780
38591,0.769,2788
38660,0.784,2792
38793,0.792,2800
38999,0.818,2812
39062,0.820,2816
39198,0.823,2824
39493,0.854,2840
39561,0.856,2844
39699,0.855,2852
39905,0.849,2864
40036,0.857,2872
40165,0.847,2880
40235,0.846,2884
40305,0.848,2888
40443,0.852,2896
40581,0.852,2904
40651,0.845,2908
40720,0.840,2912
40790,0.837,2916
40864,0.838,2920
41010,0.817,2928
41079,0.814,2932
41153,0.812,2936
41502,0.820,2956
41573,0.821,2960
41779,0.835,2972
41860,0.837,2976
41931,0.842,2980
42706,0.832,3024
42778,0.845,3028
42919,0.853,3036
43281,0.864,3056
43351,0.862,3060
43420,0.853,3064
43630,0.839,3076
43705,0.841,3080
43919,0.852,3092
44132,0.858,3104
44201,0.848,3108
44341,0.854,3116
44412,0.861,3120
44486,0.861,3124
44554,0.857,3128
44631,0.859,3132
45041,0.851,3156
45260,0.863,3168
45399,0.874,3176
45549,0.861,3184
45816,0.858,3200
45886,0.855,3204
46152,0.866,3220
46223,0.862,3224
46285,0.853,3228
46363,0.857,3232
46567,0.856,3244
47124,0.821,3276
47196,0.825,3280
47335,0.825,3288
47474,0.823,3296
47612,0.817,3304
47691,0.816,3308
47764,0.806,3312
47836,0.796,3316
48115,0.817,3332
48182,0.817,3336
48323,0.820,3344
48392,0.825,3348
48465,0.822,3352
48614,0.822,3360
48680,0.836,3364
48890,0.843,3376
49027,0.856,3384
49384,0.867,3404
49459,0.875,3408
49677,0.880,3420
49902,0.859,3432
50113,0.843,3444
50257,0.826,3452
50467,0.836,3464
50539,0.833,3468
50826,0.828,3484
50899,0.821,3488
51613,0.806,3528
51755,0.816,3536
51824,0.824,3540
51890,0.824,3544
51962,0.832,3548
52104,0.833,3556
52253,0.826,3564
52388,0.825,3572
52613,0.819,3584
52751,0.830,3592
52818,0.848,3596
53038,0.843,3608
53107,0.842,3612
53260,0.839,3620
53404,0.830,3628
53479,0.835,3632
53550,0.835,3636
53693,0.832,3644
53760,0.834,3648
53980,0.842,3660
54257,0.830,3676
54325,0.839,3680
54471,0.830,3688
54619,0.826,3696
54896,0.838,3712
54962,0.836,3716
55103,0.837,3724
55172,0.848,3728
55244,0.844,3732
55320,0.843,3736
55461,0.851,3744
55750,0.848,3760
55883,0.869,3768
55953,0.869,3772
56158,0.869,3784
56439,0.879,3800
56637,0.876,3812
56840,0.882,3824
56907,0.878,3828
57191,0.885,3844
57333,0.880,3852
57398,0.882,3856
57533,0.882,3864
57679,0.879,3872
57752,0.885,3876
57963,0.883,3888
58309,0.892,3908
58443,0.900,3916
58511,0.908,3920
58641,0.906,3928
58714,0.904,3932
58997,0.893,3948
59146,0.899,3956
59290,0.907,3964
59425,0.898,3972
59557,0.898,3980
59627,0.902,3984
59694,0.907,3988
59836,0.904,3996
59913,0.896,4000
60122,0.899,4012
60195,0.890,4016
60270,0.885,4020
60339,0.889,4024
60401,0.883,4028
60753,0.880,4048
60901,0.856,4056
61043,0.849,4064
61112,0.862,4068
61181,0.853,4072
61535,0.827,4092
61813,0.820,4108
61948,0.829,4116
62022,0.829,4120
62448,0.837,4144
62517,0.832,4148
62583,0.847,4152
62653,0.850,4156
62720,0.850,4160
63003,0.858,4176
63142,0.875,4184
63216,0.867,4188
63633,0.858,4212
63707,0.861,4216
63920,0.864,4228
64068,0.856,4236
64137,0.863,4240
64215,0.858,4244
64353,0.855,4252
64567,0.861,4264
64637,0.862,4268
64705,0.858,4272
64853,0.863,4280
64924,0.861,4284
65000,0.857,4288
65068,0.860,4292
65137,0.852,4296
65203,0.849,4300
65409,0.852,4312
65481,0.850,4316
65645,0.830,4324
65721,0.830,4328
65786,0.827,4332
65992,0.833,4344
66059,0.843,4348
66140,0.831,4352
66423,0.829,4368
66928,0.857,4396
67071,0.864,4404
67213,0.851,4412
67281,0.849,4416
67352,0.852,4420
67567,0.874,4432
67641,0.872,4436
67710,0.874,4440
67852,0.875,4448
67924,0.884,4452
68069,0.880,4460
68424,0.878,4480
68571,0.874,4488
68638,0.874,4492
68852,0.849,4504
68919,0.847,4508
69067,0.853,4516
69135,0.848,4520
69209,0.846,4524
69275,0.842,4528
69357,0.837,4532
69502,0.842,4540
69573,0.840,4544
69641,0.841,4548
69840,0.836,4560
70059,0.833,4572
70273,0.833,4584
70340,0.836,4588
70478,0.844,4596
70543,0.845,4600
70618,0.852,4604
70695,0.848,4608
70763,0.851,4612
70834,0.842,4616
71330,0.853,4644
71483,0.851,4652
71621,0.855,4660
71766,0.855,4668
71829,0.863,4672
72257,0.871,4696
72321,0.874,4700
72461,0.878,4708
72533,0.876,4712
72606,0.885,4716
72902,0.882,4732
73040,0.885,4740
73178,0.882,4748
73313,0.889,4756
73388,0.884,4760
73460,0.884,4764
73683,0.872,4776
73757,0.873,4780
73830,0.873,4784
73968,0.866,4792
74040,0.868,4796
74254,0.866,4808
74318,0.867,4812
74528,0.857,4824
74590,0.857,4828
74659,0.867,4832
74797,0.869,4840
75087,0.868,4856
75156,0.868,4860
75226,0.866,4864
75443,0.877,4876
75808,0.871,4896
75945,0.869,4904
76161,0.867,4916
76230,0.859,4920
76453,0.861,4932
76522,0.857,4936
76875,0.856,4956
77016,0.856,4964
77087,0.849,4968
77164,0.844,4972
77237,0.841,4976
77300,0.847,4980
77370,0.849,4984
77433,0.852,4988
77636,0.857,5000
77707,0.856,5004
77777,0.861,5008
77849,0.869,5012
77980,0.871,5020
78120,0.869,5028
78196,0.873,5032
78404,0.880,5044
78477,0.884,5048
78689,0.879,5060
78900,0.892,5072
79190,0.893,5088
79565,0.871,5108
79635,0.873,5112
79706,0.878,5116
79987,0.875,5132
80204,0.865,5144
80552,0.872,5164
80759,0.864,5176
80967,0.860,5188
81103,0.853,5196
81180,0.856,5200
81401,0.865,5212
81689,0.861,5228
81973,0.847,5244
82241,0.851,5260
82310,0.844,5264
82668,0.849,5284
82818,0.844,5292
82890,0.844,5296
83025,0.841,5304
83098,0.838,5308
83238,0.836,5316
83731,0.849,5344
84356,0.838,5380
84434,0.827,5384
84574,0.840,5392
84647,0.840,5396
84869,0.829,5408
84938,0.828,5412
85071,0.841,5420
85347,0.853,5436
85486,0.857,5444
85762,0.870,5460
85830,0.873,5464
85895,0.876,5468
85963,0.876,5472
86032,0.877,5476
86312,0.881,5492
86381,0.884,5496
86517,0.893,5504
86587,0.893,5508
86880,0.863,5524
87240,0.847,5544
87311,0.844,5548
87593,0.848,5564
87791,0.845,5576
88066,0.847,5592
88486,0.843,5616
89417,0.857,5668
89490,0.855,5672
89776,0.842,5688
90489,0.836,5728
90557,0.830,5732
90832,0.829,5748
90974,0.831,5756
91048,0.840,5760
91126,0.830,5764
91199,0.835,5768
91416,0.840,5780
91565,0.842,5788
91647,0.827,5792
91785,0.831,5800
91937,0.840,5808
92006,0.848,5812
92143,0.845,5820
92216,0.861,5824
92284,0.858,5828
92353,0.855,5832
92422,0.850,5836
92505,0.843,5840
92576,0.845,5844
92649,0.858,5848
92797,0.851,5856
93298,0.848,5884
93507,0.879,5896
93574,0.869,5900
93711,0.872,5908
94060,0.868,5928
94130,0.875,5932
94202,0.875,5936
94479,0.877,5952
94612,0.880,5960
94677,0.878,5964
94893,0.864,5976
94961,0.867,5980
95256,0.859,5996
95319,0.866,6000
95383,0.856,6004
95519,0.854,6012
96015,0.842,6040
96092,0.834,6044
96171,0.832,6048
96312,0.826,6056
96452,0.834,6064
96520,0.839,6068
97002,0.859,6096
97208,0.865,6108
97349,0.871,6116
97773,0.881,6140
97981,0.899,6152
98050,0.899,6156
98261,0.881,6168
98765,0.878,6196
98990,0.866,6208
99058,0.861,6212
99127,0.863,6216
99270,0.858,6224
99414,0.851,6232
99787,0.828,6252
99925,0.826,6260
99999,0.828,6264
100078,0.834,6268
100221,0.838,6276
100361,0.835,6284
100432,0.840,6288
100502,0.843,6292
100574,0.845,6296
100793,0.860,6308
100927,0.864,6316
101064,0.874,6324
101131,0.870,6328
101207,0.867,6332
101425,0.882,6344
101782,0.884,6364
102140,0.882,6384
102204,0.882,6388
102272,0.876,6392
102563,0.885,6408
102627,0.880,6412
102694,0.886,6416
103188,0.883,6444
103264,0.874,6448
103413,0.874,6456
103481,0.882,6460
103623,0.881,6468
104031,0.868,6492
104179,0.866,6500
104319,0.858,6508
104384,0.859,6512
104651,0.862,6528
104942,0.868,6544
105006,0.867,6548
105073,0.868,6552
105276,0.863,6564
105343,0.861,6568
105681,0.864,6588
105749,0.873,6592
105880,0.874,6600
106021,0.879,6608
106088,0.883,6612
106160,0.884,6616
106234,0.882,6620
106376,0.874,6628
106517,0.865,6636
106806,0.867,6652
106946,0.883,6660
107088,0.877,6668
107305,0.877,6680
107380,0.877,6684
107658,0.865,6700
107865,0.865,6712
107999,0.870,6720
108069,0.873,6724
108216,0.870,6732
108426,0.865,6744
108490,0.864,6748
108562,0.866,6752
108638,0.865,6756
108984,0.879,6776
109059,0.879,6780
109133,0.877,6784
109286,0.867,6792
109422,0.877,6800
109496,0.877,6804
109629,0.874,6812
109777,0.872,6820
109986,0.880,6832
110127,0.872,6840
110197,0.875,6844
110266,0.877,6848
110335,0.872,6852
110761,0.850,6876
110826,0.850,6880
111026,0.853,6892
111092,0.853,6896
111156,0.856,6900
111238,0.838,6904
111582,0.838,6924
112126,0.828,6956
112193,0.823,6960
112480,0.830,6976
112618,0.822,6984
112823,0.827,6996
112887,0.827,7000
112954,0.848,7004
113024,0.851,7008
113168,0.858,7016
113239,0.855,7020
113443,0.869,7032
113804,0.872,7052
113881,0.862,7056
114024,0.878,7064
114234,0.872,7076
114722,0.873,7104
114794,0.860,7108
114866,0.850,7112
115084,0.843,7124
115370,0.841,7140
115434,0.839,7144
115509,0.842,7148
115721,0.843,7160
115791,0.846,7164
115929,0.841,7172
116074,0.837,7180
116211,0.838,7188
116285,0.838,7192
116495,0.847,7204
116636,0.867,7212
116701,0.879,7216
116774,0.879,7220
117056,0.867,7236
117194,0.880,7244
117470,0.877,7260
117600,0.878,7268
117731,0.886,7276
117803,0.891,7280
118072,0.887,7296
118276,0.872,7308
118344,0.872,7312
118478,0.869,7320
118549,0.865,7324
118687,0.868,7332
118756,0.877,7336
118824,0.872,7340
118960,0.879,7348
119028,0.879,7352
119100,0.883,7356
119523,0.870,7380
119598,0.864,7384
119670,0.854,7388
119737,0.861,7392
119801,0.856,7396
120007,0.850,7408
120149,0.845,7416
120644,0.855,7444
120923,0.860,7460
120990,0.860,7464
121062,0.860,7468
121132,0.860,7472
121422,0.870,7488
121486,0.874,7492
121556,0.871,7496
121640,0.863,7500
121712,0.865,7504
121849,0.875,7512
122058,0.878,7524
122255,0.846,7536
122329,0.851,7540
122463,0.856,7548
122600,0.854,7556
122740,0.849,7564
123089,0.856,7584
123371,0.864,7600
123583,0.866,7612
123861,0.888,7628
124007,0.886,7636
124075,0.879,7640
124143,0.877,7644
124357,0.866,7656
124562,0.867,7668
124691,0.862,7676
125096,0.855,7700
125165,0.852,7704
125245,0.851,7708
125445,0.845,7720
125651,0.843,7732
125864,0.844,7744
125936,0.847,7748
126145,0.846,7760
126222,0.840,7764
126288,0.841,7768
126357,0.837,7772
126563,0.837,7784
126700,0.841,7792
126913,0.844,7804
126981,0.843,7808
127119,0.864,7816
127334,0.861,7828
127624,0.870,7844
127695,0.868,7848
127793,0.863,7852
127865,0.841,7856
127936,0.843,7860
128077,0.857,7868
128148,0.858,7872
128220,0.863,7876
128292,0.853,7880
128729,0.843,7904
128874,0.839,7912
128943,0.839,7916
129016,0.832,7920
129083,0.823,7924
129150,0.829,7928
129222,0.830,7932
129291,0.828,7936
129428,0.832,7944
129570,0.844,7952
129634,0.861,7956
129844,0.855,7968
129912,0.859,7972
129980,0.852,7976
130108,0.872,7984
130584,0.866,8012
131555,0.865,8068
131629,0.856,8072
131905,0.848,8088
131972,0.853,8092
132046,0.844,8096
132188,0.841,8104
132259,0.845,8108
132396,0.853,8116
132604,0.850,8128
132669,0.858,8132
132813,0.856,8140
132880,0.853,8144
132948,0.847,8148
133223,0.842,8164
133287,0.845,8168
133430,0.862,8176
133499,0.864,8180
133705,0.859,8192
133776,0.870,8196
133846,0.867,8200
134182,0.853,8220
134252,0.853,8224
134320,0.862,8228
134389,0.862,8232
135082,0.871,8272
135152,0.862,8276
135291,0.864,8284
135569,0.864,8300
135854,0.885,8316
135924,0.883,8320
136282,0.884,8340
136425,0.879,8348
136489,0.889,8352
136630,0.896,8360
136700,0.891,8364
136774,0.888,8368
137042,0.887,8384
137112,0.888,8388
137182,0.890,8392
137254,0.895,8396
137395,0.893,8404
137459,0.891,8408
137612,0.880,8416
137685,0.879,8420
137753,0.883,8424
137827,0.880,8428
137902,0.880,8432
138048,0.875,8440
138119,0.875,8444
138407,0.869,8460
138474,0.873,8464
138753,0.873,8480
138826,0.870,8484
138968,0.874,8492
139040,0.874,8496
139109,0.876,8500
139240,0.879,8508
139311,0.889,8512
139584,0.885,8528
139794,0.880,8540
139862,0.878,8544
139931,0.878,8548
140075,0.881,8556
140144,0.878,8560
140429,0.876,8576
140858,0.836,8600
140926,0.831,8604
141221,0.808,8620
141289,0.800,8624
141567,0.799,8640
141638,0.808,8644
141702,0.810,8648
141776,0.808,8652
142268,0.831,8680
142544,0.843,8696
142684,0.853,8704
