Vel_d,Phi_d,Trial_num,LR_4Leg,Vel_flip,Phi_flip,Tau_flip_mean,OFy_flip_mean,D_ceil_flip_mean,My_mean,Vz_flip_mean,Vx_flip_mean,Mu,Sigma
1.8,90.0,1,0.0,1.7,89.966,0.225,-0.002,0.383,-5.074,1.7,0.001,[2.289 5.081],[0.009 0.05 ]
1.8,90.0,2,0.33,1.777,89.936,0.228,-0.001,0.404,-8.808,1.777,0.002,[2.315 8.814],[0.002 0.019]
1.9,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.874 6.694],[0.001 0.107]
1.9,30.0,1,0.56,1.91,28.041,0.218,-8.481,0.198,-7.44,0.898,1.686,[2.215 7.454],[0.008 0.046]
1.9,30.0,2,0.89,1.872,28.948,0.205,-7.493,0.332,-8.489,0.906,1.638,[2.215 8.486],[0.038 0.048]
1.9,33.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.97 4.94],[0.031 0.045]
1.9,33.75,1,0.94,1.918,32.522,0.219,-6.991,0.23,-8.26,1.031,1.617,[2.225 8.247],[0.014 0.049]
1.9,33.75,2,0.78,1.921,32.391,0.22,-6.985,0.23,-8.127,1.029,1.622,[2.251 8.159],[0.045 0.233]
1.9,37.5,0,0.44,1.899,35.506,0.218,-6.291,0.244,-6.905,1.103,1.546,[2.231 6.905],[0.12 0.  ]
1.9,37.5,1,0.89,1.912,36.367,0.216,-6.148,0.248,-6.917,1.134,1.54,[2.202 6.903],[0.007 0.049]
1.9,37.5,2,0.39,1.927,36.239,0.21,-6.274,0.244,-7.656,1.139,1.554,[2.129 7.625],[0.002 0.207]
1.9,41.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.849 9.674],[0.    0.121]
1.9,41.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.67  3.149],[0.    0.049]
1.9,41.25,2,0.0,1.831,36.582,0.16,-8.504,0.172,-9.144,1.091,1.47,[1.689 9.093],[0.002 0.064]
1.9,45.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.883 4.704],[0.004 0.03 ]
1.9,45.0,1,0.94,1.902,43.488,0.222,-4.646,0.293,-7.156,1.309,1.38,[2.247 7.145],[0.04  0.132]
1.9,45.0,2,0.94,1.911,43.601,0.213,-4.836,0.282,-5.411,1.318,1.384,[2.179 5.408],[0.006 0.065]
1.9,48.75,0,0.94,1.797,47.707,0.21,-3.754,0.299,-6.676,1.329,1.209,[2.27  6.678],[0.001 0.035]
1.9,48.75,1,0.89,1.902,47.451,0.221,-4.089,0.311,-5.792,1.401,1.286,[2.251 5.791],[0.001 0.041]
1.9,48.75,2,0.89,1.788,47.425,0.21,-3.763,0.298,-7.213,1.317,1.21,[2.266 6.912],[0.022 1.337]
1.9,52.5,0,0.83,1.896,51.081,0.226,-3.509,0.334,-7.358,1.475,1.191,[2.315 7.361],[0.042 0.2  ]
1.9,52.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.034 3.862],[0.016 0.016]
1.9,52.5,2,0.94,1.897,51.076,0.227,-3.469,0.338,-7.109,1.476,1.192,[2.312 7.107],[0.035 0.023]
1.9,56.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.099 5.103],[0.024 0.046]
1.9,56.25,1,0.94,1.893,55.177,0.227,-3.013,0.354,-6.019,1.554,1.081,[2.314 6.079],[0.036 0.097]
1.9,56.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.403 3.73 ],[0.018 0.041]
1.9,60.0,0,0.83,1.909,59.216,0.226,-2.566,0.373,-4.773,1.64,0.977,[2.299 4.77 ],[0.041 0.019]
1.9,60.0,1,0.56,1.895,58.751,0.212,-2.806,0.344,-8.174,1.62,0.983,[2.164 8.214],[0.002 0.414]
1.9,60.0,2,0.0,1.849,58.175,0.198,-3.135,0.31,-9.151,1.571,0.975,[2.006 9.223],[0.015 0.205]
1.9,63.75,0,0.0,1.864,62.074,0.206,-2.543,0.339,-7.54,1.647,0.873,[2.105 7.552],[0.001 0.049]
1.9,63.75,1,0.61,1.878,62.507,0.23,-2.202,0.385,-4.239,1.666,0.867,[2.357 4.263],[0.035 0.043]
1.9,63.75,2,0.5,1.855,62.233,0.217,-2.398,0.357,-7.339,1.641,0.864,[2.222 7.363],[0.01 0.09]
1.9,67.5,0,0.06,1.882,66.514,0.22,-1.936,0.381,-5.09,1.726,0.75,[2.238 5.099],[0.012 0.049]
1.9,67.5,1,0.33,1.848,65.918,0.215,-2.047,0.363,-8.468,1.687,0.754,[2.197 8.505],[0.005 0.318]
1.9,67.5,2,0.28,1.863,66.159,0.231,-1.862,0.395,-4.727,1.704,0.753,[2.368 4.748],[0.004 0.042]
1.9,71.25,0,0.0,1.772,69.274,0.186,-2.039,0.308,-7.535,1.657,0.627,[1.887 7.536],[0.001 0.008]
1.9,71.25,1,0.5,1.871,70.229,0.223,-1.57,0.394,-6.215,1.761,0.633,[2.267 6.206],[0.009 0.035]
1.9,71.25,2,0.33,1.859,69.927,0.25,-1.406,0.437,-6.584,1.746,0.638,[2.528 6.594],[0.005 0.04 ]
1.9,75.0,0,0.61,1.87,74.24,0.228,-1.21,0.411,-5.547,1.8,0.508,[2.324 5.531],[0.005 0.092]
1.9,75.0,1,0.28,1.88,74.256,0.22,-1.255,0.398,-7.276,1.809,0.51,[2.237 7.278],[0.004 0.039]
1.9,75.0,2,0.11,1.924,74.844,0.24,-1.106,0.444,-7.474,1.857,0.503,[2.419 7.478],[0.001 0.034]
1.9,78.75,0,0.0,1.871,78.156,0.22,-0.936,0.403,-6.931,1.831,0.384,[2.221 6.635],[0.005 0.475]
1.9,78.75,1,0.67,1.869,78.209,0.228,-0.895,0.418,-7.204,1.83,0.382,[2.328 7.206],[0.001 0.039]
1.9,78.75,2,0.44,1.849,77.979,0.229,-0.911,0.414,-4.225,1.808,0.385,[2.343 4.206],[0.013 0.047]
1.9,82.5,0,0.06,1.823,81.928,0.225,-0.622,0.405,-4.48,1.805,0.256,[2.293 4.528],[0.021 0.229]
1.9,82.5,1,0.11,1.891,82.127,0.229,-0.585,0.428,-5.385,1.873,0.259,[2.339 5.387],[0.006 0.038]
1.9,82.5,2,0.28,1.91,82.205,0.23,-0.576,0.434,-6.735,1.892,0.259,[2.344 6.73 ],[0.003 0.045]
1.9,86.25,0,0.22,1.878,86.184,0.238,-0.281,0.445,-3.449,1.874,0.125,[2.431 3.521],[0.025 0.128]
1.9,86.25,1,0.39,1.873,86.143,0.234,-0.286,0.437,-3.898,1.869,0.126,[2.391 3.916],[0.032 0.079]
1.9,86.25,2,0.0,1.876,86.025,0.224,-0.301,0.42,-6.709,1.871,0.13,[2.288 6.726],[0.001 0.171]
1.9,90.0,0,0.0,1.774,89.968,0.182,-0.002,0.322,-5.365,1.774,0.001,[1.895 5.237],[0.    0.365]
1.9,90.0,1,0.0,1.824,90.0,0.209,0.003,0.381,-7.866,1.824,-0.0,[2.127 7.873],[0.008 0.029]
1.9,90.0,2,0.56,1.894,90.061,0.241,0.002,0.458,-8.498,1.894,-0.002,[2.453 8.512],[0.041 0.042]
2.0,30.0,0,0.83,2.017,28.459,0.219,-8.199,0.215,-8.549,0.961,1.773,[2.232 8.537],[0.052 0.12 ]
2.0,30.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.038 8.358],[0.006 0.134]
2.0,30.0,2,0.28,1.682,25.605,0.188,-8.125,0.159,-6.466,0.727,1.517,[2.248 6.467],[0.049 0.029]
2.0,33.75,0,0.67,1.994,30.939,0.22,-7.46,0.228,-7.181,1.025,1.71,[2.221 7.126],[0.007 0.381]
2.0,33.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.734 9.589],[0.001 0.702]
2.0,33.75,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.444 4.71 ],[0.045 0.017]
2.0,37.5,0,0.06,1.986,34.578,0.208,-6.992,0.233,-6.579,1.127,1.635,[2.097 6.589],[0.001 0.182]
2.0,37.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[0.961 5.894],[0.033 0.07 ]
2.0,37.5,2,0.44,2.004,35.903,0.209,-6.496,0.248,-8.222,1.175,1.623,[2.12  8.182],[0.005 0.184]
2.0,41.25,0,0.94,2.011,39.652,0.217,-5.454,0.281,-7.911,1.283,1.548,[2.213 7.927],[0.001 0.237]
2.0,41.25,1,0.72,1.986,39.196,0.227,-5.309,0.287,-9.389,1.255,1.539,[2.308 9.293],[0.003 0.589]
2.0,41.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.804 3.898],[0.005 0.015]
2.0,45.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.041 6.611],[0.008 0.038]
2.0,45.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.802 7.588],[0.009 0.254]
2.0,45.0,2,0.44,1.991,42.883,0.206,-5.142,0.281,-9.102,1.355,1.459,[2.057 9.205],[0.088 0.751]
2.0,48.75,0,0.0,1.933,44.958,0.174,-5.823,0.236,-6.115,1.366,1.368,[1.761 6.083],[0.024 0.044]
2.0,48.75,1,0.83,1.998,47.171,0.225,-4.013,0.333,-6.015,1.465,1.358,[2.281 6.015],[0.015 0.039]
2.0,48.75,2,0.94,1.886,47.471,0.214,-3.694,0.319,-7.876,1.39,1.275,[2.313 7.886],[0.005 0.183]
2.0,52.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.991 4.855],[0.    0.098]
2.0,52.5,1,0.0,1.971,49.238,0.212,-4.023,0.317,-5.846,1.493,1.287,[2.122 5.781],[0.024 0.033]
2.0,52.5,2,0.44,2.004,51.38,0.217,-3.61,0.342,-5.494,1.566,1.251,[2.219 5.505],[0.017 0.115]
2.0,56.25,0,1.0,2.008,55.408,0.229,-2.933,0.381,-5.956,1.653,1.14,[2.348 6.033],[0.003 0.565]
2.0,56.25,1,0.83,1.996,55.06,0.221,-3.099,0.363,-7.207,1.636,1.143,[2.252 7.214],[0.031 0.042]
2.0,56.25,2,1.0,2.018,55.459,0.23,-2.892,0.386,-6.278,1.662,1.144,[2.349 6.287],[0.011 0.049]
2.0,60.0,0,0.94,1.991,58.849,0.228,-2.595,0.389,-5.016,1.704,1.03,[2.328 4.946],[0.011 0.2  ]
2.0,60.0,1,0.5,1.985,58.705,0.224,-2.645,0.382,-5.453,1.696,1.031,[2.295 5.431],[0.01 0.58]
2.0,60.0,2,1.0,2.013,59.192,0.232,-2.492,0.403,-4.976,1.729,1.031,[2.356 4.979],[0.002 0.031]
2.0,63.75,0,0.0,1.936,61.701,0.203,-2.637,0.347,-7.222,1.705,0.918,[2.071 7.252],[0.003 0.494]
2.0,63.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.143 5.7  ],[0.007 0.033]
2.0,63.75,2,0.0,2.068,63.212,0.232,-2.043,0.433,-9.132,1.846,0.932,[2.34  7.718],[0.    0.553]
2.0,67.5,0,0.39,1.947,66.055,0.23,-1.893,0.411,-3.083,1.779,0.79,[2.356 3.103],[0.013 0.258]
2.0,67.5,1,0.5,1.984,66.627,0.225,-1.887,0.409,-5.662,1.821,0.787,[2.294 5.651],[0.001 0.047]
2.0,67.5,2,0.17,1.95,66.392,0.232,-1.861,0.415,-2.854,1.787,0.781,[2.353 2.776],[0.001 0.162]
2.0,71.25,0,0.44,1.989,70.59,0.227,-1.518,0.427,-4.893,1.876,0.661,[2.313 4.899],[0.033 0.073]
2.0,71.25,1,0.06,1.963,70.134,0.205,-1.742,0.379,-8.382,1.846,0.667,[2.101 8.385],[0.018 0.034]
2.0,71.25,2,0.56,1.996,70.566,0.228,-1.504,0.43,-5.154,1.882,0.664,[2.338 5.137],[0.009 0.03 ]
2.0,75.0,0,0.0,1.977,74.297,0.21,-1.377,0.398,-2.567,1.903,0.535,[2.139 2.526],[0.03  0.047]
2.0,75.0,1,0.06,1.992,74.45,0.224,-1.215,0.43,-5.435,1.919,0.534,[2.29  5.431],[0.012 0.063]
2.0,75.0,2,0.11,1.991,74.26,0.21,-1.318,0.402,-8.669,1.916,0.54,[2.156 8.66 ],[0.012 0.14 ]
2.0,78.75,0,0.06,1.769,77.896,0.189,-0.977,0.351,-7.391,1.73,0.371,[2.068 7.122],[0.05  0.317]
2.0,78.75,1,0.39,2.009,78.371,0.237,-0.835,0.466,-4.052,1.968,0.405,[2.424 4.023],[0.003 0.155]
2.0,78.75,2,0.44,1.978,78.361,0.226,-0.896,0.439,-7.492,1.937,0.399,[2.308 7.492],[0.008 0.082]
2.0,82.5,0,0.28,1.97,82.154,0.228,-0.591,0.446,-8.584,1.952,0.269,[2.342 8.582],[0.002 0.033]
2.0,82.5,1,0.06,1.843,82.046,0.199,-0.597,0.389,-7.326,1.825,0.255,[2.176 7.331],[0.003 0.04 ]
2.0,82.5,2,0.5,2.009,82.334,0.241,-0.542,0.48,-3.827,1.991,0.268,[2.456 3.832],[0.012 0.038]
2.0,86.25,0,0.0,1.996,86.064,0.228,-0.29,0.455,-6.162,1.991,0.137,[2.327 6.168],[0.03  0.109]
2.0,86.25,1,0.33,1.982,86.182,0.241,-0.276,0.475,-8.073,1.978,0.132,[2.471 8.092],[0.017 0.099]
2.0,86.25,2,0.0,1.84,85.792,0.138,-0.539,0.253,-3.143,1.835,0.135,[1.443 3.117],[0.007 0.283]
2.0,90.0,0,0.22,2.009,90.0,0.242,0.0,0.486,-5.112,2.009,0.0,[2.463 5.115],[0.013 0.039]
2.0,90.0,1,0.0,1.955,90.059,0.234,0.002,0.457,-5.098,1.955,-0.002,[2.363 5.092],[0.001 0.047]
2.0,90.0,2,0.33,1.977,89.942,0.241,-0.0,0.475,-6.578,1.977,0.002,[2.456 6.593],[0.014 0.041]
2.1,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.766 8.297],[0.007 0.022]
2.1,30.0,1,0.94,2.129,29.117,0.223,-7.785,0.237,-8.716,1.036,1.86,[2.264 8.73 ],[0.013 0.05 ]
2.1,30.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.942 6.767],[0.007 0.025]
2.1,33.75,1,0.83,2.123,32.44,0.224,-6.804,0.261,-8.824,1.139,1.792,[2.267 8.927],[0.026 0.716]
2.1,33.75,2,0.94,2.132,32.587,0.224,-6.737,0.263,-9.486,1.148,1.796,[2.265 9.49 ],[0.027 0.132]
2.1,37.5,0,0.78,2.118,35.934,0.214,-6.316,0.269,-6.089,1.243,1.715,[2.179 6.09 ],[0.001 0.016]
2.1,37.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.976 6.937],[0.    0.011]
2.1,37.5,2,1.0,2.132,36.59,0.22,-5.889,0.286,-9.29,1.271,1.712,[2.244 9.294],[0.005 0.042]
2.1,41.25,0,0.94,2.105,39.429,0.218,-5.45,0.295,-6.353,1.337,1.626,[2.214 6.349],[0.042 0.031]
2.1,41.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.538 3.77 ],[0.021 0.468]
2.1,41.25,2,0.33,2.087,38.836,0.218,-5.621,0.287,-4.92,1.309,1.626,[2.205 4.813],[0.013 0.323]
2.1,45.0,0,0.94,2.118,43.584,0.223,-4.574,0.33,-5.731,1.46,1.534,[2.284 5.767],[0.002 0.156]
2.1,45.0,1,0.94,2.115,43.793,0.221,-4.61,0.327,-7.391,1.464,1.527,[2.254 7.396],[0.008 0.048]
2.1,45.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.821 8.453],[0.07  0.038]
2.1,48.75,0,0.83,2.102,47.429,0.214,-4.207,0.334,-8.494,1.548,1.422,[2.204 8.472],[0.002 0.234]
2.1,48.75,1,1.0,2.117,47.278,0.219,-4.079,0.345,-8.684,1.555,1.436,[2.229 8.677],[0.014 0.045]
2.1,48.75,2,0.78,2.109,47.46,0.22,-4.065,0.345,-5.185,1.554,1.426,[2.246 5.189],[0.009 0.075]
2.1,52.5,0,0.83,2.097,51.332,0.231,-3.379,0.381,-7.303,1.637,1.31,[2.363 7.271],[0.004 0.279]
2.1,52.5,1,0.72,2.112,51.709,0.227,-3.401,0.378,-4.194,1.658,1.309,[2.3   4.173],[0.012 0.092]
2.1,52.5,2,0.78,2.121,51.796,0.23,-3.314,0.388,-9.074,1.667,1.312,[2.344 9.08 ],[0.002 0.212]
2.1,56.25,0,0.94,2.117,55.432,0.223,-3.017,0.39,-6.94,1.743,1.201,[2.269 6.942],[0.028 0.005]
2.1,56.25,1,0.0,2.052,54.358,0.185,-3.874,0.308,-8.45,1.668,1.196,[1.891 8.362],[0.002 0.303]
2.1,56.25,2,0.94,2.105,55.253,0.228,-2.959,0.397,-6.31,1.73,1.2,[2.315 6.29 ],[0.02  0.108]
2.1,60.0,0,0.06,1.942,58.758,0.189,-2.845,0.495,-7.784,1.66,1.007,[2.063 7.742],[0.022 0.43 ]
2.1,60.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.155 5.259],[0.017 0.041]
2.1,60.0,2,0.5,2.081,58.762,0.215,-2.779,0.383,-7.457,1.779,1.079,[2.183 7.525],[0.003 0.122]
2.1,63.75,0,0.17,2.114,62.926,0.241,-2.032,0.457,-8.244,1.882,0.962,[2.446 8.252],[0.031 0.048]
2.1,63.75,1,0.0,2.08,62.388,0.2,-2.594,0.368,-8.146,1.843,0.964,[2.036 8.118],[0.002 0.18 ]
2.1,63.75,2,0.0,2.012,61.703,0.209,-2.559,0.371,-3.526,1.772,0.954,[2.144 3.549],[0.002 0.238]
2.1,67.5,0,0.33,2.082,66.538,0.222,-1.919,0.424,-7.063,1.91,0.829,[2.275 7.142],[0.006 0.185]
2.1,67.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.079 6.34 ],[0.009 0.13 ]
2.1,67.5,2,0.22,2.106,66.612,0.221,-1.896,0.43,-5.336,1.933,0.836,[2.261 5.345],[0.033 0.048]
2.1,71.25,0,0.0,1.963,69.266,0.138,-2.764,0.254,-5.565,1.836,0.695,[1.434 5.554],[0.001 0.025]
2.1,71.25,1,0.33,2.072,70.402,0.215,-1.632,0.42,-8.482,1.952,0.695,[2.196 8.483],[0.004 0.023]
2.1,71.25,2,0.67,2.084,70.522,0.239,-1.438,0.471,-3.212,1.965,0.695,[2.444 3.198],[0.011 0.04 ]
2.1,75.0,0,0.33,2.075,74.343,0.22,-1.255,0.438,-7.998,1.998,0.56,[2.246 8.025],[0.013 0.266]
2.1,75.0,1,0.06,2.078,74.339,0.222,-1.233,0.446,-6.223,2.001,0.561,[2.264 6.216],[0.002 0.188]
2.1,75.0,2,0.28,1.916,74.317,0.204,-1.157,0.406,-6.993,1.845,0.518,[2.243 6.796],[0.038 0.705]
2.1,78.75,0,0.06,2.199,77.499,0.21,-1.017,0.575,-6.461,2.147,0.476,[2.215 6.439],[0.023 0.12 ]
2.1,78.75,1,0.06,2.052,78.131,0.214,-0.968,0.43,-8.443,2.008,0.422,[2.188 8.434],[0.001 0.03 ]
2.1,78.75,2,0.67,2.047,78.13,0.226,-0.914,0.453,-8.27,2.003,0.421,[2.316 8.147],[0.007 0.303]
2.1,82.5,0,0.0,2.098,82.275,0.208,-0.643,0.432,-6.673,2.079,0.282,[2.126 6.655],[0.013 0.03 ]
2.1,82.5,1,0.06,2.075,82.104,0.225,-0.598,0.463,-6.979,2.055,0.285,[2.262 6.975],[0.041 0.041]
2.1,82.5,2,0.33,2.096,82.543,0.241,-0.55,0.499,-6.419,2.078,0.272,[2.455 6.431],[0.   0.04]
2.1,86.25,0,0.0,2.064,86.055,0.223,-0.304,0.458,-7.323,2.059,0.142,[2.27  7.322],[0.049 0.027]
2.1,86.25,1,0.28,1.775,86.091,0.208,-0.235,0.43,-7.022,1.771,0.121,[2.474 7.009],[0.001 0.028]
2.1,86.25,2,0.22,2.098,86.064,0.237,-0.277,0.497,-6.95,2.093,0.144,[2.417 6.969],[0.001 0.093]
2.1,90.0,0,0.28,1.974,89.884,0.215,-0.002,0.448,-9.262,1.974,0.004,[2.312 9.246],[0.004 0.173]
2.1,90.0,1,0.56,2.096,90.027,0.25,0.0,0.525,-4.236,2.096,-0.001,[2.554 4.241],[0.009 0.057]
2.1,90.0,2,0.0,1.969,90.029,0.195,0.003,0.384,-9.075,1.969,-0.001,[1.986 8.769],[0.001 0.405]
2.2,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.919 5.637],[0.002 0.228]
2.2,30.0,1,0.67,2.205,27.901,0.22,-8.46,0.23,-7.369,1.032,1.949,[2.228 7.374],[0.003 0.044]
2.2,30.0,2,0.5,2.211,28.768,0.211,-8.525,0.226,-7.418,1.064,1.938,[2.128 7.432],[0.029 0.03 ]
2.2,33.75,0,0.44,2.209,31.805,0.209,-7.641,0.245,-6.481,1.164,1.877,[2.121 6.477],[0.027 0.149]
2.2,33.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.925 5.921],[0.005 0.131]
2.2,33.75,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.941 3.515],[0.002 0.016]
2.2,37.5,0,0.83,2.226,36.504,0.217,-6.05,0.292,-6.917,1.324,1.789,[2.209 6.909],[0.045 0.087]
2.2,37.5,1,0.67,2.204,35.788,0.215,-6.321,0.28,-5.436,1.289,1.788,[2.186 5.452],[0.005 0.225]
2.2,37.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.4   2.096],[0.043 0.025]
2.2,41.25,0,0.94,2.099,39.956,0.206,-5.017,0.298,-6.825,1.348,1.609,[2.221 6.795],[0.002 0.113]
2.2,41.25,1,0.33,2.209,39.47,0.215,-5.55,0.304,-4.329,1.404,1.705,[2.172 4.441],[0.    0.364]
2.2,41.25,2,0.61,2.196,39.344,0.222,-5.371,0.313,-5.063,1.392,1.698,[2.274 5.069],[0.001 0.027]
2.2,45.0,0,0.89,2.212,43.699,0.227,-4.495,0.35,-7.639,1.528,1.599,[2.3   7.644],[0.048 0.029]
2.2,45.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.13  4.389],[0.007 0.021]
2.2,45.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.066 2.366],[0.002 0.125]
2.2,48.75,0,0.89,2.205,47.812,0.228,-3.879,0.376,-5.341,1.634,1.481,[2.315 5.42 ],[0.001 0.166]
2.2,48.75,1,1.0,2.2,47.45,0.226,-3.96,0.37,-7.903,1.621,1.488,[2.303 7.903],[0.007 0.049]
2.2,48.75,2,0.78,2.195,47.326,0.223,-4.05,0.362,-5.441,1.614,1.488,[2.271 5.46 ],[0.011 0.108]
2.2,52.5,0,0.83,2.197,51.226,0.215,-3.679,0.369,-7.914,1.713,1.376,[2.194 7.913],[0.005 0.042]
2.2,52.5,1,0.83,2.211,51.611,0.226,-3.425,0.394,-5.248,1.733,1.373,[2.298 5.237],[0.01  0.024]
2.2,52.5,2,0.94,2.211,51.668,0.224,-3.447,0.391,-6.966,1.734,1.371,[2.284 6.973],[0.018 0.157]
2.2,56.25,0,1.0,2.198,55.247,0.236,-2.863,0.429,-5.647,1.806,1.253,[2.394 5.647],[0.024 0.106]
2.2,56.25,1,0.89,2.191,55.396,0.23,-2.956,0.416,-5.037,1.803,1.244,[2.344 4.943],[0.014 0.201]
2.2,56.25,2,1.0,2.214,55.506,0.232,-2.877,0.426,-6.843,1.825,1.254,[2.348 6.873],[0.013 0.062]
2.2,60.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.967 4.956],[0.032 0.047]
2.2,60.0,1,0.0,2.093,57.548,0.183,-3.482,0.323,-6.908,1.766,1.123,[1.899 6.805],[0.006 0.234]
2.2,60.0,2,1.0,2.219,59.413,0.232,-2.469,0.446,-5.576,1.91,1.129,[2.361 5.572],[0.    0.022]
2.2,63.75,0,0.06,2.176,62.493,0.217,-2.357,0.42,-6.515,1.93,1.005,[2.213 6.514],[0.009 0.012]
2.2,63.75,1,0.44,2.05,62.672,0.208,-2.121,0.558,-6.71,1.821,0.941,[2.281 6.773],[0.019 0.275]
2.2,63.75,2,0.83,2.187,62.931,0.236,-2.123,0.46,-4.891,1.947,0.995,[2.397 4.887],[0.02  0.039]
2.2,67.5,0,0.0,2.144,65.97,0.205,-2.151,0.402,-7.202,1.958,0.873,[2.104 6.72 ],[0.003 0.867]
2.2,67.5,1,0.22,2.184,66.722,0.217,-1.95,0.436,-7.597,2.006,0.863,[2.217 7.598],[0.004 0.038]
2.2,67.5,2,0.0,2.181,66.515,0.214,-1.995,0.429,-6.529,2.0,0.869,[2.194 6.525],[0.    0.021]
2.2,71.25,0,0.11,2.147,70.231,0.233,-1.515,0.472,-3.528,2.02,0.726,[2.35  3.528],[0.048 0.012]
2.2,71.25,1,0.0,2.154,70.185,0.199,-1.804,0.403,-8.668,2.026,0.73,[2.032 8.572],[0.003 0.386]
2.2,71.25,2,0.11,2.196,70.641,0.22,-1.565,0.457,-6.607,2.072,0.728,[2.247 6.602],[0.031 0.029]
2.2,75.0,0,0.0,2.163,74.229,0.2,-1.401,0.416,-8.19,2.082,0.588,[2.043 8.678],[0.021 0.821]
2.2,75.0,1,0.28,2.14,74.165,0.241,-1.153,0.496,-6.079,2.059,0.584,[2.46  6.096],[0.007 0.045]
2.2,75.0,2,0.44,2.173,74.493,0.239,-1.141,0.5,-5.223,2.094,0.581,[2.429 5.22 ],[0.009 0.04 ]
2.2,78.75,0,0.39,2.199,78.404,0.239,-0.831,0.516,-4.364,2.154,0.442,[2.425 4.4  ],[0.013 0.087]
2.2,78.75,1,0.0,2.177,78.288,0.229,-0.885,0.488,-5.567,2.132,0.442,[2.337 5.577],[0.002 0.334]
2.2,78.75,2,0.22,2.213,78.451,0.237,-0.832,0.515,-5.676,2.168,0.443,[2.423 5.684],[0.012 0.047]
2.2,82.5,0,0.33,2.183,82.208,0.224,-0.599,0.483,-8.583,2.163,0.296,[2.282 8.525],[0.019 0.307]
2.2,82.5,1,0.11,2.195,82.25,0.239,-0.554,0.519,-4.615,2.175,0.296,[2.441 4.624],[0.   0.04]
2.2,82.5,2,0.17,2.199,82.238,0.238,-0.553,0.518,-5.972,2.179,0.297,[2.428 5.964],[0.003 0.241]
2.2,86.25,0,0.44,2.214,86.244,0.248,-0.261,0.547,-6.62,2.209,0.145,[2.538 6.616],[0.046 0.031]
2.2,86.25,1,0.17,2.204,86.15,0.24,-0.272,0.528,-5.971,2.199,0.148,[2.44  5.959],[0.063 0.038]
2.2,86.25,2,0.28,2.17,86.142,0.241,-0.277,0.522,-6.736,2.165,0.146,[2.463 6.725],[0.025 0.018]
2.2,90.0,0,0.44,2.19,89.974,0.239,0.001,0.523,-8.325,2.19,0.001,[2.445 8.297],[0.012 0.049]
2.2,90.0,1,0.0,2.193,90.0,0.245,0.0,0.538,-3.861,2.193,-0.0,[2.494 3.861],[0.001 0.009]
2.2,90.0,2,0.56,2.165,90.053,0.252,-0.001,0.547,-7.886,2.165,-0.002,[2.602 7.859],[0.014 0.068]
2.3,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.97  6.303],[0.008 0.236]
2.3,30.0,1,0.61,2.322,28.805,0.213,-8.418,0.24,-6.883,1.119,2.035,[2.159 6.899],[0.027 0.073]
2.3,30.0,2,0.06,2.299,27.936,0.199,-9.501,0.214,-9.63,1.077,2.031,[2.031 9.618],[0.032 0.046]
2.3,33.75,0,0.78,2.327,32.754,0.213,-7.096,0.274,-8.5,1.259,1.957,[2.166 8.498],[0.026 0.021]
2.3,33.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.849 7.293],[0.005 0.056]
2.3,33.75,2,0.61,2.3,31.686,0.225,-7.001,0.277,-7.127,1.208,1.957,[2.295 7.02 ],[0.    0.559]
