t,thrust_input,thrust_actual
30.03,0.0,6.993
30.03,0.0,6.947
30.03,0.0,6.9
30.03,0.0,6.855
30.039,0.0,6.719
30.039,0.0,6.63
30.039,0.0,6.586
30.039,0.0,6.542
30.039,0.0,6.499
30.039,0.0,6.455
30.049,0.0,6.412
30.049,0.0,6.244
30.049,0.0,6.202
30.049,0.0,6.161
30.049,0.0,6.12
30.049,0.0,6.079
30.049,0.0,6.039
30.049,0.0,5.999
30.059,0.0,5.959
30.059,0.0,5.919
30.059,0.0,5.88
30.059,0.0,5.841
30.059,0.0,5.802
30.059,0.0,5.764
30.059,0.0,5.725
30.059,0.0,5.687
30.059,0.0,5.65
30.059,0.0,5.612
30.069,0.0,5.575
30.069,0.0,5.538
30.069,0.0,5.428
30.069,0.0,5.392
30.069,0.0,5.356
30.069,0.0,5.285
30.079,0.0,5.215
30.079,0.0,5.146
30.079,0.0,5.112
30.079,0.0,5.078
30.079,0.0,5.044
30.079,0.0,5.011
30.079,0.0,4.977
30.089,0.0,4.911
30.089,0.0,4.846
30.089,0.0,4.814
30.089,0.0,4.782
30.089,0.0,4.75
30.089,0.0,4.719
30.089,0.0,4.688
30.089,0.0,4.656
30.089,0.0,4.625
30.089,0.0,4.595
30.099,0.0,4.564
30.099,0.0,4.504
30.099,0.0,4.444
30.099,0.0,4.415
30.099,0.0,4.385
30.099,0.0,4.356
30.099,0.0,4.327
30.099,0.0,4.298
30.109,0.0,4.27
30.109,0.0,4.213
30.109,0.0,4.185
30.109,0.0,4.157
30.109,0.0,4.13
30.109,0.0,4.075
30.109,0.0,4.048
30.109,0.0,4.021
30.109,0.0,3.994
30.109,0.0,3.968
30.12,0.0,3.915
30.12,0.0,3.889
30.12,0.0,3.838
30.12,0.0,3.812
30.12,0.0,3.787
30.129,0.0,3.762
30.129,0.0,3.737
30.129,0.0,3.687
30.129,0.0,3.639
30.129,0.0,3.614
30.129,0.0,3.59
30.129,0.0,3.566
30.129,0.0,3.543
30.129,0.0,3.519
30.139,0.0,3.496
30.139,0.0,3.473
30.139,0.0,3.381
30.139,0.0,3.359
30.139,0.0,3.336
30.139,0.0,3.314
30.139,0.0,3.292
30.149,0.0,3.227
30.149,0.0,3.184
30.149,0.0,3.163
30.149,0.0,3.142
30.149,0.0,3.121
30.16,0.0,3.08
30.16,0.0,3.019
30.16,0.0,2.979
30.16,0.0,2.959
30.16,0.0,2.94
30.16,0.0,2.901
30.16,0.0,2.881
30.16,0.0,2.862
30.16,0.0,2.843
30.171,0.0,2.824
30.171,0.0,2.805
30.171,0.0,2.787
30.171,0.0,2.768
30.171,0.0,2.75
30.171,0.0,2.732
30.171,0.0,2.714
30.171,0.0,2.695
30.179,0.0,2.678
30.179,0.0,2.66
30.179,0.0,2.625
30.179,0.0,2.59
30.179,0.0,2.573
30.179,0.0,2.555
30.179,0.0,2.538
30.179,0.0,2.522
30.189,0.0,2.505
30.189,0.0,2.488
30.189,0.0,2.455
30.189,0.0,2.439
30.189,0.0,2.423
30.189,0.0,2.407
30.189,0.0,2.391
30.189,0.0,2.375
30.189,0.0,2.359
30.2,0.0,2.297
30.2,0.0,2.267
30.2,0.0,2.251
30.2,0.0,2.236
30.209,0.0,2.222
30.209,0.0,2.149
30.209,0.0,2.135
30.209,0.0,2.12
30.209,0.0,2.092
30.209,0.0,2.078
30.209,0.0,2.065
30.209,0.0,2.051
30.221,0.0,2.037
30.221,0.0,1.984
30.221,0.0,1.97
30.221,0.0,1.957
30.221,0.0,1.944
30.221,0.0,1.931
30.221,0.0,1.919
30.23,0.0,1.906
30.23,0.0,1.893
30.23,0.0,1.881
30.23,0.0,1.868
30.23,0.0,1.856
30.23,0.0,1.831
30.239,0.0,1.819
30.239,0.0,1.807
30.239,0.0,1.759
30.239,0.0,1.748
30.239,0.0,1.724
30.239,0.0,1.713
30.239,0.0,1.702
30.239,0.0,1.69
30.25,0.0,1.646
30.25,0.0,1.635
30.25,0.0,1.624
30.25,0.0,1.613
30.25,0.0,1.603
30.25,0.0,1.592
30.25,0.0,1.581
30.25,0.0,1.571
30.259,0.0,1.55
30.259,0.0,1.54
30.259,0.0,1.519
30.259,0.0,1.509
30.259,0.0,1.499
30.259,0.0,1.489
30.259,0.0,1.479
30.259,0.0,1.469
30.271,0.0,1.46
30.271,0.0,1.44
30.271,0.0,1.431
30.271,0.0,1.421
30.271,0.0,1.412
30.271,0.0,1.393
30.28,0.0,1.384
30.28,0.0,1.366
30.28,0.0,1.339
30.28,0.0,1.321
30.28,0.0,1.312
30.28,0.0,1.303
30.28,0.0,1.295
30.28,0.0,1.286
30.29,0.0,1.278
30.29,0.0,1.269
30.29,0.0,1.236
30.29,0.0,1.211
30.299,0.0,1.203
30.299,0.0,1.195
30.299,0.0,1.179
30.299,0.0,1.171
30.299,0.0,1.164
30.299,0.0,1.156
30.299,0.0,1.148
30.299,0.0,1.141
30.299,0.0,1.133
30.299,0.0,1.126
30.31,0.0,1.118
30.31,0.0,1.111
30.31,0.0,1.103
30.31,0.0,1.096
30.31,0.0,1.074
30.31,0.0,1.06
30.31,0.0,1.053
30.31,0.0,1.046
30.321,0.0,1.039
30.321,0.0,1.032
30.321,0.0,1.025
30.321,0.0,1.018
30.321,0.0,1.012
30.321,0.0,1.005
30.321,0.0,0.998
30.329,0.0,0.992
30.329,0.0,0.985
30.329,0.0,0.978
30.329,0.0,0.972
30.329,0.0,0.953
30.329,0.0,0.946
30.329,0.0,0.94
30.329,0.0,0.934
30.329,0.0,0.928
30.339,0.0,0.921
30.339,0.0,0.909
30.339,0.0,0.903
30.339,0.0,0.897
30.339,0.0,0.891
30.339,0.0,0.885
30.339,0.0,0.879
30.339,0.0,0.874
30.339,0.0,0.868
30.35,0.0,0.862
30.35,0.0,0.856
30.35,0.0,0.839
30.35,0.0,0.828
30.35,0.0,0.823
30.35,0.0,0.817
30.35,0.0,0.812
30.36,0.0,0.801
30.36,0.0,0.79
30.36,0.0,0.785
30.36,0.0,0.78
30.36,0.0,0.775
30.36,0.0,0.765
30.36,0.0,0.76
30.37,0.0,0.749
30.37,0.0,0.74
30.37,0.0,0.73
30.37,0.0,0.725
30.37,0.0,0.72
30.37,0.0,0.715
30.37,0.0,0.711
30.38,0.0,0.696
30.38,0.0,0.692
30.38,0.0,0.687
30.38,0.0,0.683
30.38,0.0,0.678
30.409,0.0,0.533
30.421,0.0,0.526
30.421,0.0,0.516
30.421,0.0,0.513
30.421,0.0,0.509
30.428,0.0,0.506
30.428,0.0,0.502
30.428,0.0,0.499
30.428,0.0,0.492
30.428,0.0,0.486
30.428,0.0,0.483
30.428,0.0,0.479
30.428,0.0,0.476
30.44,0.0,0.473
30.44,0.0,0.47
30.44,0.0,0.461
30.44,0.0,0.452
30.44,0.0,0.449
30.44,0.0,0.443
30.449,0.0,0.437
30.449,0.0,0.431
30.449,0.0,0.428
30.449,0.0,0.425
30.449,0.0,0.422
30.449,0.0,0.42
30.449,0.0,0.417
30.459,0.0,0.411
30.459,0.0,0.406
30.459,0.0,0.403
30.459,0.0,0.4
30.459,0.0,0.398
30.459,0.0,0.393
30.459,0.0,0.385
30.471,0.0,0.38
30.471,0.0,0.375
30.471,0.0,0.372
30.471,0.0,0.37
30.471,0.0,0.367
30.479,0.0,0.362
30.479,0.0,0.36
30.479,0.0,0.358
30.479,0.0,0.355
30.479,0.0,0.353
30.479,0.0,0.35
30.479,0.0,0.346
30.479,0.0,0.344
30.479,0.0,0.341
30.489,0.0,0.339
30.489,0.0,0.337
30.489,0.0,0.332
30.489,0.0,0.33
30.489,0.0,0.328
30.489,0.0,0.326
30.489,0.0,0.324
30.489,0.0,0.321
30.489,0.0,0.319
30.499,0.0,0.317
30.499,0.0,0.313
30.499,0.0,0.311
30.499,0.0,0.309
30.499,0.0,0.307
30.499,0.0,0.305
30.499,0.0,0.303
30.509,0.0,0.299
30.509,0.0,0.297
30.509,0.0,0.293
30.509,0.0,0.291
30.509,0.0,0.287
30.509,0.0,0.285
30.509,0.0,0.283
30.509,0.0,0.281
30.509,0.0,0.279
30.521,0.0,0.276
30.521,0.0,0.272
30.521,0.0,0.27
30.521,0.0,0.268
30.521,0.0,0.267
30.521,0.0,0.265
30.521,0.0,0.263
30.521,0.0,0.261
30.529,0.0,0.26
30.529,0.0,0.256
30.529,0.0,0.255
30.529,0.0,0.253
30.529,0.0,0.251
30.529,0.0,0.249
30.529,0.0,0.248
30.529,0.0,0.246
30.529,0.0,0.245
30.529,0.0,0.243
30.54,0.0,0.241
30.54,0.0,0.24
30.54,0.0,0.238
30.54,0.0,0.237
30.54,0.0,0.235
30.54,0.0,0.233
30.54,0.0,0.232
30.54,0.0,0.23
30.549,0.0,0.229
30.549,0.0,0.227
30.549,0.0,0.224
30.549,0.0,0.223
30.549,0.0,0.221
30.549,0.0,0.22
30.549,0.0,0.218
30.549,0.0,0.217
30.549,0.0,0.215
30.549,0.0,0.214
30.558,0.0,0.213
30.558,0.0,0.211
30.558,0.0,0.21
30.558,0.0,0.208
30.558,0.0,0.207
30.558,0.0,0.206
30.558,0.0,0.203
30.558,0.0,0.2
30.558,0.0,0.199
30.558,0.0,0.198
30.571,0.0,0.196
30.571,0.0,0.194
30.571,0.0,0.192
30.571,0.0,0.191
30.571,0.0,0.19
30.571,0.0,0.189
30.571,0.0,0.187
30.58,0.0,0.184
30.58,0.0,0.182
30.58,0.0,0.181
30.58,0.0,0.18
30.58,0.0,0.179
30.58,0.0,0.178
30.58,0.0,0.176
30.58,0.0,0.175
30.589,0.0,0.173
30.589,0.0,0.172
30.589,0.0,0.171
30.589,0.0,0.169
30.589,0.0,0.168
30.589,0.0,0.167
30.589,0.0,0.165
30.589,0.0,0.164
30.599,0.0,0.163
30.599,0.0,0.157
30.599,0.0,0.156
30.599,0.0,0.154
30.599,0.0,0.153
30.609,0.0,0.152
30.609,0.0,0.15
30.609,0.0,0.148
30.609,0.0,0.147
30.609,0.0,0.146
30.609,0.0,0.144
30.609,0.0,0.143
30.609,0.0,0.142
30.62,0.0,0.141
30.62,0.0,0.138
30.62,0.0,0.137
30.62,0.0,0.136
30.62,0.0,0.135
30.63,0.0,0.134
30.63,0.0,0.132
30.63,0.0,0.131
30.63,0.0,0.13
30.63,0.0,0.129
30.63,0.0,0.128
30.63,0.0,0.127
30.63,0.0,0.126
30.63,0.0,0.126
30.63,0.0,0.125
30.639,0.0,0.122
30.639,0.0,0.121
30.639,0.0,0.121
30.639,0.0,0.12
30.639,0.0,0.119
30.639,0.0,0.118
30.649,0.0,0.117
30.649,0.0,0.116
30.649,0.0,0.114
30.649,0.0,0.114
30.649,0.0,0.113
30.649,0.0,0.112
30.649,0.0,0.111
30.649,0.0,0.11
30.659,0.0,0.109
30.659,0.0,0.108
30.659,0.0,0.107
30.659,0.0,0.106
30.659,0.0,0.104
30.659,0.0,0.103
30.659,0.0,0.103
30.659,0.0,0.101
30.672,0.0,0.1
30.672,0.0,0.098
30.672,0.0,0.097
30.672,0.0,0.096
30.68,0.0,0.096
30.68,0.0,0.092
30.68,0.0,0.092
30.68,0.0,0.091
30.68,0.0,0.091
30.68,0.0,0.09
30.688,0.0,0.089
30.688,0.0,0.089
30.688,0.0,0.088
30.688,0.0,0.087
30.688,0.0,0.086
30.688,0.0,0.086
30.688,0.0,0.085
30.688,0.0,0.085
30.688,0.0,0.084
30.699,0.0,0.084
30.699,0.0,0.083
30.699,0.0,0.081
30.699,0.0,0.081
30.699,0.0,0.08
30.699,0.0,0.079
30.709,0.0,0.078
30.709,0.0,0.077
30.709,0.0,0.076
30.709,0.0,0.076
30.709,0.0,0.075
30.709,0.0,0.075
30.709,0.0,0.074
30.709,0.0,0.074
30.709,0.0,0.073
30.721,0.0,0.073
30.721,0.0,0.071
30.721,0.0,0.07
30.721,0.0,0.07
30.721,0.0,0.069
30.721,0.0,0.069
30.729,0.0,0.068
30.729,0.0,0.067
30.729,0.0,0.067
30.729,0.0,0.066
30.729,0.0,0.066
30.729,0.0,0.065
30.729,0.0,0.065
30.729,0.0,0.064
30.729,0.0,0.064
30.74,0.0,0.064
30.74,0.0,0.063
30.74,0.0,0.063
30.74,0.0,0.062
30.74,0.0,0.062
30.74,0.0,0.062
30.74,0.0,0.061
30.74,0.0,0.06
30.74,0.0,0.06
30.749,0.0,0.059
30.749,0.0,0.058
30.749,0.0,0.058
30.749,0.0,0.058
30.749,0.0,0.057
30.749,0.0,0.057
30.749,0.0,0.056
30.749,0.0,0.056
30.76,0.0,0.056
30.76,0.0,0.055
30.76,0.0,0.055
30.76,0.0,0.054
30.76,0.0,0.053
30.76,0.0,0.053
30.771,0.0,0.052
30.771,0.0,0.051
30.771,0.0,0.051
30.771,0.0,0.05
30.771,0.0,0.05
30.771,0.0,0.05
30.78,0.0,0.049
30.78,0.0,0.049
30.78,0.0,0.048
30.78,0.0,0.048
30.78,0.0,0.047
30.78,0.0,0.047
30.789,0.0,0.046
30.789,0.0,0.046
30.789,0.0,0.045
30.789,0.0,0.044
30.789,0.0,0.044
30.789,0.0,0.044
30.789,0.0,0.043
30.798,0.0,0.043
30.798,0.0,0.042
30.798,0.0,0.042
30.798,0.0,0.042
30.798,0.0,0.041
30.798,0.0,0.041
30.798,0.0,0.041
30.798,0.0,0.04
30.81,0.0,0.04
30.81,0.0,0.04
30.81,0.0,0.04
30.81,0.0,0.039
30.81,0.0,0.039
30.81,0.0,0.039
30.81,0.0,0.039
30.81,0.0,0.038
30.81,0.0,0.038
30.81,0.0,0.038
30.81,0.0,0.038
30.81,0.0,0.037
30.821,0.0,0.037
30.821,0.0,0.036
30.821,0.0,0.036
30.821,0.0,0.036
30.821,0.0,0.036
30.83,0.0,0.035
30.83,0.0,0.034
30.83,0.0,0.034
30.83,0.0,0.034
30.83,0.0,0.034
30.83,0.0,0.034
30.83,0.0,0.033
30.83,0.0,0.033
30.839,0.0,0.033
30.839,0.0,0.033
30.839,0.0,0.032
30.839,0.0,0.032
30.839,0.0,0.032
30.839,0.0,0.031
30.839,0.0,0.031
30.849,0.0,0.031
30.849,0.0,0.031
30.849,0.0,0.03
30.849,0.0,0.03
30.849,0.0,0.03
30.849,0.0,0.03
30.849,0.0,0.03
30.849,0.0,0.029
30.849,0.0,0.029
30.849,0.0,0.029
30.849,0.0,0.029
30.856,0.0,0.028
30.856,0.0,0.028
30.856,0.0,0.028
30.856,0.0,0.028
30.856,0.0,0.027
30.856,0.0,0.027
30.856,0.0,0.027
30.856,0.0,0.027
30.87,0.0,0.027
30.87,0.0,0.026
30.87,0.0,0.026
30.87,0.0,0.026
30.87,0.0,0.026
30.87,0.0,0.026
30.87,0.0,0.025
30.879,0.0,0.025
30.879,0.0,0.025
30.879,0.0,0.025
30.879,0.0,0.025
30.879,0.0,0.024
30.879,0.0,0.024
30.879,0.0,0.024
30.879,0.0,0.024
30.879,0.0,0.024
30.889,0.0,0.023
30.889,0.0,0.023
30.889,0.0,0.023
30.889,0.0,0.022
30.9,0.0,0.022
30.9,0.0,0.022
30.9,0.0,0.021
30.9,0.0,0.021
30.9,0.0,0.021
30.9,0.0,0.021
30.9,0.0,0.021
30.9,0.0,0.021
30.909,0.0,0.021
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.02
30.909,0.0,0.019
30.909,0.0,0.019
30.909,0.0,0.019
30.922,0.0,0.019
30.922,0.0,0.019
30.922,0.0,0.018
30.93,0.0,0.018
30.93,0.0,0.018
30.93,0.0,0.017
30.93,0.0,0.017
30.93,0.0,0.017
30.939,0.0,0.017
30.939,0.0,0.017
30.939,0.0,0.017
30.939,0.0,0.016
30.939,0.0,0.016
30.939,0.0,0.016
30.939,0.0,0.016
30.939,0.0,0.016
30.95,0.0,0.015
30.95,0.0,0.015
30.95,0.0,0.015
30.95,0.0,0.015
30.95,0.0,0.015
30.95,0.0,0.015
30.96,0.0,0.015
30.96,0.0,0.015
30.96,0.0,0.014
30.96,0.0,0.014
30.96,0.0,0.014
30.96,0.0,0.014
30.96,0.0,0.014
30.971,0.0,0.014
30.971,0.0,0.014
30.971,0.0,0.014
30.971,0.0,0.013
30.971,0.0,0.013
30.971,0.0,0.013
30.971,0.0,0.013
30.971,0.0,0.013
30.971,0.0,0.013
30.979,0.0,0.013
30.979,0.0,0.013
30.979,0.0,0.013
30.979,0.0,0.013
30.979,0.0,0.012
30.979,0.0,0.012
30.979,0.0,0.012
30.989,0.0,0.012
30.989,0.0,0.012
30.989,0.0,0.012
30.989,0.0,0.012
30.989,0.0,0.012
30.989,0.0,0.012
30.989,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
30.999,0.0,0.011
31.01,0.0,0.011
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.01,0.0,0.01
31.022,0.0,0.01
31.022,0.0,0.01
31.022,0.0,0.009
31.022,0.0,0.009
31.03,0.0,0.009
31.03,0.0,0.009
31.03,0.0,0.009
31.03,0.0,0.009
31.03,0.0,0.009
31.03,0.0,0.009
31.03,0.0,0.009
31.039,0.0,0.009
31.039,0.0,0.009
31.039,0.0,0.008
31.039,0.0,0.008
31.039,0.0,0.008
31.039,0.0,0.008
31.039,0.0,0.008
31.039,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.049,0.0,0.008
31.059,0.0,0.008
31.059,0.0,0.007
31.059,0.0,0.007
31.059,0.0,0.007
31.059,0.0,0.007
31.071,0.0,0.007
31.071,0.0,0.007
31.071,0.0,0.007
31.071,0.0,0.007
31.071,0.0,0.007
31.071,0.0,0.007
31.071,0.0,0.007
31.079,0.0,0.007
31.079,0.0,0.007
31.079,0.0,0.006
31.079,0.0,0.006
31.079,0.0,0.006
31.09,0.0,0.006
31.09,0.0,0.006
31.09,0.0,0.006
31.09,0.0,0.006
31.09,0.0,0.006
31.09,0.0,0.006
31.09,0.0,0.006
31.099,0.0,0.006
31.099,0.0,0.006
31.099,0.0,0.006
31.099,0.0,0.006
31.099,0.0,0.006
31.109,0.0,0.006
31.109,0.0,0.005
31.109,0.0,0.005
31.109,0.0,0.005
31.109,0.0,0.005
31.109,0.0,0.005
31.109,0.0,0.005
31.109,0.0,0.005
31.109,0.0,0.005
31.121,0.0,0.005
31.121,0.0,0.005
31.121,0.0,0.005
31.121,0.0,0.005
31.121,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.129,0.0,0.005
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.14,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.15,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.16,0.0,0.004
31.17,0.0,0.004
31.17,0.0,0.004
31.17,0.0,0.004
31.17,0.0,0.003
31.17,0.0,0.003
31.17,0.0,0.003
31.179,0.0,0.003
31.179,0.0,0.003
31.179,0.0,0.003
31.179,0.0,0.003
31.179,0.0,0.003
31.179,0.0,0.003
31.189,0.0,0.003
31.189,0.0,0.003
31.189,0.0,0.003
31.189,0.0,0.003
31.189,0.0,0.003
31.189,0.0,0.003
31.189,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.199,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.21,0.0,0.003
31.22,0.0,0.003
31.22,0.0,0.003
31.22,0.0,0.003
31.22,0.0,0.003
31.22,0.0,0.003
31.22,0.0,0.002
31.22,0.0,0.002
31.229,0.0,0.002
31.229,0.0,0.002
31.229,0.0,0.002
31.229,0.0,0.002
31.229,0.0,0.002
31.229,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.24,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.249,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.26,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.271,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.28,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.29,0.0,0.002
31.3,0.0,0.002
31.3,0.0,0.002
31.3,0.0,0.002
31.3,0.0,0.001
31.3,0.0,0.001
31.3,0.0,0.001
31.3,0.0,0.001
31.3,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.31,0.0,0.001
31.321,0.0,0.001
31.321,0.0,0.001
31.321,0.0,0.001
31.321,0.0,0.001
31.321,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.33,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.339,0.0,0.001
31.35,0.0,0.001
31.35,0.0,0.001
31.35,0.0,0.001
31.35,0.0,0.001
31.35,0.0,0.001
31.35,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.36,0.0,0.001
31.371,0.0,0.001
31.371,0.0,0.001
31.371,0.0,0.001
31.371,0.0,0.001
31.371,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.38,0.0,0.001
31.389,0.0,0.001
31.389,0.0,0.001
31.389,0.0,0.001
31.389,0.0,0.001
31.389,0.0,0.001
31.389,0.0,0.001
31.389,0.0,0.001
31.399,0.0,0.001
31.399,0.0,0.001
31.399,0.0,0.001
31.399,0.0,0.001
31.399,0.0,0.001
31.399,0.0,0.001
31.399,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.409,0.0,0.001
31.421,0.0,0.001
31.421,0.0,0.001
31.421,0.0,0.001
31.421,0.0,0.001
31.421,0.0,0.001
31.421,0.0,0.001
31.421,0.0,0.001
31.429,0.0,0.001
31.429,0.0,0.001
31.429,0.0,0.001
31.429,0.0,0.001
31.439,0.0,0.001
31.439,0.0,0.001
31.439,0.0,0.001
31.439,0.0,0.001
31.439,0.0,0.001
31.439,0.0,0.001
31.439,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.449,0.0,0.001
31.458,0.0,0.001
31.458,0.0,0.001
31.458,0.0,0.001
31.458,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.471,0.0,0.0
31.48,0.0,0.0
31.48,0.0,0.0
31.48,0.0,0.0
31.48,0.0,0.0
31.48,0.0,0.0
31.48,0.0,0.0
31.48,0.0,0.0
31.49,0.0,0.0
31.49,0.0,0.0
31.49,0.0,0.0
31.49,0.0,0.0
31.49,0.0,0.0
31.49,0.0,0.0
31.499,0.0,0.0
31.499,0.0,0.0
31.499,0.0,0.0
31.499,0.0,0.0
31.499,0.0,0.0
31.499,0.0,0.0
31.499,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.509,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.521,0.0,0.0
31.53,0.0,0.0
31.53,0.0,0.0
31.53,0.0,0.0
31.53,0.0,0.0
31.53,0.0,0.0
31.53,0.0,0.0
31.539,0.0,0.0
31.539,0.0,0.0
31.539,0.0,0.0
31.539,0.0,0.0
31.539,0.0,0.0
31.539,0.0,0.0
31.539,0.0,0.0
31.55,0.0,0.0
31.55,0.0,0.0
31.55,0.0,0.0
31.55,0.0,0.0
31.55,0.0,0.0
31.55,0.0,0.0
31.55,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.56,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.57,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.579,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.589,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.6,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
