k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,220.2339,0.0,0.0,,,,0.0,0.017,-0.018,0.033,0.589,-0.602,-0.0,-0.001,-0.0,1.0,0.001,0.019,-0.002,-0.0,-0.159,0.0,False,False,0.0,-0.279,-0.016,nan,2.118,1.106,0.648,-0.079,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,220.3259,0.0,0.0,,,,0.007,0.125,-0.128,0.086,1.572,-1.605,0.001,0.004,-0.0,1.0,0.03,0.19,-0.002,0.159,0.476,0.001,False,False,0.0,-0.706,-0.039,nan,2.212,1.536,1.18,-0.408,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.3352,0.0,0.0,,,,0.007,0.142,-0.145,0.091,1.671,-1.705,0.001,0.006,-0.0,1.0,0.035,0.206,-0.005,0.159,0.634,0.001,False,False,0.0,-0.745,-0.041,nan,2.245,1.645,1.255,-0.481,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.3478,0.0,0.0,,,,0.008,0.159,-0.162,0.096,1.769,-1.805,0.001,0.006,-0.0,1.0,0.033,0.223,-0.001,0.159,0.634,0.001,False,False,0.0,-0.783,-0.043,nan,2.262,1.701,1.283,-0.513,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.3817,0.0,0.0,,,,0.011,0.216,-0.221,0.112,2.064,-2.106,0.001,0.01,-0.0,1.0,0.03,0.274,-0.004,0.159,1.11,0.002,False,False,0.0,-0.89,-0.049,nan,2.3,1.817,1.351,-0.601,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.4452,0.0,0.0,,,,0.021,0.385,-0.393,0.147,2.753,-2.808,0.003,0.021,-0.0,1.0,0.029,0.39,-0.001,0.317,2.379,0.007,False,False,0.0,-1.105,-0.06,nan,2.493,2.329,1.534,-0.917,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.533,0.0,0.0,,,,0.034,0.64,-0.653,0.188,3.549,-3.619,0.004,0.039,-0.0,0.999,0.023,0.498,-0.005,0.475,4.441,0.018,False,False,0.0,-1.29,-0.069,nan,2.753,2.92,1.64,-1.236,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.5902,0.0,0.0,,,,0.044,0.83,-0.847,0.213,4.041,-4.12,0.004,0.051,-0.001,0.999,0.027,0.564,-0.004,0.483,5.87,-0.134,False,False,0.0,-1.372,-0.073,nan,2.947,3.319,1.662,-1.443,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.6078,0.0,0.0,,,,0.049,0.913,-0.931,0.223,4.237,-4.32,0.004,0.057,-0.001,0.998,0.03,0.59,-0.003,0.484,6.505,-0.131,False,False,0.0,-1.398,-0.074,nan,3.031,3.486,1.667,-1.534,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
0,0,220.6259,0.0,0.0,,,,0.053,0.999,-1.019,0.233,4.433,-4.521,0.006,0.064,-0.001,0.998,0.04,0.606,-0.007,0.643,7.3,-0.118,False,False,0.0,-1.422,-0.075,nan,3.119,3.656,1.673,-1.604,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.895,
