k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,342.031,0.0,0.0,,,,-1.534,0.016,-1.417,-5.48,0.045,-5.063,0.057,0.0,-0.006,0.998,-0.124,0.024,0.009,6.505,0.036,-0.633,False,False,0.0,-0.013,1.557,nan,3.517,4.321,-0.207,1.889,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,342.0702,0.0,0.0,,,,-1.761,0.017,-1.627,-5.871,0.044,-5.424,0.054,0.0,-0.004,0.999,-0.169,0.02,0.015,6.187,0.026,-0.475,False,False,0.0,-0.012,1.574,nan,3.727,4.703,-0.108,1.905,-0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,342.091,0.0,0.0,,,,-1.881,0.018,-1.737,-6.067,0.044,-5.605,0.051,0.001,-0.004,0.999,-0.193,0.014,0.013,5.87,0.183,-0.467,False,False,0.0,-0.012,1.58,nan,3.837,4.9,-0.052,1.922,-0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.176,0.0,0.0,,,,-2.397,0.022,-2.215,-6.849,0.043,-6.327,0.042,0.001,-0.004,0.999,-0.277,-0.005,0.026,4.759,0.178,-0.469,False,False,0.0,-0.011,1.587,nan,4.378,5.843,0.195,1.958,-0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.2965,0.0,0.0,,,,-3.29,0.027,-3.039,-8.023,0.04,-7.411,0.022,0.001,-0.001,1.0,-0.388,0.012,0.035,2.538,0.162,-0.155,False,False,0.0,-0.008,1.56,nan,5.214,7.241,0.531,1.942,-0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.4161,0.0,0.0,,,,-4.323,0.032,-3.993,-9.197,0.039,-8.492,-0.003,0.003,0.0,1.0,-0.466,0.014,0.044,-0.317,0.317,-0.001,False,False,0.0,-0.007,1.509,nan,6.179,8.794,0.851,1.961,-0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.4531,0.0,0.0,,,,-4.698,0.033,-4.34,-9.588,0.04,-8.853,-0.012,0.003,0.001,1.0,-0.486,-0.007,0.043,-1.428,0.319,0.155,False,False,0.0,-0.007,1.488,nan,6.44,9.201,0.931,1.971,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.492,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.502,-0.016,0.047,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,nan,2.1,0.873,0.848,0.02,-0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.563,0.0,0.0,,,,-0.024,-0.001,-0.022,-0.685,-0.001,-0.633,-0.018,-0.001,0.001,1.0,-0.516,-0.022,0.044,-2.061,-0.156,0.161,False,False,0.0,0.0,0.322,nan,2.122,1.121,1.018,0.802,-0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
0,0,342.632,0.0,0.0,,,,-0.083,-0.001,-0.076,-1.272,-0.002,-1.176,-0.033,-0.001,0.003,0.999,-0.519,-0.007,0.046,-3.806,-0.148,0.322,False,False,0.0,0.0,0.584,nan,2.176,1.373,1.145,1.19,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.869,
