k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,442.2359,0.0,0.0,,,,-0.306,0.003,-0.281,-2.446,0.03,-2.252,0.082,0.001,-0.007,0.997,0.71,0.012,-0.064,9.368,0.223,-0.777,False,False,0.0,-0.013,1.026,nan,2.359,1.921,-1.805,1.558,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,442.2979,0.0,0.0,,,,-0.471,0.005,-0.433,-3.033,0.036,-2.792,0.102,0.001,-0.01,0.995,0.706,0.016,-0.063,11.758,0.271,-1.088,False,False,0.0,-0.015,1.197,nan,2.533,2.325,-1.973,1.693,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.3858,0.0,0.0,,,,-0.783,0.009,-0.72,-3.913,0.042,-3.6,0.133,0.003,-0.012,0.991,0.673,0.012,-0.066,15.275,0.504,-1.372,False,False,0.0,-0.016,1.387,nan,2.785,2.833,-2.121,1.772,-0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.4039,0.0,0.0,,,,-0.863,0.01,-0.794,-4.109,0.043,-3.78,0.14,0.003,-0.012,0.99,0.66,0.009,-0.06,16.075,0.514,-1.369,False,False,0.0,-0.015,1.419,nan,2.857,2.967,-2.146,1.796,-0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.427,0.0,0.0,,,,-0.947,0.011,-0.871,-4.304,0.044,-3.959,0.145,0.003,-0.014,0.989,0.647,0.007,-0.058,16.718,0.544,-1.523,False,False,0.0,-0.015,1.448,nan,2.932,3.104,-2.171,1.813,-0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.456,0.0,0.0,,,,-1.081,0.012,-0.994,-4.598,0.044,-4.229,0.155,0.003,-0.014,0.988,0.628,0.003,-0.057,17.841,0.559,-1.517,False,False,0.0,-0.015,1.485,nan,3.052,3.314,-2.206,1.83,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.4773,0.0,0.0,,,,-1.175,0.013,-1.081,-4.793,0.044,-4.409,0.161,0.003,-0.015,0.987,0.609,0.006,-0.061,18.485,0.593,-1.671,False,False,0.0,-0.015,1.506,nan,3.137,3.458,-2.213,1.831,-0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.5859,0.0,0.0,,,,-1.761,0.018,-1.62,-5.869,0.04,-5.396,0.188,0.003,-0.018,0.982,0.498,-0.004,-0.043,21.71,0.7,-1.965,False,False,0.0,-0.011,1.577,nan,3.666,4.295,-2.241,1.877,-0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.6659,0.0,0.0,,,,-2.262,0.021,-2.08,-6.651,0.033,-6.114,0.205,0.003,-0.019,0.979,0.399,-0.007,-0.036,23.654,0.766,-2.108,False,False,0.0,-0.008,1.59,nan,4.12,4.959,-2.193,1.889,-0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
0,0,442.7169,0.0,0.0,,,,-2.614,0.023,-2.404,-7.15,0.026,-6.573,0.213,0.001,-0.019,0.977,0.324,-0.01,-0.03,24.625,0.628,-2.135,False,False,0.0,-0.006,1.587,nan,4.504,5.503,-2.113,1.873,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.863,
