k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,42.9666,0.0,0.0,,,,0.04,0.016,-0.884,0.268,0.106,-5.896,-0.003,-0.001,0.032,0.999,-0.024,-0.003,0.285,-0.313,-0.149,3.648,False,False,0.0,-0.036,-0.09,nan,2.984,3.974,0.495,-0.425,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,43.0442,0.0,0.0,,,,0.064,0.025,-1.419,0.34,0.134,-7.468,-0.004,-0.001,0.044,0.999,-0.03,-0.01,0.313,-0.47,-0.138,5.076,False,False,0.0,-0.039,-0.097,nan,3.519,5.165,0.582,-0.381,-0.577,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.1974,0.0,0.0,,,,0.0,0.0,-0.003,0.017,0.006,-0.393,-0.0,-0.0,0.003,1.0,-0.032,-0.006,0.338,-0.0,-0.0,0.317,False,False,0.0,-0.004,-0.009,nan,2.103,0.991,0.304,-0.059,-0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.2544,0.0,0.0,,,,0.002,0.001,-0.062,0.071,0.027,-1.573,-0.001,-0.0,0.014,1.0,-0.032,-0.012,0.343,-0.159,0.002,1.586,False,False,0.0,-0.013,-0.033,nan,2.162,1.475,0.422,-0.206,-0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.2732,0.0,0.0,,,,0.004,0.001,-0.098,0.088,0.034,-1.966,-0.001,-0.0,0.017,1.0,-0.029,-0.015,0.347,-0.159,0.003,1.903,False,False,0.0,-0.016,-0.041,nan,2.198,1.655,0.418,-0.217,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.2843,0.0,0.0,,,,0.005,0.002,-0.118,0.097,0.038,-2.163,-0.001,-0.0,0.018,1.0,-0.037,-0.011,0.345,-0.159,0.003,2.061,False,False,0.0,-0.018,-0.045,nan,2.241,1.844,0.47,-0.255,-0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.3054,0.0,0.0,,,,0.007,0.002,-0.166,0.115,0.045,-2.556,-0.003,-0.0,0.022,1.0,-0.034,-0.006,0.346,-0.317,0.007,2.537,False,False,0.0,-0.02,-0.052,nan,2.266,1.942,0.498,-0.326,-0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.3643,0.0,0.0,,,,0.016,0.006,-0.354,0.168,0.066,-3.736,-0.003,-0.001,0.032,0.999,-0.033,-0.009,0.34,-0.313,-0.149,3.648,False,False,0.0,-0.027,-0.069,nan,2.493,2.697,0.591,-0.35,-0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.879,
0,0,43.4033,0.0,0.0,,,,0.023,0.009,-0.52,0.203,0.08,-4.523,-0.004,-0.001,0.039,0.999,-0.033,-0.012,0.337,-0.471,-0.14,4.442,False,False,0.0,-0.031,-0.078,nan,2.62,3.056,0.576,-0.346,-0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
0,0,43.4433,0.0,0.0,,,,0.032,0.012,-0.716,0.239,0.094,-5.309,-0.004,-0.001,0.046,0.999,-0.033,-0.007,0.329,-0.47,-0.137,5.235,False,False,0.0,-0.034,-0.085,nan,2.816,3.567,0.602,-0.395,-0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.885,
