k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,OF_x_est,OF_y_est,Tau,OF_x,OF_y,d_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,0.824,0.000,0.000,--,--,--,0.000,0.000,0.283,0.000,0.000,-0.301,-0.000,0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,0.000,0.000,False,False,0.000,0.000,-0.041,nan,0.000,-0.000,1.806,0.442,0.000,-0.000,-0.000,11.270,11.269,11.269,11.270,49884,49883,49883,49884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,--
0,0,0.843,0.000,0.000,--,--,--,0.000,0.000,0.277,0.000,0.000,-0.288,-0.000,0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,0.001,0.000,False,False,0.000,-0.001,0.030,nan,0.000,-0.000,1.812,0.437,0.000,-0.000,-0.000,11.139,11.138,11.138,11.139,49596,49595,49595,49596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,--
0,0,0.863,0.000,0.000,--,--,--,0.000,0.000,0.271,0.000,0.000,-0.268,-0.000,0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,0.001,0.000,False,False,1.024,-0.006,-6.801,0.591,0.000,0.000,1.480,1.304,0.000,-0.000,-0.000,13.500,13.500,13.500,13.500,54455,54454,54454,54455,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,0.883,0.000,0.000,--,--,--,-0.000,0.000,0.648,-0.000,0.000,2.529,-0.000,-0.000,-0.000,1.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,False,False,0.605,-0.000,0.056,0.564,0.000,-0.000,1.430,0.325,0.000,0.000,-0.000,8.273,8.273,8.273,8.273,42514,42514,42514,42514,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,0.904,0.000,0.000,--,--,--,-0.000,0.000,0.699,-0.000,0.000,2.555,-0.000,-0.000,-0.000,1.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,False,False,0.563,0.000,0.441,0.539,0.000,-0.000,1.379,0.314,0.000,0.000,-0.000,7.999,7.999,7.999,7.999,41733,41733,41733,41733,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,0.924,0.000,0.000,--,--,--,-0.000,0.000,0.750,-0.000,0.000,2.574,-0.000,-0.000,0.000,1.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,False,False,0.520,-0.001,-0.974,0.516,0.000,-0.000,1.330,0.306,0.000,0.000,-0.000,7.788,7.788,7.788,7.788,41116,41116,41116,41116,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,0.943,0.000,0.000,--,--,--,-0.000,0.000,0.802,-0.000,0.000,2.587,-0.000,-0.000,0.000,1.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,False,False,0.496,-0.001,-0.375,0.494,0.000,-0.000,1.279,0.300,0.000,0.000,-0.000,7.638,7.638,7.638,7.638,40666,40667,40667,40666,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,0.963,0.000,0.000,--,--,--,-0.000,0.000,0.853,-0.000,0.000,2.594,-0.000,-0.000,0.000,1.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,False,False,0.492,0.001,1.143,0.473,0.000,-0.000,1.227,0.296,0.000,0.000,-0.000,7.538,7.538,7.538,7.538,40362,40362,40362,40362,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,0.984,0.000,0.000,--,--,--,-0.000,0.000,0.905,-0.000,0.000,2.594,-0.000,-0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,False,False,0.483,0.000,0.844,0.452,0.000,-0.000,1.172,0.294,0.000,-0.000,-0.000,7.482,7.482,7.482,7.482,40191,40190,40190,40191,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.004,0.000,0.000,--,--,--,-0.000,0.000,0.957,-0.000,0.000,2.590,-0.000,-0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,False,False,0.453,0.000,0.004,0.433,0.000,-0.000,1.120,0.293,0.000,-0.000,-0.000,7.474,7.474,7.474,7.474,40168,40167,40167,40168,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.024,0.000,0.000,--,--,--,-0.000,0.000,1.009,-0.000,0.000,2.581,-0.000,-0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,False,False,0.418,-0.000,0.705,0.415,0.000,0.000,1.069,0.295,0.000,-0.000,-0.000,7.506,7.506,7.506,7.506,40265,40264,40264,40265,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.043,0.000,0.000,--,--,--,-0.000,0.000,1.060,-0.000,0.000,2.567,-0.000,0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,0.000,0.000,True,False,0.395,0.001,0.057,0.398,0.000,0.000,1.020,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.063,0.000,0.000,--,--,--,-0.000,0.000,1.112,-0.001,0.000,2.550,-0.000,-0.001,-0.000,1.000,-0.000,-0.205,-0.000,-0.000,-0.065,-0.000,True,False,0.394,0.147,-0.845,0.380,0.000,-0.000,0.969,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.083,0.000,0.000,--,--,--,-0.000,0.000,1.162,-0.005,0.000,2.528,-0.000,-0.006,-0.000,1.000,-0.000,-1.050,-0.000,-0.000,-0.743,-0.000,True,False,0.401,0.951,0.254,0.364,0.000,-0.023,0.918,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.104,0.000,0.000,--,--,--,-0.000,0.000,1.213,-0.015,0.000,2.500,-0.000,-0.024,-0.000,1.000,-0.000,-2.488,0.000,-0.000,-2.764,0.000,True,False,0.398,2.451,3.874,0.348,0.000,-0.103,0.868,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.124,0.000,0.000,--,--,--,-0.001,0.000,1.262,-0.036,0.000,2.465,-0.000,-0.059,0.000,0.998,-0.000,-4.400,0.000,-0.000,-6.723,0.000,True,False,0.773,3.651,-3.233,0.335,0.000,-0.276,0.818,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.143,0.000,0.000,--,--,--,-0.002,0.000,1.311,-0.070,0.000,2.419,-0.000,-0.114,0.000,0.993,-0.000,-6.697,0.000,-0.000,-13.112,0.000,True,False,0.384,3.744,-4.044,0.327,0.000,-0.567,0.770,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.163,0.000,0.000,--,--,--,-0.004,0.000,1.359,-0.124,0.000,2.360,-0.000,-0.194,0.000,0.981,-0.000,-9.322,0.000,-0.000,-22.339,0.000,True,False,0.162,3.616,0.615,0.329,0.000,-1.015,0.721,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.183,0.000,0.000,--,--,--,-0.007,0.000,1.405,-0.199,0.000,2.280,-0.000,-0.299,0.000,0.954,-0.000,-12.218,0.000,-0.000,-34.738,0.000,True,False,0.268,1.538,-10.352,0.351,0.000,-1.561,0.676,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.204,0.000,0.000,--,--,--,-0.012,0.000,1.450,-0.293,0.000,2.170,-0.000,-0.427,0.000,0.904,-0.000,-15.339,0.000,-0.000,-50.596,0.000,True,False,0.000,-0.117,-14.206,0.420,0.000,-2.148,0.635,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.224,0.000,0.000,--,--,--,-0.019,0.000,1.492,-0.398,0.000,2.020,-0.000,-0.575,0.000,0.818,-0.000,-18.651,-0.000,-0.000,-70.149,0.000,True,False,0.000,0.340,-0.260,0.636,0.000,-2.628,0.597,0.000,0.000,-13.473,0.000,10.565,0.000,0.000,10.565,48303,0,0,48303,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.244,0.000,0.000,--,--,--,-0.028,0.000,1.530,-0.500,0.000,1.826,-0.000,-0.729,0.000,0.685,-0.000,-22.118,-0.000,0.000,-93.592,0.000,True,False,0.000,-0.071,-0.023,2.287,0.000,-2.776,0.565,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.264,0.000,0.000,--,--,--,-0.039,0.000,1.564,-0.572,0.000,1.596,-0.000,-0.870,0.000,0.493,-0.000,-25.419,-0.000,0.000,-120.956,0.000,True,False,5.364,0.164,0.007,nan,0.000,-2.390,0.538,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.283,0.000,0.000,--,--,--,-0.050,0.000,1.594,-0.600,0.000,1.356,-0.000,-0.970,0.000,0.243,-0.000,-28.290,0.000,0.000,-151.847,0.000,True,False,10.000,-0.001,-0.003,nan,0.000,-1.356,0.512,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.304,0.000,0.000,--,--,--,-0.062,0.000,1.618,-0.595,0.000,1.133,-0.000,-0.999,0.000,-0.050,-0.000,-30.775,0.000,0.000,174.214,0.000,True,False,0.000,0.004,0.005,nan,0.000,0.083,0.489,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.324,0.000,0.000,--,--,--,-0.074,0.000,1.639,-0.586,0.000,0.939,-0.000,-0.932,0.000,-0.361,-0.000,-32.912,0.000,0.000,137.641,0.000,True,False,0.000,0.059,0.027,nan,0.000,1.534,0.465,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.344,0.000,0.000,--,--,--,-0.086,0.000,1.656,-0.599,0.000,0.759,-0.000,-0.759,0.000,-0.651,-0.000,-34.751,-0.000,0.000,98.801,-0.000,True,False,0.000,-0.071,0.137,nan,0.000,2.572,0.441,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.363,0.000,0.000,--,--,--,-0.099,0.000,1.669,-0.637,0.000,0.564,-0.000,-0.485,0.000,-0.875,-0.000,-36.326,-0.000,0.000,58.019,-0.000,True,False,0.000,0.460,14.572,nan,0.000,2.978,0.421,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.384,0.000,0.000,--,--,--,-0.112,-0.000,1.678,-0.676,0.000,0.329,-0.000,-0.136,0.000,-0.991,-0.000,-37.669,-0.000,0.000,15.575,-0.000,True,False,0.256,-4.603,-7.819,1.936,0.000,2.844,0.409,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.403,0.000,0.000,--,--,--,-0.125,-0.000,1.682,-0.676,0.000,0.065,-0.000,0.244,0.000,-0.970,0.000,-38.807,-0.000,0.000,-28.280,-0.000,True,False,0.000,-2.571,5.560,0.947,0.000,2.432,0.409,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.424,0.000,0.000,--,--,--,-0.138,-0.000,1.680,-0.618,0.000,-0.188,-0.000,0.597,-0.000,-0.802,0.000,-39.769,-0.000,0.000,-73.329,-0.000,True,False,0.700,-0.235,-0.862,0.717,0.000,1.881,0.419,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.444,0.000,0.000,--,--,--,-0.150,-0.000,1.674,-0.527,-0.000,-0.381,-0.000,0.863,-0.000,-0.505,0.000,-40.572,0.000,0.000,-119.382,-0.000,True,False,2.233,0.354,-0.053,0.645,0.000,1.126,0.435,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.464,0.000,0.000,--,--,--,-0.159,-0.000,1.665,-0.461,-0.000,-0.502,-0.000,0.993,-0.000,-0.120,-0.000,-41.239,0.000,0.000,-166.271,-0.000,True,False,0.000,0.006,-0.007,0.783,0.000,0.177,0.449,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.484,0.000,0.000,--,--,--,-0.169,-0.000,1.655,-0.473,-0.000,-0.590,-0.000,0.957,-0.000,0.291,-0.000,-41.789,0.000,0.000,146.148,-0.000,True,False,0.000,0.011,0.024,3.522,0.000,-0.592,0.457,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.503,0.000,0.000,--,--,--,-0.179,-0.000,1.642,-0.566,-0.000,-0.719,-0.000,0.755,-0.000,0.656,-0.000,-42.234,-0.000,0.000,98.003,-0.000,True,False,0.000,-0.060,0.373,nan,0.000,-0.501,0.461,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.524,0.000,0.000,--,--,--,-0.192,-0.000,1.625,-0.684,-0.000,-0.943,0.000,0.418,-0.000,0.908,-0.000,-42.588,-0.000,0.000,49.404,-0.000,True,False,2.895,-0.220,-2.805,nan,0.000,0.788,0.469,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.543,0.000,0.000,--,--,--,-0.206,-0.000,1.603,-0.743,-0.000,-1.250,0.000,0.004,-0.000,1.000,0.000,-42.864,-0.000,0.000,0.448,-0.000,True,False,0.000,2.259,-8.659,nan,0.000,2.880,0.489,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.564,0.000,0.000,--,--,--,-0.221,-0.000,1.574,-0.696,-0.000,-1.566,0.000,-0.413,-0.000,0.911,0.000,-43.073,-0.000,0.000,-48.782,-0.000,True,False,0.253,0.491,-20.989,nan,0.000,4.263,0.524,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.584,0.000,0.000,--,--,--,-0.233,-0.000,1.540,-0.571,-0.000,-1.806,0.000,-0.756,-0.000,0.655,0.000,-43.221,0.000,0.000,-98.215,-0.000,True,False,10.000,0.460,-0.119,0.543,0.000,3.756,0.568,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,0,1.603,0.000,0.000,--,--,--,-0.243,-0.000,1.503,-0.454,-0.000,-1.934,0.000,-0.961,0.000,0.277,0.000,-43.319,0.000,0.000,-147.786,-0.000,True,False,10.000,0.004,-0.014,0.309,0.000,1.381,0.616,0.000,0.000,-13.473,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--

0,0,--,8,--,[2.500 5.000],[0.500 1.500],[0.403 6.736],--,--,--,0.000,0.000,2.500,--,--,--,--,--,--,--,--,--,--,24.57,[0.407 -905.158 -905.158],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Rollout Completed: Falling Drone
0,0,1.042,0.000,0.000,--,--,--,-0.000,0.000,1.060,-0.000,0.000,2.567,-0.000,0.000,0.000,1.000,-0.000,0.000,0.000,-0.000,0.000,0.000,True,--,--,--,--,0.395,0.001,0.057,1.020,0.000,0.000,-6.737,0.000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Flip Data
0,0,0.000,--,--,--,--,--,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,False,False,--,--,--,0,0,0,0,0,--,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Impact Data

0,1,1.703,0.000,0.000,--,--,--,-0.000,-0.000,0.359,-0.005,0.000,-0.414,0.000,-0.009,-0.000,1.000,0.000,-0.197,-0.000,0.000,-1.082,-0.000,False,False,0.000,0.298,-0.072,nan,0.000,0.009,1.730,0.481,-0.000,0.423,0.000,11.926,12.589,12.589,11.926,51290,52658,52658,51290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,--
0,1,1.724,0.000,0.000,--,--,--,-0.000,-0.000,0.351,-0.007,0.000,-0.422,0.000,-0.010,-0.000,1.000,-0.000,0.013,-0.000,0.000,-1.186,-0.000,False,False,0.000,0.055,-0.015,nan,0.000,0.009,1.739,0.483,0.000,0.083,0.000,12.239,12.369,12.369,12.239,51942,52209,52209,51942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,--
0,1,1.744,0.000,0.000,--,--,--,-0.000,-0.000,0.343,-0.011,0.000,-0.408,0.000,-0.009,-0.000,1.000,-0.000,0.190,0.000,0.000,-1.057,-0.000,False,False,0.473,0.109,-1.176,0.593,0.000,-0.000,1.483,1.352,0.000,-0.238,0.000,13.687,13.313,13.313,13.687,54813,54093,54093,54813,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.764,0.000,0.000,--,--,--,0.000,0.000,0.648,0.000,0.000,2.528,-0.000,0.000,0.000,1.000,-0.000,0.094,-0.000,-0.000,0.057,0.000,False,False,0.599,-0.087,-0.076,0.566,0.000,0.001,1.433,0.324,0.000,-0.166,0.000,8.374,8.115,8.115,8.374,42796,42066,42066,42796,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.784,0.000,0.000,--,--,--,0.000,0.000,0.699,0.001,0.000,2.554,-0.000,0.002,0.000,1.000,-0.000,0.159,-0.000,-0.000,0.206,0.000,False,False,0.562,-0.176,0.402,0.539,0.000,0.005,1.379,0.313,0.000,-0.290,0.000,8.203,7.749,7.749,8.203,42317,40998,40998,42317,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.803,0.000,0.000,--,--,--,0.000,0.000,0.750,0.002,0.000,2.573,-0.000,0.004,0.000,1.000,-0.000,0.195,-0.000,-0.000,0.413,0.000,False,False,0.525,-0.230,-0.034,0.517,0.000,0.011,1.330,0.305,0.000,-0.372,0.000,8.065,7.482,7.482,8.065,41922,40191,40191,41922,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.824,0.000,0.000,--,--,--,0.000,0.000,0.802,0.004,0.000,2.586,-0.000,0.006,0.000,1.000,-0.000,0.195,0.000,-0.000,0.639,-0.000,False,False,0.506,-0.220,0.866,0.494,0.000,0.018,1.279,0.299,0.000,-0.396,-0.000,7.928,7.306,7.306,7.928,41527,39644,39644,41527,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.843,0.000,0.000,--,--,--,0.000,0.000,0.853,0.007,0.000,2.592,-0.000,0.007,-0.000,1.000,-0.000,0.162,0.000,-0.000,0.846,-0.000,False,False,0.519,-0.165,0.408,0.472,0.000,0.025,1.224,0.295,0.000,-0.367,-0.000,7.812,7.237,7.237,7.812,41185,39423,39423,41185,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.863,0.000,0.000,--,--,--,0.000,0.000,0.905,0.010,0.000,2.592,-0.000,0.009,-0.000,1.000,-0.000,0.101,0.000,-0.000,0.997,-0.000,False,False,0.452,-0.125,0.469,0.452,0.000,0.030,1.172,0.293,0.000,-0.288,-0.000,7.701,7.250,7.250,7.701,40857,39465,39465,40857,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.884,0.000,0.000,--,--,--,0.001,0.000,0.957,0.013,0.000,2.587,-0.000,0.009,-0.000,1.000,-0.000,0.020,0.000,-0.000,1.065,-0.000,False,False,0.450,-0.047,-0.475,0.434,0.000,0.031,1.123,0.293,0.000,-0.171,-0.000,7.600,7.332,7.332,7.600,40551,39725,39725,40551,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.904,0.000,0.000,--,--,--,0.001,0.000,1.009,0.016,0.000,2.578,-0.000,0.009,-0.000,1.000,-0.000,-0.068,0.000,-0.000,1.036,-0.000,False,False,0.424,0.063,0.404,0.416,0.000,0.028,1.072,0.294,0.000,-0.033,-0.000,7.527,7.474,7.474,7.527,40328,40168,40168,40328,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.924,0.000,0.000,--,--,--,0.001,0.000,1.060,0.019,0.000,2.564,-0.000,0.008,-0.000,1.000,-0.000,-0.151,0.000,-0.000,0.907,-0.000,False,False,0.399,0.183,0.601,0.397,0.000,0.021,1.018,0.297,0.000,0.105,-0.000,7.486,7.650,7.650,7.486,40202,40703,40703,40202,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.944,0.000,0.000,--,--,--,0.002,0.000,1.111,0.021,0.000,2.547,-0.000,0.006,-0.000,1.000,-0.000,-0.218,0.000,-0.000,0.691,-0.000,False,False,0.392,0.264,-0.484,0.380,0.000,0.010,0.967,0.301,0.000,0.225,-0.000,7.487,7.839,7.839,7.487,40206,41267,41267,40206,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.964,0.000,0.000,--,--,--,0.002,0.000,1.162,0.023,0.000,2.528,-0.000,0.004,-0.000,1.000,-0.000,-0.260,0.000,-0.000,0.413,-0.000,False,False,0.391,0.290,0.087,0.363,0.000,-0.004,0.916,0.305,0.000,0.310,-0.000,7.537,8.023,8.023,7.537,40359,41802,41802,40359,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,1.983,0.000,0.000,--,--,--,0.003,0.000,1.212,0.023,0.000,2.506,-0.000,0.001,-0.000,1.000,-0.000,-0.272,0.000,-0.000,0.105,-0.000,False,False,0.366,0.307,-0.180,0.346,0.000,-0.021,0.866,0.311,0.000,0.350,-0.000,7.644,8.193,8.193,7.644,40686,42288,42288,40686,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.003,0.000,0.000,--,--,--,0.003,0.000,1.262,0.023,0.000,2.483,-0.000,-0.002,-0.000,1.000,-0.000,-0.253,0.000,-0.000,-0.198,-0.000,False,False,0.332,0.300,-0.257,0.329,0.000,-0.038,0.816,0.317,0.000,0.341,-0.000,7.822,8.358,8.358,7.822,41216,42750,42750,41216,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.024,0.000,0.000,--,--,--,0.003,0.000,1.312,0.023,0.000,2.459,-0.000,-0.004,-0.000,1.000,-0.000,-0.206,-0.000,-0.000,-0.463,-0.000,False,False,0.308,0.234,-0.432,0.312,0.000,-0.054,0.767,0.326,0.000,0.286,0.000,8.080,8.529,8.529,8.080,41966,43221,43221,41966,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.043,0.000,0.000,--,--,--,0.004,0.000,1.360,0.021,0.000,2.435,-0.000,-0.006,-0.000,1.000,-0.000,-0.130,-0.000,-0.000,-0.657,-0.000,False,False,0.301,0.111,-0.216,0.295,0.000,-0.068,0.718,0.334,0.000,0.179,0.000,8.378,8.659,8.659,8.378,42807,43574,43574,42807,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.063,0.000,0.000,--,--,--,0.004,0.000,1.409,0.019,0.000,2.412,-0.000,-0.007,-0.000,1.000,-0.000,-0.037,-0.000,-0.000,-0.750,-0.000,False,False,0.299,0.003,-0.472,0.279,0.000,-0.075,0.672,0.342,0.000,0.035,0.000,8.697,8.752,8.752,8.697,43676,43824,43824,43676,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.083,0.000,0.000,--,--,--,0.005,0.000,1.457,0.017,0.000,2.391,-0.000,-0.006,-0.000,1.000,-0.000,0.042,-0.000,-0.000,-0.742,-0.000,False,False,0.280,-0.082,0.400,0.260,0.000,-0.077,0.622,0.350,0.000,-0.090,0.000,8.983,8.842,8.842,8.983,44436,44063,44063,44436,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.103,0.000,0.000,--,--,--,0.005,0.000,1.505,0.015,0.000,2.372,-0.000,-0.006,-0.000,1.000,-0.000,0.082,-0.000,-0.000,-0.665,-0.000,False,False,0.249,-0.144,0.739,0.243,0.000,-0.075,0.576,0.356,0.000,-0.154,0.000,9.198,8.957,8.957,9.198,44992,44366,44366,44992,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
0,1,2.124,0.000,0.000,--,--,--,0.005,0.000,1.552,0.013,0.000,2.357,-0.000,-0.005,-0.000,1.000,-0.000,0.077,-0.000,-0.000,-0.570,-0.000,True,False,0.217,-0.164,-0.339,0.224,0.000,-0.069,0.527,0.000,0.000,-13.411,0.000,10.516,0.000,0.000,10.516,48191,0,0,48191,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
