k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,OF_x_est,OF_y_est,Tau,OF_x,OF_y,d_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
2,0,20.224,0.000,0.000,--,--,--,-0.002,0.000,1.307,-0.010,0.000,2.445,0.000,0.002,-0.000,1.000,0.000,0.095,0.000,0.000,0.202,-0.000,False,False,0.311,-0.110,-0.605,0.316,-0.000,0.024,0.771,0.331,-0.000,-0.131,-0.000,8.531,8.326,8.326,8.531,43228,42661,42661,43228,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.244,0.000,0.000,--,--,--,-0.002,0.000,1.356,-0.010,0.000,2.423,0.000,0.003,-0.000,1.000,0.000,0.060,0.000,0.000,0.291,-0.000,False,False,0.301,-0.052,-0.469,0.300,-0.000,0.030,0.725,0.339,-0.000,-0.082,-0.000,8.691,8.562,8.562,8.691,43662,43312,43312,43662,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.264,0.000,0.000,--,--,--,-0.002,0.000,1.404,-0.009,0.000,2.402,0.000,0.003,-0.000,1.000,0.000,0.017,0.000,0.000,0.334,-0.000,False,False,0.302,-0.002,0.931,0.282,-0.000,0.034,0.677,0.346,-0.000,-0.016,-0.000,8.828,8.803,8.803,8.828,44027,43961,43961,44027,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.283,0.000,0.000,--,--,--,-0.002,0.000,1.452,-0.008,0.000,2.382,0.000,0.003,-0.000,1.000,-0.000,-0.019,0.000,0.000,0.331,-0.000,False,False,0.284,0.039,0.254,0.264,-0.000,0.035,0.629,0.353,0.000,0.042,-0.000,8.954,9.020,9.020,8.954,44359,44531,44531,44359,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.304,0.000,0.000,--,--,--,-0.002,0.000,1.499,-0.007,0.000,2.366,0.000,0.003,-0.000,1.000,-0.000,-0.037,0.000,0.000,0.296,-0.000,False,False,0.265,0.064,-0.006,0.245,-0.000,0.033,0.579,0.358,0.000,0.071,-0.000,9.080,9.192,9.192,9.080,44687,44975,44975,44687,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.324,0.000,0.000,--,--,--,-0.002,0.000,1.546,-0.006,0.000,2.352,0.000,0.002,-0.000,1.000,-0.000,-0.035,0.000,0.000,0.252,-0.000,True,False,0.221,0.072,0.279,0.227,-0.000,0.031,0.532,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.343,0.000,0.000,--,--,--,-0.003,0.000,1.593,-0.006,0.000,2.337,0.000,0.002,-0.000,1.000,-0.000,-0.151,0.000,0.000,0.179,-0.000,True,False,0.189,0.173,2.108,0.209,-0.000,0.030,0.488,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.364,0.000,0.000,--,--,--,-0.003,0.000,1.640,-0.008,0.000,2.312,0.000,-0.002,-0.000,1.000,0.000,-0.692,0.000,0.000,-0.274,-0.000,True,False,0.200,0.638,1.006,0.190,-0.000,0.002,0.439,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.383,0.000,0.000,--,--,--,-0.003,0.000,1.686,-0.014,0.000,2.276,0.000,-0.014,-0.000,1.000,-0.000,-1.657,-0.000,0.000,-1.612,-0.000,True,False,0.192,1.644,1.636,0.173,-0.000,-0.105,0.393,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.403,0.000,0.000,--,--,--,-0.003,0.000,1.731,-0.027,0.000,2.232,0.000,-0.037,-0.000,0.999,-0.000,-2.988,-0.000,0.000,-4.277,-0.000,True,False,0.147,3.380,0.319,0.158,-0.000,-0.339,0.351,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.424,0.000,0.000,--,--,--,-0.004,0.000,1.775,-0.049,0.000,2.177,0.000,-0.076,-0.000,0.997,0.000,-4.634,0.000,0.000,-8.662,-0.000,True,False,0.144,4.885,4.058,0.142,-0.000,-0.833,0.305,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.443,0.000,0.000,--,--,--,-0.005,0.000,1.818,-0.084,0.000,2.112,0.000,-0.131,-0.000,0.991,0.000,-6.561,0.000,0.000,-15.107,-0.000,True,False,0.246,5.656,-0.049,0.129,-0.000,-1.638,0.262,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.463,0.000,0.000,--,--,--,-0.008,0.000,1.859,-0.133,-0.000,2.033,0.000,-0.207,-0.000,0.978,-0.000,-8.730,-0.000,0.000,-23.909,-0.000,True,False,0.215,8.246,-4.468,0.118,-0.000,-2.892,0.222,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.483,0.000,0.000,--,--,--,-0.011,0.000,1.899,-0.199,-0.000,1.936,0.000,-0.303,-0.000,0.953,-0.000,-11.110,-0.000,0.000,-35.326,-0.000,True,False,0.080,9.362,9.451,0.112,0.000,-4.614,0.186,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.504,0.000,0.000,--,--,--,-0.016,0.000,1.936,-0.280,0.000,1.815,0.000,-0.419,-0.000,0.908,0.000,-13.673,0.000,0.000,-49.582,-0.000,True,False,0.128,4.215,-9.347,0.113,0.000,-7.052,0.151,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.524,0.000,0.000,--,--,--,-0.022,0.000,1.971,-0.370,0.000,1.663,0.000,-0.551,-0.000,0.835,0.000,-16.393,0.000,0.000,-66.872,-0.000,True,False,0.115,1.524,2.227,0.130,-0.000,-10.184,0.118,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.543,0.000,0.000,--,--,--,-0.031,0.000,2.002,-0.459,-0.000,1.477,0.000,-0.691,-0.000,0.723,-0.000,-19.246,-0.000,0.000,-87.361,-0.000,True,False,0.242,-0.621,-0.167,0.204,-0.000,-12.895,0.093,0.000,0.000,-11.222,0.000,8.799,0.000,0.000,8.799,43950,0,0,43950,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.563,0.000,0.000,--,--,--,-0.041,0.000,2.030,-0.532,0.000,1.258,-0.000,-0.825,-0.000,0.565,-0.000,-22.139,-0.000,-0.000,-111.171,-0.000,True,True,0.000,0.173,-0.054,5.524,-0.348,-14.550,0.071,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.584,0.000,0.000,--,--,--,-0.052,0.001,2.048,-0.620,0.063,0.599,-0.017,-0.855,-0.002,0.518,-2.293,17.649,-0.068,-1.206,-117.614,1.511,True,True,0.000,-0.048,0.023,0.251,-0.329,-0.564,0.057,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.603,0.000,0.000,--,--,--,-0.055,0.003,2.040,-0.067,0.023,-0.603,-0.002,-0.749,-0.004,0.663,0.963,26.789,1.483,-0.515,-96.944,-0.081,True,True,0.000,0.091,0.204,nan,0.146,4.249,0.062,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.624,0.000,0.000,--,--,--,-0.052,0.002,2.035,0.208,-0.037,-0.001,0.000,-0.722,-0.006,0.692,-0.075,-19.458,-1.819,-0.445,-92.403,-0.503,True,True,0.518,-0.276,-0.092,nan,0.183,3.651,0.066,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.643,0.000,0.000,--,--,--,-0.045,0.001,2.036,0.390,-0.041,-0.039,-0.019,-0.857,-0.001,0.514,-2.482,-17.239,-1.038,-1.227,-118.047,1.743,True,True,10.000,0.105,-0.060,nan,0.451,6.687,0.070,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.663,0.000,0.000,--,--,--,-0.038,0.000,2.029,0.339,-0.057,-0.634,-0.038,-0.861,0.005,0.507,0.220,13.903,-2.181,-1.724,-118.993,3.983,True,True,0.000,-0.080,0.079,nan,-0.156,7.149,0.078,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.683,0.000,0.000,--,--,--,-0.029,-0.001,2.020,0.468,-0.033,-0.254,-0.046,-0.821,-0.007,0.570,0.178,-6.799,0.335,-3.669,-110.354,3.804,True,True,0.000,-0.235,-0.052,nan,-0.163,5.580,0.086,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.703,0.000,0.000,--,--,--,-0.019,-0.001,2.019,0.537,0.020,0.067,-0.032,-0.912,0.002,0.409,-1.045,-22.781,2.679,-1.281,-131.701,3.430,True,True,1.572,0.388,-0.045,nan,-0.405,6.898,0.089,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.724,0.000,0.000,--,--,--,-0.007,-0.000,2.018,0.673,0.012,-0.277,-0.013,-0.955,0.006,0.297,0.443,0.914,1.926,0.275,-145.433,1.594,True,True,10.000,0.069,-0.026,nan,-0.112,7.500,0.093,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.743,0.000,0.000,--,--,--,0.007,-0.001,2.012,0.679,-0.015,-0.129,0.004,-0.938,0.013,0.346,-0.428,0.515,1.070,1.493,-139.452,0.095,True,True,0.000,-0.054,0.045,nan,0.368,5.897,0.097,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.764,0.000,0.000,--,--,--,0.018,-0.001,2.014,0.460,-0.018,0.232,0.000,-0.971,0.015,0.238,0.170,-20.031,-0.998,1.699,-152.411,0.362,True,True,10.000,0.006,-0.026,nan,0.231,5.835,0.096,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.784,0.000,0.000,--,--,--,0.028,-0.002,2.019,0.545,-0.057,0.148,-0.015,-0.996,0.012,0.085,0.352,-7.152,-1.515,1.219,-170.209,1.776,True,True,10.000,0.007,-0.010,nan,0.366,6.396,0.092,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.803,0.000,0.000,--,--,--,0.040,-0.003,2.021,0.576,-0.050,0.066,-0.029,-0.994,0.003,0.104,1.049,4.477,-1.388,0.052,-168.091,3.355,True,True,10.000,-0.010,-0.033,nan,-0.001,5.201,0.091,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.824,0.000,0.000,--,--,--,0.048,-0.003,2.024,0.245,-0.009,0.225,-0.036,-0.997,-0.002,0.075,-0.840,-11.326,-0.008,-0.510,-171.344,4.073,True,True,10.000,0.017,-0.013,nan,-0.085,3.805,0.087,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.844,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.014,0.022,-0.004,-0.029,-1.000,0.004,-0.010,-0.603,0.737,1.043,0.499,178.871,3.374,True,True,10.000,-0.011,-0.006,nan,-0.169,0.198,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.863,0.000,0.000,--,--,--,0.050,-0.003,2.027,-0.009,-0.022,-0.004,-0.027,-1.000,0.004,-0.002,0.599,-0.349,-0.681,0.435,179.716,3.117,True,True,0.000,-0.375,-0.415,nan,0.185,-0.118,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.883,0.000,0.000,--,--,--,0.050,-0.003,2.027,-0.012,0.011,-0.004,-0.034,-0.999,0.002,-0.007,-0.376,-0.189,-0.010,0.289,179.153,3.838,True,True,10.000,0.535,0.050,nan,-0.104,-0.049,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.904,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.021,-0.001,-0.004,-0.028,-1.000,0.005,-0.004,0.086,0.483,0.555,0.556,179.531,3.182,True,True,10.000,-0.422,0.128,nan,0.022,0.149,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.924,0.000,0.000,--,--,--,0.050,-0.003,2.027,-0.018,-0.006,-0.004,-0.030,-1.000,0.003,-0.004,0.101,-0.481,-0.651,0.313,179.478,3.394,True,True,0.000,0.369,-0.284,nan,0.033,-0.147,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.943,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.008,0.007,-0.004,-0.032,-0.999,0.004,-0.006,-0.181,0.269,0.345,0.451,179.286,3.661,True,True,10.000,-0.021,0.306,nan,-0.058,0.090,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.964,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.003,-0.006,-0.004,-0.028,-1.000,0.004,-0.004,0.151,0.002,0.112,0.426,179.575,3.172,True,True,0.000,-0.327,-0.108,nan,0.048,-0.003,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,20.983,0.000,0.000,--,--,--,0.050,-0.003,2.027,-0.008,0.002,-0.004,-0.031,-0.999,0.003,-0.006,-0.090,-0.185,-0.404,0.377,179.350,3.547,True,True,0.000,0.382,-0.023,nan,-0.021,-0.044,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,21.003,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.009,0.000,-0.004,-0.030,-1.000,0.004,-0.005,0.012,0.236,0.406,0.447,179.438,3.486,True,True,10.000,-0.318,0.085,nan,0.001,0.074,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,21.024,0.000,0.000,--,--,--,0.050,-0.003,2.027,-0.005,-0.002,-0.004,-0.028,-1.000,0.003,-0.004,0.023,-0.163,-0.159,0.390,179.488,3.259,True,True,0.000,0.089,-0.090,nan,0.012,-0.054,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,21.043,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.001,0.001,-0.004,-0.031,-0.999,0.003,-0.005,-0.041,0.047,-0.125,0.420,179.369,3.583,True,True,10.000,0.120,0.044,nan,-0.010,0.023,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,0,21.063,0.000,0.000,--,--,--,0.050,-0.003,2.027,0.003,-0.001,-0.004,-0.029,-1.000,0.003,-0.004,0.024,0.058,0.287,0.414,179.487,3.373,True,True,0.000,-0.207,-0.006,nan,0.010,0.012,0.085,0.000,0.000,-11.222,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--

2,0,--,8,--,[2.498 5.875],[0.236 0.937],[0.253 5.611],--,--,--,0.000,0.000,2.500,--,--,--,--,--,--,--,--,--,--,205.24,[0.105 -199.298 -199.690],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Rollout Completed: Impact Timeout
2,0,20.322,0.000,0.000,--,--,--,-0.002,0.000,1.546,-0.006,0.000,2.352,0.000,0.002,-0.000,1.000,-0.000,-0.035,0.000,0.000,0.252,-0.000,True,--,--,--,--,0.221,0.072,0.279,0.532,0.000,0.000,-5.611,0.000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Flip Data
2,0,20.559,--,--,--,--,--,-0.035,0.000,2.017,-0.499,0.000,1.371,0.000,-0.760,-0.000,0.650,-0.000,-20.717,0.000,0.000,-98.849,-0.000,True,True,--,--,--,4,1,1,1,1,--,1.455,9.734,11.369,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Impact Data

2,1,21.163,0.000,0.000,--,--,--,-0.000,-0.000,0.359,-0.001,-0.000,-0.429,0.000,-0.003,-0.000,1.000,0.004,-0.062,-0.001,0.038,-0.352,-0.011,False,False,0.000,0.096,0.101,nan,0.000,0.003,1.731,0.486,-0.010,0.135,0.002,12.282,12.478,12.508,12.282,52031,52432,52493,52031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,--
2,1,21.184,0.000,0.000,--,--,--,-0.000,-0.000,0.350,-0.002,-0.000,-0.435,0.000,-0.003,-0.000,1.000,0.010,0.001,-0.001,0.033,-0.382,-0.012,False,False,0.000,0.016,-0.007,nan,0.000,0.003,1.740,0.488,-0.020,0.032,0.002,12.394,12.431,12.476,12.412,52261,52337,52428,52297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,--
2,1,21.204,0.000,0.000,--,--,--,-0.000,-0.000,0.341,-0.004,-0.000,-0.421,0.000,-0.003,-0.000,1.000,-0.010,0.061,-0.001,0.032,-0.343,-0.012,False,False,0.382,0.042,-4.191,0.591,0.000,-0.000,1.480,1.357,0.015,-0.076,0.001,13.576,13.447,13.434,13.543,54602,54352,54327,54538,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.224,0.000,0.000,--,--,--,0.000,0.000,0.648,0.000,-0.000,2.529,0.000,0.000,0.000,1.000,-0.004,0.029,0.000,0.001,0.017,0.000,False,False,0.598,-0.025,-0.209,0.565,-0.000,0.000,1.433,0.323,0.007,-0.052,-0.000,8.282,8.203,8.189,8.272,42537,42316,42277,42511,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.243,0.000,0.000,--,--,--,0.000,0.000,0.699,0.000,0.000,2.556,-0.000,0.001,0.000,1.000,0.001,0.047,0.001,-0.000,0.062,0.001,False,False,0.563,-0.053,0.116,0.540,0.000,0.002,1.382,0.312,-0.001,-0.087,-0.001,8.026,7.896,7.893,8.034,41812,41434,41424,41835,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.264,0.000,0.000,--,--,--,0.000,0.000,0.750,0.001,0.000,2.576,-0.000,0.001,0.000,1.000,-0.002,0.059,0.001,-0.003,0.125,0.002,False,False,0.521,-0.070,0.395,0.515,0.000,0.004,1.328,0.304,0.003,-0.113,-0.001,7.834,7.666,7.652,7.837,41250,40750,40708,41261,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.283,0.000,0.000,--,--,--,0.000,0.000,0.802,0.001,0.000,2.589,-0.000,0.002,0.000,1.000,-0.003,0.060,0.001,-0.005,0.193,0.003,False,False,0.496,-0.067,0.043,0.492,0.000,0.006,1.276,0.298,0.005,-0.121,-0.001,7.687,7.508,7.489,7.689,40813,40270,40212,40821,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.304,0.000,0.000,--,--,--,0.000,0.000,0.854,0.002,0.000,2.596,-0.000,0.002,0.000,1.000,-0.001,0.049,0.001,-0.006,0.256,0.005,False,False,0.492,-0.052,-0.199,0.473,0.000,0.008,1.227,0.294,0.001,-0.111,-0.001,7.571,7.408,7.394,7.580,40462,39963,39919,40492,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.324,0.000,0.000,--,--,--,0.000,0.000,0.905,0.003,0.000,2.596,-0.000,0.003,0.000,1.000,-0.000,0.031,0.001,-0.007,0.302,0.006,False,False,0.482,-0.037,-0.468,0.453,0.000,0.009,1.175,0.292,0.002,-0.088,-0.001,7.501,7.376,7.361,7.511,40250,39862,39816,40280,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.343,0.000,0.000,--,--,--,0.000,0.000,0.957,0.004,0.000,2.592,-0.000,0.003,0.000,1.000,-0.000,0.007,0.001,-0.008,0.323,0.007,False,False,0.452,-0.016,0.076,0.433,0.000,0.009,1.120,0.292,0.001,-0.053,-0.001,7.472,7.401,7.387,7.481,40159,39941,39897,40189,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.363,0.000,0.000,--,--,--,0.000,0.000,1.009,0.005,0.000,2.582,-0.000,0.003,0.000,1.000,0.001,-0.020,0.001,-0.007,0.315,0.008,False,False,0.418,0.018,0.310,0.415,0.000,0.009,1.071,0.293,-0.001,-0.011,-0.001,7.472,7.466,7.456,7.484,40161,40141,40112,40198,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.384,0.000,0.000,--,--,--,0.000,0.000,1.061,0.006,0.000,2.569,-0.000,0.002,0.000,1.000,0.002,-0.045,0.001,-0.006,0.276,0.009,False,False,0.394,0.056,0.330,0.396,0.000,0.007,1.017,0.296,-0.002,0.031,-0.001,7.502,7.559,7.552,7.513,40251,40425,40406,40287,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.403,0.000,0.000,--,--,--,0.001,0.000,1.112,0.006,0.000,2.552,-0.000,0.002,0.000,1.000,0.002,-0.065,0.000,-0.004,0.212,0.010,False,False,0.393,0.079,-0.458,0.379,0.000,0.003,0.966,0.299,-0.002,0.067,-0.001,7.575,7.686,7.683,7.585,40476,40812,40802,40506,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.424,0.000,0.000,--,--,--,0.001,0.000,1.163,0.007,0.000,2.532,-0.000,0.001,0.000,1.000,0.002,-0.078,-0.000,-0.001,0.128,0.010,False,False,0.389,0.085,-0.948,0.362,-0.000,-0.001,0.915,0.304,-0.003,0.093,-0.001,7.667,7.817,7.817,7.676,40754,41200,41201,40780,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.443,0.000,0.000,--,--,--,0.001,0.000,1.213,0.007,0.000,2.510,0.000,0.000,0.000,1.000,0.002,-0.082,-0.000,0.001,0.035,0.010,False,False,0.363,0.093,0.069,0.345,-0.000,-0.006,0.865,0.309,-0.003,0.105,-0.000,7.798,7.965,7.968,7.804,41146,41634,41643,41164,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.463,0.000,0.000,--,--,--,0.001,0.000,1.263,0.007,0.000,2.487,0.000,-0.000,0.000,1.000,0.002,-0.077,-0.001,0.003,-0.057,0.009,False,False,0.346,0.086,-0.565,0.328,-0.000,-0.012,0.815,0.316,-0.002,0.103,0.000,7.975,8.135,8.140,7.977,41663,42124,42138,41670,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.483,0.000,0.000,--,--,--,0.001,0.000,1.312,0.007,0.000,2.462,0.000,-0.001,0.000,1.000,0.001,-0.063,-0.001,0.005,-0.137,0.008,False,False,0.291,0.076,0.439,0.312,-0.000,-0.016,0.768,0.325,-0.002,0.087,0.000,8.206,8.339,8.345,8.205,42324,42698,42716,42321,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.503,0.000,0.000,--,--,--,0.001,0.000,1.361,0.006,0.000,2.438,0.000,-0.002,0.000,1.000,0.000,-0.042,-0.001,0.005,-0.198,0.007,False,False,0.299,0.035,-0.364,0.295,-0.000,-0.021,0.717,0.333,-0.001,0.058,0.001,8.450,8.535,8.541,8.445,43005,43238,43255,42992,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
2,1,21.524,0.000,0.000,--,--,--,0.001,0.000,1.410,0.006,0.000,2.414,0.000,-0.002,0.000,1.000,-0.000,-0.014,-0.001,0.005,-0.229,0.006,False,False,0.299,0.004,-0.137,0.277,-0.000,-0.023,0.668,0.342,0.001,0.015,0.001,8.696,8.714,8.719,8.689,43674,43722,43735,43654,0.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,4.000,--
