V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
1.5,10,0,0,--,4,False,True,False,--,0.505,-99.629,1.5,10.0,1.5,10.0,0.158,0.983,5.77,0.041,0.256,--,-142.466,142.466,-20.066,0.398,-0.472,nan,nan,nan,nan,--,0.921,[0.999 0.96  0.907 0.944 0.691 0.928 1.   ],[ 0.502 -0.998  0.007  0.445],[-100    0],--,1,0,0,0,0,0
1.5,10,0,1,--,4,False,True,False,--,0.507,-99.939,1.5,10.0,1.5,10.0,0.159,0.984,5.763,0.041,0.256,--,-141.867,141.867,-20.049,0.398,-0.457,nan,nan,nan,nan,--,0.92,[0.998 0.954 0.91  0.95  0.696 0.919 1.   ],[ 0.502 -0.998  0.007  0.451],[-100    0],--,1,0,0,0,0,0
1.5,10,0,2,--,4,False,True,False,--,0.502,-99.918,1.5,10.0,1.5,10.0,0.156,0.981,5.781,0.041,0.256,--,-143.023,143.023,-20.07,0.404,-0.482,nan,nan,nan,nan,--,0.921,[1.    0.969 0.904 0.941 0.687 0.936 1.   ],[ 0.503 -0.998  0.007  0.434],[-100    0],--,1,0,0,0,0,0
1.5,10,0,3,--,0,False,False,False,--,0.513,-99.898,1.5,10.0,1.5,10.0,0.161,0.985,5.756,0.042,0.257,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.108,[0.99  0.948 0.    0.    0.    0.    0.   ],[ 0.501 -0.999  0.007  0.459],[-100    0],--,0,0,0,0,1,0
1.5,10,0,4,--,4,False,True,False,--,0.501,-99.888,1.5,10.0,1.5,10.0,0.144,0.969,5.854,0.038,0.252,--,-146.074,146.074,-20.096,0.428,-0.546,nan,nan,nan,nan,--,0.917,[0.998 1.    0.856 0.919 0.662 0.983 1.   ],[ 0.507 -0.997  0.006  0.369],[-100    0],--,1,0,0,0,0,0
1.5,15,0,0,--,4,False,True,False,--,0.507,-99.958,1.5,15.0,1.5,15.0,0.166,0.719,5.192,0.064,0.279,--,-142.709,142.709,-20.046,0.408,-0.392,nan,nan,nan,nan,--,0.933,[0.999 0.925 0.96  0.965 0.689 0.931 1.   ],[ 0.503 -0.999  0.006  0.462],[-100    0],--,1,0,0,0,0,0
1.5,15,0,1,--,4,False,True,False,--,0.509,-99.872,1.5,15.0,1.5,15.0,0.151,0.704,5.299,0.059,0.273,--,-142.413,142.413,-20.081,0.427,-0.422,nan,nan,nan,nan,--,0.912,[1.    0.995 0.85  0.963 0.691 0.927 1.   ],[ 0.508 -0.998  0.006  0.383],[-100    0],--,1,0,0,0,0,0
1.5,15,0,2,--,4,False,True,False,--,0.504,-99.967,1.5,15.0,1.5,15.0,0.164,0.718,5.2,0.064,0.279,--,-145.894,145.894,-20.154,0.418,-0.447,nan,nan,nan,nan,--,0.946,[0.997 0.93  0.992 0.942 0.663 0.98  1.   ],[ 0.504 -0.999  0.006  0.456],[-100    0],--,1,0,0,0,0,0
1.5,15,0,3,--,4,False,True,False,--,0.505,-99.67,1.5,15.0,1.5,15.0,0.161,0.714,5.228,0.062,0.277,--,-142.259,142.259,-20.052,0.41,-0.398,nan,nan,nan,nan,--,0.923,[0.999 0.949 0.915 0.965 0.693 0.925 1.   ],[ 0.505 -0.999  0.006  0.433],[-100    0],--,1,0,0,0,0,0
1.5,15,0,4,--,4,False,True,False,--,0.503,-99.962,1.5,15.0,1.5,15.0,0.156,0.709,5.263,0.06,0.275,--,-140.22,140.22,-19.984,0.419,-0.374,nan,nan,nan,nan,--,0.908,[0.999 0.971 0.857 0.978 0.709 0.893 1.   ],[ 0.506 -0.998  0.006  0.407],[-100    0],--,1,0,0,0,0,0
