V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
1.5,10,0,0,--,4,False,True,False,--,0.552,-96.248,1.5,10.0,1.5,10.0,0.305,1.318,4.302,0.08,0.343,--,-142.016,142.016,-19.676,0.19,-0.211,nan,nan,nan,nan,--,0.931,[0.999 0.46  1.    0.956 0.701 0.97  1.   ],[ 0.552 -0.924  0.     0.003],[-100    0],--,1,0,0,0,0,0
1.5,10,0,1,--,4,False,True,False,--,0.556,-96.182,1.5,10.0,1.5,10.0,0.305,1.318,4.304,0.079,0.343,--,-139.634,139.634,-19.616,0.178,-0.161,nan,nan,nan,nan,--,0.933,[0.998 0.462 1.    0.981 0.72  0.936 1.   ],[ 0.556 -0.923  0.     0.003],[-100    0],--,1,0,0,0,0,0
1.5,10,0,2,--,4,False,True,False,--,0.566,-96.036,1.5,10.0,1.5,10.0,0.303,1.316,4.309,0.079,0.343,--,-138.452,138.452,-19.577,0.169,-0.135,nan,nan,nan,nan,--,0.933,[0.998 0.465 1.    0.99  0.729 0.92  1.   ],[ 0.566 -0.921  0.     0.003],[-100    0],--,1,0,0,0,0,0
1.5,10,0,3,--,4,False,True,False,--,0.547,-96.296,1.5,10.0,1.5,10.0,0.306,1.319,4.3,0.08,0.344,--,-137.757,137.757,-19.611,0.162,-0.118,nan,nan,nan,nan,--,0.933,[0.999 0.459 1.    0.995 0.735 0.91  1.   ],[ 0.547 -0.926  0.     0.003],[-100    0],--,1,0,0,0,0,0
1.5,10,0,4,--,4,False,True,False,--,0.565,-96.03,1.5,10.0,1.5,10.0,0.303,1.316,4.308,0.079,0.343,--,-137.431,137.431,-19.562,0.162,-0.115,nan,nan,nan,nan,--,0.933,[0.998 0.465 1.    0.996 0.737 0.906 1.   ],[ 0.565 -0.921  0.     0.003],[-100    0],--,1,0,0,0,0,0
1.5,15,0,0,--,4,False,True,False,--,0.526,-98.1,1.5,15.0,1.5,15.0,0.319,0.999,3.737,0.124,0.388,--,-144.892,144.892,-19.935,0.123,-0.05,nan,nan,nan,nan,--,0.919,[0.999 0.429 0.881 1.    0.678 0.995 1.   ],[ 0.526 -0.962  0.     0.005],[-100    0],--,1,0,0,0,0,0
1.5,15,0,1,--,4,False,True,False,--,0.542,-98.04,1.5,15.0,1.5,15.0,0.317,0.997,3.745,0.123,0.387,--,-144.618,144.618,-19.907,0.131,-0.053,nan,nan,nan,nan,--,0.923,[0.999 0.434 0.904 1.    0.68  0.997 1.   ],[ 0.541 -0.96   0.     0.005],[-100    0],--,1,0,0,0,0,0
1.5,15,0,2,--,4,False,True,False,--,0.545,-97.958,1.5,15.0,1.5,15.0,0.316,0.996,3.747,0.123,0.387,--,-145.671,145.671,-19.913,0.133,-0.069,nan,nan,nan,nan,--,0.918,[0.999 0.435 0.89  0.996 0.671 0.99  1.   ],[ 0.545 -0.959  0.     0.005],[-100    0],--,1,0,0,0,0,0
1.5,15,0,3,--,4,False,True,False,--,0.54,-98.021,1.5,15.0,1.5,15.0,0.317,0.997,3.744,0.123,0.387,--,-145.751,145.751,-19.925,0.135,-0.073,nan,nan,nan,nan,--,0.916,[0.998 0.434 0.884 0.994 0.671 0.989 1.   ],[ 0.54  -0.96   0.     0.005],[-100    0],--,1,0,0,0,0,0
1.5,15,0,4,--,4,False,True,False,--,0.559,-97.868,1.5,15.0,1.5,15.0,0.314,0.994,3.755,0.122,0.386,--,-145.448,145.448,-19.888,0.139,-0.072,nan,nan,nan,nan,--,0.922,[0.999 0.44  0.91  0.996 0.673 0.991 1.   ],[ 0.559 -0.957  0.     0.005],[-100    0],--,1,0,0,0,0,0
1.5,20,0,0,--,4,False,True,False,--,0.543,-97.931,1.5,20.0,1.5,20.0,0.312,0.826,3.326,0.16,0.424,--,-149.011,149.011,-19.96,0.09,0.022,nan,nan,nan,nan,--,0.896,[1.    0.446 0.869 0.933 0.644 0.966 1.   ],[ 0.543 -0.959  0.     0.006],[-100    0],--,1,0,0,0,0,0
1.5,20,0,1,--,4,False,True,False,--,0.535,-98.031,1.5,20.0,1.5,20.0,0.313,0.827,3.321,0.161,0.424,--,-150.328,150.328,-19.999,0.091,0.004,nan,nan,nan,nan,--,0.895,[0.999 0.443 0.837 0.976 0.633 0.957 1.   ],[ 0.535 -0.96   0.     0.006],[-100    0],--,1,0,0,0,0,0
1.5,20,0,2,--,4,False,True,False,--,0.522,-98.152,1.5,20.0,1.5,20.0,0.315,0.83,3.312,0.162,0.426,--,-150.513,150.513,-20.024,0.087,0.007,nan,nan,nan,nan,--,0.89,[0.999 0.438 0.819 0.971 0.631 0.956 1.   ],[ 0.523 -0.964  0.     0.006],[-100    0],--,1,0,0,0,0,0
1.5,20,0,3,--,4,False,True,False,--,0.522,-98.23,1.5,20.0,1.5,20.0,0.315,0.83,3.311,0.162,0.426,--,-153.979,153.979,-20.081,0.099,-0.047,nan,nan,nan,nan,--,0.875,[1.    0.437 0.763 0.985 0.602 0.932 1.   ],[ 0.522 -0.964  0.     0.006],[-100    0],--,1,0,0,0,0,0
