Vel_d,Phi_d,Trial_num,--,Pad_Connections,Body_Contact,Vel_flip,Phi_flip,Tau_tr,Theta_x_tr,D_perp_tr,Eul_y_Impact,Policy_tr,Policy_action,Vx_tr,Vz_tr,reward,reward_vals,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
0.5,30,0,--,0,False,0.0,0.0,0.411,4.166,0.104,0.0,1.814,0.001,0,0,0.072,[0.033 0.039 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,1,--,0,False,0.0,0.0,0.399,4.304,0.101,0.0,1.816,0.004,0,0,0.074,[0.033 0.041 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,2,--,0,False,0.0,0.0,0.413,4.18,0.104,0.0,3.8,0.0,0,0,0.071,[0.033 0.038 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,3,--,0,False,0.0,0.0,0.331,5.199,0.083,0.0,2.049,0.051,0,0,0.083,[0.033 0.05  0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,4,--,0,False,0.0,0.0,0.43,3.978,0.109,0.0,3.8,0.0,0,0,0.07,[0.033 0.036 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,5,--,0,False,0.0,0.0,0.412,4.199,0.103,0.0,1.743,0.0,0,0,0.072,[0.033 0.038 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,6,--,0,False,0.0,0.0,0.41,4.186,0.103,0.0,2.321,0.001,0,0,0.072,[0.033 0.038 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,7,--,0,False,0.0,0.0,0.387,4.441,0.097,0.0,2.154,0.004,0,0,0.075,[0.033 0.042 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,8,--,0,False,0.0,0.0,0.409,4.206,0.103,0.0,3.152,0.001,0,0,0.072,[0.033 0.039 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,9,--,0,False,0.0,0.0,0.425,4.047,0.107,0.0,3.8,0.0,0,0,0.071,[0.033 0.037 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,10,--,0,False,0.0,0.0,0.359,4.785,0.091,0.0,2.968,0.017,0,0,0.079,[0.033 0.046 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,11,--,0,False,0.0,0.0,0.396,4.323,0.1,0.0,3.8,0.004,0,0,0.074,[0.033 0.041 0.    0.    0.   ],--,0,0,0,0,1,0
0.5,30,12,--,0,False,0.0,0.0,0.408,4.201,0.103,0.0,3.8,0.0,0,0,0.073,[0.033 0.039 0.    0.    0.   ],--,0,0,0,0,1,0
