Vel_d,Phi_d,Trial_num,LR_4Leg,Vel_flip,Phi_flip,Tau_flip_mean,OFy_flip_mean,D_ceil_flip_mean,My_mean,Vz_flip_mean,Vx_flip_mean,Mu,Sigma
1.9,48.75,0,0.06,1.969,48.108,0.206,-4.317,0.301,-7.819,1.466,1.315,[2.172 7.94 ],[0.106 0.491]
1.9,48.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.61  9.108],[0.004 0.068]
1.9,48.75,2,0.06,1.866,46.39,0.218,-4.394,0.293,-8.638,1.351,1.287,[2.217 8.583],[0.007 0.076]
1.9,52.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.228 2.646],[0.041 1.11 ]
1.9,52.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.023 6.541],[0.009 0.452]
1.9,52.5,2,0.06,1.954,52.591,0.209,-3.652,0.323,-8.43,1.552,1.187,[2.141 8.472],[0.017 0.034]
1.9,56.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.785 6.546],[0.037 0.041]
1.9,56.25,1,0.0,1.839,53.535,0.172,-4.394,0.251,-7.714,1.479,1.093,[1.759 7.578],[0.023 0.315]
1.9,56.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.196 6.808],[0.034 0.016]
1.9,60.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.09  8.258],[0.001 0.359]
1.9,60.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.191 6.127],[0.024 0.046]
1.9,60.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.235 5.81 ],[0.013 0.185]
1.9,63.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.129 7.698],[0.    0.137]
1.9,63.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.204 7.388],[0.017 0.061]
1.9,63.75,2,0.0,1.844,61.419,0.175,-3.192,0.281,-9.205,1.619,0.882,[1.773 9.205],[0.    0.023]
1.9,67.5,0,0.17,1.311,67.858,0.157,-1.136,0.286,-4.484,1.214,0.494,[2.338 4.521],[0.038 0.049]
1.9,67.5,1,0.0,1.81,65.7,0.147,-3.121,0.242,-4.022,1.65,0.745,[1.526 4.021],[0.014 0.004]
1.9,67.5,2,0.0,1.87,65.079,0.22,-2.167,0.371,-4.442,1.696,0.788,[2.28  4.431],[0.014 0.046]
1.9,71.25,0,0.0,1.846,69.611,0.218,-1.704,0.378,-6.059,1.73,0.643,[2.256 6.038],[0.012 0.047]
1.9,71.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.194 7.809],[0.005 0.048]
1.9,71.25,2,0.06,1.954,71.064,0.217,-1.562,0.401,-8.06,1.848,0.634,[2.233 7.914],[0.027 0.072]
1.9,75.0,0,0.0,1.798,73.691,0.134,-2.21,0.232,-7.696,1.726,0.505,[1.373 7.676],[0.003 0.084]
1.9,75.0,1,0.0,1.826,73.848,0.21,-1.405,0.367,-5.504,1.754,0.508,[2.195 5.491],[0.029 0.039]
1.9,75.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.121 7.821],[0.02  0.203]
1.9,78.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.236 7.833],[0.025 0.232]
1.9,78.75,1,0.06,1.901,78.59,0.209,-0.973,0.387,-8.501,1.863,0.376,[2.142 8.509],[0.013 0.013]
1.9,78.75,2,0.0,1.806,77.657,0.213,-1.041,0.375,-6.938,1.764,0.386,[2.186 6.945],[0.03  0.016]
1.9,82.5,0,0.06,1.923,82.468,0.211,-0.629,0.4,-8.309,1.906,0.252,[2.116 8.341],[0.001 0.052]
1.9,82.5,1,0.17,1.88,81.775,0.237,-0.596,0.441,-7.291,1.861,0.269,[2.395 6.944],[0.001 0.697]
1.9,82.5,2,0.06,0.925,82.045,0.103,-0.342,0.188,-7.824,0.916,0.128,[2.176 7.837],[0.046 0.032]
1.9,86.25,0,0.0,1.835,85.405,0.177,-0.484,0.323,-2.681,1.829,0.147,[1.823 2.67 ],[0.01  0.034]
1.9,86.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.957 4.442],[0.059 0.204]
1.9,86.25,2,0.17,1.9,86.168,0.216,-0.309,0.41,-8.893,1.896,0.127,[2.184 8.83 ],[0.004 0.052]
1.9,90.0,0,0.0,1.785,89.968,0.138,-0.004,0.246,-6.195,1.785,0.001,[1.423 6.18 ],[0.007 0.038]
1.9,90.0,2,0.06,1.938,89.793,0.215,-0.015,0.416,-8.754,1.938,0.007,[2.222 8.817],[0.003 0.548]
2.0,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.837 8.037],[0.052 0.062]
2.0,30.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.156 6.341],[0.002 0.032]
2.0,30.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.133 7.302],[0.012 0.01 ]
2.0,33.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.93  3.945],[0.047 0.038]
2.0,33.75,1,0.28,2.039,31.055,0.22,-7.76,0.226,-8.545,1.052,1.747,[2.253 8.55 ],[0.018 0.029]
2.0,33.75,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.957 4.505],[0.009 0.067]
2.0,37.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.01  6.105],[0.047 0.084]
2.0,37.5,1,0.28,2.013,34.558,0.218,-6.896,0.242,-9.022,1.142,1.658,[2.241 9.013],[0.017 0.085]
2.0,37.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.876 7.416],[0.002 0.443]
2.0,41.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.867 6.492],[0.024 0.133]
2.0,41.25,1,0.33,2.035,39.258,0.214,-5.832,0.271,-8.435,1.288,1.576,[2.18  8.458],[0.012 0.319]
2.0,41.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.14  5.297],[0.025 0.041]
2.0,45.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.912 4.789],[0.    0.037]
2.0,45.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.879 3.029],[0.001 0.028]
2.0,45.0,2,0.22,1.977,42.233,0.222,-5.028,0.292,-5.791,1.329,1.464,[2.248 5.807],[0.012 0.026]
2.0,48.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.035 3.455],[0.021 0.128]
2.0,48.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.164 3.99 ],[0.001 0.05 ]
2.0,48.75,2,0.0,1.979,46.228,0.204,-4.78,0.289,-8.205,1.429,1.369,[2.066 8.25 ],[0.004 0.091]
2.0,52.5,0,0.0,1.949,49.788,0.17,-5.087,0.25,-7.144,1.488,1.258,[1.76  6.604],[0.009 0.331]
2.0,52.5,1,0.0,1.972,49.566,0.188,-4.684,0.277,-5.533,1.501,1.279,[1.941 5.546],[0.003 0.124]
2.0,52.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.294 3.406],[0.014 0.161]
2.0,56.25,0,0.06,2.056,56.063,0.22,-2.998,0.377,-7.508,1.706,1.148,[2.218 7.353],[0.01  0.275]
2.0,56.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.179 3.599],[0.002 0.302]
2.0,56.25,2,0.06,2.067,56.002,0.206,-3.263,0.352,-8.899,1.714,1.156,[2.12  8.962],[0.007 0.041]
2.0,60.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.301 3.942],[0.087 0.188]
2.0,60.0,1,0.06,2.116,60.309,0.223,-2.442,0.414,-6.238,1.838,1.048,[2.272 6.272],[0.006 0.029]
2.0,60.0,2,0.06,2.064,60.031,0.22,-2.593,0.392,-6.851,1.788,1.031,[2.23  6.426],[0.001 0.292]
2.0,63.75,0,0.0,1.929,61.589,0.178,-3.112,0.301,-7.772,1.697,0.918,[1.845 7.739],[0.029 0.044]
2.0,63.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.18  7.232],[0.018 0.854]
2.0,63.75,2,0.0,1.962,60.979,0.198,-2.931,0.336,-8.023,1.716,0.952,[2.07  8.084],[0.031 0.044]
2.0,67.5,0,0.0,1.912,65.794,0.2,-2.262,0.349,-5.401,1.744,0.784,[2.054 5.168],[0.004 0.504]
2.0,67.5,1,0.0,1.898,65.136,0.21,-2.232,0.362,-6.298,1.722,0.798,[2.139 6.468],[0.034 0.357]
2.0,67.5,2,0.06,2.094,67.599,0.232,-1.713,0.45,-6.233,1.936,0.798,[2.293 6.181],[0.037 0.039]
2.0,71.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.127 7.806],[0.005 0.314]
2.0,71.25,1,0.0,1.928,69.882,0.222,-1.652,0.402,-5.049,1.81,0.663,[2.29  5.063],[0.003 0.203]
2.0,71.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.25  8.624],[0.034 0.03 ]
2.0,75.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.191 8.938],[0.044 0.006]
2.0,75.0,1,0.0,1.983,74.38,0.229,-1.207,0.438,-3.888,1.91,0.534,[2.344 4.543],[0.001 0.526]
2.0,75.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.266 7.09 ],[0.012 0.041]
2.0,78.75,0,0.0,1.902,77.739,0.182,-1.213,0.339,-4.136,1.859,0.404,[1.874 4.053],[0.002 0.196]
2.0,78.75,1,0.06,0.946,77.55,0.112,-0.492,0.206,-6.269,0.924,0.204,[2.288 6.272],[0.019 0.352]
2.0,78.75,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.278 5.663],[0.032 0.037]
2.0,82.5,0,0.0,1.923,81.415,0.202,-0.774,0.384,-6.143,1.901,0.287,[2.041 6.134],[0.035 0.014]
2.0,82.5,1,0.22,2.04,82.339,0.213,-0.626,0.431,-8.521,2.022,0.272,[2.158 8.457],[0.002 0.267]
2.0,82.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.279 6.408],[0.001 0.111]
2.0,86.25,0,0.0,1.885,85.953,0.128,-0.559,0.242,-2.883,1.88,0.133,[1.355 2.916],[0.014 0.048]
2.0,86.25,1,0.06,2.124,86.356,0.228,-0.272,0.482,-6.413,2.12,0.135,[2.338 6.307],[0.007 0.12 ]
2.0,86.25,2,0.06,1.957,86.163,0.235,-0.286,0.459,-3.488,1.953,0.131,[2.421 3.465],[0.004 0.122]
2.0,90.0,0,0.0,1.93,90.03,0.232,0.002,0.448,-3.618,1.93,-0.001,[2.415 3.645],[0.016 0.041]
2.0,90.0,1,0.11,2.025,89.972,0.222,-0.002,0.448,-7.754,2.025,0.001,[2.241 7.72 ],[0.001 0.036]
2.0,90.0,2,0.28,2.07,90.0,0.22,0.003,0.454,-7.863,2.07,-0.0,[2.25  7.869],[0.007 0.03 ]
2.1,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[0.778 2.7  ],[0.045 0.075]
2.1,30.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.163 3.461],[0.194 0.034]
2.1,30.0,2,0.11,2.122,26.903,0.224,-9.077,0.209,-6.714,0.96,1.892,[2.275 6.712],[0.013 0.042]
2.1,33.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.706 8.956],[0.002 0.019]
2.1,33.75,1,0.11,2.131,31.019,0.227,-7.63,0.24,-6.259,1.098,1.826,[2.326 6.253],[0.033 0.021]
2.1,33.75,2,0.0,2.087,30.879,0.218,-7.728,0.231,-6.298,1.071,1.791,[2.181 6.291],[0.002 0.047]
2.1,37.5,0,0.0,2.073,34.802,0.128,-11.442,0.149,-9.224,1.183,1.702,[1.319 9.032],[0.    0.158]
2.1,37.5,1,0.22,2.121,35.114,0.217,-6.664,0.261,-7.192,1.22,1.735,[2.177 7.187],[0.041 0.045]
2.1,37.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.101 4.195],[0.11  0.056]
2.1,41.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.904 5.103],[0.015 0.031]
2.1,41.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.993 4.663],[0.011 0.092]
2.1,41.25,2,0.22,2.106,38.987,0.22,-5.696,0.288,-6.889,1.325,1.637,[2.219 6.921],[0.002 0.047]
2.1,45.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.973 5.424],[0.    0.252]
2.1,45.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.859 6.968],[0.021 0.009]
2.1,45.0,2,0.17,2.135,44.601,0.212,-4.798,0.316,-8.284,1.499,1.52,[2.141 8.241],[0.028 0.575]
2.1,48.75,0,0.11,2.118,47.392,0.216,-4.272,0.336,-6.698,1.559,1.434,[2.202 6.722],[0.029 0.026]
2.1,48.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.099 6.248],[0.002 0.028]
2.1,48.75,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.043 1.9  ],[0.003 0.043]
2.1,52.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.144 6.652],[0.002 0.033]
2.1,52.5,1,0.06,2.204,53.135,0.212,-3.438,0.377,-6.257,1.763,1.322,[2.211 6.207],[0.02  0.048]
2.1,52.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.958 7.505],[0.01  0.014]
2.1,56.25,0,0.0,2.045,54.133,0.198,-3.76,0.324,-4.861,1.657,1.198,[2.048 4.891],[0.001 0.452]
2.1,56.25,1,0.11,2.13,55.541,0.219,-3.123,0.384,-6.71,1.756,1.205,[2.194 6.701],[0.031 0.027]
2.1,56.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.292 4.739],[0.043 0.033]
2.1,60.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.274 5.801],[0.033 0.043]
2.1,60.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.28  5.724],[0.005 0.09 ]
2.1,60.0,2,0.39,2.153,59.552,0.212,-2.755,0.393,-8.377,1.856,1.091,[2.153 8.373],[0.005 0.026]
2.1,63.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.28  3.966],[0.002 0.185]
2.1,63.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.369 3.769],[0.044 0.044]
2.1,63.75,2,0.11,2.176,63.647,0.222,-2.178,0.434,-6.7,1.95,0.966,[2.229 6.679],[0.018 0.411]
2.1,67.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.361 3.69 ],[0.046 0.027]
2.1,67.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.222 6.493],[0.016 0.147]
2.1,67.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.206 6.398],[0.005 0.026]
2.1,71.25,0,0.0,2.026,69.49,0.221,-1.688,0.419,-5.825,1.898,0.71,[2.267 5.705],[0.002 0.207]
2.1,71.25,1,0.06,2.167,71.214,0.24,-1.377,0.494,-7.397,2.052,0.698,[2.291 7.325],[0.074 0.179]
2.1,71.25,2,0.11,2.209,71.36,0.219,-1.514,0.458,-6.861,2.093,0.706,[2.214 6.946],[0.013 0.045]
2.1,75.0,0,0.06,2.173,74.902,0.218,-1.224,0.455,-7.778,2.098,0.566,[2.24  7.754],[0.035 0.04 ]
2.1,75.0,1,0.0,2.018,74.214,0.222,-1.274,0.431,-6.219,1.942,0.549,[2.314 6.291],[0.01  0.323]
2.1,75.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.372 5.947],[0.044 0.03 ]
2.1,78.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.719 3.467],[0.04 0.05]
2.1,78.75,1,0.06,2.112,78.504,0.24,-0.833,0.498,-4.17,2.07,0.421,[2.444 4.775],[0.031 0.313]
2.1,78.75,2,0.0,2.049,78.114,0.238,-0.881,0.477,-3.602,2.005,0.422,[2.439 4.08 ],[0.001 0.411]
2.1,82.5,0,0.17,2.042,82.092,0.24,-0.577,0.485,-3.956,2.023,0.281,[2.431 4.4  ],[0.019 0.594]
2.1,82.5,1,0.0,2.014,81.922,0.212,-0.681,0.422,-6.218,1.994,0.283,[2.154 5.959],[0.021 0.417]
2.1,82.5,2,0.0,2.037,81.615,0.229,-0.637,0.461,-5.081,2.015,0.297,[2.346 5.   ],[0.    0.117]
2.1,86.25,0,0.06,2.134,85.997,0.232,-0.294,0.494,-6.192,2.129,0.149,[2.401 5.722],[0.038 0.518]
2.1,86.25,1,0.56,2.117,86.154,0.217,-0.308,0.458,-8.823,2.112,0.142,[2.211 8.84 ],[0.002 0.169]
2.1,86.25,2,0.22,2.136,86.241,0.224,-0.293,0.477,-7.907,2.131,0.14,[2.313 7.886],[0.001 0.09 ]
2.1,90.0,0,0.44,1.867,89.939,0.201,-0.003,0.43,-7.668,1.867,0.002,[2.354 7.654],[0.008 0.058]
2.1,90.0,1,0.06,2.085,89.973,0.236,0.007,0.493,-4.627,2.085,0.001,[2.425 4.607],[0.026 0.042]
2.1,90.0,2,0.61,2.119,89.919,0.22,-0.006,0.467,-8.636,2.119,0.003,[2.257 8.637],[0.048 0.021]
2.2,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.044 4.389],[0.143 0.234]
2.2,30.0,1,0.5,2.213,27.294,0.22,-9.043,0.218,-9.178,1.015,1.967,[2.236 9.184],[0.012 0.062]
2.2,30.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.678 6.104],[0.011 0.044]
2.2,33.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.919 3.805],[0.02  0.337]
2.2,33.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.73  8.976],[0.021 0.96 ]
2.2,33.75,2,0.44,2.219,31.283,0.221,-7.528,0.252,-6.739,1.152,1.896,[2.272 6.734],[0.083 0.011]
2.2,37.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.756 7.506],[0.018 0.01 ]
2.2,37.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.884 5.547],[0.043 0.418]
2.2,37.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.877 3.745],[0.028 0.025]
2.2,41.25,0,0.22,2.243,40.208,0.197,-6.069,0.283,-9.263,1.448,1.713,[2.014 9.267],[0.001 0.027]
2.2,41.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.913 6.63 ],[0.056 0.238]
2.2,41.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.092 6.161],[0.001 0.596]
2.2,45.0,0,0.5,2.237,44.112,0.21,-4.908,0.326,-8.042,1.557,1.606,[2.146 8.029],[0.016 0.041]
2.2,45.0,1,0.28,2.19,43.205,0.216,-4.928,0.324,-6.829,1.499,1.596,[2.204 6.635],[0.009 0.905]
2.2,45.0,2,0.28,2.169,41.991,0.222,-5.093,0.318,-7.729,1.451,1.612,[2.252 7.738],[0.008 0.045]
2.2,48.75,0,0.0,2.164,46.928,0.162,-5.933,0.252,-7.755,1.581,1.478,[1.679 7.749],[0.004 0.037]
2.2,48.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.985 5.259],[0.004 0.356]
2.2,52.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.919 6.172],[0.008 0.047]
2.2,52.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.055 3.117],[0.026 0.013]
2.2,52.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.074 4.314],[0.045 0.028]
2.2,56.25,0,0.33,2.24,55.899,0.21,-3.219,0.388,-8.954,1.855,1.256,[2.119 8.94 ],[0.001 0.107]
2.2,56.25,1,0.28,2.243,55.701,0.226,-2.963,0.42,-5.594,1.853,1.264,[2.311 5.588],[0.016 0.025]
2.2,56.25,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.108 4.912],[0.005 0.124]
2.2,60.0,0,0.0,2.146,58.125,0.193,-3.288,0.35,-5.804,1.822,1.133,[1.956 6.417],[0.011 0.493]
2.2,60.0,1,0.11,2.283,60.224,0.213,-2.663,0.421,-7.741,1.982,1.134,[2.144 7.729],[0.033 0.026]
2.2,60.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.083 8.765],[0.018 0.213]
2.2,63.75,0,0.28,2.269,63.514,0.216,-2.276,0.439,-7.778,2.031,1.012,[2.196 7.768],[0.001 0.053]
2.2,63.75,1,0.17,2.253,63.765,0.21,-2.341,0.424,-8.792,2.021,0.996,[2.123 8.769],[0.002 0.087]
2.2,63.75,2,0.06,2.279,63.559,0.223,-2.179,0.456,-6.852,2.041,1.015,[2.307 6.036],[0.003 0.721]
2.2,67.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.304 6.364],[0.034 0.03 ]
2.2,67.5,1,0.11,2.242,67.359,0.207,-2.014,0.428,-8.67,2.069,0.863,[2.128 8.423],[0.    0.347]
2.2,67.5,2,0.06,2.269,67.537,0.211,-1.967,0.441,-7.516,2.097,0.867,[2.162 7.632],[0.007 0.156]
2.2,71.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.333 3.846],[0.031 0.008]
2.2,71.25,1,0.06,2.12,69.744,0.244,-1.488,0.487,-3.263,1.989,0.734,[2.458 3.275],[0.006 0.014]
2.2,71.25,2,0.0,2.098,69.837,0.126,-2.955,0.248,-6.104,1.969,0.723,[1.297 6.119],[0.016 0.089]
2.2,75.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.159 7.909],[0.017 0.048]
2.2,75.0,1,0.06,2.228,75.203,0.226,-1.17,0.486,-6.672,2.154,0.569,[2.343 6.63 ],[0.011 0.016]
2.2,75.0,2,0.06,2.292,75.085,0.219,-1.197,0.486,-7.792,2.215,0.59,[2.133 7.826],[0.029 0.019]
2.2,78.75,0,0.0,2.093,77.724,0.128,-1.749,0.262,-5.948,2.045,0.445,[1.321 5.951],[0.024 0.017]
2.2,78.75,1,0.22,1.693,78.763,0.16,-0.694,0.354,-9.093,1.661,0.33,[2.157 9.123],[0.003 0.048]
2.2,78.75,2,0.39,2.222,78.579,0.221,-0.906,0.482,-8.259,2.178,0.44,[2.263 8.238],[0.003 0.07 ]
2.2,82.5,0,0.44,2.244,82.448,0.221,-0.594,0.492,-8.119,2.225,0.295,[2.243 8.113],[0.008 0.039]
2.2,82.5,1,0.06,2.152,82.096,0.24,-0.575,0.513,-3.171,2.132,0.296,[2.485 3.168],[0.048 0.035]
2.2,82.5,2,0.0,2.143,82.006,0.178,-0.807,0.377,-9.212,2.122,0.298,[1.832 9.129],[0.01  0.486]
2.2,86.25,0,0.0,2.117,84.715,0.17,-0.639,0.356,-6.39,2.108,0.195,[1.77 6.38],[0.026 0.041]
2.2,86.25,1,0.22,2.26,86.194,0.214,-0.31,0.482,-8.666,2.255,0.15,[2.129 8.557],[0.082 0.551]
2.2,86.25,2,0.0,2.22,86.152,0.231,-0.287,0.512,-3.529,2.215,0.149,[2.476 3.535],[0.076 0.013]
2.2,90.0,0,0.72,2.209,90.026,0.219,0.003,0.484,-8.515,2.209,-0.001,[2.238 8.485],[0.008 0.184]
2.2,90.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.481 3.458],[0.002 0.188]
2.2,90.0,2,0.22,2.25,90.0,0.233,-0.0,0.524,-7.044,2.25,-0.0,[2.392 7.116],[0.001 0.342]
2.3,30.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.195 6.115],[0.006 0.153]
2.3,30.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.094 7.3  ],[0.002 0.141]
2.3,30.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.121 7.363],[0.007 0.082]
2.3,33.75,0,0.22,2.307,31.168,0.224,-7.593,0.261,-7.239,1.194,1.974,[2.281 7.238],[0.039 0.015]
2.3,33.75,1,0.17,2.343,32.449,0.21,-7.592,0.261,-8.093,1.257,1.977,[2.121 8.076],[0.023 0.106]
2.3,33.75,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.086 8.4  ],[0.183 0.487]
2.3,37.5,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.316 8.653],[0.011 0.049]
2.3,37.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.821 1.224],[0.046 0.006]
2.3,37.5,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.116 5.135],[0.019 0.031]
2.3,41.25,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.894 6.454],[0.041 0.039]
2.3,41.25,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.791 8.385],[0.007 0.892]
2.3,41.25,2,0.06,2.319,39.119,0.221,-5.651,0.319,-5.15,1.463,1.799,[2.274 5.123],[0.023 0.041]
2.3,45.0,0,0.61,2.32,44.354,0.208,-4.929,0.337,-8.389,1.622,1.659,[2.118 8.393],[0.007 0.02 ]
2.3,45.0,1,0.28,2.306,43.665,0.215,-4.956,0.339,-7.653,1.592,1.668,[2.197 7.669],[0.007 0.047]
2.3,45.0,2,0.5,2.344,44.101,0.207,-4.994,0.336,-7.809,1.631,1.683,[2.122 7.805],[0.003 0.012]
2.3,48.75,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.752 8.89 ],[0.005 0.084]
2.3,48.75,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.01  4.615],[0.01  0.107]
2.3,48.75,2,0.17,2.296,47.347,0.221,-4.147,0.374,-6.881,1.689,1.556,[2.273 6.892],[0.026 0.038]
2.3,52.5,0,0.17,2.312,51.038,0.222,-3.67,0.398,-5.797,1.798,1.454,[2.244 5.789],[0.049 0.023]
2.3,52.5,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[1.957 6.115],[0.007 0.196]
2.3,52.5,2,0.0,2.235,50.812,0.181,-4.558,0.312,-4.876,1.732,1.412,[1.892 4.9  ],[0.047 0.027]
2.3,56.25,0,0.17,2.283,55.168,0.223,-3.11,0.418,-7.613,1.874,1.304,[2.257 7.597],[0.034 0.041]
2.3,56.25,1,0.22,2.318,55.954,0.215,-3.152,0.412,-7.952,1.921,1.298,[2.218 7.922],[0.036 0.048]
2.3,56.25,2,0.28,2.331,55.54,0.223,-3.05,0.429,-6.069,1.922,1.319,[2.292 6.065],[0.01  0.028]
2.3,60.0,0,0.0,2.239,58.163,0.194,-3.259,0.366,-4.778,1.902,1.181,[1.991 4.794],[0.003 0.148]
2.3,60.0,1,0.06,2.352,60.503,0.222,-2.543,0.454,-7.227,2.047,1.158,[2.245 7.189],[0.001 0.048]
2.3,60.0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,[2.244 2.93 ],[0.002 0.27 ]
2.3,63.75,0,0.06,2.358,63.663,0.228,-2.146,0.482,-5.947,2.113,1.046,[2.315 5.974],[0.01  0.035]
2.3,63.75,1,0.17,2.337,63.27,0.219,-2.268,0.458,-7.699,2.087,1.051,[2.252 7.747],[0.013 0.084]
2.3,63.75,2,0.06,2.348,63.981,0.219,-2.228,0.462,-7.259,2.11,1.03,[2.188 7.272],[0.    0.046]
2.3,67.5,0,0.0,2.227,65.737,0.196,-2.328,0.397,-7.183,2.03,0.915,[1.915 7.188],[0.045 0.037]
2.3,67.5,1,0.22,2.349,66.894,0.212,-2.008,0.456,-8.36,2.161,0.922,[2.162 8.33 ],[0.018 0.061]
