t,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
4.773,-0.0002645362340782564,-0.00021707803069439567,0.16088462704949577,0.9999995096115096,0.0005186800632736459,-0.0008432424855959423,-2.6264860102340385e-05,-0.00355429413062143,-0.002440124096646052,1.2623410601973628,0.004053882610922763,-0.005126282322914489,-0.00034835415513406276
4.7780000000000005,-0.0002831417828849195,-0.0002297783396946007,0.16728766959966376,0.9999995002429257,0.0005256543298873229,-0.0008499794062408475,-2.713730013136443e-05,-0.003836863082152319,-0.002606506863728959,1.2927780132278393,0.0015634780121527674,-0.0013708862335638859,-0.00034874293249094875
4.783,-0.0003031291188052285,-0.00024322468402084892,0.1738428299815313,0.999999500940936,0.0005259827654360025,-0.0008489260124178699,-2.801133385009985e-05,-0.004096170602874849,-0.002739037608724453,1.323206527463221,-0.0005267691340463908,0.0017039560659053111,-0.0003490264291463594
4.788,-0.0003241511975379648,-0.00025717401746889806,0.18055032836812696,0.9999995079935546,0.0005244661232108268,-0.0008414949081982634,-2.8883449986514296e-05,-0.0042614820958625475,-0.002815236512102722,1.3537092211899944,-0.0003823853465464939,0.0030902565444860153,-0.0003472777606387515
4.792,-0.0003413554461578755,-0.0002684982307218562,0.1860263522811012,0.9999995103317696,0.0005252296183084527,-0.0008382094294864937,-2.9580762237002566e-05,-0.00431706031217692,-0.002837394813690064,1.3781927276772958,0.0009519283550617653,0.0006276931936136494,-0.00034755618572373165
4.797,-0.0003629886767752012,-0.0002827194634061199,0.19300933571978265,0.9999995043031219,0.0005319418435561882,-0.0008411326391361215,-3.0451092284116736e-05,-0.004328975031765102,-0.002849478037419477,1.4088736462376317,0.003963145558154363,-0.0023010981694510215,-0.00034553266754058673
4.802,-0.00038470414091703784,-0.00029708850909400533,0.20014578289086823,0.9999994889813664,0.0005435399916315833,-0.0008518334622278654,-3.132149801832466e-05,-0.004359177785371288,-0.0028946706115705618,1.439562571314791,0.004681647830742787,-0.005808242485657606,-0.00034814636566608473
4.807,-0.0004067854354587099,-0.0003118191931931553,0.20743551736459434,0.9999994659887453,0.0005541048882050561,-0.0008717529999115114,-3.219789207754281e-05,-0.004467871779000107,-0.002987714014099494,1.4701919532373802,0.003828770590264958,-0.008737633129347234,-0.00035283022518619277
4.811,-0.0004250228653525151,-0.00032403251169888517,0.213377394424869,0.9999994502517009,0.0005604909459741747,-0.000885586704134858,-3.28996239955201e-05,-0.004621215792316294,-0.0030953722515406077,1.494628602680649,0.002834296225744155,-0.005282942315591491,-0.00035072736708709467
4.816,-0.0004489349072159754,-0.0003400882634087325,0.22093634514479826,0.9999995310987464,0.0004903589567984093,-0.0008336844777713814,-4.817232011810511e-05,-0.00488207471616849,-0.0032825193868423874,1.5231288922737036,-0.055118953530818915,0.036485442683011335,-0.010300338679673273
4.821,-0.0004739521656434853,-0.0003567342756537172,0.22864323949306664,0.9999996667346739,0.0003466756680052747,-0.0007354707714590256,-7.368355849949376e-05,-0.005080183736770796,-0.003351356854885096,1.553556953567869,-0.05419720377680373,0.043739220994893524,-0.010236482151252039
4.8260000000000005,-0.0004997581247337898,-0.0003735226085884654,0.2365025364258029,0.9999997905566492,0.00023212058920723839,-0.0005959616762703549,-9.917847718385319e-05,-0.0052014562998020115,-0.003355775863164277,1.584072429132665,-0.04156071081011459,0.06406325752555317,-0.010198903214526874
4.831,-0.0005259893171445984,-0.00039034572107279187,0.24450893232215506,0.9999999313517415,7.390082180503425e-05,-0.00033537958644002514,-0.00013912481349388775,-0.005235477835440288,-0.00335814806378169,1.612869800327869,-0.07636432803695628,0.11552072189961514,-0.019107225743055248
4.836,-0.0005518615844962051,-0.0004070424621149563,0.2526650634004235,0.9999999652258198,-0.00014357470262421198,-0.00011851058688115304,-0.0001867883960855182,-0.00513901776482677,-0.0033295427314723267,1.643473188410951,-0.0976968614872324,0.07219306941086434,-0.019099850779469008
4.84,-0.000572353181451412,-0.00042036440778093494,0.25929723785111286,0.9999998896746106,-0.00040586172973516935,4.2718385499837306e-05,-0.0002325987155429551,-0.005128307473946226,-0.0033399619917898926,1.6662486802305416,-0.1640829857223303,0.09881173608703804,-0.027945758641584134
4.844,-0.0005928697905293315,-0.0004334216436945691,0.2660217127229603,0.9999996537006972,-0.0007212786186650863,0.0002950309337758425,-0.0002920828443823008,-0.005132330935054007,-0.0032166888054665508,1.6902774066882023,-0.14504933546793125,0.14237473038083723,-0.029770107822129518
4.849,-0.0006185266246530364,-0.000449074956533152,0.2745646958904703,0.9999991138387146,-0.0010491722026800768,0.0007329697403132545,-0.0003664898828706551,-0.00511243991775411,-0.0030717981897415317,1.7208074836219973,-0.12596138483604272,0.18681634493484564,-0.029880886560365572
4.853,-0.0006386422016632831,-0.0004611073400243993,0.2815078731823258,0.9999985057405365,-0.001316225666281755,0.001037788589444475,-0.0004231566296251632,-0.004965552686837204,-0.0029799914725628864,1.744479732439605,-0.14813368777748004,0.1172396683847535,-0.025876970723763014
4.8580000000000005,-0.0006633603430904409,-0.00047604402217189714,0.2903044254906555,0.999996904106179,-0.0019985332839334282,0.0013868448555925696,-0.0005237405054683272,-0.004916829611496718,-0.0029727805967021833,1.76870988479851,-0.37877037541731157,0.17444428933693742,-0.05368614726724387
4.862,-0.0006826283567496319,-0.0004870093346180346,0.29743989234710067,0.9999944628819334,-0.0027596909315603687,0.0017493537355807826,-0.0006309302209714741,-0.004765084260594222,-0.002581082892973339,1.7929814690942385,-0.3640348092771366,0.19554277900751588,-0.05358042868423152
