k_ep,k_run,t,Policy_Flip,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,OF_x_est,OF_y_est,Tau,OF_x,OF_y,d_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,555.844,-1.366,0.000,--,--,--,-0.333,0.053,0.568,1.859,-0.148,0.104,0.025,0.093,-0.040,0.995,0.510,-0.700,0.054,3.276,10.775,-4.313,False,False,0.000,0.000,0.000,14.439,0.097,-1.231,1.511,0.519,-1.464,1.295,0.109,11.703,12.655,15.000,12.901,54718,57258,62078,57830,-0.026,0.000,0.557,1.944,0.000,0.218,0.000,0.000,2.500,3.500,--
0,0,555.860,-1.366,0.000,--,--,--,-0.294,0.051,0.570,1.885,-0.153,0.151,0.029,0.084,-0.040,0.995,0.560,-0.830,0.023,3.715,9.836,-4.299,False,False,0.000,0.000,0.000,9.983,0.100,-1.250,1.509,0.518,-1.607,1.505,0.143,11.498,12.700,15.000,12.849,54632,57334,62412,57682,0.032,0.000,0.565,1.944,0.000,0.293,0.000,0.000,2.500,3.500,--
0,0,555.889,-1.366,0.000,--,--,--,-0.235,0.051,0.576,1.924,-0.157,0.231,0.037,0.072,-0.040,0.996,0.630,-1.000,0.030,4.612,8.437,-4.276,False,False,0.000,0.000,0.000,6.503,0.104,-1.281,1.505,0.519,-1.739,1.637,0.139,11.326,12.743,15.000,12.664,54226,57494,62526,57844,0.071,0.000,0.571,1.944,0.000,0.343,0.000,0.000,2.500,3.500,--
0,0,555.908,-1.366,0.000,--,--,--,-0.194,0.050,0.581,1.944,-0.167,0.291,0.042,0.062,-0.040,0.996,0.590,-1.010,-0.023,5.047,7.341,-4.290,False,False,0.000,0.000,0.000,5.142,0.111,-1.298,1.501,0.516,-1.779,1.826,0.196,11.338,12.619,15.000,12.566,54112,56980,62412,56812,0.091,0.000,0.575,1.944,0.000,0.368,0.000,0.000,2.500,3.500,--
0,0,555.929,-1.366,0.000,--,--,--,-0.154,0.049,0.587,1.958,-0.175,0.356,0.047,0.051,-0.042,0.997,0.510,-1.090,-0.029,5.643,6.102,-4.470,False,False,0.000,0.000,0.000,4.185,0.116,-1.313,1.495,0.513,-1.706,1.935,0.210,11.281,12.569,15.000,12.154,53658,56662,62078,55854,0.149,0.000,0.587,1.944,0.000,0.443,0.000,0.000,2.500,3.500,--
0,0,555.949,-1.366,0.000,--,--,--,-0.113,0.047,0.595,1.965,-0.188,0.425,0.050,0.040,-0.042,0.997,0.450,-1.000,-0.026,5.912,4.843,-4.519,False,False,0.000,0.000,0.000,3.490,0.125,-1.324,1.492,0.513,-1.716,2.017,0.208,11.256,12.454,15.000,11.931,53318,56630,61856,55574,0.188,0.000,0.596,1.944,0.000,0.493,0.000,0.000,2.500,3.500,--
0,0,555.967,-1.366,0.000,--,--,--,-0.073,0.045,0.604,1.964,-0.207,0.491,0.053,0.030,-0.043,0.997,0.310,-0.860,-0.029,6.192,3.753,-4.724,False,False,0.000,0.000,0.000,2.999,0.139,-1.332,1.484,0.504,-1.674,1.930,0.213,11.162,12.217,15.000,11.854,52674,55590,61418,54684,0.227,0.000,0.607,1.944,0.000,0.543,0.000,0.000,2.500,3.500,--
0,0,555.987,-1.366,0.000,--,--,--,-0.032,0.043,0.614,1.956,-0.231,0.557,0.055,0.021,-0.046,0.997,0.220,-0.710,-0.005,6.473,2.673,-5.093,False,False,0.000,0.000,0.000,2.627,0.157,-1.336,1.465,0.491,-1.469,1.592,0.203,11.166,12.047,15.000,11.703,52452,54348,60986,53906,0.266,0.000,0.618,1.944,0.000,0.593,0.000,0.000,2.500,3.500,--
0,0,556.007,-1.366,0.000,--,--,--,0.008,0.040,0.626,1.945,-0.249,0.621,0.057,0.012,-0.047,0.997,0.140,-0.600,0.000,6.593,1.737,-5.303,False,False,0.000,0.000,0.000,2.338,0.170,-1.339,1.459,0.488,-1.595,1.547,0.198,11.189,11.703,15.000,11.753,51966,53812,60880,53978,0.305,0.000,0.630,1.944,0.000,0.643,0.000,0.000,2.500,3.500,--
0,0,556.027,-1.366,0.000,--,--,--,0.048,0.036,0.639,1.930,-0.267,0.682,0.058,0.006,-0.047,0.997,0.060,-0.540,0.038,6.715,0.950,-5.347,False,False,0.000,0.000,0.000,2.109,0.184,-1.340,1.447,0.483,-1.406,1.481,0.162,10.959,11.942,15.000,11.685,51666,53952,60774,53680,0.344,0.000,0.644,1.944,0.000,0.693,0.000,0.000,2.500,3.500,--
