k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,2.338,0.0,0.0,,,,0.197,0.0,0.755,0.5,-0.0,0.962,0.99999,-1e-05,-0.00446,0.0,-0.0,0.139,0.0,,False,False,,0.716,0.0,-0.372,1.345,0.382,0.001,-0.01,-0.0,35664,35612,35608,35662,0,0,0,0,0,0,0,0,0,,
0,0,2.353,0.0,0.0,,,,0.205,0.0,0.77,0.499,-0.0,0.964,0.99999,-2e-05,-0.00344,0.0,-0.0,0.133,0.0,,False,False,,0.722,0.0,-0.374,1.335,0.382,0.001,-0.032,-0.0,35661,35488,35483,35659,0,0,0,0,0,0,0,0,0,,
0,0,2.361,0.0,0.0,,,,0.209,0.0,0.777,0.499,-0.0,0.965,1.0,-1e-05,-0.00292,0.0,0.0,0.128,-0.0,,False,False,,0.728,0.0,-0.376,1.326,0.381,0.0,-0.039,-0.0,35651,35440,35440,35650,0,0,0,0,0,0,0,0,0,,
0,0,2.363,0.0,0.0,,,,0.21,0.0,0.779,0.499,-0.0,0.965,1.0,-1e-05,-0.00279,0.0,0.0,0.126,-0.0,,False,False,,0.728,0.0,-0.376,1.326,0.381,0.0,-0.039,-0.0,35651,35440,35440,35650,0,0,0,0,0,0,0,0,0,,
0,0,2.364,0.0,0.0,,,,0.21,0.0,0.78,0.498,-0.0,0.965,1.0,-1e-05,-0.00273,0.0,0.0,0.126,-0.0,,False,False,,0.728,0.0,-0.376,1.326,0.381,0.0,-0.039,-0.0,35651,35440,35440,35650,0,0,0,0,0,0,0,0,0,,
0,0,2.366,0.0,0.0,,,,0.211,0.0,0.782,0.498,-0.0,0.965,1.0,-1e-05,-0.00261,0.0,0.001,0.124,-0.0,,False,False,,0.728,0.0,-0.376,1.326,0.381,0.0,-0.039,-0.0,35651,35440,35440,35650,0,0,0,0,0,0,0,0,0,,
0,0,2.369,0.0,0.0,,,,0.213,0.0,0.785,0.498,-0.0,0.966,1.0,-1e-05,-0.00242,0.0,0.001,0.122,-0.0,,False,False,,0.734,0.0,-0.379,1.316,0.381,-0.001,-0.045,-0.0,35638,35398,35401,35642,0,0,0,0,0,0,0,0,0,,
0,0,2.373,0.0,0.0,,,,0.215,0.0,0.789,0.498,-0.0,0.966,1.0,-1e-05,-0.00218,0.0,0.001,0.118,0.0,,False,False,,0.734,0.0,-0.379,1.316,0.381,-0.001,-0.045,-0.0,35638,35398,35401,35642,0,0,0,0,0,0,0,0,0,,
0,0,2.374,0.0,0.0,,,,0.215,0.0,0.79,0.498,-0.0,0.966,1.0,-1e-05,-0.00213,0.0,0.001,0.117,0.0,,False,False,,0.734,0.0,-0.379,1.316,0.381,-0.001,-0.045,-0.0,35638,35398,35401,35642,0,0,0,0,0,0,0,0,0,,
0,0,2.377,0.0,0.0,,,,0.217,0.0,0.793,0.498,-0.0,0.966,1.0,-1e-05,-0.00195,0.0,0.0,0.114,0.0,,False,False,,0.734,0.0,-0.379,1.316,0.381,-0.001,-0.045,-0.0,35638,35398,35401,35642,0,0,0,0,0,0,0,0,0,,
0,0,2.378,0.0,0.0,,,,0.217,0.0,0.793,0.498,-0.0,0.966,1.0,-1e-05,-0.00195,0.0,0.0,0.114,0.0,,False,False,,0.74,0.0,-0.381,1.306,0.381,-0.001,-0.045,-0.0,35638,35398,35401,35642,0,0,0,0,0,0,0,0,0,,
0,0,2.382,0.0,0.0,,,,0.219,0.0,0.798,0.498,-0.0,0.967,1.0,-1e-05,-0.00167,1e-05,0.0,0.11,0.0,,False,False,,0.74,0.0,-0.381,1.306,0.381,-0.0,-0.049,-0.0,35626,35367,35366,35630,0,0,0,0,0,0,0,0,0,,
0,0,2.384,0.0,0.0,,,,0.22,0.0,0.8,0.498,-0.0,0.967,1.0,-1e-05,-0.00156,1e-05,0.0,0.108,0.0,,False,False,,0.74,0.0,-0.381,1.306,0.381,-0.0,-0.049,-0.0,35626,35367,35366,35630,0,0,0,0,0,0,0,0,0,,
0,0,2.387,0.0,0.0,,,,0.222,0.0,0.803,0.497,-0.0,0.967,1.0,-1e-05,-0.00141,1e-05,0.0,0.104,0.0,,False,False,,0.74,0.0,-0.381,1.306,0.381,-0.0,-0.049,-0.0,35626,35367,35366,35630,0,0,0,0,0,0,0,0,0,,
0,0,2.388,0.0,0.0,,,,0.222,0.0,0.803,0.497,-0.0,0.967,1.0,-1e-05,-0.00135,1e-05,0.0,0.103,0.0,,False,False,,0.746,0.0,-0.384,1.297,0.381,-0.0,-0.049,-0.0,35626,35367,35366,35630,0,0,0,0,0,0,0,0,0,,
0,0,2.389,0.0,0.0,,,,0.223,0.0,0.804,0.497,-0.0,0.967,1.0,-1e-05,-0.0013,1e-05,0.0,0.102,0.0,,False,False,,0.746,0.0,-0.384,1.297,0.381,-0.0,-0.049,-0.0,35626,35367,35366,35630,0,0,0,0,0,0,0,0,0,,
0,0,2.395,0.0,0.0,,,,0.225,0.0,0.81,0.497,-0.0,0.968,1.0,-1e-05,-0.00101,1e-05,0.0,0.096,0.0,,False,False,,0.746,0.0,-0.384,1.297,0.38,-0.0,-0.05,-0.0,35609,35343,35341,35613,0,0,0,0,0,0,0,0,0,,
0,0,2.397,0.0,0.0,,,,0.226,0.0,0.812,0.497,-0.0,0.968,1.0,-1e-05,-0.00091,1e-05,0.0,0.094,0.0,,False,False,,0.746,0.0,-0.384,1.297,0.38,-0.0,-0.05,-0.0,35609,35343,35341,35613,0,0,0,0,0,0,0,0,0,,
0,0,2.401,0.0,0.0,,,,0.228,0.0,0.816,0.497,-0.0,0.968,1.0,-1e-05,-0.00073,1e-05,0.0,0.09,0.0,,False,False,,0.752,0.0,-0.386,1.287,0.38,-0.0,-0.051,-0.0,35592,35323,35321,35597,0,0,0,0,0,0,0,0,0,,
0,0,2.404,0.0,0.0,,,,0.23,0.0,0.819,0.497,-0.0,0.968,1.0,-1e-05,-0.0006,1e-05,0.0,0.086,0.0,,False,False,,0.752,0.0,-0.386,1.287,0.38,-0.0,-0.051,-0.0,35592,35323,35321,35597,0,0,0,0,0,0,0,0,0,,
0,0,2.405,0.0,0.0,,,,0.23,0.0,0.82,0.497,-0.0,0.968,1.0,-1e-05,-0.00056,1e-05,0.0,0.085,0.0,,False,False,,0.752,0.0,-0.386,1.287,0.38,-0.0,-0.051,-0.0,35592,35323,35321,35597,0,0,0,0,0,0,0,0,0,,
0,0,2.406,0.0,0.0,,,,0.231,0.0,0.821,0.497,-0.0,0.969,1.0,-1e-05,-0.00051,1e-05,-0.0,0.084,0.0,,False,False,,0.752,0.0,-0.386,1.287,0.38,-0.0,-0.051,-0.0,35592,35323,35321,35597,0,0,0,0,0,0,0,0,0,,
0,0,2.414,0.0,0.0,,,,0.235,0.0,0.829,0.497,-0.0,0.969,1.0,-1e-05,-0.0002,1e-05,-0.0,0.076,0.0,,False,False,,0.758,0.0,-0.389,1.277,0.38,0.0,-0.051,-0.0,35579,35306,35302,35578,0,0,0,0,0,0,0,0,0,,
0,0,2.422,0.0,0.0,,,,0.239,0.0,0.836,0.497,-0.0,0.969,1.0,-1e-05,9e-05,1e-05,-0.0,0.068,-0.0,,False,False,,0.765,0.0,-0.392,1.267,0.38,0.001,-0.05,-0.0,35562,35293,35288,35560,0,0,0,0,0,0,0,0,0,,
0,0,2.423,0.0,0.0,,,,0.239,0.0,0.837,0.497,-0.0,0.97,1.0,-1e-05,0.00012,1e-05,-0.0,0.067,-0.0,,False,False,,0.765,0.0,-0.392,1.267,0.38,0.001,-0.05,-0.0,35562,35293,35288,35560,0,0,0,0,0,0,0,0,0,,
0,0,2.425,0.0,0.0,,,,0.24,0.0,0.839,0.497,-0.0,0.97,1.0,-1e-05,0.00019,1e-05,-0.0,0.065,-0.0,,False,False,,0.765,0.0,-0.392,1.267,0.38,0.001,-0.05,-0.0,35562,35293,35288,35560,0,0,0,0,0,0,0,0,0,,
0,0,2.426,0.0,0.0,,,,0.241,0.0,0.84,0.497,-0.0,0.97,1.0,-1e-05,0.00022,1e-05,-0.0,0.064,-0.0,,False,False,,0.765,0.0,-0.392,1.267,0.38,0.001,-0.05,-0.0,35562,35293,35288,35560,0,0,0,0,0,0,0,0,0,,
0,0,2.428,0.0,0.0,,,,0.242,0.0,0.842,0.497,-0.0,0.97,1.0,-1e-05,0.00028,1e-05,0.0,0.062,-0.0,,False,False,,0.765,0.0,-0.392,1.267,0.38,0.001,-0.05,-0.0,35562,35293,35288,35560,0,0,0,0,0,0,0,0,0,,
0,0,2.429,0.0,0.0,,,,0.242,0.0,0.842,0.497,-0.0,0.97,1.0,-1e-05,0.00028,1e-05,0.0,0.062,-0.0,,False,False,,0.771,0.0,-0.395,1.258,0.379,0.0,-0.049,0.0,35544,35280,35280,35543,0,0,0,0,0,0,0,0,0,,
0,0,2.431,0.0,0.0,,,,0.243,0.0,0.845,0.497,-0.0,0.97,1.0,-1e-05,0.00037,1e-05,0.0,0.059,-0.0,,False,False,,0.771,0.0,-0.395,1.258,0.379,0.0,-0.049,0.0,35544,35280,35280,35543,0,0,0,0,0,0,0,0,0,,
0,0,2.434,0.0,0.0,,,,0.245,0.0,0.848,0.497,-0.0,0.97,1.0,-1e-05,0.00046,1e-05,0.0,0.055,-0.0,,False,False,,0.771,0.0,-0.395,1.258,0.379,0.0,-0.049,0.0,35544,35280,35280,35543,0,0,0,0,0,0,0,0,0,,
0,0,2.435,0.0,0.0,,,,0.245,0.0,0.849,0.497,-0.0,0.97,1.0,-1e-05,0.00048,1e-05,0.0,0.054,-0.0,,False,False,,0.771,0.0,-0.395,1.258,0.379,0.0,-0.049,0.0,35544,35280,35280,35543,0,0,0,0,0,0,0,0,0,,
0,0,2.439,0.0,0.0,,,,0.247,0.0,0.853,0.497,-0.0,0.97,1.0,-1e-05,0.00059,1e-05,0.0,0.05,-0.0,,False,False,,0.777,0.0,-0.398,1.248,0.379,-0.0,-0.046,0.0,35523,35274,35275,35523,0,0,0,0,0,0,0,0,0,,
0,0,2.44,0.0,0.0,,,,0.248,0.0,0.854,0.497,-0.0,0.97,1.0,-1e-05,0.00061,1e-05,0.0,0.049,-0.0,,False,False,,0.777,0.0,-0.398,1.248,0.379,-0.0,-0.046,0.0,35523,35274,35275,35523,0,0,0,0,0,0,0,0,0,,
0,0,2.442,0.0,0.0,,,,0.249,0.0,0.856,0.497,-0.0,0.97,1.0,-1e-05,0.00066,1e-05,0.0,0.047,-0.0,,False,False,,0.777,0.0,-0.398,1.248,0.379,-0.0,-0.046,0.0,35523,35274,35275,35523,0,0,0,0,0,0,0,0,0,,
0,0,2.443,0.0,0.0,,,,0.249,0.0,0.857,0.497,-0.0,0.97,1.0,-1e-05,0.00068,1e-05,0.0,0.046,-0.0,,False,False,,0.777,0.0,-0.398,1.248,0.379,-0.0,-0.046,0.0,35523,35274,35275,35523,0,0,0,0,0,0,0,0,0,,
0,0,2.446,0.0,0.0,,,,0.251,0.0,0.86,0.497,-0.0,0.971,1.0,-1e-05,0.00075,1e-05,0.0,0.043,-0.0,,False,False,,0.777,0.0,-0.398,1.248,0.379,-0.0,-0.046,0.0,35523,35274,35275,35523,0,0,0,0,0,0,0,0,0,,
0,0,2.448,0.0,0.0,,,,0.252,0.0,0.862,0.497,-0.0,0.971,1.0,-1e-05,0.00079,1e-05,0.0,0.041,-0.0,,False,False,,0.784,0.0,-0.401,1.238,0.379,-0.0,-0.046,0.0,35523,35274,35275,35523,0,0,0,0,0,0,0,0,0,,
0,0,2.451,0.0,0.0,,,,0.253,0.0,0.865,0.497,-0.0,0.971,1.0,-1e-05,0.00085,1e-05,0.0,0.038,-0.0,,False,False,,0.784,0.0,-0.401,1.238,0.379,-0.0,-0.043,0.0,35503,35270,35272,35503,0,0,0,0,0,0,0,0,0,,
0,0,2.454,0.0,0.0,,,,0.255,0.0,0.867,0.497,-0.0,0.971,1.0,-1e-05,0.0009,1e-05,0.0,0.035,-0.0,,False,False,,0.784,0.0,-0.401,1.238,0.379,-0.0,-0.043,0.0,35503,35270,35272,35503,0,0,0,0,0,0,0,0,0,,
0,0,2.456,0.0,0.0,,,,0.256,0.0,0.869,0.497,-0.0,0.971,1.0,-1e-05,0.00094,1e-05,0.0,0.033,-0.0,,False,False,,0.784,0.0,-0.401,1.238,0.379,-0.0,-0.043,0.0,35503,35270,35272,35503,0,0,0,0,0,0,0,0,0,,
0,0,2.458,0.0,0.0,,,,0.257,0.0,0.871,0.497,-0.0,0.971,1.0,-1e-05,0.00097,1e-05,0.0,0.032,-0.0,,False,False,,0.79,0.0,-0.405,1.229,0.379,-0.0,-0.043,0.0,35503,35270,35272,35503,0,0,0,0,0,0,0,0,0,,
0,0,2.459,0.0,0.0,,,,0.257,0.0,0.872,0.497,-0.0,0.971,1.0,-1e-05,0.00098,1e-05,0.0,0.031,-0.0,,False,False,,0.79,0.0,-0.405,1.229,0.379,-0.0,-0.043,0.0,35503,35270,35272,35503,0,0,0,0,0,0,0,0,0,,
0,0,2.463,0.0,0.0,,,,0.259,0.0,0.876,0.497,-0.0,0.971,1.0,-0.0,0.00104,1e-05,0.0,0.027,-0.0,,False,False,,0.79,0.0,-0.405,1.229,0.379,-0.0,-0.039,0.0,35482,35271,35273,35482,0,0,0,0,0,0,0,0,0,,
0,0,2.464,0.0,0.0,,,,0.26,0.0,0.877,0.497,-0.0,0.971,1.0,-0.0,0.00105,0.0,0.0,0.026,-0.0,,False,False,,0.79,0.0,-0.405,1.229,0.379,-0.0,-0.039,0.0,35482,35271,35273,35482,0,0,0,0,0,0,0,0,0,,
0,0,2.465,0.0,0.0,,,,0.26,0.0,0.878,0.497,-0.0,0.971,1.0,-0.0,0.00107,0.0,0.0,0.026,-0.0,,False,False,,0.79,0.0,-0.405,1.229,0.379,-0.0,-0.039,0.0,35482,35271,35273,35482,0,0,0,0,0,0,0,0,0,,
0,0,2.466,0.0,0.0,,,,0.261,0.0,0.879,0.497,-0.0,0.971,1.0,-0.0,0.00108,0.0,0.0,0.025,-0.0,,False,False,,0.79,0.0,-0.405,1.229,0.379,-0.0,-0.039,0.0,35482,35271,35273,35482,0,0,0,0,0,0,0,0,0,,
0,0,2.469,0.0,0.0,,,,0.262,0.0,0.882,0.497,-0.0,0.971,1.0,-0.0,0.00111,0.0,0.0,0.022,-0.0,,False,False,,0.797,0.0,-0.408,1.219,0.379,-0.0,-0.036,0.0,35464,35271,35273,35464,0,0,0,0,0,0,0,0,0,,
0,0,2.471,0.0,0.0,,,,0.263,0.0,0.884,0.498,-0.0,0.972,1.0,-0.0,0.00114,0.0,0.0,0.021,-0.0,,False,False,,0.797,0.0,-0.408,1.219,0.379,-0.0,-0.036,0.0,35464,35271,35273,35464,0,0,0,0,0,0,0,0,0,,
0,0,2.472,0.0,0.0,,,,0.264,0.0,0.885,0.498,-0.0,0.972,1.0,-0.0,0.00115,0.0,0.0,0.02,-0.0,,False,False,,0.797,0.0,-0.408,1.219,0.379,-0.0,-0.036,0.0,35464,35271,35273,35464,0,0,0,0,0,0,0,0,0,,
0,0,2.475,0.0,0.0,,,,0.265,0.0,0.888,0.498,0.0,0.972,1.0,-0.0,0.00117,0.0,0.0,0.018,-0.0,,False,False,,0.797,0.0,-0.408,1.219,0.379,-0.0,-0.036,0.0,35464,35271,35273,35464,0,0,0,0,0,0,0,0,0,,
0,0,2.476,0.0,0.0,,,,0.266,0.0,0.889,0.498,0.0,0.972,1.0,-0.0,0.00118,0.0,0.0,0.017,-0.0,,False,False,,0.797,0.0,-0.408,1.219,0.379,-0.0,-0.036,0.0,35464,35271,35273,35464,0,0,0,0,0,0,0,0,0,,
0,0,2.477,0.0,0.0,,,,0.266,0.0,0.89,0.498,0.0,0.972,1.0,-0.0,0.00119,0.0,0.0,0.016,-0.0,,False,False,,0.797,0.0,-0.408,1.219,0.379,-0.0,-0.036,0.0,35464,35271,35273,35464,0,0,0,0,0,0,0,0,0,,
0,0,2.479,0.0,0.0,,,,0.267,0.0,0.892,0.498,0.0,0.972,1.0,-0.0,0.00121,0.0,0.0,0.015,-0.0,,False,False,,0.804,-0.0,-0.412,1.209,0.379,-0.0,-0.032,0.0,35445,35272,35274,35445,0,0,0,0,0,0,0,0,0,,
0,0,2.48,0.0,0.0,,,,0.268,0.0,0.893,0.498,0.0,0.972,1.0,-0.0,0.00121,0.0,0.0,0.014,-0.0,,False,False,,0.804,-0.0,-0.412,1.209,0.379,-0.0,-0.032,0.0,35445,35272,35274,35445,0,0,0,0,0,0,0,0,0,,
0,0,2.482,0.0,0.0,,,,0.269,0.0,0.895,0.498,0.0,0.972,1.0,-0.0,0.00123,0.0,0.0,0.013,-0.0,,False,False,,0.804,-0.0,-0.412,1.209,0.379,-0.0,-0.032,0.0,35445,35272,35274,35445,0,0,0,0,0,0,0,0,0,,
0,0,2.486,0.0,0.0,,,,0.271,0.0,0.899,0.498,0.0,0.972,1.0,-0.0,0.00125,0.0,0.0,0.01,-0.0,,False,False,,0.804,-0.0,-0.412,1.209,0.379,-0.0,-0.032,0.0,35445,35272,35274,35445,0,0,0,0,0,0,0,0,0,,
0,0,2.489,0.0,0.0,,,,0.272,0.0,0.901,0.498,0.0,0.972,1.0,-0.0,0.00126,0.0,0.0,0.008,-0.0,,False,False,,0.81,-0.0,-0.415,1.2,0.379,-0.0,-0.029,0.0,35428,35273,35276,35428,0,0,0,0,0,0,0,0,0,,
0,0,2.49,0.0,0.0,,,,0.273,0.0,0.902,0.498,0.0,0.972,1.0,-0.0,0.00126,0.0,0.0,0.008,-0.0,,False,False,,0.81,-0.0,-0.415,1.2,0.379,-0.0,-0.029,0.0,35428,35273,35276,35428,0,0,0,0,0,0,0,0,0,,
0,0,2.491,0.0,0.0,,,,0.273,0.0,0.903,0.498,0.0,0.972,1.0,-0.0,0.00127,0.0,0.0,0.007,-0.0,,False,False,,0.81,-0.0,-0.415,1.2,0.379,-0.0,-0.029,0.0,35428,35273,35276,35428,0,0,0,0,0,0,0,0,0,,
0,0,2.492,0.0,0.0,,,,0.274,0.0,0.904,0.498,0.0,0.972,1.0,-0.0,0.00127,0.0,0.0,0.006,-0.0,,False,False,,0.81,-0.0,-0.415,1.2,0.379,-0.0,-0.029,0.0,35428,35273,35276,35428,0,0,0,0,0,0,0,0,0,,
0,0,2.494,0.0,0.0,,,,0.275,0.0,0.906,0.498,0.0,0.972,1.0,-0.0,0.00128,0.0,0.0,0.005,-0.0,,False,False,,0.81,-0.0,-0.415,1.2,0.379,-0.0,-0.029,0.0,35428,35273,35276,35428,0,0,0,0,0,0,0,0,0,,
0,0,2.499,0.0,0.0,,,,0.277,0.0,0.911,0.498,0.0,0.972,1.0,-0.0,0.00128,0.0,0.0,0.002,-0.0,,False,False,,0.817,-0.0,-0.419,1.19,0.379,-0.0,-0.024,0.0,35408,35277,35280,35409,0,0,0,0,0,0,0,0,0,,
0,0,2.5,0.0,0.0,,,,0.278,0.0,0.912,0.498,0.0,0.972,1.0,-0.0,0.00128,0.0,0.0,0.001,-0.0,,False,False,,0.817,-0.0,-0.419,1.19,0.379,-0.0,-0.024,0.0,35408,35277,35280,35409,0,0,0,0,0,0,0,0,0,,
0,0,2.501,0.0,0.0,,,,0.278,0.0,0.913,0.498,0.0,0.972,1.0,-0.0,0.00128,0.0,0.0,0.0,-0.0,,False,False,,0.817,-0.0,-0.419,1.19,0.379,-0.0,-0.024,0.0,35408,35277,35280,35409,0,0,0,0,0,0,0,0,0,,
0,0,2.503,0.0,0.0,,,,0.279,0.0,0.915,0.498,0.0,0.972,1.0,0.0,0.00128,0.0,0.0,-0.001,-0.0,,False,False,,0.817,-0.0,-0.419,1.19,0.379,-0.0,-0.024,0.0,35408,35277,35280,35409,0,0,0,0,0,0,0,0,0,,
0,0,2.508,0.0,0.0,,,,0.282,0.0,0.92,0.498,0.0,0.973,1.0,0.0,0.00128,0.0,0.0,-0.003,-0.0,,False,False,,0.824,-0.0,-0.422,1.18,0.379,-0.0,-0.024,0.0,35408,35277,35280,35409,0,0,0,0,0,0,0,0,0,,
0,0,2.511,0.0,0.0,,,,0.283,0.0,0.923,0.498,0.0,0.973,1.0,0.0,0.00127,0.0,0.0,-0.005,-0.0,,False,False,,0.824,-0.0,-0.422,1.18,0.378,-0.0,-0.02,0.0,35390,35281,35285,35391,0,0,0,0,0,0,0,0,0,,
0,0,2.516,0.0,0.0,,,,0.286,0.0,0.928,0.499,0.0,0.973,1.0,0.0,0.00126,0.0,0.0,-0.007,-0.0,,False,False,,0.824,-0.0,-0.422,1.18,0.378,-0.0,-0.02,0.0,35390,35281,35285,35391,0,0,0,0,0,0,0,0,0,,
0,0,2.517,0.0,0.0,,,,0.286,0.0,0.929,0.499,0.0,0.973,1.0,0.0,0.00125,0.0,0.0,-0.008,-0.0,,False,False,,0.824,-0.0,-0.422,1.18,0.378,-0.0,-0.02,0.0,35390,35281,35285,35391,0,0,0,0,0,0,0,0,0,,
0,0,2.52,0.0,0.0,,,,0.288,0.0,0.932,0.499,0.0,0.973,1.0,0.0,0.00124,0.0,0.0,-0.009,-0.0,,False,False,,0.831,-0.0,-0.426,1.17,0.378,-0.0,-0.016,0.0,35374,35286,35290,35374,0,0,0,0,0,0,0,0,0,,
0,0,2.523,0.0,0.0,,,,0.289,0.0,0.935,0.499,0.0,0.973,1.0,0.0,0.00123,0.0,0.0,-0.01,-0.0,,False,False,,0.831,-0.0,-0.426,1.17,0.378,-0.0,-0.016,0.0,35374,35286,35290,35374,0,0,0,0,0,0,0,0,0,,
0,0,2.524,0.0,0.0,,,,0.29,0.0,0.935,0.499,0.0,0.973,1.0,0.0,0.00122,0.0,0.0,-0.011,-0.0,,False,False,,0.831,-0.0,-0.426,1.17,0.378,-0.0,-0.016,0.0,35374,35286,35290,35374,0,0,0,0,0,0,0,0,0,,
0,0,2.525,0.0,0.0,,,,0.29,0.0,0.936,0.499,0.0,0.973,1.0,0.0,0.00121,0.0,0.0,-0.011,-0.0,,False,False,,0.831,-0.0,-0.426,1.17,0.378,-0.0,-0.016,0.0,35374,35286,35290,35374,0,0,0,0,0,0,0,0,0,,
0,0,2.529,0.0,0.0,,,,0.292,0.0,0.94,0.499,0.0,0.973,1.0,0.0,0.00119,0.0,0.0,-0.013,-0.0,,False,False,,0.838,-0.0,-0.43,1.161,0.378,-0.0,-0.016,0.0,35374,35286,35290,35374,0,0,0,0,0,0,0,0,0,,
0,0,2.532,0.0,0.0,,,,0.294,0.0,0.943,0.499,0.0,0.973,1.0,0.0,0.00117,0.0,-0.0,-0.014,-0.0,,False,False,,0.838,-0.0,-0.43,1.161,0.378,-0.0,-0.012,0.0,35357,35293,35295,35357,0,0,0,0,0,0,0,0,0,,
0,0,2.533,0.0,0.0,,,,0.294,0.0,0.944,0.499,0.0,0.973,1.0,0.0,0.00116,0.0,-0.0,-0.014,-0.0,,False,False,,0.838,-0.0,-0.43,1.161,0.378,-0.0,-0.012,0.0,35357,35293,35295,35357,0,0,0,0,0,0,0,0,0,,
0,0,2.535,0.0,0.0,,,,0.295,0.0,0.946,0.499,0.0,0.973,1.0,0.0,0.00115,-0.0,-0.0,-0.015,-0.0,,False,False,,0.838,-0.0,-0.43,1.161,0.378,-0.0,-0.012,0.0,35357,35293,35295,35357,0,0,0,0,0,0,0,0,0,,
0,0,2.536,0.0,0.0,,,,0.296,0.0,0.947,0.499,0.0,0.973,1.0,0.0,0.00114,-0.0,-0.0,-0.015,-0.0,,False,False,,0.838,-0.0,-0.43,1.161,0.378,-0.0,-0.012,0.0,35357,35293,35295,35357,0,0,0,0,0,0,0,0,0,,
0,0,2.54,0.0,0.0,,,,0.298,0.0,0.951,0.499,0.0,0.973,1.0,0.0,0.00111,-0.0,-0.0,-0.016,-0.0,,False,False,,0.846,-0.0,-0.434,1.151,0.378,0.0,-0.008,0.0,35343,35299,35299,35342,0,0,0,0,0,0,0,0,0,,
0,0,2.543,0.0,0.0,,,,0.299,0.0,0.954,0.499,0.0,0.973,1.0,0.0,0.00109,-0.0,-0.0,-0.016,0.0,,False,False,,0.846,-0.0,-0.434,1.151,0.378,0.0,-0.008,0.0,35343,35299,35299,35342,0,0,0,0,0,0,0,0,0,,
0,0,2.547,0.0,0.0,,,,0.301,0.0,0.958,0.499,0.0,0.973,1.0,0.0,0.00105,0.0,-0.0,-0.017,0.0,,False,False,,0.846,-0.0,-0.434,1.151,0.378,0.0,-0.008,0.0,35343,35299,35299,35342,0,0,0,0,0,0,0,0,0,,
0,0,2.551,0.0,0.0,,,,0.303,0.0,0.962,0.499,0.0,0.973,1.0,0.0,0.00102,0.0,-0.0,-0.017,0.0,,False,False,,0.853,-0.0,-0.437,1.141,0.378,0.0,-0.006,-0.0,35333,35302,35300,35331,0,0,0,0,0,0,0,0,0,,
0,0,2.552,0.0,0.0,,,,0.304,0.0,0.963,0.499,0.0,0.973,1.0,0.0,0.00101,0.0,-0.0,-0.018,0.0,,False,False,,0.853,-0.0,-0.437,1.141,0.378,0.0,-0.006,-0.0,35333,35302,35300,35331,0,0,0,0,0,0,0,0,0,,
0,0,2.553,0.0,0.0,,,,0.304,0.0,0.964,0.499,0.0,0.973,1.0,0.0,0.001,0.0,-0.0,-0.018,0.0,,False,False,,0.853,-0.0,-0.437,1.141,0.378,0.0,-0.006,-0.0,35333,35302,35300,35331,0,0,0,0,0,0,0,0,0,,
0,0,2.556,0.0,0.0,,,,0.306,0.0,0.967,0.499,0.0,0.973,1.0,0.0,0.00097,0.0,-0.0,-0.018,0.0,,False,False,,0.853,-0.0,-0.437,1.141,0.378,0.0,-0.006,-0.0,35333,35302,35300,35331,0,0,0,0,0,0,0,0,0,,
0,0,2.56,0.0,0.0,,,,0.308,0.0,0.971,0.499,0.0,0.974,1.0,-0.0,0.00094,0.0,-0.0,-0.018,0.0,,False,False,,0.86,-0.0,-0.441,1.131,0.378,0.001,-0.004,-0.0,35324,35304,35301,35322,0,0,0,0,0,0,0,0,0,,
0,0,2.561,0.0,0.0,,,,0.308,0.0,0.971,0.5,0.0,0.974,1.0,-0.0,0.00093,0.0,-0.0,-0.019,0.0,,False,False,,0.86,-0.0,-0.441,1.131,0.378,0.001,-0.004,-0.0,35324,35304,35301,35322,0,0,0,0,0,0,0,0,0,,
0,0,2.565,0.0,0.0,,,,0.31,0.0,0.975,0.5,0.0,0.974,1.0,-0.0,0.00089,0.0,-0.0,-0.019,0.0,,False,False,,0.86,-0.0,-0.441,1.131,0.378,0.001,-0.004,-0.0,35324,35304,35301,35322,0,0,0,0,0,0,0,0,0,,
0,0,2.566,0.0,0.0,,,,0.311,0.0,0.976,0.5,0.0,0.974,1.0,-0.0,0.00088,0.0,-0.0,-0.019,0.0,,False,False,,0.86,-0.0,-0.441,1.131,0.378,0.001,-0.004,-0.0,35324,35304,35301,35322,0,0,0,0,0,0,0,0,0,,
0,0,2.567,0.0,0.0,,,,0.311,0.0,0.977,0.5,0.0,0.974,1.0,-0.0,0.00087,0.0,-0.0,-0.019,0.0,,False,False,,0.86,-0.0,-0.441,1.131,0.378,0.001,-0.004,-0.0,35324,35304,35301,35322,0,0,0,0,0,0,0,0,0,,
0,0,2.57,0.0,0.0,,,,0.313,0.0,0.98,0.5,0.0,0.974,1.0,-0.0,0.00084,0.0,-0.0,-0.02,0.0,,False,False,,0.868,-0.0,-0.445,1.122,0.378,0.001,-0.001,-0.0,35314,35307,35303,35311,0,0,0,0,0,0,0,0,0,,
