k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y_est,Theta_x_est,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,616.848,-32.767,0.000,--,--,--,1.387,-0.007,0.531,0.656,-0.053,0.030,-0.015,0.087,-0.042,0.995,-0.190,-0.780,-0.077,-1.326,9.956,-4.892,False,False,0.000,0.000,0.000,0.000,0.034,-0.424,1.548,0.564,0.439,0.431,0.320,14.830,12.859,14.816,11.493,65534,61664,65534,58384,1.453,0.000,0.520,0.519,0.000,0.287,0.000,0.000,3.500,3.500,--
0,0,616.867,-1.366,0.000,--,--,--,1.401,-0.008,0.533,0.695,-0.045,0.085,-0.017,0.080,-0.042,0.996,-0.180,-0.940,-0.100,-1.519,9.151,-4.896,False,False,0.000,0.000,0.000,18.084,0.028,-0.450,1.546,0.575,0.455,0.669,0.348,14.770,12.943,15.000,11.180,65534,61858,65534,57592,1.464,0.000,0.527,0.519,0.000,0.357,0.000,0.000,3.500,3.500,--
0,0,616.887,-1.366,0.000,--,--,--,1.416,-0.009,0.535,0.729,-0.039,0.150,-0.018,0.071,-0.043,0.996,-0.090,-1.090,-0.161,-1.714,8.027,-5.050,False,False,0.000,0.000,0.000,10.250,0.025,-0.473,1.544,0.583,0.338,0.908,0.415,14.767,12.762,15.000,10.808,65240,60860,65534,56096,1.474,0.000,0.535,0.519,0.000,0.427,0.000,0.000,3.500,3.500,--
0,0,616.907,-1.366,0.000,--,--,--,1.431,-0.010,0.539,0.762,-0.034,0.231,-0.021,0.061,-0.046,0.997,0.020,-1.030,-0.158,-2.062,6.893,-5.369,False,False,0.000,0.000,0.000,6.644,0.021,-0.495,1.540,0.586,0.188,0.795,0.421,14.762,12.533,15.000,10.990,64862,59988,65352,56244,1.485,0.000,0.544,0.519,0.000,0.497,0.000,0.000,3.500,3.500,--
0,0,616.926,-1.366,0.000,--,--,--,1.447,-0.010,0.545,0.790,-0.028,0.319,-0.022,0.051,-0.047,0.997,0.030,-0.910,-0.142,-2.265,5.768,-5.515,False,False,0.000,0.000,0.000,4.801,0.017,-0.516,1.534,0.587,0.187,0.596,0.412,14.880,12.414,15.000,11.184,64984,59598,65228,56628,1.495,0.000,0.555,0.519,0.000,0.567,0.000,0.000,3.500,3.500,--
0,0,616.936,-1.366,0.000,--,--,--,1.455,-0.011,0.548,0.803,-0.025,0.360,-0.021,0.047,-0.047,0.998,0.180,-1.050,-0.095,-2.129,5.298,-5.499,False,False,0.000,0.000,0.000,4.248,0.015,-0.525,1.527,0.590,0.146,0.643,0.370,14.636,12.593,15.000,11.354,64600,60126,65352,57162,1.505,0.000,0.567,0.519,0.000,0.637,0.000,0.000,3.500,3.500,--
0,0,616.969,-1.366,0.000,--,--,--,1.481,-0.012,0.561,0.833,-0.017,0.504,-0.019,0.032,-0.050,0.998,0.230,-1.010,-0.130,-2.045,3.550,-5.778,False,False,0.000,0.000,0.000,3.010,0.010,-0.549,1.518,0.586,-0.139,0.779,0.410,14.475,12.308,15.000,11.302,64262,59464,65352,57030,1.516,0.000,0.580,0.519,0.000,0.707,0.000,0.000,3.500,3.500,--
0,0,616.988,-1.366,0.000,--,--,--,1.498,-0.012,0.572,0.846,-0.009,0.592,-0.017,0.024,-0.051,0.998,0.320,-1.000,-0.150,-1.771,2.608,-5.912,False,False,0.000,0.000,0.000,2.543,0.005,-0.562,1.507,0.587,-0.286,0.779,0.437,14.574,12.096,15.000,11.406,64128,58822,65228,56942,1.521,0.000,0.587,0.519,0.000,0.742,0.000,0.000,3.500,3.500,--
0,0,617.000,-1.366,0.000,--,--,--,1.507,-0.012,0.577,0.850,-0.007,0.634,-0.015,0.019,-0.051,0.998,0.280,-1.060,-0.153,-1.637,2.139,-5.902,False,False,0.000,0.000,0.000,2.362,0.003,-0.566,1.495,0.589,-0.453,0.804,0.449,14.366,11.924,15.000,11.372,63914,58442,65228,57098,1.536,0.000,0.611,0.519,0.000,0.847,0.000,0.000,3.500,3.500,--
0,0,617.027,-1.366,0.000,--,--,--,1.533,-0.013,0.598,0.853,-0.001,0.772,-0.012,0.004,-0.054,0.998,0.350,-1.100,-0.083,-1.408,0.400,-6.193,False,False,0.000,0.000,0.000,1.915,0.000,-0.576,1.481,0.588,-0.357,1.040,0.389,14.012,12.428,15.000,11.355,63162,59632,65228,57056,1.547,0.000,0.629,0.519,0.000,0.917,0.000,0.000,3.500,3.500,--
0,0,617.047,-1.366,0.000,--,--,--,1.550,-0.013,0.614,0.844,0.002,0.865,-0.010,-0.006,-0.055,0.998,0.360,-1.190,-0.130,-1.150,-0.699,-6.339,False,False,0.000,0.000,0.000,1.693,-0.002,-0.577,1.465,0.586,-0.386,1.289,0.446,14.026,12.369,15.000,10.951,63074,59382,65106,55936,1.557,0.000,0.648,0.519,0.000,0.987,0.000,0.000,3.500,3.500,--
0,0,617.067,-1.366,0.000,--,--,--,1.567,-0.013,0.632,0.831,0.004,0.955,-0.007,-0.018,-0.058,0.998,0.410,-1.180,-0.127,-0.917,-2.118,-6.648,False,False,0.000,0.000,0.000,1.514,-0.004,-0.575,1.447,0.584,-0.488,1.361,0.453,13.920,12.315,15.000,10.944,62728,59144,64984,55812,1.568,0.000,0.668,0.519,0.000,1.057,0.000,0.000,3.500,3.500,--
0,0,617.087,-1.366,0.000,--,--,--,1.583,-0.012,0.651,0.809,0.007,1.040,-0.006,-0.029,-0.058,0.998,0.310,-1.170,-0.111,-0.832,-3.384,-6.642,False,False,0.000,0.000,0.000,1.372,-0.006,-0.568,1.428,0.589,-0.318,1.473,0.445,13.934,12.568,15.000,10.754,62758,59732,64984,55328,1.579,0.000,0.692,0.519,0.000,1.134,0.000,0.000,3.500,3.500,--
0,0,617.107,-1.366,0.000,--,--,--,1.600,-0.012,0.673,0.784,0.007,1.127,-0.003,-0.040,-0.060,0.997,0.380,-1.090,-0.111,-0.594,-4.643,-6.804,False,False,0.000,0.000,0.000,1.247,-0.006,-0.558,1.428,0.589,-0.318,1.473,0.445,13.906,12.365,15.000,10.817,62758,59732,64984,55328,1.588,0.000,0.713,0.519,0.000,1.197,0.000,0.000,3.500,3.500,--
0,0,617.133,-1.366,0.000,--,--,--,1.623,-0.013,0.708,0.734,0.002,1.250,0.001,-0.054,-0.061,0.997,0.290,-0.860,-0.111,-0.220,-6.212,-6.980,False,False,0.000,0.000,0.000,1.096,-0.002,-0.536,1.428,0.589,-0.318,1.473,0.445,13.914,12.416,15.000,10.931,62758,59732,64984,55328,1.599,0.000,0.738,0.519,0.000,1.267,0.000,0.000,3.500,3.500,--
