k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y_est,Theta_x_est,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error

0,0,45.610,-1.366,0.000,--,--,--,1.523,-0.027,0.497,0.486,0.030,0.154,-0.008,0.057,-0.024,0.998,-0.210,-0.670,-0.010,-0.798,6.488,-2.746,False,False,0.000,0.000,0.000,12.889,-0.022,-0.297,1.584,0.489,0.126,-0.013,0.153,13.194,11.785,13.345,11.610,58220,55408,57758,55000,1.567,0.000,0.484,0.347,0.000,0.314,0.000,0.000,2.300,3.500,--
0,0,45.636,-1.366,0.000,--,--,--,1.542,-0.030,0.503,0.533,0.020,0.256,-0.012,0.048,-0.025,0.998,-0.240,-0.590,-0.015,-1.288,5.521,-2.920,False,False,0.000,0.000,0.000,7.140,-0.017,-0.330,1.580,0.485,0.344,-0.200,0.163,13.530,11.554,13.172,11.469,58702,55084,56886,54564,1.574,0.000,0.491,0.347,0.000,0.360,0.000,0.000,2.300,3.500,--
0,0,45.646,-1.366,0.000,--,--,--,1.549,-0.031,0.506,0.546,0.014,0.288,-0.014,0.046,-0.025,0.999,-0.270,-0.640,-0.028,-1.455,5.200,-2.924,False,False,0.000,0.000,0.000,6.134,-0.013,-0.339,1.576,0.482,0.216,-0.176,0.182,13.354,11.569,12.738,11.505,58330,54414,57024,54264,1.585,0.000,0.503,0.347,0.000,0.429,0.000,0.000,2.300,3.500,--
0,0,45.676,-1.366,0.000,--,--,--,1.569,-0.033,0.517,0.583,0.008,0.398,-0.018,0.036,-0.025,0.999,-0.210,-0.720,-0.031,-1.959,4.076,-2.926,False,False,0.000,0.000,0.000,4.311,-0.008,-0.365,1.573,0.479,0.245,-0.262,0.188,13.028,11.705,12.429,11.392,58306,53980,56616,54038,1.592,0.000,0.512,0.347,0.000,0.475,0.000,0.000,2.300,3.500,--
0,0,45.685,-1.366,0.000,--,--,--,1.578,-0.035,0.521,0.599,0.003,0.435,-0.018,0.033,-0.025,0.999,-0.100,-0.890,-0.050,-1.967,3.758,-2.921,False,False,0.000,0.000,0.000,3.572,-0.005,-0.382,1.558,0.476,-0.077,0.157,0.216,12.849,11.312,13.217,11.185,56560,53152,57332,52856,1.600,0.000,0.524,0.347,0.000,0.530,0.000,0.000,2.300,3.500,--
0,0,45.715,-1.366,0.000,--,--,--,1.593,-0.037,0.530,0.618,0.008,0.504,-0.019,0.025,-0.025,0.999,-0.080,-0.940,0.016,-2.150,2.801,-2.908,False,False,0.000,0.000,0.000,3.069,-0.008,-0.397,1.553,0.483,-0.106,0.269,0.150,12.654,11.837,13.244,11.580,56046,54256,57286,53676,1.605,0.000,0.532,0.347,0.000,0.567,0.000,0.000,2.300,3.500,--
0,0,45.735,-1.366,0.000,--,--,--,1.615,-0.040,0.546,0.642,0.005,0.603,-0.022,0.014,-0.026,0.999,-0.090,-0.960,0.037,-2.498,1.520,-3.047,False,False,0.000,0.000,0.000,2.534,-0.006,-0.416,1.532,0.468,-0.086,0.222,0.141,12.681,11.346,13.485,11.446,55066,53242,56100,52748,1.612,0.000,0.544,0.347,0.000,0.613,0.000,0.000,2.300,3.500,--
0,0,45.754,-1.366,0.000,--,--,--,1.622,-0.041,0.553,0.647,0.006,0.634,-0.022,0.010,-0.025,0.999,-0.200,-0.920,0.037,-2.512,1.047,-2.878,False,False,0.000,0.000,0.000,2.401,-0.007,-0.421,1.532,0.468,-0.086,0.222,0.141,12.284,12.172,12.740,11.569,55066,53242,56100,52748,1.619,0.000,0.557,0.347,0.000,0.659,0.000,0.000,2.300,3.500,--
0,0,45.773,-1.366,0.000,--,--,--,1.638,-0.042,0.565,0.654,0.007,0.690,-0.025,-0.000,-0.025,0.999,-0.110,-0.820,-0.031,-2.857,-0.071,-2.854,False,False,0.000,0.000,0.000,2.189,-0.008,-0.430,1.513,0.478,-0.021,0.046,0.210,13.011,11.530,13.121,11.047,56522,52888,56738,52794,1.623,0.000,0.564,0.347,0.000,0.682,0.000,0.000,2.300,3.500,--
0,0,45.783,-1.366,0.000,--,--,--,1.645,-0.043,0.572,0.656,0.009,0.719,-0.025,-0.004,-0.025,0.999,-0.220,-0.920,-0.011,-2.869,-0.547,-2.842,False,False,0.000,0.000,0.000,2.092,-0.009,-0.433,1.506,0.479,0.173,0.228,0.190,12.950,11.735,13.036,11.105,56376,53744,56556,52302,1.633,0.000,0.585,0.347,0.000,0.751,0.000,0.000,2.300,3.500,--
