k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,MS1,MS2,MS3,MS4,F_thrust,Mx,My,Mz,Error
0,0,,,,,,4.726,0.0,0.0,0.424,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.497,0.0,0.0,-0.0,,False,False,8,0.138,0.0,0.0,1974.0,1945.0,1945.0,1974.0,0.339,0.0,-0.141,0.0,
0,0,,,,,,4.833,0.002,-0.0,0.583,1.0,2e-05,-0.00245,6e-05,0.028,-0.0,2.661,-0.0,-0.071,-0.0,,False,False,8,1.683,0.0,-0.019,1952.0,1954.0,1953.0,1954.0,0.337,0.001,0.004,0.0,
0,0,,,,,,4.846,0.002,-0.0,0.621,1.0,1e-05,-0.00293,6e-05,0.028,-0.0,2.662,-0.0,-0.067,-0.0,,False,False,8,1.683,0.0,-0.019,1950.0,1950.0,1951.0,1949.0,0.336,0.0,0.005,0.0,
0,0,,,,,,4.898,0.004,-0.0,0.773,0.99999,1e-05,-0.00456,4e-05,0.023,-0.0,2.664,-0.0,-0.048,-0.001,,False,False,8,1.683,0.0,-0.019,1948.0,1949.0,1949.0,1947.0,0.336,0.0,0.006,0.0,
0,0,,,,,,4.939,0.005,-0.0,0.879,0.99999,0.0,-0.00537,2e-05,0.02,-0.0,2.665,-0.0,-0.033,-0.001,,False,False,8,2.113,0.0,-0.017,1948.0,1948.0,1949.0,1947.0,0.335,0.0,0.006,0.0,
0,0,,,,,,5.068,0.006,-0.0,1.303,0.99998,-1e-05,-0.00574,-3e-05,0.001,-0.0,2.666,-0.0,0.021,-0.0,,False,False,8,2.833,0.0,-0.008,1946.0,1947.0,1947.0,1946.0,0.335,0.0,0.004,0.0,
0,0,,,,,,5.277,0.005,-0.0,1.792,0.99255,0.00592,-0.12154,0.00674,-0.037,-0.001,2.39,0.463,-10.066,0.587,,True,False,8,6.732,0.001,0.042,1736.0,62.0,62.0,1736.0,0.133,0.0,-3.764,0.0,
0,0,,,,,,5.295,0.003,-0.0,1.843,0.96643,0.01153,-0.25622,0.01486,-0.068,-0.003,2.244,0.54,-14.65,0.872,,True,False,8,6.732,0.001,0.042,1736.0,62.0,62.0,1736.0,0.133,0.0,-3.764,0.0,
0,0,,,,,,5.336,0.002,-0.0,1.889,0.90607,0.01666,-0.42204,0.02534,-0.112,-0.006,2.087,0.484,-18.763,1.089,,True,False,8,6.732,0.001,0.042,1736.0,62.0,62.0,1736.0,0.133,0.0,-3.764,0.0,
0,0,,,,,,5.427,-0.01,0.002,1.999,0.42441,0.02625,-0.90499,0.01343,0.289,0.206,-0.644,-5.747,37.162,3.928,,True,False,8,14.527,0.131,1.749,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.494,-0.012,0.007,1.991,0.41791,0.09575,-0.90317,0.02153,0.149,0.088,-0.195,-5.173,17.133,-1.844,,True,False,8,14.527,0.131,1.749,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.547,-0.01,0.005,1.988,0.46124,0.07819,-0.88315,0.03457,-0.009,-0.003,-0.097,1.173,-3.567,0.853,,True,False,8,-2.133,-0.538,-1.077,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.59,-0.01,0.005,1.989,0.41185,0.07003,-0.90829,0.02197,0.04,0.006,-0.061,-0.416,0.801,-1.485,,True,False,8,-0.806,-0.049,-0.493,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.663,-0.007,0.005,1.989,0.41918,0.0725,-0.90451,0.02986,0.006,0.002,-0.076,0.249,-1.767,-0.516,,True,False,8,-0.806,-0.049,-0.493,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.699,-0.007,0.005,1.989,0.40847,0.06439,-0.91018,0.02396,0.006,-0.002,-0.071,-0.186,-0.634,0.045,,True,False,8,-0.547,0.046,0.007,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.749,-0.006,0.005,1.989,0.40906,0.06963,-0.90943,0.02757,-0.017,-0.003,-0.066,0.21,-1.876,0.383,,True,False,8,-0.547,0.046,0.007,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.847,-0.008,0.005,1.989,0.419,0.06841,-0.90496,0.02827,-0.033,-0.004,-0.069,-0.006,-0.861,0.212,,True,False,8,-0.615,0.058,0.253,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,5.925,-0.011,0.004,1.989,0.43914,0.06696,-0.89544,0.0294,-0.013,-0.002,-0.068,0.083,-1.341,0.044,,True,False,8,-0.612,0.014,0.087,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,6.178,-0.008,0.005,1.989,0.41895,0.06782,-0.90504,0.02796,0.007,0.001,-0.069,0.129,-1.614,-0.013,,True,False,8,-0.619,-0.012,-0.076,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,6.252,-0.007,0.005,1.989,0.41242,0.0681,-0.90803,0.02747,-0.01,-0.001,-0.068,0.089,-1.336,-0.012,,True,False,8,-0.616,0.009,0.064,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,6.482,-0.01,0.004,1.989,0.43532,0.0674,-0.89727,0.02925,-0.02,-0.003,-0.067,0.072,-1.232,0.004,,True,False,8,-0.607,0.035,0.233,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,6.551,-0.01,0.004,1.989,0.43583,0.06738,-0.89702,0.0293,-0.012,-0.002,-0.068,0.091,-1.359,0.001,,True,False,8,-0.607,0.035,0.233,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,6.604,-0.009,0.004,1.989,0.43008,0.06756,-0.89979,0.02887,0.002,0.0,-0.068,0.121,-1.563,-0.001,,True,False,8,-0.615,0.005,0.03,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,
0,0,,,,,,6.694,-0.009,0.004,1.989,0.42711,0.06765,-0.90121,0.02864,0.004,0.001,-0.069,0.124,-1.586,-0.002,,True,False,8,-0.615,0.005,0.03,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,

0,0,[0 0],[0 0],[6. 5.],[1. 1.],[5.99 3.77 0.  ],,,,,,,,,0.0,0,2.65,,,,91.23,[   2.01 -248.24 -248.24],,,,,,,,,,,,,,Rollout Completed: Pitch Timeout
0,0,,,,,,5.247,0.006,-0.0,1.668,0.99999,-1e-05,-0.00328,-4e-05,-0.011,0.0,2.666,0.0,0.046,0.0,,,,,6.136,,0.026,,,,,0.0,0.0,-3.768,0.0,Flip Data
0,0,,,,,,5.397,-0.008,-0.001,1.991,0.46631,0.01466,-0.88278,0.05509,-0.188,-0.014,1.568,0.047,-25.066,0.684,False,False,2,,4.827,1.392,,,,,,,,,,Impact Data

0,1,,,,,,8.55,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.03,0.0,2.653,0.0,0.0,0.0,,False,False,8,0.172,-0.0,-0.0,2495.0,2495.0,2495.0,2495.0,0.55,-0.0,-0.0,-0.0,
0,1,,,,,,8.603,0.001,-0.0,0.509,1.0,1e-05,-0.00134,5e-05,0.029,-0.0,2.659,-0.0,-0.078,0.001,,False,False,8,0.172,-0.0,-0.0,1952.0,1954.0,1952.0,1953.0,0.337,0.0,0.004,0.0,
0,1,,,,,,8.658,0.003,-0.0,0.647,0.99999,1e-05,-0.00319,5e-05,0.027,-0.0,2.662,-0.0,-0.064,-0.001,,False,False,8,0.172,-0.0,-0.0,1950.0,1950.0,1951.0,1949.0,0.336,0.0,0.005,0.0,
0,1,,,,,,8.685,0.004,-0.0,0.759,0.99999,0.0,-0.00439,4e-05,0.024,-0.0,2.664,-0.0,-0.05,-0.001,,False,False,8,1.86,0.0,-0.019,1948.0,1949.0,1950.0,1948.0,0.336,0.0,0.006,0.0,
0,1,,,,,,8.721,0.004,-0.0,0.834,0.99999,0.0,-0.00502,3e-05,0.021,-0.0,2.664,-0.0,-0.04,-0.001,,False,False,8,1.86,0.0,-0.019,1948.0,1948.0,1949.0,1947.0,0.335,0.0,0.006,0.0,
