k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,MS1,MS2,MS3,MS4,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,x_Ext,y_Ext,z_Ext,qw_Ext,qx_Ext,qy_Ext,qz_Ext,vx_Ext,vy_Ext,vz_Ext,wx_Ext,wy_Ext,wz_Ext,Error,x_Raw,y_Raw,z_Raw,qw_Raw,qx_Raw,qy_Raw,qz_Raw
0,0,,,,,,26.14,-0.347,0.018,1.966,0.083,0.156,0.959,-0.221,-0.236,-0.393,0.075,8.012,10.97,-4.082,,True,,,0.57,-2.14,-1.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.213,0.0,0.0,2.5,0.0,0.0,0.0,3.731,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.15,-0.35,0.014,1.967,0.008,0.155,0.957,-0.246,-0.327,-0.489,0.079,7.693,13.362,-3.287,,True,,,0.563,-2.957,-1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.238,0.0,0.0,2.5,0.0,0.0,0.0,3.731,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.16,-0.353,0.009,1.968,-0.055,0.155,0.946,-0.28,-0.372,-0.545,0.076,10.278,7.244,-1.929,,True,,,0.601,-3.698,-2.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.263,0.0,0.0,2.5,0.0,0.0,0.0,3.731,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.17,-0.357,0.003,1.969,-0.08,0.152,0.928,-0.331,-0.397,-0.613,0.162,12.437,-2.387,0.473,,True,,,0.583,-4.139,-2.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.288,0.0,0.0,2.5,0.0,0.0,0.0,3.731,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.18,-0.356,0.007,1.991,-0.065,0.143,0.904,-0.399,-0.393,-0.632,0.349,11.403,-7.891,1.281,,True,,,2.212,-5.098,-3.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.313,0.0,0.0,2.5,0.0,0.0,0.0,3.731,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.19,-0.36,0.001,1.994,-0.035,0.127,0.883,-0.451,-0.388,-0.684,0.391,9.688,-7.417,0.164,,True,,,3.213,-5.818,-3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.338,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.2,-0.364,-0.006,1.999,-0.019,0.109,0.862,-0.495,-0.382,-0.721,0.454,9.201,-2.127,-1.991,,True,,,3.73,-6.513,-3.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.363,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.21,-0.367,-0.014,2.004,-0.036,0.098,0.838,-0.536,-0.395,-0.723,0.57,10.171,3.46,-3.17,,True,,,4.505,-7.152,-3.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.388,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.22,-0.371,-0.021,2.01,-0.066,0.095,0.809,-0.576,-0.408,-0.702,0.65,10.733,4.109,-2.363,,True,,,5.963,-7.557,-4.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.413,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.339,0.036,2.031,1,0,0,0,-0.252,0.033,2.025,-0.578,-3.002,7.402,,-0.343,0.035,2.023,0.208,0.179,0.959,-0.067
0,0,,,,,,26.23,-0.376,-0.028,2.017,-0.09,0.093,0.776,-0.617,-0.404,-0.675,0.691,10.911,1.821,-0.888,,True,,,7.26,-7.842,-4.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.438,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.381,-0.018,2.075,1,0,0,0,-0.26,-0.164,1.107,-2.084,-1.816,9.469,,-0.381,-0.033,2.004,-0.14,0.156,0.753,-0.623
0,0,,,,,,26.24,-0.383,-0.04,2.031,-0.098,0.082,0.708,-0.695,-0.332,-0.575,0.799,9.397,-1.344,0.212,,True,,,9.776,-8.333,-4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.488,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.383,-0.028,2.045,1,0,0,0,-0.261,-0.19,0.99,-2.396,-1.34,10.289,,-0.386,-0.04,2.011,-0.141,0.134,0.721,-0.665
0,0,,,,,,26.25,-0.385,-0.036,2.056,0.101,-0.073,-0.673,0.729,-0.283,-0.456,0.899,7.675,-0.042,-0.637,,True,,,16.433,-10.057,-6.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.513,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.386,-0.035,2.035,1,0,0,0,-0.261,-0.202,0.938,-2.331,-1.398,10.225,,-0.386,-0.04,2.011,-0.141,0.134,0.721,-0.665
0,0,,,,,,26.26,-0.387,-0.038,2.062,0.111,-0.068,-0.646,0.752,-0.264,-0.372,0.899,6.239,1.068,-0.86,,True,,,19.131,-9.64,-6.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.538,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.27,-0.39,-0.041,2.064,0.113,-0.075,-0.624,0.769,-0.245,-0.292,0.772,5.08,2.703,2.885,,True,,,20.092,-8.512,-6.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.563,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.28,-0.392,-0.043,2.064,0.109,-0.089,-0.603,0.785,-0.217,-0.139,0.501,5.156,-0.859,-2.022,,True,,,17.965,-7.056,-5.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.588,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.29,-0.394,-0.043,2.069,0.125,-0.077,-0.596,0.789,-0.153,0.112,0.529,-2.981,0.988,-3.435,,True,,,14.107,-3.932,-6.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.613,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.3,-0.395,-0.042,2.075,0.14,-0.076,-0.62,0.768,-0.11,0.238,0.632,-7.119,0.756,-2.366,,True,,,17.449,3.706,-5.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.638,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.31,-0.396,-0.039,2.081,0.141,-0.072,-0.641,0.751,-0.106,0.284,0.574,-3.817,-2.102,-0.741,,True,,,25.703,9.677,-4.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.663,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.32,-0.397,-0.036,2.086,0.136,-0.065,-0.655,0.741,-0.107,0.293,0.451,-3.12,-1.859,-0.041,,True,,,30.898,15.297,-5.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.688,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.33,-0.398,-0.033,2.09,0.133,-0.065,-0.668,0.729,-0.083,0.291,0.351,-4.128,-0.061,0.149,,True,,,-31.967,21.806,-8.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.713,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.34,-0.398,-0.033,2.09,0.133,-0.065,-0.668,0.729,-0.083,0.291,0.351,-4.128,-0.061,0.149,,True,,,-31.967,21.806,-8.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.713,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.35,-0.399,-0.03,2.093,0.13,-0.069,-0.686,0.712,-0.022,0.303,0.316,-5.797,0.498,0.837,,True,,,-28.287,30.813,-8.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.738,0.0,0.0,2.5,0.0,0.0,0.0,3.737,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.36,-0.399,-0.027,2.097,-0.125,0.079,0.707,-0.692,0.052,0.343,0.357,-6.438,-0.47,2.125,,True,,,-13.728,-15.921,-3.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.763,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.388,-0.04,2.032,1,0,0,0,-0.26,-0.211,0.901,-2.345,-1.581,10.302,,-0.388,-0.044,2.014,-0.14,0.13,0.699,-0.689
0,0,,,,,,26.37,-0.396,-0.027,2.084,-0.112,0.09,0.729,-0.67,0.091,0.39,0.383,-6.133,-0.759,2.606,,True,,,16.823,17.613,2.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.788,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.417,-0.063,2.129,1,0,0,0,-0.26,-0.211,0.898,-2.392,-1.472,10.281,,-0.382,-0.035,2.006,-0.145,0.153,0.746,-0.632
0,0,,,,,,26.38,-0.394,-0.018,2.093,-0.097,0.111,0.767,-0.624,0.063,0.495,0.452,-6.882,1.123,0.687,,True,,,-26.781,-24.905,7.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.838,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.39,-0.043,2.039,1,0,0,0,-0.105,-0.097,0.376,-2.37,-1.524,10.286,,-0.38,-0.036,2.004,-0.147,0.165,0.765,-0.605
0,0,,,,,,26.39,-0.394,-0.018,2.093,-0.097,0.111,0.767,-0.624,0.063,0.495,0.452,-6.882,1.123,0.687,,True,,,-26.781,-24.905,7.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.838,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.4,-0.399,-0.026,2.098,-0.097,0.125,0.814,-0.559,0.003,0.459,0.494,-7.367,0.134,-0.416,,True,,,-26.039,-32.767,-21.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.888,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.41,-0.396,-0.024,2.09,-0.094,0.126,0.834,-0.529,0.012,0.458,0.504,-7.298,-0.951,-0.373,,True,,,32.236,31.844,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.913,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.42,-0.396,-0.019,2.095,-0.086,0.125,0.854,-0.498,0.032,0.445,0.556,-7.213,-1.256,-0.196,,True,,,-12.114,-16.944,1.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.938,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.43,-0.395,-0.015,2.101,-0.077,0.125,0.872,-0.468,0.051,0.421,0.596,-7.044,-0.704,0.171,,True,,,3.085,-23.53,7.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.963,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.44,-0.395,-0.011,2.107,-0.072,0.127,0.887,-0.437,0.058,0.394,0.621,-6.661,0.075,0.696,,True,,,23.994,-32.767,-32.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.988,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.45,-0.394,-0.007,2.113,-0.069,0.134,0.9,-0.41,0.054,0.368,0.635,-5.873,0.742,1.025,,True,,,-15.113,-32.767,-7.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.013,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.46,-0.394,-0.004,2.12,-0.068,0.143,0.909,-0.385,0.046,0.34,0.643,-4.919,1.037,0.889,,True,,,20.142,-26.319,-3.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.038,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.47,-0.393,0.0,2.126,-0.069,0.149,0.917,-0.364,0.034,0.306,0.649,-4.322,0.788,0.44,,True,,,-31.546,-16.694,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.063,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.48,-0.393,0.003,2.133,-0.069,0.152,0.924,-0.343,0.016,0.266,0.652,-4.115,0.149,-0.03,,True,,,-24.188,-11.411,-1.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.088,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.49,-0.392,-0.006,2.116,-0.066,0.154,0.932,-0.322,-0.008,0.181,0.588,-3.797,-0.469,-0.323,,True,,,11.344,-20.345,-0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.113,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.5,-0.392,-0.005,2.122,-0.062,0.152,0.937,-0.307,-0.022,0.142,0.568,-3.013,-0.8,-0.385,,True,,,30.8,-10.745,0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.138,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.51,-0.393,-0.003,2.128,-0.058,0.149,0.942,-0.296,-0.03,0.104,0.543,-1.967,-0.73,-0.302,,True,,,-25.033,-6.285,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.163,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.52,-0.393,-0.002,2.133,-0.055,0.148,0.944,-0.289,-0.035,0.063,0.518,-0.993,-0.258,-0.102,,True,,,-19.226,-3.688,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.188,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.53,-0.393,-0.002,2.133,-0.055,0.148,0.944,-0.289,-0.035,0.063,0.518,-0.993,-0.258,-0.102,,True,,,-19.226,-3.688,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.188,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.54,-0.394,-0.002,2.143,-0.058,0.151,0.944,-0.286,-0.049,-0.018,0.461,0.616,0.589,0.34,,True,,,-12.707,-0.552,1.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.238,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.55,-0.394,-0.002,2.147,-0.062,0.152,0.942,-0.292,-0.06,-0.055,0.431,1.496,0.564,0.294,,True,,,-10.633,0.427,1.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.263,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.56,-0.395,-0.003,2.152,-0.068,0.154,0.939,-0.3,-0.074,-0.092,0.406,2.284,0.271,0.065,,True,,,-9.014,1.161,1.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.288,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.57,-0.396,-0.004,2.156,-0.071,0.152,0.935,-0.311,-0.087,-0.131,0.387,2.859,-0.173,-0.189,,True,,,-7.799,1.78,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.313,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.58,-0.395,-0.017,2.127,-0.073,0.149,0.931,-0.324,-0.102,-0.21,0.295,3.344,-0.529,-0.39,,True,,,-12.925,7.121,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.338,0.0,0.0,2.5,0.0,0.0,0.0,3.742,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.59,-0.396,-0.02,2.129,-0.075,0.145,0.925,-0.342,-0.111,-0.249,0.285,3.914,-0.595,-0.437,,True,,,-10.955,7.806,3.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.363,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.6,-0.397,-0.022,2.132,-0.076,0.141,0.919,-0.361,-0.117,-0.285,0.281,4.545,-0.347,-0.356,,True,,,-9.543,8.341,3.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.388,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.61,-0.399,-0.025,2.135,-0.082,0.137,0.91,-0.383,-0.121,-0.318,0.286,5.172,0.105,-0.247,,True,,,-8.592,8.725,3.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.413,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.62,-0.4,-0.029,2.138,-0.087,0.134,0.899,-0.407,-0.124,-0.348,0.298,5.723,0.476,-0.142,,True,,,-8.046,8.957,3.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.438,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.63,-0.401,-0.032,2.141,-0.095,0.133,0.886,-0.433,-0.124,-0.372,0.318,6.038,0.562,-0.074,,True,,,-7.77,9.044,3.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.463,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.64,-0.402,-0.036,2.144,-0.102,0.13,0.873,-0.459,-0.123,-0.392,0.342,6.115,0.308,-0.103,,True,,,-7.667,8.975,2.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.488,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.65,-0.404,-0.04,2.148,-0.108,0.127,0.858,-0.486,-0.119,-0.405,0.369,6.105,-0.079,-0.221,,True,,,-7.637,8.757,2.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.513,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.66,-0.405,-0.044,2.152,-0.112,0.122,0.843,-0.512,-0.112,-0.41,0.397,6.131,-0.351,-0.409,,True,,,-7.632,8.379,2.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.538,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.67,-0.399,-0.045,2.12,-0.118,0.113,0.826,-0.54,-0.088,-0.392,0.347,6.076,-0.379,-0.584,,True,,,-18.42,22.821,5.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.563,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.68,-0.4,-0.049,2.124,-0.123,0.107,0.81,-0.563,-0.077,-0.381,0.372,5.896,-0.151,-0.585,,True,,,-16.783,18.971,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.588,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
