k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,MS1,MS2,MS3,MS4,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,x_Ext,y_Ext,z_Ext,qw_Ext,qx_Ext,qy_Ext,qz_Ext,vx_Ext,vy_Ext,vz_Ext,wx_Ext,wy_Ext,wz_Ext,Error,x_Raw,y_Raw,z_Raw,qw_Raw,qx_Raw,qy_Raw,qz_Raw
0,0,,,,,,26.69,-0.401,-0.052,2.128,-0.127,0.101,0.793,-0.587,-0.061,-0.364,0.394,5.661,0.132,-0.47,,True,,,-15.333,15.703,3.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.613,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.7,-0.401,-0.052,2.128,-0.127,0.101,0.793,-0.587,-0.061,-0.364,0.394,5.661,0.132,-0.47,,True,,,-15.333,15.703,3.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.613,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.71,-0.402,-0.059,2.136,-0.14,0.093,0.76,-0.628,-0.015,-0.313,0.426,5.095,0.353,-0.152,,True,,,-12.84,10.599,1.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.663,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.72,-0.402,-0.062,2.14,-0.144,0.09,0.744,-0.646,0.01,-0.281,0.434,4.585,0.284,-0.087,,True,,,-11.721,8.61,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.688,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.73,-0.401,-0.065,2.145,-0.148,0.089,0.73,-0.661,0.035,-0.245,0.435,3.9,0.116,-0.051,,True,,,-10.66,6.911,-0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.713,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.74,-0.401,-0.065,2.145,-0.148,0.089,0.73,-0.661,0.035,-0.245,0.435,3.9,0.116,-0.051,,True,,,-10.66,6.911,-0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.713,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.75,-0.401,-0.067,2.149,-0.151,0.084,0.718,-0.674,0.058,-0.205,0.431,3.198,-0.049,-0.16,,True,,,-9.659,5.443,-0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.738,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.76,-0.4,-0.069,2.153,-0.154,0.082,0.709,-0.684,0.08,-0.163,0.421,2.501,-0.106,-0.267,,True,,,-8.73,4.159,-1.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.763,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.77,-0.391,-0.057,2.122,0.159,-0.075,-0.693,0.699,0.142,-0.032,0.305,1.156,-0.057,-0.208,,True,,,-16.574,3.939,-6.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.813,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.78,-0.391,-0.057,2.122,0.159,-0.075,-0.693,0.699,0.142,-0.032,0.305,1.156,-0.057,-0.208,,True,,,-16.574,3.939,-6.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.813,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.79,-0.388,-0.057,2.128,0.162,-0.073,-0.689,0.703,0.196,0.053,0.259,-0.297,0.104,0.075,,True,,,-10.986,-0.424,-6.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.863,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.8,-0.386,-0.056,2.13,0.162,-0.075,-0.692,0.7,0.225,0.095,0.236,-1.062,0.092,0.174,,True,,,-9.109,-1.867,-6.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.888,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.81,-0.386,-0.056,2.13,0.162,-0.075,-0.692,0.7,0.225,0.095,0.236,-1.062,0.092,0.174,,True,,,-9.109,-1.867,-6.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.888,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.82,-0.383,-0.055,2.133,-0.162,0.077,0.697,-0.695,0.254,0.137,0.215,-1.799,0.018,0.258,,True,,,-7.637,-3.077,-7.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.913,0.0,0.0,2.5,0.0,0.0,0.0,3.747,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.83,-0.381,-0.054,2.135,-0.162,0.079,0.703,-0.688,0.282,0.179,0.197,-2.443,-0.07,0.279,,True,,,-6.49,-4.134,-7.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.938,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.84,-0.375,-0.049,2.138,-0.159,0.086,0.723,-0.667,0.33,0.262,0.178,-3.694,-0.12,0.172,,True,,,-4.997,-5.964,-8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,3.988,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.85,-0.374,-0.043,2.105,-0.156,0.089,0.736,-0.653,0.346,0.31,0.107,-4.195,-0.094,0.153,,True,,,-23.485,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.013,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.86,-0.37,-0.039,2.106,-0.155,0.091,0.749,-0.638,0.37,0.344,0.11,-4.63,-0.107,0.185,,True,,,-18.857,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.038,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.87,-0.366,-0.036,2.107,-0.152,0.095,0.764,-0.62,0.397,0.374,0.117,-4.926,-0.139,0.251,,True,,,-16.271,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.063,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.88,-0.362,-0.032,2.109,-0.149,0.101,0.779,-0.601,0.423,0.398,0.129,-5.21,-0.084,0.279,,True,,,-14.928,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.088,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.89,-0.358,-0.028,2.11,-0.147,0.105,0.795,-0.58,0.447,0.417,0.146,-5.412,-0.058,0.371,,True,,,-14.217,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.113,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.9,-0.353,-0.024,2.112,-0.144,0.111,0.81,-0.558,0.468,0.431,0.166,-5.546,0.023,0.352,,True,,,-13.932,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.138,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.91,-0.349,-0.019,2.113,-0.141,0.116,0.824,-0.536,0.486,0.438,0.187,-5.58,0.033,0.366,,True,,,-13.798,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.163,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.92,-0.344,-0.015,2.115,-0.137,0.122,0.839,-0.512,0.5,0.439,0.21,-5.539,0.039,0.267,,True,,,-13.581,-31.683,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.188,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.93,-0.339,-0.011,2.118,-0.134,0.126,0.853,-0.488,0.512,0.433,0.229,-5.382,-0.023,0.262,,True,,,-13.278,-27.751,-31.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.213,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.94,-0.339,-0.011,2.118,-0.134,0.126,0.853,-0.488,0.512,0.433,0.229,-5.382,-0.023,0.262,,True,,,-13.278,-27.751,-31.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.213,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.95,-0.35,-0.02,2.091,-0.13,0.131,0.866,-0.465,0.481,0.382,0.191,-4.954,0.043,0.324,,True,,,17.158,-27.46,-20.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.238,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.96,-0.345,-0.016,2.093,-0.127,0.137,0.876,-0.444,0.491,0.365,0.204,-4.679,0.11,0.386,,True,,,22.57,-20.48,-8.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.263,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.97,-0.34,-0.013,2.095,-0.126,0.141,0.885,-0.425,0.497,0.341,0.218,-4.483,0.159,0.356,,True,,,31.49,-9.373,10.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.288,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.98,-0.335,-0.01,2.097,-0.123,0.147,0.894,-0.405,0.499,0.314,0.228,-4.184,0.112,0.258,,True,,,-15.538,12.394,-17.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.313,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,26.99,-0.33,-0.007,2.1,-0.122,0.149,0.902,-0.387,0.497,0.287,0.231,-3.606,0.012,0.101,,True,,,-23.678,16.402,-27.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.338,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.0,-0.325,-0.004,2.102,-0.119,0.151,0.908,-0.372,0.495,0.259,0.225,-2.935,-0.114,0.0,,True,,,7.443,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.363,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.01,-0.32,-0.001,2.104,-0.118,0.152,0.912,-0.361,0.494,0.23,0.214,-2.319,-0.126,-0.069,,True,,,-25.79,-32.767,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.388,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.02,-0.31,0.002,2.108,-0.116,0.155,0.919,-0.343,0.492,0.161,0.186,-1.285,0.036,0.049,,True,,,-29.81,-29.076,-32.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.438,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.03,-0.332,-0.016,2.084,-0.115,0.158,0.921,-0.338,0.422,0.072,0.121,-0.597,0.079,0.117,,True,,,8.473,6.407,25.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.463,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.04,-0.332,-0.016,2.084,-0.115,0.158,0.921,-0.338,0.422,0.072,0.121,-0.597,0.079,0.117,,True,,,8.473,6.407,25.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.463,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.05,-0.328,-0.015,2.085,-0.116,0.158,0.921,-0.336,0.419,0.039,0.101,0.172,0.103,0.055,,True,,,7.961,4.727,27.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.488,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.06,-0.324,-0.015,2.086,-0.118,0.158,0.92,-0.338,0.416,0.007,0.081,0.888,0.028,0.007,,True,,,7.16,2.815,29.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.513,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.07,-0.32,-0.015,2.087,-0.119,0.156,0.918,-0.343,0.412,-0.025,0.065,1.394,-0.029,-0.081,,True,,,6.183,0.585,31.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.538,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.08,-0.312,-0.016,2.088,-0.125,0.154,0.912,-0.36,0.406,-0.091,0.04,2.398,-0.108,-0.19,,True,,,4.385,-4.996,-31.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.588,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.09,-0.312,-0.016,2.088,-0.125,0.154,0.912,-0.36,0.406,-0.091,0.04,2.398,-0.108,-0.19,,True,,,4.385,-4.996,-31.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.588,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.1,-0.308,-0.017,2.088,-0.127,0.151,0.907,-0.372,0.406,-0.122,0.031,3.045,-0.091,-0.187,,True,,,3.531,-8.021,-29.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.613,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.11,-0.299,-0.02,2.089,-0.134,0.144,0.893,-0.404,0.412,-0.178,0.027,4.007,0.071,-0.178,,True,,,2.48,-14.02,-27.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.663,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.12,-0.325,-0.033,2.069,-0.137,0.143,0.885,-0.421,0.343,-0.233,-0.004,4.27,0.101,-0.152,,True,,,-0.327,-6.944,11.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.688,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.13,-0.322,-0.035,2.069,-0.143,0.138,0.876,-0.44,0.349,-0.254,0.003,4.463,0.102,-0.21,,True,,,-0.158,-7.756,11.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.713,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.14,-0.322,-0.035,2.069,-0.143,0.138,0.876,-0.44,0.349,-0.254,0.003,4.463,0.102,-0.21,,True,,,-0.158,-7.756,11.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.713,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.15,-0.318,-0.038,2.069,-0.147,0.134,0.866,-0.459,0.358,-0.27,0.015,4.714,0.019,-0.238,,True,,,0.129,-8.442,11.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.738,0.0,0.0,2.5,0.0,0.0,0.0,3.753,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.16,-0.315,-0.041,2.07,-0.151,0.13,0.854,-0.48,0.37,-0.281,0.028,4.878,-0.078,-0.283,,True,,,0.509,-9.003,11.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.763,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.17,-0.311,-0.044,2.07,-0.156,0.125,0.841,-0.502,0.386,-0.288,0.044,4.91,-0.096,-0.343,,True,,,0.955,-9.439,12.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.788,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.18,-0.307,-0.047,2.071,-0.161,0.119,0.829,-0.523,0.404,-0.289,0.06,4.818,-0.067,-0.322,,True,,,1.529,-9.806,13.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.813,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.19,-0.303,-0.049,2.071,-0.165,0.113,0.816,-0.542,0.424,-0.284,0.075,4.673,0.027,-0.294,,True,,,2.086,-10.025,14.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.838,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.2,-0.298,-0.052,2.072,-0.17,0.108,0.803,-0.56,0.448,-0.275,0.09,4.58,0.098,-0.25,,True,,,2.693,-10.119,15.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.863,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.21,-0.294,-0.055,2.073,-0.174,0.104,0.79,-0.578,0.474,-0.261,0.1,4.427,0.121,-0.202,,True,,,3.297,-10.083,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.888,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.22,-0.321,-0.054,2.059,-0.176,0.102,0.778,-0.595,0.423,-0.236,0.08,4.15,0.12,-0.186,,True,,,1.771,-6.197,9.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.913,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
0,0,,,,,,27.23,-0.316,-0.056,2.06,-0.18,0.098,0.765,-0.61,0.451,-0.213,0.084,3.711,0.086,-0.157,,True,,,1.992,-5.846,10.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,4.938,0.0,0.0,2.5,0.0,0.0,0.0,3.758,-0.384,-0.039,2.022,1,0,0,0,-0.072,-0.07,0.276,-2.372,-1.539,10.279,,-0.377,-0.033,2.002,-0.151,0.178,0.78,-0.581
