k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,F_thrust,Mx,My,Mz,Error
2,2,,,,,,81.704,-0.002,-0.0,2.014,0.79498,0.00745,-0.60563,0.03406,-0.125,-0.006,1.324,-0.192,-16.05,0.516,,True,False,8,13.836,0.045,1.003,0.0,0.0,-3.161,0.0,
2,2,,,,,,81.829,0.008,-0.0,1.988,0.56687,0.16964,-0.80049,0.09541,0.276,-0.158,-0.522,-0.418,-9.766,4.869,,True,True,8,-2.369,-1.461,0.008,0.0,0.0,-3.161,0.0,
2,2,,,,,,81.918,0.054,-0.036,1.956,0.18678,0.26777,-0.82689,0.4579,0.551,-0.518,-0.244,-2.861,-6.276,5.92,,True,True,8,-4.334,2.227,-3.08,0.0,0.0,0.0,0.0,
2,2,,,,,,82.06,0.094,-0.08,1.978,0.02048,0.3067,-0.58274,0.75228,0.146,-0.22,0.047,0.028,1.543,2.774,,True,True,8,0.183,3.409,-3.134,0.0,0.0,0.0,0.0,
2,2,,,,,,82.108,0.09,-0.081,1.981,0.02548,0.37296,-0.52666,0.76347,-0.079,0.008,-0.198,2.793,4.358,1.666,,True,True,8,-0.922,0.546,0.08,0.0,0.0,0.0,0.0,
2,2,,,,,,82.226,0.059,-0.055,1.96,0.03648,0.5622,-0.58513,0.58329,-0.353,0.316,-0.299,6.46,6.399,0.758,,True,True,8,-2.154,-2.246,2.519,0.0,0.0,0.0,0.0,
2,2,,,,,,82.398,0.02,-0.011,1.968,-0.02619,0.70073,-0.65535,0.28071,0.019,0.042,-0.136,2.415,1.564,0.37,,True,True,8,-0.453,-1.95,1.724,0.0,0.0,0.0,0.0,
2,2,,,,,,82.455,0.029,-0.016,1.965,-0.04908,0.69201,-0.63462,0.34054,0.187,-0.129,-0.235,0.033,-0.481,0.429,,True,True,8,-1.441,0.299,-0.769,0.0,0.0,0.0,0.0,
2,2,,,,,,82.53,0.045,-0.03,1.959,-0.05931,0.66408,-0.58892,0.45679,0.294,-0.256,-0.213,-1.054,-0.942,0.409,,True,True,8,-1.28,1.953,-2.145,0.0,0.0,0.0,0.0,
2,2,,,,,,82.7,0.077,-0.064,1.966,-0.0438,0.59832,-0.44638,0.66396,0.059,-0.09,-0.106,1.169,2.638,0.159,,True,True,8,-0.552,1.193,-1.016,0.0,0.0,0.0,0.0,

2,2,[0 0],[0 0],[5.98 1.75],[0.27 0.17],[6.05 1.75 0.  ],,,,,,,,,0.0,0,2.65,,,,22.09,[   2.01  -63.56 -187.67],,,,,,,,,,Rollout Completed: Impact Timeout
2,2,,,,,,81.552,0.005,0.0,1.688,1.0,2e-05,-0.003,-5e-05,-0.012,0.0,2.655,0.0,0.048,0.0,,,,,6.356,0.029,0.029,0.0,0.0,-3.161,0.0,Flip Data
2,2,,,,,,81.715,-0.002,-0.0,2.013,0.79982,0.00764,-0.59924,0.03374,-0.123,-0.006,1.334,-0.184,-15.955,0.523,True,True,[4],,28.307,0.144,12.423,,,,,Impact Data

2,3,,,,,,85.685,0.002,0.0,0.613,1.0,-6e-05,-0.00301,6e-05,0.028,0.0,2.657,0.002,-0.068,-0.001,,False,False,8,1.671,0.0,-0.018,8.508,0.004,-0.009,0.004,
2,3,,,,,,85.738,0.003,0.0,0.719,0.99999,-6e-05,-0.00425,4e-05,0.025,0.0,2.656,-0.0,-0.052,-0.001,,False,False,8,1.671,0.0,-0.018,8.523,-0.0,0.005,0.003,
2,3,,,,,,85.85,0.004,0.0,0.823,0.99999,-5e-05,-0.00514,2e-05,0.021,0.0,2.656,0.0,-0.04,-0.001,,False,False,8,2.045,-0.0,-0.017,8.529,0.0,0.005,0.003,
2,3,,,,,,85.924,0.006,0.0,1.322,0.99998,-0.0,-0.00562,-4e-05,-0.0,0.0,2.655,0.001,0.025,-0.0,,False,False,8,2.71,-0.0,-0.009,8.531,0.0,0.004,0.003,
2,3,,,,,,86.055,0.006,0.0,1.375,0.99999,0.0,-0.00534,-4e-05,-0.002,0.0,2.655,0.001,0.03,-0.0,,False,False,8,5.022,-0.0,0.018,8.531,0.0,0.003,0.002,
2,3,,,,,,86.149,0.005,0.0,1.757,0.99981,0.00086,-0.01947,0.0009,-0.016,0.0,2.434,0.117,-2.401,0.135,,True,False,8,5.583,-0.0,0.023,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.186,0.004,0.0,1.884,0.98607,0.00737,-0.16589,0.00937,-0.035,-0.001,1.955,0.306,-7.654,0.452,,True,False,8,9.089,0.005,0.167,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.189,0.003,0.0,1.923,0.96688,0.01072,-0.25457,0.01479,-0.05,-0.002,1.778,0.333,-9.542,0.574,,True,False,8,9.089,0.005,0.167,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.221,0.002,-0.0,1.945,0.94787,0.01284,-0.31786,0.01877,-0.061,-0.003,1.666,0.334,-10.704,0.648,,True,False,8,11.88,0.031,0.618,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.245,-0.001,-0.0,2.005,0.83911,0.01831,-0.54261,0.03363,-0.106,-0.006,1.308,0.266,-14.225,0.835,,True,False,8,13.458,0.058,1.034,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.26,-0.003,0.001,2.014,0.79154,0.02831,-0.61004,0.02265,-0.112,0.07,-0.1,2.813,-5.024,-2.081,,True,False,8,13.458,0.058,1.034,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.327,-0.013,0.005,1.988,0.63815,0.02794,-0.76421,-0.08923,-0.181,0.067,-0.723,2.249,-8.045,-3.489,,True,True,8,-4.176,-0.697,1.66,0.0,0.0,-2.772,0.0,
2,3,,,,,,86.468,-0.024,0.009,1.926,0.42792,0.00092,-0.87902,-0.21028,-0.177,0.068,-1.306,2.738,-7.333,-4.448,,True,True,8,-7.465,-0.348,0.901,0.0,0.0,0.0,0.0,
2,3,,,,,,86.635,-0.071,0.026,1.226,-0.45525,-0.05861,-0.46742,-0.75554,-0.186,0.06,-3.915,5.692,-6.824,-1.894,,True,True,8,-4.78,-0.081,0.243,0.0,0.0,0.0,0.0,

2,3,[0 0],[0 0],[5.98 1.75],[0.27 0.17],[6.1  1.54 0.  ],,,,,,,,,0.0,0,2.65,,,,19.59,[   2.01 -244.93 -244.93],,,,,,,,,,Rollout Completed: Impact Timeout
2,3,,,,,,86.081,0.005,0.0,1.68,1.0,3e-05,-0.00301,-5e-05,-0.012,0.0,2.655,0.0,0.048,0.0,,,,,6.285,0.028,0.028,0.0,0.0,-2.772,0.0,Flip Data
2,3,,,,,,86.252,-0.002,-0.0,2.014,0.81024,0.01893,-0.58466,0.03653,-0.115,-0.007,1.242,0.244,-14.831,0.858,True,True,[],,25.907,0.0,12.876,,,,,Impact Data

2,4,,,,,,89.614,0.001,-0.0,0.533,1.0,-2e-05,-0.00189,7e-05,0.029,-0.0,2.667,-0.003,-0.077,0.0,,False,False,8,1.672,0.0,-0.019,8.426,0.005,0.009,-0.004,
2,4,,,,,,89.669,0.002,-0.0,0.571,1.0,-3e-05,-0.00237,6e-05,0.029,0.0,2.665,-0.001,-0.064,-0.001,,False,False,8,1.672,0.0,-0.019,8.447,0.002,-0.009,0.005,
2,4,,,,,,89.721,0.004,0.0,0.738,0.99999,-2e-05,-0.00435,3e-05,0.025,0.0,2.66,-0.0,-0.051,-0.001,,False,False,8,2.04,-0.0,-0.017,8.494,0.001,0.004,0.003,
2,4,,,,,,89.8,0.005,0.0,0.874,0.99999,-2e-05,-0.00543,1e-05,0.02,0.0,2.658,0.0,-0.034,-0.001,,False,False,8,2.04,-0.0,-0.017,8.521,0.0,0.005,0.003,
2,4,,,,,,89.865,0.006,0.0,1.153,0.99998,-2e-05,-0.00616,-3e-05,0.008,0.0,2.656,0.0,0.005,-0.001,,False,False,8,2.628,-0.0,-0.01,8.526,0.0,0.005,0.003,
2,4,,,,,,89.991,0.006,0.0,1.424,0.99999,-0.0,-0.00512,-4e-05,-0.004,0.0,2.655,0.0,0.033,-0.0,,False,False,8,3.695,-0.0,0.003,8.53,0.0,0.003,0.002,
2,4,,,,,,90.041,0.006,0.0,1.57,0.99999,0.0,-0.00406,-5e-05,-0.009,0.0,2.655,0.0,0.043,-0.0,,False,False,8,6.223,-0.0,0.027,8.531,0.0,0.001,0.001,
2,4,,,,,,90.15,0.003,-0.0,1.909,0.97123,0.01057,-0.2375,0.01377,-0.051,-0.002,1.908,0.403,-10.25,0.624,,True,False,8,9.863,0.01,0.251,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.159,0.003,-0.0,1.927,0.95681,0.0126,-0.28994,0.01707,-0.062,-0.003,1.826,0.421,-11.393,0.702,,True,False,8,10.451,0.015,0.336,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.164,0.002,-0.0,1.931,0.95337,0.01302,-0.30098,0.01778,-0.064,-0.003,1.809,0.424,-11.623,0.718,,True,False,8,10.451,0.015,0.336,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.184,0.001,-0.0,1.962,0.91255,0.01675,-0.40787,0.02479,-0.088,-0.005,1.657,0.436,-13.704,0.862,,True,False,8,11.112,0.022,0.45,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.193,0.001,-0.0,1.962,0.91255,0.01675,-0.40787,0.02479,-0.088,-0.005,1.657,0.436,-13.704,0.862,,True,False,8,12.709,0.046,0.8,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.199,-0.001,-0.0,1.99,0.84992,0.02028,-0.52549,0.03291,-0.116,-0.007,1.498,0.422,-15.812,1.005,,True,False,8,12.709,0.046,0.8,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.215,-0.001,-0.0,1.99,0.84992,0.02028,-0.52549,0.03291,-0.116,-0.007,1.498,0.422,-15.812,1.005,,True,False,8,14.797,0.093,1.406,0.0,0.0,-3.359,0.0,
2,4,,,,,,90.384,0.047,0.006,1.989,0.36728,0.04516,-0.92892,0.01321,0.491,0.042,-0.057,1.133,-9.809,-1.322,,True,True,8,-2.63,-0.137,-1.786,0.0,0.0,0.0,0.0,

2,4,[0 0],[0 0],[5.98 1.75],[0.27 0.17],[5.79 1.86 0.  ],,,,,,,,,0.0,0,2.65,,,,24.6,[   2.02 -201.25 -201.25],,,,,,,,,,Rollout Completed: Impact Timeout
2,4,,,,,,90.055,0.005,0.0,1.687,1.0,1e-05,-0.00306,-5e-05,-0.012,0.0,2.655,0.0,0.048,0.0,,,,,6.223,0.027,0.027,0.0,0.0,-3.359,0.0,Flip Data
2,4,,,,,,90.222,-0.003,0.001,2.016,0.75337,0.03503,-0.65556,0.03802,0.052,0.083,-0.059,3.202,-4.258,-3.18,True,False,[4 1],,28.363,0.168,13.283,,,,,Impact Data

2,5,,,,,,92.889,0.001,-0.0,0.474,1.0,1e-05,-0.00091,4e-05,0.03,-0.0,2.655,-0.002,-0.098,0.004,,False,False,8,1.328,-0.003,-0.014,8.533,0.002,0.011,-0.007,
2,5,,,,,,92.975,0.003,0.0,0.628,1.0,-4e-05,-0.00306,5e-05,0.027,0.0,2.655,0.001,-0.068,-0.001,,False,False,8,1.827,-0.0,-0.019,8.535,0.001,0.005,0.003,
2,5,,,,,,93.051,0.005,0.0,0.881,0.99999,-3e-05,-0.00542,0.0,0.019,0.0,2.655,0.0,-0.033,-0.001,,False,False,8,2.236,-0.0,-0.015,8.534,0.0,0.005,0.003,
2,5,,,,,,93.288,0.006,0.0,1.51,0.99999,1e-05,-0.00451,-5e-05,-0.007,0.0,2.655,0.0,0.039,-0.0,,False,False,8,2.965,-0.0,-0.006,8.532,0.0,0.004,0.002,
2,5,,,,,,93.425,0.003,-0.0,1.86,0.95397,0.01104,-0.29919,0.01724,-0.059,-0.003,1.77,0.275,-11.071,0.63,,True,False,8,6.702,0.003,0.1,0.0,0.0,-3.055,0.0,
2,5,,,,,,93.459,0.001,-0.0,1.898,0.90177,0.01346,-0.43126,0.02531,-0.088,-0.004,1.573,0.199,-13.555,0.723,,True,False,8,7.979,0.03,0.577,0.0,0.0,-3.055,0.0,
2,5,,,,,,93.469,-0.001,-0.0,1.925,0.83725,0.01413,-0.54568,0.0323,-0.116,-0.006,1.412,0.107,-15.56,0.751,,True,False,8,8.105,0.039,0.72,0.0,0.0,-3.055,0.0,
2,5,,,,,,93.477,-0.002,-0.0,1.94,0.78508,0.01377,-0.61815,0.03666,-0.134,-0.008,1.309,0.044,-16.817,0.741,,True,False,8,8.189,0.051,0.889,0.0,0.0,-3.055,0.0,
2,5,,,,,,93.529,-0.009,-0.001,1.99,0.45323,0.00277,-0.88993,0.05093,-0.152,-0.01,0.854,-0.168,-18.729,0.251,,True,False,8,7.885,0.085,1.353,0.0,0.0,0.0,0.0,
2,5,,,,,,93.544,-0.012,0.0,2.0,0.32738,0.00711,-0.94482,0.00917,-0.09,0.073,0.296,9.121,-7.79,1.076,,True,True,8,7.885,0.085,1.353,0.0,0.0,0.0,0.0,
2,5,,,,,,93.763,-0.01,0.007,1.989,0.4354,0.05373,-0.89862,0.00536,-0.054,-0.051,-0.118,2.154,-3.234,-0.538,,True,True,8,-0.415,0.282,0.834,0.0,0.0,0.0,0.0,

2,5,[0 0],[0 0],[5.98 1.75],[0.27 0.17],[5.31 1.7  0.  ],,,,,,,,,0.0,0,2.65,,,,24.75,[   2.   -155.73 -163.49],,,,,,,,,,Rollout Completed: Impact Timeout
2,5,,,,,,93.313,0.006,0.0,1.611,0.99999,1e-05,-0.00371,-5e-05,-0.01,0.0,2.655,0.0,0.045,0.0,,,,,5.338,0.02,0.02,0.0,0.0,-3.055,0.0,Flip Data
2,5,,,,,,93.528,-0.01,-0.001,1.992,0.43632,0.00183,-0.89834,0.05113,-0.157,-0.003,0.826,-0.113,-18.997,0.025,True,False,[4 1],,2.034,0.677,0.459,,,,,Impact Data

2,6,,,,,,96.482,0.002,0.0,0.583,1.0,-0.00015,-0.00199,7e-05,0.029,0.0,2.652,-0.002,-0.065,-0.001,,False,False,8,1.603,-0.0,-0.018,8.567,0.007,0.012,-0.007,
2,6,,,,,,96.631,0.005,0.0,0.88,0.99999,-9e-05,-0.00519,2e-05,0.021,0.0,2.654,0.001,-0.038,-0.001,,False,False,8,1.946,-0.0,-0.019,8.545,0.0,0.005,0.003,
2,6,,,,,,96.703,0.006,0.0,1.061,0.99998,-4e-05,-0.00605,-1e-05,0.013,0.0,2.655,0.001,-0.013,-0.001,,False,False,8,2.478,-0.0,-0.014,8.538,0.0,0.005,0.003,
2,6,,,,,,97.005,0.004,0.0,1.909,0.96103,0.00974,-0.27583,0.0157,-0.055,-0.002,1.815,0.221,-10.687,0.586,,True,False,8,9.579,0.011,0.304,0.0,0.0,-3.231,0.0,
2,6,,,,,,97.009,0.002,0.0,1.953,0.9059,0.01126,-0.42265,0.02429,-0.085,-0.004,1.591,0.072,-13.363,0.636,,True,False,8,11.168,0.029,0.676,0.0,0.0,-3.231,0.0,
2,6,,,,,,97.048,-0.001,-0.0,1.995,0.79402,0.00866,-0.60686,0.03428,-0.126,-0.006,1.327,-0.167,-16.33,0.506,,True,False,8,12.446,0.053,1.119,0.0,0.0,-3.231,0.0,
2,6,,,,,,97.12,-0.012,0.002,2.014,0.72521,0.03873,-0.68723,0.01701,0.077,-0.01,-0.002,1.804,-9.687,-2.402,,True,True,8,13.173,-0.034,2.236,0.0,0.0,0.0,0.0,
2,6,,,,,,97.289,0.048,0.006,1.991,0.33951,0.04453,-0.93952,0.00763,0.507,0.043,-0.03,0.821,-9.457,-0.169,,True,True,8,-2.453,-0.075,-3.011,0.0,0.0,0.0,0.0,

2,6,[0 0],[0 0],[5.98 1.75],[0.27 0.17],[5.92 1.79 0.  ],,,,,,,,,0.0,0,2.65,,,,24.61,[   2.02 -256.79 -256.79],,,,,,,,,,Rollout Completed: Impact Timeout
2,6,,,,,,96.891,0.006,0.0,1.669,0.99999,8e-05,-0.00357,-5e-05,-0.011,0.0,2.655,0.001,0.046,0.0,,,,,6.115,0.024,0.024,0.0,0.0,-3.231,0.0,Flip Data
2,6,,,,,,97.07,-0.003,-0.0,2.014,0.70969,0.00478,-0.70347,0.03807,-0.164,-0.01,1.17,0.419,-17.178,0.093,True,False,[4 1],,22.049,2.293,9.15,,,,,Impact Data

2,7,,,,,,99.801,-0.0,-0.0,0.415,1.0,-0.00013,0.0001,2e-05,0.001,0.001,0.415,0.001,-0.001,-0.0,,False,False,8,0.307,-0.0,-0.0,14.025,0.0,-0.0,0.0,
2,7,,,,,,99.82,0.0,0.0,0.405,1.0,-0.0,0.0,-0.0,0.03,0.0,2.649,-0.0,0.0,0.0,,False,False,8,0.307,-0.0,-0.0,8.525,-0.001,0.003,-0.018,
2,7,,,,,,99.854,0.001,-0.0,0.474,1.0,0.0,-0.00089,4e-05,0.03,-0.0,2.655,-0.002,-0.097,0.004,,False,False,8,0.307,-0.0,-0.0,8.528,0.002,0.026,-0.017,
2,7,,,,,,99.953,0.004,0.0,0.838,0.99999,-2e-05,-0.00516,2e-05,0.021,0.0,2.655,0.0,-0.038,-0.001,,False,False,8,1.778,-0.0,-0.019,8.534,-0.0,0.006,0.003,
2,7,,,,,,100.034,0.005,0.0,0.899,0.99998,-2e-05,-0.00555,1e-05,0.019,0.0,2.655,0.0,-0.03,-0.001,,False,False,8,2.163,-0.0,-0.016,8.533,0.0,0.005,0.003,
2,7,,,,,,100.107,0.006,0.0,1.218,0.99998,-1e-05,-0.00601,-3e-05,0.005,0.0,2.655,0.0,0.013,-0.0,,False,False,8,2.76,-0.0,-0.008,8.532,0.0,0.004,0.003,
2,7,,,,,,100.191,0.006,0.0,1.483,0.99999,-0.0,-0.0047,-5e-05,-0.006,0.0,2.655,0.0,0.038,-0.0,,False,False,8,3.964,-0.0,0.006,8.532,0.0,0.002,0.001,
2,7,,,,,,100.34,0.005,0.0,1.74,0.99998,0.00023,-0.00703,0.0002,-0.014,0.0,2.55,0.061,-1.216,0.069,,True,False,8,7.168,-0.0,0.041,0.0,0.0,-2.98,0.0,
2,7,,,,,,100.396,0.003,-0.0,1.929,0.971,0.01103,-0.2384,0.01392,-0.048,-0.002,1.846,0.406,-9.505,0.591,,True,False,8,10.598,0.011,0.259,0.0,0.0,-2.98,0.0,
2,7,,,,,,100.4,0.003,-0.0,1.936,0.96615,0.01185,-0.25726,0.01512,-0.051,-0.002,1.813,0.416,-9.881,0.619,,True,False,8,10.598,0.011,0.259,0.0,0.0,-2.98,0.0,
2,7,,,,,,100.533,-0.001,-0.0,2.015,0.8418,0.02215,-0.53821,0.03474,0.042,0.004,0.004,0.133,-2.919,0.18,,True,True,8,-0.031,-0.043,-0.52,0.0,0.0,-2.98,0.0,
2,7,,,,,,100.619,-0.013,-0.001,1.856,0.34871,0.05304,-0.93314,0.06955,-0.095,-0.009,-1.752,0.526,-9.085,0.514,,True,True,8,-7.355,0.064,0.69,0.0,0.0,0.0,0.0,
2,7,,,,,,100.761,-0.025,-0.002,1.536,-0.2439,0.03609,-0.96715,0.06183,-0.094,-0.008,-3.043,0.676,-9.015,0.231,,True,True,8,-6.652,0.026,0.291,0.0,0.0,0.0,0.0,
2,7,,,,,,100.825,-0.025,-0.002,1.536,-0.2439,0.03609,-0.96715,0.06183,-0.094,-0.008,-3.043,0.676,-9.015,0.231,,True,True,8,-5.209,0.013,0.154,0.0,0.0,0.0,0.0,
2,7,,,,,,100.912,-0.025,-0.002,1.533,-0.24828,0.03584,-0.96606,0.06163,-0.094,-0.008,-3.053,0.677,-9.015,0.23,,True,True,8,-4.165,0.009,0.099,0.0,0.0,0.0,0.0,
2,7,,,,,,101.004,-0.046,-0.004,0.681,-0.92919,-0.04045,-0.36728,-0.00816,-0.107,-0.01,-5.095,1.047,-9.041,0.098,,True,True,8,-3.387,0.006,0.068,0.0,0.0,0.0,0.0,
2,7,,,,,,101.193,-0.058,-0.005,0.073,-0.98853,-0.08683,0.11096,-0.0544,-0.109,-0.011,-6.158,1.304,-8.983,0.219,,True,True,8,-2.92,0.005,0.049,0.0,0.0,0.0,0.0,
2,7,,,,,,101.298,-0.071,-0.007,-0.789,-0.76245,-0.13209,0.62437,-0.10672,-0.103,-0.011,-7.406,1.416,-8.821,0.669,,True,True,8,-2.529,0.004,0.034,0.0,0.0,0.0,0.0,
2,7,,,,,,101.393,-0.086,-0.008,-1.984,-0.21462,-0.15127,0.95101,-0.16322,-0.094,-0.01,-8.839,0.863,-8.681,1.187,,True,True,8,-2.226,0.003,0.025,0.0,0.0,0.0,0.0,
2,7,,,,,,101.496,-0.097,-0.009,-3.105,0.29818,-0.12175,0.92403,-0.20597,-0.095,-0.01,-9.994,0.118,-8.711,0.978,,True,True,8,-1.986,0.002,0.019,0.0,0.0,0.0,0.0,
2,7,,,,,,101.574,-0.108,-0.01,-4.308,0.70978,-0.04282,0.66224,-0.23628,-0.102,-0.011,-11.106,-0.156,-8.796,0.193,,True,True,8,-1.793,0.002,0.017,0.0,0.0,0.0,0.0,
2,7,,,,,,101.691,-0.119,-0.012,-5.529,0.92788,0.07351,0.27612,-0.23955,-0.108,-0.012,-12.137,0.312,-8.803,-0.491,,True,True,8,-1.621,0.002,0.015,0.0,0.0,0.0,0.0,
2,7,,,,,,101.838,-0.134,-0.013,-7.272,0.90668,0.25867,-0.2795,-0.1814,-0.107,-0.013,-13.475,1.408,-8.63,-0.391,,True,True,8,-1.48,0.001,0.012,0.0,0.0,0.0,0.0,

2,7,[0 0],[0 0],[5.98 1.75],[0.27 0.17],[6.35 1.65 0.  ],,,,,,,,,0.0,0,2.65,,,,9.6,[   2.02 -780.82 -780.82],,,,,,,,,,Rollout Completed: Pitch Timeout
2,7,,,,,,100.291,0.005,0.0,1.698,1.0,1e-05,-0.00294,-5e-05,-0.012,0.0,2.655,0.0,0.048,0.0,,,,,6.566,0.03,0.03,0.0,0.0,-2.98,0.0,Flip Data
2,7,,,,,,100.448,-0.001,-0.0,2.014,0.84708,0.02238,-0.52992,0.03383,-0.105,-0.007,1.38,0.453,-14.361,0.962,True,False,[],,45.275,0.0,0.0,,,,,Impact Data

3,0,,,,,,104.478,0.0,0.0,0.403,1.0,0.0,-0.0,0.0,0.03,0.0,2.643,0.0,-0.0,0.0,,False,False,8,0.002,-0.015,-0.01,14.025,-0.012,0.007,0.004,
3,0,,,,,,104.488,0.0,0.0,0.403,1.0,0.0,-0.0,0.0,0.03,0.0,2.643,0.0,-0.0,0.0,,False,False,8,0.002,-0.015,-0.01,14.025,-0.012,0.007,0.004,
3,0,,,,,,104.51,0.0,0.0,0.443,1.0,-3e-05,-0.00024,2e-05,0.03,0.0,2.665,-0.001,-0.08,0.004,,False,False,8,0.002,-0.015,-0.01,8.462,0.0,0.043,-0.018,
3,0,,,,,,104.529,0.002,0.0,0.538,1.0,-4e-05,-0.00196,6e-05,0.029,0.0,2.661,-0.002,-0.073,-0.001,,False,False,8,1.679,-0.0,-0.019,8.472,0.002,0.021,-0.007,
3,0,,,,,,104.566,0.002,0.0,0.621,1.0,-6e-05,-0.00299,5e-05,0.028,0.0,2.659,0.001,-0.068,-0.001,,False,False,8,1.679,-0.0,-0.019,8.5,-0.002,0.01,0.002,
3,0,,,,,,104.593,0.003,0.0,0.685,0.99999,-5e-05,-0.00379,4e-05,0.026,0.0,2.658,0.0,-0.061,-0.001,,False,False,8,1.679,-0.0,-0.019,8.505,-0.001,0.011,0.002,
3,0,,,,,,104.616,0.003,0.0,0.687,0.99999,-5e-05,-0.00382,4e-05,0.026,0.0,2.658,0.0,-0.061,-0.001,,False,False,8,1.679,-0.0,-0.019,8.514,0.001,0.003,0.004,
3,0,,,,,,104.676,0.005,0.0,0.926,0.99998,-3e-05,-0.00573,-0.0,0.017,0.0,2.656,0.0,-0.025,-0.001,,False,False,8,2.013,-0.0,-0.018,8.524,0.001,0.005,0.003,
3,0,,,,,,104.72,0.006,0.0,1.004,0.99998,-3e-05,-0.00602,-1e-05,0.014,0.0,2.656,0.001,-0.015,-0.001,,False,False,8,2.013,-0.0,-0.018,8.527,-0.0,0.005,0.003,
3,0,,,,,,104.783,0.006,0.0,1.163,0.99998,-1e-05,-0.00614,-3e-05,0.007,0.0,2.655,0.0,0.007,-0.001,,False,False,8,2.653,-0.0,-0.01,8.53,0.0,0.004,0.003,
3,0,,,,,,104.787,0.006,0.0,1.163,0.99998,-1e-05,-0.00614,-3e-05,0.007,0.0,2.655,0.0,0.007,-0.001,,False,False,8,2.653,-0.0,-0.01,8.53,0.0,0.005,0.003,
3,0,,,,,,104.83,0.006,0.0,1.322,0.99998,0.0,-0.00567,-4e-05,0.0,0.0,2.655,0.0,0.024,-0.0,,False,False,8,2.653,-0.0,-0.01,8.53,0.0,0.004,0.002,
3,0,,,,,,104.844,0.006,0.0,1.322,0.99998,0.0,-0.00567,-4e-05,0.0,0.0,2.655,0.0,0.024,-0.0,,False,False,8,3.611,-0.0,0.002,8.531,0.0,0.003,0.002,
3,0,,,,,,104.846,0.006,0.0,1.322,0.99998,0.0,-0.00567,-4e-05,0.0,0.0,2.655,0.0,0.024,-0.0,,False,False,8,3.611,-0.0,0.002,8.531,0.0,0.003,0.002,
3,0,,,,,,104.872,0.006,0.0,1.396,0.99999,1e-05,-0.00528,-5e-05,-0.003,0.0,2.655,0.0,0.031,-0.0,,False,False,8,3.891,-0.0,0.006,8.531,0.0,0.002,0.002,
3,0,,,,,,104.937,0.006,0.0,1.569,0.99999,2e-05,-0.00405,-5e-05,-0.009,0.0,2.655,0.0,0.043,0.0,,True,False,8,3.891,-0.0,0.006,0.0,0.0,-3.229,0.0,
3,0,,,,,,104.959,0.006,0.0,1.63,0.99999,4e-05,-0.00389,-3e-05,-0.011,0.0,2.631,0.018,-0.298,0.019,,True,False,8,5.598,-0.0,0.023,0.0,0.0,-3.229,0.0,
3,0,,,,,,104.972,0.005,0.0,1.747,0.99734,0.00339,-0.07269,0.00387,-0.021,-0.0,2.25,0.25,-5.372,0.308,,True,False,8,5.598,-0.0,0.023,0.0,0.0,-3.229,0.0,
3,0,,,,,,105.071,0.001,-0.0,1.904,0.88684,0.01843,-0.46084,0.02829,-0.097,-0.006,1.574,0.43,-14.45,0.914,,True,False,8,6.991,0.005,0.137,0.0,0.0,-3.229,0.0,
3,0,,,,,,105.088,0.0,-0.0,1.91,0.8728,0.01921,-0.48677,0.03008,-0.103,-0.006,1.538,0.427,-14.911,0.945,,True,False,8,6.991,0.005,0.137,0.0,0.0,-3.229,0.0,
3,0,,,,,,105.094,-0.002,-0.0,1.935,0.79859,0.02224,-0.60025,0.03821,-0.132,-0.009,1.383,0.402,-16.898,1.077,,True,False,8,8.362,0.052,0.782,0.0,0.0,-3.229,0.0,
3,0,,,,,,105.105,-0.002,-0.0,1.935,0.79859,0.02224,-0.60025,0.03821,-0.132,-0.009,1.383,0.402,-16.898,1.077,,True,False,8,8.472,0.068,0.964,0.0,0.0,-3.229,0.0,
3,0,,,,,,105.12,-0.005,-0.001,1.966,0.64026,0.0252,-0.76603,0.05115,-0.165,-0.013,1.14,0.302,-19.273,1.164,,True,False,8,8.472,0.068,0.964,0.0,0.0,0.0,0.0,
3,0,,,,,,105.13,-0.006,-0.001,1.971,0.61011,0.02532,-0.79013,0.05311,-0.164,-0.013,1.101,0.277,-19.302,1.123,,True,False,8,8.522,0.098,1.267,0.0,0.0,0.0,0.0,
3,0,,,,,,105.174,-0.011,0.004,1.998,0.38734,0.08575,-0.91757,0.0261,0.197,0.272,-0.307,-8.081,18.458,9.541,,True,True,8,8.318,0.112,1.44,0.0,0.0,0.0,0.0,
