k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,135.0301,0.0,0.0,,,,-0.021,0.012,0.62,-0.033,0.002,0.05,0.001,-0.003,0.012,1.0,0.043,0.067,-0.005,0.163,-0.319,1.427,False,False,0.0,-0.003,0.022,nan,1.479,0.3,0.025,0.147,-0.069,28376.0,30702.0,28910.0,29954.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.209,
0,0,135.0431,0.0,0.0,,,,-0.021,0.012,0.62,-0.035,0.002,0.042,0.001,-0.003,0.012,1.0,0.031,0.041,0.007,0.163,-0.319,1.427,False,False,0.0,-0.002,0.023,nan,1.479,0.306,-0.048,0.164,-0.082,28414.0,31122.0,29342.0,30618.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.219,
0,0,135.0691,0.0,0.0,,,,-0.022,0.011,0.62,-0.028,0.002,0.025,0.003,-0.001,0.012,1.0,0.085,0.001,0.008,0.319,-0.163,1.427,False,False,0.0,-0.002,0.018,nan,1.479,0.31,-0.077,0.252,-0.082,28492.0,31594.0,29922.0,30840.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.225,
0,0,135.0901,0.0,0.0,,,,-0.022,0.011,0.619,-0.024,-0.006,0.018,0.003,-0.001,0.012,1.0,-0.048,0.014,-0.006,0.319,-0.163,1.427,False,False,0.0,0.003,0.015,nan,1.48,0.314,0.06,0.196,-0.069,29374.0,31894.0,29966.0,30786.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.225,
0,0,135.1701,0.0,0.0,,,,-0.022,0.009,0.613,-0.01,-0.013,-0.016,0.001,0.0,0.012,1.0,0.019,0.52,0.045,0.159,-0.002,1.427,False,False,0.0,0.008,0.006,nan,1.486,0.0,0.0,12.0,0.0,0.0,32650.0,32650.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.256,
0,0,135.2021,0.0,0.0,,,,-0.022,0.009,0.609,-0.011,-0.017,-0.053,0.003,0.024,0.012,1.0,0.135,3.335,0.055,0.284,2.693,1.434,False,False,0.0,0.011,0.007,nan,1.491,0.0,0.0,12.0,0.0,0.0,32650.0,32650.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.409,
0,0,135.2501,0.0,0.0,,,,-0.022,0.008,0.602,0.031,-0.02,-0.144,0.007,0.179,0.015,0.984,0.512,10.191,0.056,0.469,20.561,1.858,False,False,0.0,0.012,-0.021,nan,1.497,0.0,0.0,12.0,0.0,0.0,32650.0,32650.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.431,
0,0,135.2716,0.0,0.0,,,,-0.02,0.007,0.598,0.07,-0.01,-0.211,0.011,0.291,0.015,0.957,0.612,13.613,0.064,0.707,33.78,2.038,False,False,0.0,0.006,-0.048,nan,1.503,0.0,0.0,12.0,0.0,0.0,32650.0,32650.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.436,
0,0,135.2901,0.0,0.0,,,,-0.018,0.007,0.594,0.144,-0.008,-0.306,0.015,0.43,0.015,0.902,0.77,17.125,0.078,0.824,50.976,2.325,False,False,0.0,0.004,-0.097,nan,1.505,0.0,0.0,12.0,0.0,0.0,32650.0,32650.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.436,
0,0,135.3041,0.0,0.0,,,,-0.016,0.007,0.591,0.189,-0.01,-0.364,0.018,0.508,0.015,0.861,0.77,18.913,0.054,0.89,61.04,2.55,False,False,0.0,0.005,-0.126,nan,1.511,0.0,0.0,12.0,0.0,0.0,32650.0,32650.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.436,
