Control protocol: Standard PWM at 50Hz
Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0,1123,,,,-0.015625,0.001953125,-1.0078125,-0.005202852758081486,22.71314440346184,24.900001525878906,0.3369140625,0,3705.0896559007197,8.389160670340061,0,0,0,0,0.12685079127550125,-0.39762817323207855,0.4295073449611664,0.154296875,0.274046263677891,1,1,0,0,0,0,0,0,,
0,1123,,,,-0.03125,-0.0078125,-1.033203125,,22.71314440346184,24.900001525878906,0.341796875,0,3940.1855061451197,8.510742709040642,,0,,0,,,0.4295073449611664,0.154296875,0.2742497562284206,1,1,0,0,0,0,0,0,,
0.009885000000009313,1123,,,,-0.09375,0.05078125,-1.01953125,-0.004450943795238226,,24.900001525878906,0.322265625,0,2826.80506970928,8.02441455423832,0,0,0,0,0.12456206604838371,-0.4002917557954788,,0.154296875,0.2744011175624183,1,0,0,0,0,0,0,0,,
0.02030999999999767,1123,,,,0.0625,-0.01953125,-1.05859375,,23.415925701307444,24.89800262451172,0.33203125,0,4620.130876139279,8.266914933919907,,0,,0,,,0.43020816519856453,0.15625,0.27456789465364695,1,1,0,0,0,0,0,0,,
0.03625,1123,,,,0,0.0390625,-0.99609375,-0.004565801645132921,23.415925701307444,24.90300178527832,0.3173828125,0,2360.06912113944,7.903784746304154,0,0,0,0,0.12466916814446449,-0.39964448660612106,0.43020816519856453,0.154296875,0.27479962559913773,1,1,0,0,0,0,0,0,,
0.04986499999999069,1123,,,,-0.041015625,-0.0078125,-0.99609375,-0.004581986246646545,26.462867873030074,24.900001525878906,0.3206380307674408,0,3103.1605034709596,7.9838874553640835,0,0,0,0,0.12477627024054527,-0.39964448660612106,0.43324660509824753,0.154296875,0.27499240231317085,1,0,0,0,0,0,0,0,,
0.058695000000006985,1123,,,,0.03125,-0.0546875,-0.990234375,,26.33912232889114,24.902000427246094,0.3271484375,0,3511.88170770432,8.146650530397892,,0,,0,,,0.433123204857111,0.154296875,0.2751386812996436,1,0,0,0,0,0,0,0,,
0.0684100000000326,1123,,,,-0.0625,0.05859375,-1.001953125,-0.004969388668767939,26.33912232889114,24.904001235961914,0.3271484375,0,4880.9877861432,8.147305091843009,0,0,0,0,0.12332107871770859,-0.39566075429320335,0.433123204857111,0.154296875,0.27529269612958807,1,1,0,0,0,0,0,0,,
0.08220000000001164,1123,,,,-0.03125,-0.0234375,-1.013671875,,,24.8960018157959,0.3369140625,0,3902.9052733224,8.387813111767173,,0,,,,,,0.154296875,0.27557025639446514,1,1,0,0,0,0,0,0,,
0.09658500000002096,1123,,,,-0.0625,0.03125,-0.982421875,-0.004559658441089215,25.75541693200941,24.893001556396484,0.3466796875,0,3254.06167059888,8.629898000508547,0,0,0,0,0.12181932106614113,-0.3968598321080208,0.4325411282479763,0.154296875,0.2758202435718171,1,1,0,0,0,0,0,0,,
