Time (s),ESC signal,Servo 1,Servo 2,Servo 3,AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0,135,,,,-0.0625,0.05859375,-0.9609375,,,23.788002014160156,0.13671875,0,3547.06754542464,3.252265900373459,,0,,,,,,0.115234375,0.09159115791776695,0,0,0,0,0,0,0,0,,
0,135,,,,-0.0234375,0.013671875,-0.98046875,-0.0009422379688304021,-2.2659443506948724,23.784799575805664,0.13671875,0,2887.96140669936,3.2518280670046806,0,0,0,0,0.11159689165651798,-0.4104559775441885,0.40459795854985714,0.115234375,0.09169516973173339,0,1,0,0,0,0,0,0,,
0.0075899999998509885,135,,,,-0.0625,0.025390625,-0.994140625,-0.0017441710422781203,-3.191701110149295,23.788002014160156,0.126953125,0,1873.85529811728,3.019961193203926,0,0,0,0,0.11630123481154442,-0.4098587669432163,0.40367478504776955,0.115234375,0.0917809090240942,0,0,0,0,0,0,0,0,,
0.015664999999804422,135,,,,0,-0.046875,-0.9453125,,,23.784000396728516,0.1416015625,0,1443.98070334968,3.3678516186773777,,0,,,,,,0.115234375,0.09190619888607439,0,1,0,0,0,0,0,0,,
0.023860000000102445,135,,,,-0.03125,0.041015625,-0.9921875,-0.0021462030489679245,-3.191701110149295,23.788002014160156,0.087890625,0,3267.4657992542398,2.090742364525795,0,0,0,0,0.11638738214969635,-0.4073069430887699,0.40367478504776955,0.115234375,0.09189606899096926,0,1,0,0,0,0,0,0,,
0.0469000000001397,135,,,,-0.015625,0,-1.001953125,-0.0021908866227120603,-2.5776430326297155,23.78466796875,0.1416015625,0,2587.6251490152,3.367946147918701,0,0,0,0,0.11668307706713676,-0.4073069430887699,0.4042871296405792,0.115234375,0.09225602097801851,0,0,0,0,0,0,0,0,,
0.05484499999997206,135,,,,-0.0625,0.0078125,-1.005859375,-0.0020780157846358714,1.477942064904538,23.786001205444336,0.126953125,0,2572.4407845227997,3.0197071842849255,0,0,0,0,0.11668307706713676,-0.4080473445355892,0.40833139792084694,0.115234375,0.09234300604416333,0,1,0,0,0,0,0,0,,
0.06524999999976717,135,,,,-0.0625,0.02734375,-0.9609375,,,23.780000686645508,0.126953125,0,1641.482161506,3.018945399671793,,0,,,,,,0.115234375,0.0924472303792018,0,0,0,0,0,0,0,0,,
0.08967500000004656,135,,,,0,-0.015625,-0.966796875,-0.0018264891572984609,-2.5776430326297155,23.7760009765625,0.166015625,0,3880.8094049920796,3.947187662124634,0,0,0,0,0.11632218956947327,-0.4093395546078682,0.4042871296405792,0.115234375,0.0930351508478255,0,0,0,0,0,0,0,0,,
0.10406499999994412,135,,,,-0.01171875,-0.005859375,-1,-0.0018605605782177348,-2.940707789490151,23.78733253479004,0.1253255158662796,0,2805.33751990968,2.981159721005298,0,0,0,0,0.11525815352797508,-0.40806131437420845,0.40392507798969746,0.115234375,0.09314371491427678,0,0,0,0,0,0,0,0,,
0.11371999999997207,135,,,,-0.03125,0.046875,-1.013671875,-0.0018080795649554526,-2.388522484040035,23.780000686645508,0.1236979141831398,0,1720.5455766215998,2.9415364842116816,0,0,0,0,0.11362135410308838,-0.4067830741405487,0.40447572246193886,0.115234375,0.0932670507852251,0,0,0,0,0,0,0,0,,
0.12166499999980442,135,,,,-0.0625,-0.025390625,-0.974609375,-0.002154339064061301,-0.2895178768533376,23.784000396728516,0.1025390625,0,2234.92901377104,2.43878910318017,0,0,0,0,0.11534197255969048,-0.4062172956764698,0.40656886994838715,0.115234375,0.09329084760924189,0,0,0,0,0,0,0,0,,
0.14484499999997205,135,,,,-0.015625,0.025390625,-1.0078125,-0.0018018084715961053,1.0156473905742085,23.786401748657227,0.13671875,0,2445.41572156224,3.25204711407423,0,0,0,0,0.11353287845849991,-0.40673650801181793,0.4078703932464123,0.115234375,0.09360357840582031,0,0,0,0,0,0,0,0,,
0.15577000000001862,135,,,,-0.03125,-0.021484375,-0.94140625,-0.0014978194344706431,1.0156473905742085,23.786001205444336,0.1025390625,0,2259.74759573448,2.438994264230132,0,0,0,0,0.11152122169733047,-0.40673650801181793,0.4078703932464123,0.115234375,0.09363422206056203,0,1,0,0,0,0,0,0,,
0.1642050000000745,135,,,,0.05859375,0.01171875,-1.04296875,-0.0010251468972725523,2.3301519443518623,23.782001495361328,0.1416015625,0,3007.65608680152,3.3675685711205006,0,0,0,0,0.11064112186431885,-0.40896469727158546,0.40918122977018356,0.115234375,0.09374380177494888,0,1,0,0,0,0,0,0,,
0.1727349999998696,135,,,,-0.0625,0.015625,-0.953125,,,23.786001205444336,0.107421875,0,2699.46584748336,2.5551368482410908,,0,,,,,,0.115234375,0.09378548436414309,0,0,0,0,0,0,0,0,,
