Control protocol: DShot600
Time (s),ESC signal,Servo 1,Servo 2,Servo 3,AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0,,,,,0,0.0078125,-0.98828125,,,23.89000129699707,0.0390625,0,0,0.9332031756639481,,0,,,,,,0.0625,0.02097576296777157,1,1,0,0,0,0,0,0,,
0,,,,,0,0.0078125,-0.986328125,-0.00023340287201691778,-6.962437974005264,23.889999389648438,0.01953125,0,0,0.46660155057907104,0,0,0,0,0.1098797656595707,-0.4134036134928465,0.39991457015275955,0.0625,0.020971541936553883,1,1,0,0,0,0,0,0,,
0.01025499999988824,,,,,0,0.0078125,-0.9921875,,-7.387375502935163,23.889999389648438,0.01953125,0,0,0.46660155057907104,,0,,0,,,0.3994908183813095,0.0625,0.020967518226334848,1,1,0,0,0,0,0,0,,
0.02881499999994412,,,,,0,0.005859375,-0.98828125,-0.00012035456406953978,-7.387375502935163,23.88960075378418,0.009765625,0,0,0.23329688236117363,0,0,0,0,0.1098797656595707,-0.41414517909288406,0.3994908183813095,0.0625,0.0208971107452102,1,1,0,0,0,0,0,0,,
0.04193999999994412,,,,,0,0.00390625,-0.990234375,-0.0008993067007273233,-7.387375502935163,23.886667251586914,0.0358072929084301,0,0,0.8553168908837776,0,0,0,0,0.11371681466698647,-0.41283899918198586,0.3994908183813095,0.0625,0.020956877694172312,1,1,0,0,0,0,0,0,,
0.0500800000000745,,,,,0,0.0078125,-0.9921875,-0.001075356812946788,-10.196165872730043,23.881999969482422,0,0,0,0,0,0,0,0,0.11371681466698647,-0.41168415918946266,0.39668986573815346,0.0625,0.020904010786777248,1,1,0,0,0,0,0,0,,
0.06057999999984168,,,,,0,0.005859375,-0.990234375,,,23.88800048828125,0.029296875,0,0,0.6998437643051147,,0,,,,,,0.0625,0.020929574075596383,1,1,0,0,0,0,0,0,,
0.07768500000005588,,,,,0,0.005859375,-0.98828125,-0.0006430703512488694,-9.085958207860994,23.886402130126953,0.01171875,0,0,0.27991877496242523,0,0,0,0,0.11129537597298622,-0.4121195524930954,0.3977969754487276,0.0625,0.020876858378120484,1,1,0,0,0,0,0,0,,
0.09259499999973923,,,,,0,0.00390625,-0.98828125,,-4.195674392785869,23.89200210571289,-0.0048828125,0,0,0.11666016653180122,,0,,0,,,0.4026736132800579,0.0625,0.020786299540674846,1,1,0,0,0,0,0,0,,
0.10145999999996275,,,,,0,0.005859375,-0.990234375,-0.000844270303144,-4.195674392785869,23.88533592224121,0.02604166604578495,0,0,0.6220139414783965,0,0,0,0,0.1130660530179739,-0.41255494579672813,0.4026736132800579,0.0625,0.020805860655046745,1,1,0,0,0,0,0,0,,
0.10987499999976717,,,,,0,0.00390625,-1.021484375,,,23.892000198364258,0.029296875,0,0,0.6999609433114529,,0,,,,,,0.0625,0.020829568504751157,1,1,0,0,0,0,0,0,,
0.12982999999984168,,,,,0,0.005859375,-0.98828125,-0.0007583104707197724,-7.627862126450435,23.889598846435547,0.0390625,0,0,0.9331874549388885,0,0,0,0,0.11493684723973274,-0.4149732703808695,0.399251002818346,0.0625,0.02094428214916184,1,1,0,0,0,0,0,0,,
0.13887499999976716,,,,,0,0.005859375,-0.990234375,,,23.88800048828125,0,0,0,0,,0,,,,,,0.0625,0.020885737786092765,1,1,0,0,0,0,0,0,,
0.1472899999998044,,,,,0,0.00390625,-0.9921875,-0.0007970713463762913,-7.819317496627643,23.88800048828125,0.0341796875,0,0,0.8164843916893005,0,0,0,0,0.11479249224066734,-0.4145759157836437,0.39906008169054985,0.0625,0.020919836174846457,1,1,0,0,0,0,0,0,,
0.15586999999987894,,,,,0,0.005859375,-0.9921875,,-7.434071934685702,23.89200210571289,0.01953125,0,0,0.4666406661272049,,0,,0,,,0.39944425225257874,0.060546875,0.02091598301512199,1,1,0,0,0,0,0,0,,
0.17330999999982305,,,,,0,0.00390625,-0.98828125,-0.0009020734316164541,,23.884000778198242,0.009765625,0,0,0.2332421950995922,0,0,0,0,0.11350493878126144,-0.41261082515120506,,0.060546875,0.020855911675506426,1,1,0,0,0,0,0,0,,
0.18288500000000932,,,,,0.01953125,0.00390625,-0.98828125,-0.00046030002105454637,-6.595870984763538,23.887001037597656,0.01708984375,0,0,0.4082251153886318,0,0,0,0,0.10994495823979378,-0.4119798541069031,0.4002801142632961,0.060546875,0.020844340590405873,1,1,0,0,0,0,0,0,,
0.19169999999995344,,,,,0,0.0078125,-1.01953125,,,23.884000778198242,0,0,0,0,,0,,,,,,0.060546875,0.020791561618487775,1,1,0,0,0,0,0,0,,
0.2008649999999907,,,,,0,0.005859375,-1.017578125,-0.0011426118747934128,-5.918772724380733,23.880001068115234,0.0048828125,0,0,0.11660156771540642,0,0,0,0,0.11038966476917267,-0.4079448990523815,0.40095532312989235,0.060546875,0.020746419982744246,1,1,0,0,0,0,0,0,,
0.21063999999989755,,,,,0,0.00390625,-0.9921875,,-7.714250525188931,23.892000198364258,0.0048828125,0,0,0.11666015721857548,,0,,0,,,0.3991648554801941,0.060546875,0.020692389283612365,1,1,0,0,0,0,0,0,,
0.22747999999998136,,,,,0,0.0078125,-0.990234375,-0.0008712898206888247,-7.978085364579473,23.889999389648438,0.01953125,0,0,0.46660155057907104,0,0,0,0,0.11063413694500923,-0.4099670331925154,0.3989017568528652,0.060546875,0.020686186381507425,1,1,0,0,0,0,0,0,,
0.23907499999995344,,,,,0,0.0078125,-0.98828125,,-8.94937114499067,23.89200210571289,0.0146484375,0,0,0.34998049959540367,,0,,0,,,0.3979331813752651,0.060546875,0.020665347999170868,1,1,0,0,0,0,0,0,,
0.24964999999990686,,,,,,,,-0.0013266309727650984,,23.886001586914062,0.0048828125,0,0,0.11663086712360382,0,0,0,0,0.11346768587827682,-0.40978891775012016,,,0.02062528687220555,1,1,0,0,0,0,0,0,,
