k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y_est,Theta_x_est,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,246.587,-1.366,0.000,--,--,--,-0.077,0.105,0.409,1.460,-0.283,0.114,0.072,0.093,-0.030,0.993,0.660,-0.750,-0.086,8.549,10.874,-2.699,False,False,0.000,0.000,0.000,14.589,0.175,-0.873,1.671,0.518,-1.696,1.627,0.183,11.093,12.308,15.000,12.466,52110,54382,59522,54610,0.220,0.000,0.394,1.606,0.000,0.227,0.000,0.000,2.500,3.500,--
0,0,246.607,-1.366,0.000,--,--,--,-0.047,0.104,0.412,1.492,-0.301,0.154,0.077,0.084,-0.032,0.993,0.670,-0.900,-0.118,9.175,9.949,-2.873,False,False,0.000,0.000,0.000,10.773,0.186,-0.894,1.669,0.522,-1.843,2.028,0.214,10.872,12.383,15.000,12.211,51872,54986,59830,54366,0.252,0.000,0.399,1.606,0.000,0.277,0.000,0.000,2.500,3.500,--
0,0,246.626,-1.366,0.000,--,--,--,-0.016,0.103,0.415,1.522,-0.321,0.202,0.083,0.076,-0.033,0.993,0.640,-1.070,-0.130,9.800,9.027,-3.057,False,False,0.000,0.000,0.000,8.188,0.198,-0.914,1.666,0.521,-1.908,2.190,0.227,10.676,12.452,15.000,11.961,51552,55004,59830,54052,0.284,0.000,0.405,1.606,0.000,0.327,0.000,0.000,2.500,3.500,--
0,0,246.646,-1.366,0.000,--,--,--,0.016,0.102,0.420,1.547,-0.345,0.252,0.089,0.065,-0.035,0.993,0.600,-1.170,-0.126,10.413,7.791,-3.280,False,False,0.000,0.000,0.000,6.563,0.212,-0.932,1.661,0.520,-1.919,2.533,0.226,10.468,12.496,15.000,11.699,50718,55394,59728,53326,0.316,0.000,0.412,1.606,0.000,0.377,0.000,0.000,2.500,3.500,--
0,0,246.667,-1.366,0.000,--,--,--,0.048,0.100,0.426,1.564,-0.371,0.306,0.093,0.054,-0.036,0.994,0.540,-1.190,-0.161,10.864,6.553,-3.525,False,False,0.000,0.000,0.000,5.380,0.230,-0.945,1.656,0.516,-1.981,2.574,0.263,10.415,12.288,15.000,11.447,50328,54470,59318,52458,0.348,0.000,0.420,1.606,0.000,0.427,0.000,0.000,2.500,3.500,--
0,0,246.676,-1.366,0.000,--,--,--,0.064,0.099,0.429,1.571,-0.384,0.334,0.095,0.048,-0.037,0.994,0.450,-1.150,-0.139,11.172,5.946,-3.726,False,False,0.000,0.000,0.000,4.926,0.238,-0.951,1.650,0.512,-1.862,2.488,0.243,10.245,12.306,15.000,11.394,49930,54122,58916,52012,0.381,0.000,0.429,1.606,0.000,0.477,0.000,0.000,2.500,3.500,--
0,0,246.702,-1.366,0.000,--,--,--,0.097,0.096,0.436,1.579,-0.413,0.388,0.098,0.037,-0.039,0.994,0.310,-1.070,-0.150,11.457,4.707,-3.995,False,False,0.000,0.000,0.000,4.230,0.256,-0.961,1.643,0.508,-1.768,2.439,0.254,10.225,12.132,15.000,11.236,49900,53702,58716,51430,0.410,0.000,0.438,1.606,0.000,0.522,0.000,0.000,2.500,3.500,--
0,0,246.723,-1.366,0.000,--,--,--,0.129,0.092,0.444,1.578,-0.452,0.443,0.101,0.026,-0.042,0.994,0.200,-0.980,-0.116,11.744,3.487,-4.427,False,False,0.000,0.000,0.000,3.687,0.279,-0.966,1.639,0.506,-1.742,2.340,0.226,10.382,12.223,15.000,11.162,49630,53608,58618,51588,0.445,0.000,0.450,1.606,0.000,0.577,0.000,0.000,2.500,3.500,--
0,0,246.740,-1.366,0.000,--,--,--,0.162,0.088,0.454,1.572,-0.487,0.496,0.102,0.017,-0.044,0.994,0.040,-0.910,-0.118,11.870,2.420,-4.853,False,False,0.000,0.000,0.000,3.270,0.303,-0.968,1.625,0.499,-1.498,2.276,0.240,10.548,12.147,15.000,11.051,49764,53244,58420,50590,0.477,0.000,0.462,1.606,0.000,0.627,0.000,0.000,2.500,3.500,--
0,0,246.758,-1.366,0.000,--,--,--,0.194,0.083,0.465,1.559,-0.525,0.551,0.102,0.007,-0.047,0.994,-0.180,-0.710,-0.067,11.830,1.346,-5.283,False,False,0.000,0.000,0.000,2.930,0.328,-0.966,1.614,0.495,-1.238,2.053,0.195,10.468,12.194,15.000,10.941,49856,53370,58322,50610,0.506,0.000,0.474,1.606,0.000,0.672,0.000,0.000,2.500,3.500,--
0,0,246.786,-1.366,0.000,--,--,--,0.242,0.074,0.483,1.537,-0.576,0.625,0.100,-0.003,-0.050,0.994,-0.360,-0.520,-0.031,11.463,0.255,-5.714,False,False,0.000,0.000,0.000,2.554,0.364,-0.963,1.603,0.494,-1.120,1.891,0.158,10.643,12.387,15.000,11.279,49956,53564,58322,50974,0.541,0.000,0.489,1.606,0.000,0.727,0.000,0.000,2.500,3.500,--
0,0,246.806,-1.366,0.000,--,--,--,0.273,0.067,0.496,1.517,-0.610,0.677,0.095,-0.008,-0.050,0.994,-0.460,-0.410,0.009,10.952,-0.403,-5.776,False,False,0.000,0.000,0.000,2.338,0.388,-0.958,1.590,0.492,-0.923,1.747,0.113,10.758,12.443,14.944,11.310,50222,54124,58518,51372,0.573,0.000,0.504,1.606,0.000,0.777,0.000,0.000,2.500,3.500,--
0,0,246.818,-1.366,0.000,--,--,--,0.289,0.063,0.503,1.507,-0.625,0.701,0.094,-0.011,-0.051,0.994,-0.610,-0.330,0.020,10.776,-0.713,-5.963,False,False,0.000,0.000,0.000,2.249,0.400,-0.956,1.576,0.492,-0.695,1.573,0.097,11.022,12.615,14.597,11.330,50792,54356,58030,51434,0.606,0.000,0.520,1.606,0.000,0.827,0.000,0.000,2.500,3.500,--
0,0,246.847,-1.366,0.000,--,--,--,0.336,0.052,0.526,1.476,-0.663,0.775,0.084,-0.014,-0.051,0.995,-0.720,-0.060,0.023,9.641,-1.089,-5.983,False,False,0.000,0.000,0.000,2.004,0.431,-0.950,1.561,0.494,-0.618,1.349,0.088,11.174,12.478,14.228,11.535,51442,54400,57718,51976,0.635,0.000,0.536,1.606,0.000,0.872,0.000,0.000,2.500,3.500,--
0,0,246.867,-1.366,0.000,--,--,--,0.366,0.044,0.542,1.457,-0.681,0.823,0.077,-0.015,-0.051,0.996,-0.750,-0.100,-0.012,8.834,-1.289,-5.987,False,False,0.000,0.000,0.000,1.868,0.448,-0.947,1.546,0.498,-0.567,1.315,0.115,11.584,12.616,14.578,11.461,52204,54558,58162,52064,0.670,0.000,0.556,1.606,0.000,0.927,0.000,0.000,2.500,3.500,--
