k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,771.890,-1.366,0.000,--,--,--,-0.008,-0.044,0.988,2.109,0.079,0.082,-0.035,0.089,-0.030,0.995,-0.040,-1.160,0.000,-3.646,10.051,-3.825,False,False,0.000,0.000,0.000,13.280,-0.073,1.933,1.091,0.527,0.157,1.472,0.170,13.263,14.001,15.000,11.426,59514,61436,63440,55742,0.264,0.000,0.970,1.991,0.000,0.306,0.000,0.000,3.000,3.500,--
0,0,771.910,-1.366,0.000,--,--,--,0.035,-0.044,0.990,2.134,0.088,0.139,-0.036,0.079,-0.030,0.996,-0.200,-1.180,-0.018,-3.842,8.930,-3.802,False,False,0.000,0.000,0.000,7.786,-0.081,1.96,1.089,0.533,0.486,1.487,0.191,13.711,14.185,15.000,10.899,61254,62860,64382,55840,0.303,0.000,0.977,1.991,0.000,0.366,0.000,0.000,3.000,3.500,--
0,0,771.940,-1.366,0.000,--,--,--,0.101,-0.044,0.996,2.159,0.1,0.247,-0.040,0.064,-0.030,0.997,-0.250,-0.990,-0.083,-4.375,7.164,-3.772,False,False,0.000,0.000,0.000,4.385,-0.094,1.993,1.085,0.535,0.660,1.413,0.258,13.993,14.012,15.000,10.764,62732,62906,64862,55356,0.343,0.000,0.985,1.991,0.000,0.426,0.000,0.000,3.000,3.500,--
0,0,771.951,-1.366,0.000,--,--,--,0.123,-0.044,0.998,2.164,0.105,0.289,-0.042,0.058,-0.030,0.997,-0.240,-0.980,-0.063,-4.555,6.523,-3.757,False,False,0.000,0.000,0.000,3.733,-0.098,2.003,1.081,0.532,0.624,1.235,0.242,14.050,13.712,15.000,11.096,62710,62574,64702,55848,0.383,0.000,0.994,1.991,0.000,0.486,0.000,0.000,3.000,3.500,--
0,0,771.978,-1.366,0.000,--,--,--,0.189,-0.043,1.008,2.176,0.124,0.425,-0.043,0.046,-0.032,0.998,0.100,-0.790,-0.060,-4.753,5.082,-3.865,False,False,0.000,0.000,0.000,2.514,-0.117,2.032,1.074,0.527,0.249,1.007,0.243,14.050,13.712,15.000,11.096,62472,61554,64862,56990,0.383,0.000,0.994,1.991,0.000,0.486,0.000,0.000,3.000,3.500,--
0,0,771.998,-1.366,0.000,--,--,--,0.233,-0.043,1.018,2.174,0.141,0.521,-0.043,0.039,-0.032,0.998,0.310,-0.650,-0.026,-4.780,4.287,-3.832,False,False,0.000,0.000,0.000,2.035,-0.134,2.048,1.066,0.519,-0.050,0.847,0.213,13.762,13.302,15.000,11.750,61172,60228,64138,57336,0.443,0.000,1.010,1.991,0.000,0.576,0.000,0.000,3.000,3.500,--
0,0,772.017,-1.366,0.000,--,--,--,0.276,-0.041,1.028,2.17,0.155,0.619,-0.040,0.032,-0.032,0.998,0.350,-0.520,-0.071,-4.488,3.504,-3.790,False,False,0.000,0.000,0.000,1.697,-0.149,2.066,1.056,0.510,-0.222,0.692,0.262,13.722,12.319,15.000,11.484,60834,58418,63848,56676,0.503,0.000,1.029,1.991,0.000,0.666,0.000,0.000,3.000,3.500,--
0,0,772.041,-1.366,0.000,--,--,--,0.320,-0.040,1.041,2.162,0.17,0.715,-0.037,0.028,-0.033,0.998,0.320,-0.400,-0.026,-4.183,3.033,-3.921,False,False,0.000,0.000,0.000,1.451,-0.164,2.083,1.044,0.498,-0.264,0.590,0.223,13.501,12.030,14.645,11.549,59298,57234,62142,56028,0.543,0.000,1.043,1.991,0.000,0.726,0.000,0.000,3.000,3.500,--
0,0,772.054,-1.366,0.000,--,--,--,0.342,-0.040,1.048,2.157,0.171,0.761,-0.036,0.025,-0.033,0.998,0.230,-0.400,-0.057,-4.034,2.720,-3.906,False,False,0.000,0.000,0.000,1.353,-0.169,2.093,1.031,0.488,-0.013,0.493,0.256,13.453,11.925,14.250,11.039,58890,55890,60564,54094,0.582,0.000,1.058,1.991,0.000,0.786,0.000,0.000,3.000,3.500,--
0,0,772.073,-1.366,0.000,--,--,--,0.386,-0.039,1.064,2.143,0.181,0.852,-0.035,0.021,-0.033,0.999,0.180,-0.390,-0.094,-3.892,2.249,-3.886,False,False,0.000,0.000,0.000,1.190,-0.182,2.111,1.015,0.479,0.089,0.553,0.298,13.434,11.807,14.068,10.897,58260,54696,59788,52248,0.602,0.000,1.066,1.991,0.000,0.816,0.000,0.000,3.000,3.500,--
