k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,21.281,-1.366,0.000,--,--,--,0.987,0.002,1.132,2.073,-0.171,0.233,-0.007,0.176,-0.022,0.984,-1.390,0.180,-0.389,-0.335,20.241,-2.637,False,False,0.000,0.000,0.000,4.047,0.180,-2.190,0.947,1.227,2.128,-1.424,0.480,15.000,12.070,12.696,10.965,65534,60148,61640,57370,1.274,0.000,1.446,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.300,-1.366,0.000,--,--,--,1.041,-0.016,1.155,2.175,-0.243,0.377,-0.018,0.172,-0.030,0.985,-1.240,0.020,-0.389,-1.434,19.725,-3.791,False,False,0.000,0.000,0.000,2.451,0.261,-2.353,0.947,1.227,2.128,-1.424,0.480,15.000,12.097,12.962,11.123,65534,60148,61640,57370,1.316,0.000,1.481,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.319,-1.366,0.000,--,--,--,1.096,-0.035,1.180,2.270,-0.306,0.520,-0.026,0.167,-0.037,0.985,-1.160,-0.170,-0.296,-2.258,19.205,-4.726,False,False,0.000,0.000,0.000,1.729,0.339,-2.524,0.899,1.144,1.686,-0.994,0.449,15.000,12.187,13.253,11.102,65534,60430,62926,57724,1.359,0.000,1.517,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.339,-1.366,0.000,--,--,--,1.153,-0.055,1.206,2.368,-0.372,0.647,-0.033,0.165,-0.044,0.985,-1.070,-0.340,-0.239,-2.928,18.841,-5.633,False,False,0.000,0.000,0.000,1.347,0.425,-2.712,0.873,1.104,1.474,-0.826,0.427,15.000,12.245,13.460,11.226,65534,60804,63638,58268,1.401,0.000,1.552,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.349,-1.366,0.000,--,--,--,1.182,-0.065,1.220,2.412,-0.397,0.713,-0.037,0.163,-0.047,0.985,-1.100,-0.400,-0.190,-3.356,18.653,-6.019,False,False,0.000,0.000,0.000,1.203,0.461,-2.809,0.836,1.066,1.763,-0.766,0.401,15.000,12.385,13.353,11.261,65534,62194,63476,58294,1.443,0.000,1.588,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.380,-1.366,0.000,--,--,--,1.273,-0.087,1.248,2.669,-0.407,0.713,-0.055,0.191,-0.046,0.979,-1.210,-0.430,-0.164,-5.250,21.784,-6.347,False,False,0.000,0.000,0.000,1.164,0.489,-3.213,0.831,1.052,1.837,-1.224,0.340,15.000,12.577,12.503,11.614,65534,62198,62022,59828,1.485,0.000,1.623,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.400,-1.366,0.000,--,--,--,1.350,-0.103,1.261,3.010,-0.394,0.524,-0.073,0.245,-0.039,0.966,-1.350,-0.470,-0.256,-7.092,28.061,-6.360,False,False,0.000,0.000,0.000,1.560,0.481,-3.680,0.818,1.006,2.254,-1.806,0.361,15.000,12.359,11.808,11.655,65534,61672,60318,59934,1.531,0.000,1.662,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.419,-1.366,0.000,--,--,--,1.412,-0.121,1.298,3.071,-0.390,0.755,-0.086,0.221,-0.040,0.971,-1.420,-0.570,-0.296,-8.614,25.199,-6.655,False,False,0.000,0.000,0.000,1.034,0.498,-3.929,0.781,0.958,2.415,-1.605,0.407,15.000,12.456,12.026,11.184,65534,61668,60624,58500,1.569,0.000,1.694,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.430,-1.366,0.000,--,--,--,1.445,-0.126,1.313,3.145,-0.346,0.791,-0.073,0.219,-0.012,0.973,-1.370,-0.750,-0.397,-7.902,25.106,-3.228,False,False,0.000,0.000,0.000,0.968,0.450,-4.102,0.737,0.922,1.933,-1.042,0.142,15.000,13.290,11.633,12.048,65534,64232,59830,60964,1.611,0.000,1.729,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
0,0,21.456,-1.366,0.000,--,--,--,1.538,-0.155,1.371,3.179,-0.471,1.096,-0.040,0.173,0.015,0.984,-1.120,-1.060,-0.387,-4.833,19.979,0.921,False,False,0.000,0.000,0.000,0.646,0.663,-4.486,0.655,0.811,-0.541,1.056,0.565,14.581,11.570,15.000,10.761,65534,59954,65534,57834,1.679,0.000,1.786,2.106,0.000,1.767,0.000,0.000,0.000,3.500,--
