k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y_est,Theta_x_est,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error

0,0,1091.755,-1.366,0.000,--,--,--,0.874,-0.039,1.638,1.302,0.133,0.038,-0.025,0.091,-0.000,0.996,-0.040,-0.100,-0.025,-2.843,10.477,-0.261,False,False,0.000,0.000,0.000,11.581,-0.302,-2.951,0.441,0.527,0.141,0.416,0.182,13.667,12.911,13.918,12.392,65534,65534,65534,63490,1.040,0.000,1.621,1.515,0.000,0.175,0.000,0.000,3.000,3.500,--
0,0,1091.774,-1.366,0.000,--,--,--,0.901,-0.039,1.639,1.332,0.136,0.080,-0.025,0.090,-0.000,0.996,-0.010,-0.500,-0.148,-2.843,10.318,-0.257,False,False,0.000,0.000,0.000,5.487,-0.310,-3.028,0.440,0.535,0.095,0.959,0.308,13.910,13.045,14.496,11.925,65534,65534,65534,62580,1.055,0.000,1.623,1.515,0.000,0.205,0.000,0.000,3.000,3.500,--
0,0,1091.792,-1.366,0.000,--,--,--,0.929,-0.039,1.641,1.364,0.137,0.134,-0.025,0.086,-0.001,0.996,0.070,-0.780,-0.229,-2.830,9.836,-0.403,False,False,0.000,0.000,0.000,3.247,-0.315,-3.115,0.438,0.539,-0.039,1.395,0.396,14.007,12.816,15.000,10.812,65534,65324,65534,59816,1.115,0.000,1.633,1.515,0.000,0.325,0.000,0.000,3.000,3.500,--
0,0,1091.812,-1.366,0.000,--,--,--,0.957,-0.039,1.645,1.395,0.139,0.201,-0.025,0.079,-0.003,0.997,0.140,-1.000,-0.253,-2.821,9.037,-0.541,False,False,0.000,0.000,0.000,2.163,-0.321,-3.210,0.434,0.540,-0.221,1.719,0.428,13.630,12.980,15.000,10.513,65534,64366,65534,58312,1.146,0.000,1.640,1.515,0.000,0.385,0.000,0.000,3.000,3.500,--
0,0,1091.833,-1.366,0.000,--,--,--,0.985,-0.040,1.649,1.424,0.135,0.274,-0.024,0.071,-0.006,0.997,0.350,-1.050,-0.230,-2.645,8.077,-0.823,False,False,0.000,0.000,0.000,1.558,-0.325,-3.306,0.430,0.538,-0.576,1.832,0.416,13.125,12.633,15.000,10.706,64086,62770,65534,57816,1.176,0.000,1.649,1.515,0.000,0.445,0.000,0.000,3.000,3.500,--
0,0,1091.851,-1.366,0.000,--,--,--,1.014,-0.038,1.655,1.446,0.139,0.357,-0.019,0.060,-0.007,0.998,0.640,-1.070,-0.207,-2.169,6.806,-0.923,False,False,0.000,0.000,0.000,1.185,-0.329,-3.409,0.424,0.533,-1.119,1.845,0.403,12.496,12.042,15.000,11.076,62094,61070,65534,58256,1.206,0.000,1.658,1.515,0.000,0.505,0.000,0.000,3.000,3.500,--
0,0,1091.871,-1.366,0.000,--,--,--,1.044,-0.039,1.663,1.464,0.138,0.442,-0.014,0.051,-0.008,0.999,0.870,-1.000,-0.198,-1.535,5.857,-1.031,False,False,0.000,0.000,0.000,0.939,-0.338,-3.512,0.416,0.526,-1.457,1.790,0.403,12.106,11.758,15.000,11.122,60932,59690,65534,58398,1.237,0.000,1.669,1.515,0.000,0.565,0.000,0.000,3.000,3.500,--
0,0,1091.891,-1.366,0.000,--,--,--,1.073,-0.038,1.672,1.472,0.140,0.526,-0.007,0.042,-0.011,0.999,0.820,-0.870,-0.174,-0.740,4.750,-1.300,False,False,0.000,0.000,0.000,0.774,-0.345,-3.617,0.407,0.520,-1.457,1.666,0.389,12.115,11.079,15.000,11.078,59940,58522,65534,57718,1.267,0.000,1.681,1.515,0.000,0.625,0.000,0.000,3.000,3.500,--
0,0,1091.914,-1.366,0.000,--,--,--,1.104,-0.038,1.684,1.478,0.130,0.617,0.001,0.033,-0.012,0.999,0.640,-0.710,-0.110,0.206,3.809,-1.421,False,False,0.000,0.000,0.000,0.641,-0.330,-3.736,0.395,0.510,-1.236,1.445,0.332,12.339,11.195,15.000,10.980,59380,58240,65352,57436,1.297,0.000,1.694,1.515,0.000,0.685,0.000,0.000,3.000,3.500,--
0,0,1091.935,-1.366,0.000,--,--,--,1.133,-0.038,1.696,1.476,0.121,0.695,0.006,0.028,-0.014,1.000,0.350,-0.480,-0.091,0.678,3.181,-1.568,False,False,0.000,0.000,0.000,0.550,-0.318,-3.855,0.383,0.505,-0.791,1.045,0.319,12.257,11.522,15.000,10.956,60282,57954,65106,56976,1.312,0.000,1.701,1.515,0.000,0.715,0.000,0.000,3.000,3.500,--
0,0,1091.955,-1.366,0.000,--,--,--,1.163,-0.039,1.711,1.472,0.107,0.775,0.008,0.022,-0.015,1.000,-0.040,-0.310,-0.056,0.990,2.553,-1.723,False,False,0.000,0.000,0.000,0.475,-0.293,-3.994,0.368,0.498,-0.169,0.818,0.286,12.684,11.578,14.687,10.639,61200,58718,64536,56216,1.343,0.000,1.716,1.515,0.000,0.775,0.000,0.000,3.000,3.500,--
