k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,644.975,-1.366,0.000,--,--,--,-0.117,0.018,0.857,1.546,-0.136,0.071,0.014,0.089,-0.060,0.994,0.390,-0.500,0.051,2.196,10.308,-6.653,False,False,0.000,0.000,0.000,19.776,0.108,-1.255,1.222,0.486,-1.668,1.537,0.165,10.716,11.679,15.000,11.842,53054,55604,62864,56080,0.173,0.000,0.840,1.723,0.000,0.152,0.000,0.000,2.000,3.500,--
0,0,644.998,-1.366,0.000,--,--,--,-0.084,0.017,0.859,1.574,-0.138,0.101,0.017,0.082,-0.060,0.995,0.530,-0.640,0.066,2.467,9.527,-6.642,False,False,0.000,0.000,0.000,14.200,0.109,-1.280,1.221,0.487,-1.741,1.584,0.155,10.461,11.660,15.000,11.905,52786,55712,62864,56282,0.207,0.000,0.844,1.723,0.000,0.192,0.000,0.000,2.000,3.500,--
0,0,645.018,-1.366,0.000,--,--,--,-0.050,0.016,0.861,1.600,-0.142,0.137,0.021,0.075,-0.061,0.995,0.580,-0.760,0.039,2.910,8.761,-6.781,False,False,0.000,0.000,0.000,10.245,0.111,-1.304,1.219,0.488,-1.876,1.777,0.191,10.360,11.573,15.000,11.726,52528,55506,62864,55866,0.241,0.000,0.848,1.723,0.000,0.232,0.000,0.000,2.000,3.500,--
0,0,645.038,-1.366,0.000,--,--,--,-0.016,0.015,0.864,1.623,-0.149,0.178,0.026,0.066,-0.061,0.996,0.630,-0.760,0.011,3.489,7.840,-6.762,False,False,0.000,0.000,0.000,7.736,0.116,-1.327,1.217,0.486,-2.011,1.769,0.226,10.376,11.281,15.000,11.659,52380,54614,62638,55508,0.276,0.000,0.853,1.723,0.000,0.272,0.000,0.000,2.000,3.500,--
0,0,645.057,-1.366,0.000,--,--,--,0.018,0.014,0.868,1.642,-0.155,0.222,0.030,0.058,-0.062,0.996,0.610,-0.780,-0.017,3.921,6.917,-6.920,False,False,0.000,0.000,0.000,6.063,0.121,-1.349,1.214,0.484,-2.034,1.819,0.263,10.361,11.258,15.000,11.419,52392,54076,62526,54878,0.293,0.000,0.856,1.723,0.000,0.292,0.000,0.000,2.000,3.500,--
0,0,645.067,-1.366,0.000,--,--,--,0.036,0.014,0.869,1.654,-0.156,0.243,0.033,0.054,-0.064,0.996,0.530,-0.820,-0.016,4.220,6.464,-7.077,False,False,0.000,0.000,0.000,5.466,0.124,-1.359,1.207,0.481,-1.827,1.945,0.270,10.299,11.243,15.000,11.232,52050,54060,62078,53612,0.345,0.000,0.866,1.723,0.000,0.352,0.000,0.000,2.000,3.500,--
0,0,645.095,-1.366,0.000,--,--,--,0.088,0.011,0.877,1.670,-0.174,0.312,0.040,0.042,-0.064,0.996,0.390,-0.800,0.003,4.928,5.078,-7.094,False,False,0.000,0.000,0.000,4.184,0.136,-1.385,1.202,0.478,-1.686,1.866,0.254,10.464,11.224,15.000,11.033,51868,53868,61746,53192,0.379,0.000,0.873,1.723,0.000,0.392,0.000,0.000,2.000,3.500,--
0,0,645.114,-1.366,0.000,--,--,--,0.124,0.008,0.884,1.675,-0.189,0.359,0.043,0.033,-0.065,0.996,0.300,-0.750,0.030,5.194,4.149,-7.282,False,False,0.000,0.000,0.000,3.575,0.149,-1.398,1.195,0.473,-1.664,1.805,0.230,10.435,11.220,15.000,10.983,51272,53538,61528,53010,0.414,0.000,0.881,1.723,0.000,0.432,0.000,0.000,2.000,3.500,--
0,0,645.132,-1.366,0.000,--,--,--,0.158,0.005,0.891,1.675,-0.206,0.404,0.046,0.026,-0.065,0.996,0.200,-0.740,0.032,5.463,3.372,-7.309,False,False,0.000,0.000,0.000,3.123,0.164,-1.408,1.188,0.474,-1.608,1.772,0.224,10.369,11.296,15.000,11.037,51432,53682,61528,53066,0.466,0.000,0.895,1.723,0.000,0.492,0.000,0.000,2.000,3.500,--
0,0,645.152,-1.366,0.000,--,--,--,0.194,0.003,0.899,1.674,-0.220,0.446,0.047,0.019,-0.065,0.997,0.140,-0.680,0.060,5.572,2.585,-7.343,False,False,0.000,0.000,0.000,2.789,0.177,-1.418,1.180,0.473,-1.515,1.825,0.197,10.262,11.495,15.000,11.009,51164,54146,61528,52998,0.500,0.000,0.905,1.723,0.000,0.532,0.000,0.000,2.000,3.500,--
0,0,645.163,-1.366,0.000,--,--,--,0.212,0.001,0.903,1.673,-0.228,0.468,0.047,0.015,-0.065,0.997,0.100,-0.660,0.066,5.541,2.107,-7.366,False,False,0.000,0.000,0.000,2.648,0.184,-1.422,1.171,0.469,-1.418,1.745,0.188,10.263,11.442,15.000,10.928,50984,53832,61310,52620,0.531,0.000,0.915,1.723,0.000,0.568,0.000,0.000,2.000,3.500,--
0,0,645.183,-1.366,0.000,--,--,--,0.248,-0.002,0.913,1.669,-0.245,0.510,0.048,0.008,-0.066,0.997,-0.010,-0.590,0.086,5.652,1.328,-7.561,False,False,0.000,0.000,0.000,2.394,0.200,-1.429,1.161,0.472,-1.290,1.662,0.162,10.451,11.653,15.000,10.949,51338,54362,61310,53000,0.552,0.000,0.922,1.723,0.000,0.592,0.000,0.000,2.000,3.500,--
0,0,645.204,-1.366,0.000,--,--,--,0.283,-0.006,0.923,1.657,-0.263,0.550,0.047,0.004,-0.065,0.997,-0.090,-0.500,0.091,5.459,0.832,-7.427,False,False,0.000,0.000,0.000,2.193,0.218,-1.434,1.151,0.474,-1.273,1.418,0.149,10.676,11.520,14.942,11.131,52010,54362,61182,53830,0.586,0.000,0.935,1.723,0.000,0.632,0.000,0.000,2.000,3.500,--
0,0,645.234,-1.366,0.000,--,--,--,0.336,-0.012,0.940,1.642,-0.287,0.607,0.046,-0.001,-0.065,0.997,-0.170,-0.260,0.104,5.258,0.184,-7.457,False,False,0.000,0.000,0.000,1.951,0.242,-1.442,1.140,0.475,-1.252,1.457,0.126,10.725,11.604,14.695,11.438,51822,54766,61092,54022,0.621,0.000,0.948,1.723,0.000,0.672,0.000,0.000,2.000,3.500,--
0,0,645.253,-1.366,0.000,--,--,--,0.371,-0.017,0.952,1.629,-0.303,0.648,0.046,-0.004,-0.064,0.997,-0.170,-0.270,0.104,5.236,-0.142,-7.313,False,False,0.000,0.000,0.000,1.808,0.258,-1.446,1.140,0.475,-1.252,1.457,0.126,10.713,11.619,14.786,11.477,51822,54766,61092,54022,0.672,0.000,0.969,1.723,0.000,0.732,0.000,0.000,2.000,3.500,--
0,0,645.281,-1.366,0.000,--,--,--,0.423,-0.025,0.972,1.609,-0.325,0.709,0.043,-0.007,-0.062,0.997,-0.260,-0.270,0.081,4.896,-0.488,-7.168,False,False,0.000,0.000,0.000,1.619,0.283,-1.454,1.114,0.477,-1.153,1.429,0.131,10.736,11.632,14.755,11.510,52324,55060,61136,54060,0.690,0.000,0.976,1.723,0.000,0.752,0.000,0.000,2.000,3.500,--
0,0,645.292,-1.366,0.000,--,--,--,0.440,-0.028,0.979,1.601,-0.330,0.729,0.042,-0.008,-0.062,0.997,-0.200,-0.270,0.058,4.727,-0.658,-7.174,False,False,0.000,0.000,0.000,1.563,0.292,-1.456,1.100,0.479,-1.219,1.510,0.145,10.673,11.842,14.952,11.385,52280,55040,61544,53984,0.741,0.000,1.000,1.723,0.000,0.812,0.000,0.000,2.000,3.500,--
0,0,645.320,-1.366,0.000,--,--,--,0.491,-0.036,1.001,1.578,-0.348,0.788,0.039,-0.012,-0.061,0.997,-0.210,-0.290,0.072,4.378,-1.162,-7.031,False,False,0.000,0.000,0.000,1.413,0.314,-1.465,1.086,0.480,-1.292,1.553,0.121,10.413,11.884,14.839,11.454,51886,55276,61590,54334,0.755,0.000,1.006,1.723,0.000,0.828,0.000,0.000,2.000,3.500,--
0,0,645.340,-1.366,0.000,--,--,--,0.525,-0.042,1.017,1.562,-0.358,0.829,0.037,-0.015,-0.061,0.997,-0.180,-0.260,0.069,4.199,-1.490,-7.041,False,False,0.000,0.000,0.000,1.323,0.328,-1.472,1.070,0.481,-1.353,1.559,0.115,10.462,11.955,15.000,11.631,51848,55394,61746,54654,0.810,0.000,1.034,1.723,0.000,0.892,0.000,0.000,2.000,3.500,--
0,0,645.350,-1.366,0.000,--,--,--,0.542,-0.045,1.026,1.553,-0.363,0.849,0.036,-0.017,-0.061,0.997,-0.190,-0.260,0.073,4.030,-1.660,-7.045,False,False,0.000,0.000,0.000,1.281,0.335,-1.475,1.053,0.482,-1.343,1.617,0.101,10.388,12.088,15.000,11.657,51756,55792,61856,54810,0.845,0.000,1.052,1.723,0.000,0.932,0.000,0.000,2.000,3.500,--
0,0,645.380,-1.366,0.000,--,--,--,0.593,-0.054,1.052,1.529,-0.378,0.909,0.033,-0.019,-0.060,0.997,-0.180,-0.200,0.064,3.693,-2.003,-6.892,False,False,0.000,0.000,0.000,1.166,0.357,-1.485,1.036,0.479,-1.399,1.525,0.098,10.333,11.912,14.918,11.714,51710,55492,61808,55038,0.876,0.000,1.069,1.723,0.000,0.968,0.000,0.000,2.000,3.500,--
0,0,645.394,-1.366,0.000,--,--,--,0.608,-0.058,1.061,1.516,-0.384,0.930,0.033,-0.019,-0.060,0.997,-0.220,-0.120,0.055,3.693,-2.003,-6.892,False,False,0.000,0.000,0.000,1.129,0.367,-1.489,1.018,0.484,-1.345,1.367,0.095,10.595,11.954,14.969,11.772,52384,55602,61688,55522,0.896,0.000,1.081,1.723,0.000,0.992,0.000,0.000,2.000,3.500,--
0,0,645.416,-1.366,0.000,--,--,--,0.642,-0.064,1.080,1.500,-0.389,0.970,0.030,-0.021,-0.058,0.998,-0.240,-0.030,0.052,3.367,-2.186,-6.732,False,False,0.000,0.000,0.000,1.061,0.382,-1.497,1.008,0.481,-1.333,1.382,0.092,10.516,11.921,14.773,11.844,52168,55514,61526,55338,0.928,0.000,1.099,1.723,0.000,1.028,0.000,0.000,2.000,3.500,--
0,0,645.436,-1.366,0.000,--,--,--,0.673,-0.072,1.100,1.478,-0.396,1.008,0.029,-0.021,-0.058,0.998,-0.240,0.000,0.022,3.208,-2.195,-6.729,False,False,0.000,0.000,0.000,0.999,0.396,-1.508,0.989,0.487,-1.326,1.328,0.113,10.802,11.952,14.963,11.947,52780,55484,61786,55474,0.965,0.000,1.122,1.723,0.000,1.072,0.000,0.000,2.000,3.500,--
