k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,575.102,-1.366,0.000,--,--,--,-0.354,-0.021,0.736,2.287,0.092,0.107,-0.011,0.095,0.030,0.995,0.030,-0.910,-0.074,-1.598,11.010,3.352,False,False,0.000,0.000,0.000,16.943,-0.064,-1.693,1.344,0.529,0.128,1.370,0.178,13.141,14.130,15.000,11.308,57794,59180,61310,54120,-0.016,0.000,0.720,2.298,0.000,0.317,0.000,0.000,3.000,3.500,--
0,0,575.122,-1.366,0.000,--,--,--,-0.308,-0.020,0.739,2.312,0.093,0.167,-0.010,0.087,0.030,0.996,-0.080,-1.070,-0.140,-1.412,10.049,3.379,False,False,0.000,0.000,0.000,9.994,-0.070,-1.715,1.342,0.531,0.315,1.687,0.247,13.370,14.196,15.000,10.998,58522,59760,61636,52850,0.029,0.000,0.727,2.298,0.000,0.377,0.000,0.000,3.000,3.500,--
0,0,575.142,-1.366,0.000,--,--,--,-0.260,-0.020,0.742,2.336,0.090,0.238,-0.011,0.079,0.029,0.996,-0.180,-1.070,-0.123,-1.529,9.095,3.220,False,False,0.000,0.000,0.000,6.751,-0.065,-1.739,1.339,0.532,0.520,1.734,0.232,13.340,14.420,15.000,11.153,58650,60278,61636,52518,0.080,0.000,0.736,2.298,0.000,0.443,0.000,0.000,3.000,3.500,--
0,0,575.161,-1.366,0.000,--,--,--,-0.212,-0.020,0.747,2.357,0.085,0.317,-0.011,0.069,0.028,0.997,-0.150,-0.980,-0.150,-1.487,7.978,3.076,False,False,0.000,0.000,0.000,4.880,-0.064,-1.760,1.335,0.528,0.447,1.604,0.265,13.340,14.420,15.000,11.153,58874,59542,61528,52436,0.080,0.000,0.736,2.298,0.000,0.443,0.000,0.000,3.000,3.500,--
0,0,575.179,-1.366,0.000,--,--,--,-0.164,-0.021,0.754,2.369,0.079,0.402,-0.012,0.061,0.026,0.998,-0.100,-0.780,-0.113,-1.610,7.025,2.920,False,False,0.000,0.000,0.000,3.717,-0.057,-1.781,1.325,0.520,0.253,1.332,0.237,13.323,13.495,14.940,10.911,58210,58476,61418,52970,0.167,0.000,0.755,2.298,0.000,0.557,0.000,0.000,3.000,3.500,--
0,0,575.199,-1.366,0.000,--,--,--,-0.116,-0.021,0.763,2.377,0.074,0.489,-0.011,0.054,0.025,0.998,-0.060,-0.680,-0.151,-1.422,6.224,2.782,False,False,0.000,0.000,0.000,2.968,-0.055,-1.798,1.321,0.520,0.276,1.175,0.279,13.315,13.180,14.760,11.069,58778,57826,61310,52750,0.218,0.000,0.768,2.298,0.000,0.623,0.000,0.000,3.000,3.500,--
0,0,575.219,-1.366,0.000,--,--,--,-0.067,-0.022,0.773,2.379,0.072,0.581,-0.011,0.047,0.024,0.999,-0.020,-0.510,-0.128,-1.395,5.427,2.633,False,False,0.000,0.000,0.000,2.460,-0.055,-1.814,1.312,0.508,0.205,0.916,0.262,13.152,12.636,14.161,11.045,57982,56466,60212,52512,0.259,0.000,0.780,2.298,0.000,0.677,0.000,0.000,3.000,3.500,--
0,0,575.242,-1.366,0.000,--,--,--,-0.019,-0.022,0.785,2.379,0.068,0.671,-0.011,0.043,0.022,0.999,-0.010,-0.430,-0.099,-1.377,4.948,2.480,False,False,0.000,0.000,0.000,2.077,-0.052,-1.832,1.300,0.503,0.169,0.843,0.239,12.918,12.488,13.783,10.811,57284,55914,59410,52358,0.305,0.000,0.794,2.298,0.000,0.737,0.000,0.000,3.000,3.500,--
0,0,575.261,-1.366,0.000,--,--,--,0.029,-0.022,0.799,2.374,0.072,0.763,-0.012,0.037,0.021,0.999,-0.030,-0.360,-0.087,-1.516,4.314,2.323,False,False,0.000,0.000,0.000,1.794,-0.054,-1.846,1.287,0.489,0.223,0.763,0.232,12.998,12.197,13.578,10.677,56400,54872,58126,51354,0.356,0.000,0.811,2.298,0.000,0.803,0.000,0.000,3.000,3.500,--
0,0,575.280,-1.366,0.000,--,--,--,0.078,-0.023,0.815,2.365,0.069,0.849,-0.012,0.035,0.021,0.999,-0.090,-0.370,-0.059,-1.510,3.997,2.328,False,False,0.000,0.000,0.000,1.578,-0.054,-1.863,1.264,0.476,0.342,0.786,0.212,12.602,12.041,13.259,10.277,55042,53944,56476,49900,0.397,0.000,0.826,2.298,0.000,0.857,0.000,0.000,3.000,3.500,--
0,0,575.299,-1.366,0.000,--,--,--,0.126,-0.023,0.832,2.353,0.071,0.931,-0.014,0.030,0.019,0.999,-0.120,-0.320,-0.088,-1.653,3.521,2.171,False,False,0.000,0.000,0.000,1.411,-0.054,-1.878,1.247,0.469,0.334,0.945,0.246,12.498,11.948,13.456,9.942,54470,53292,56438,48622,0.448,0.000,0.846,2.298,0.000,0.923,0.000,0.000,3.000,3.500,--
0,0,575.319,-1.366,0.000,--,--,--,0.173,-0.023,0.851,2.342,0.070,1.007,-0.014,0.026,0.019,0.999,-0.090,-0.310,-0.094,-1.644,3.045,2.177,False,False,0.000,0.000,0.000,1.276,-0.057,-1.899,1.228,0.464,0.228,0.988,0.257,12.159,11.615,13.374,9.701,53574,52348,56016,47890,0.489,0.000,0.863,2.298,0.000,0.977,0.000,0.000,3.000,3.500,--
0,0,575.339,-1.366,0.000,--,--,--,0.221,-0.023,0.872,2.326,0.071,1.077,-0.014,0.024,0.018,0.999,-0.100,-0.340,-0.040,-1.635,2.725,2.023,False,False,0.000,0.000,0.000,1.168,-0.057,-1.918,1.207,0.460,0.252,0.948,0.207,11.871,11.714,13.087,9.769,52764,52286,55026,47944,0.535,0.000,0.883,2.298,0.000,1.037,0.000,0.000,3.000,3.500,--
0,0,575.358,-1.366,0.000,--,--,--,0.268,-0.023,0.894,2.313,0.074,1.142,-0.015,0.019,0.018,1.000,-0.040,-0.330,-0.074,-1.785,2.252,2.027,False,False,0.000,0.000,0.000,1.078,-0.060,-1.939,1.186,0.462,0.268,0.966,0.243,11.958,11.497,13.065,9.601,53110,52048,55348,47558,0.581,0.000,0.904,2.298,0.000,1.097,0.000,0.000,3.000,3.500,--
0,0,575.382,-1.366,0.000,--,--,--,0.315,-0.024,0.917,2.296,0.073,1.203,-0.015,0.017,0.018,1.000,0.000,-0.250,-0.074,-1.779,1.935,2.032,False,False,0.000,0.000,0.000,1.000,-0.061,-1.964,1.174,0.461,0.222,1.004,0.247,11.934,11.645,12.881,9.623,52884,51882,55388,47416,0.627,0.000,0.927,2.298,0.000,1.157,0.000,0.000,3.000,3.500,--
0,0,575.403,-1.366,0.000,--,--,--,0.362,-0.024,0.941,2.281,0.076,1.261,-0.015,0.014,0.017,1.000,0.020,-0.100,-0.029,-1.771,1.615,1.878,False,False,0.000,0.000,0.000,0.935,-0.065,-1.990,1.150,0.461,0.199,0.819,0.207,11.941,11.467,13.039,9.564,52680,51766,54680,48104,0.673,0.000,0.951,2.298,0.000,1.217,0.000,0.000,3.000,3.500,--
0,0,575.425,-1.366,0.000,--,--,--,0.408,-0.024,0.967,2.263,0.075,1.315,-0.015,0.012,0.017,1.000,0.010,0.000,-0.044,-1.769,1.457,1.881,False,False,0.000,0.000,0.000,0.873,-0.066,-2.021,1.125,0.462,0.213,0.713,0.226,12.042,11.219,13.041,9.760,53182,51578,54788,48232,0.696,0.000,0.963,2.298,0.000,1.247,0.000,0.000,3.000,3.500,--
