k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,953.572,-32.767,0.000,--,--,--,0.479,-0.038,1.459,2.042,-0.009,0.031,-0.014,0.087,-0.025,0.996,-0.230,-0.970,-0.045,-1.332,9.972,-2.982,False,False,0.000,0.000,0.000,19.732,0.014,3.293,0.620,0.519,0.130,1.021,0.146,13.439,13.615,15.000,11.504,59132,59974,62044,55958,0.724,0.000,1.438,1.948,0.000,0.238,0.000,0.000,3.000,3.500,--
0,0,953.581,-1.366,0.000,--,--,--,0.500,-0.039,1.460,2.053,-0.013,0.052,-0.015,0.083,-0.025,0.996,-0.160,-1.030,-0.140,-1.503,9.490,-2.989,False,False,0.000,0.000,0.000,11.725,0.020,3.313,0.619,0.538,0.025,1.392,0.256,13.562,13.686,15.000,11.273,62610,62758,65534,57534,0.759,0.000,1.443,1.948,0.000,0.292,0.000,0.000,3.000,3.500,--
0,0,953.608,-1.366,0.000,--,--,--,0.563,-0.043,1.462,2.079,-0.015,0.137,-0.019,0.068,-0.026,0.997,-0.120,-1.180,-0.178,-2.013,7.725,-3.156,False,False,0.000,0.000,0.000,4.489,0.023,3.369,0.617,0.549,-0.102,1.680,0.311,13.375,13.702,15.000,11.173,63600,63744,65534,57732,0.782,0.000,1.446,1.948,0.000,0.328,0.000,0.000,3.000,3.500,--
0,0,953.627,-1.366,0.000,--,--,--,0.605,-0.045,1.465,2.094,-0.016,0.211,-0.021,0.057,-0.029,0.998,0.070,-1.270,-0.183,-2.189,6.443,-3.459,False,False,0.000,0.000,0.000,2.898,0.025,3.41,0.614,0.550,-0.437,1.838,0.331,13.011,13.186,15.000,11.094,62902,63240,65534,57880,0.856,0.000,1.461,1.948,0.000,0.442,0.000,0.000,3.000,3.500,--
0,0,953.646,-1.366,0.000,--,--,--,0.647,-0.048,1.470,2.1,-0.013,0.292,-0.021,0.046,-0.030,0.998,0.370,-1.320,-0.160,-2.220,5.168,-3.593,False,False,0.000,0.000,0.000,2.080,0.021,3.445,0.609,0.548,-0.924,1.975,0.325,12.611,12.823,15.000,11.181,61458,62428,65534,58432,0.895,0.000,1.471,1.948,0.000,0.502,0.000,0.000,3.000,3.500,--
0,0,953.655,-1.366,0.000,--,--,--,0.669,-0.049,1.473,2.1,-0.011,0.335,-0.019,0.039,-0.032,0.999,0.530,-1.400,-0.191,-2.080,4.376,-3.730,False,False,0.000,0.000,0.000,1.806,0.017,3.462,0.603,0.544,-1.347,2.169,0.373,12.346,12.360,15.000,11.041,60308,61076,65534,57940,0.934,0.000,1.481,1.948,0.000,0.562,0.000,0.000,3.000,3.500,--
0,0,953.687,-1.366,0.000,--,--,--,0.732,-0.053,1.484,2.093,-0.013,0.469,-0.012,0.019,-0.036,0.999,0.710,-1.350,-0.211,-1.350,2.173,-4.150,False,False,0.000,0.000,0.000,1.268,0.021,3.516,0.595,0.538,-1.591,2.332,0.410,12.008,12.091,15.000,11.029,59238,59872,65534,57052,0.973,0.000,1.493,1.948,0.000,0.622,0.000,0.000,3.000,3.500,--
0,0,953.709,-1.366,0.000,--,--,--,0.774,-0.055,1.494,2.079,-0.013,0.556,-0.007,0.007,-0.037,0.999,0.730,-1.290,-0.220,-0.765,0.765,-4.288,False,False,0.000,0.000,0.000,1.052,0.021,3.55,0.585,0.512,-1.641,2.241,0.443,11.979,11.979,15.000,11.041,58144,57802,65106,55450,0.993,0.000,1.499,1.948,0.000,0.652,0.000,0.000,3.000,3.500,--
0,0,953.729,-1.366,0.000,--,--,--,0.816,-0.058,1.505,2.056,-0.02,0.642,-0.001,-0.004,-0.040,0.999,0.460,-1.120,-0.178,-0.178,-0.483,-4.599,False,False,0.000,0.000,0.000,0.895,0.033,3.58,0.574,0.525,-1.248,2.154,0.407,12.069,11.823,15.000,10.634,59246,59294,64862,55860,1.032,0.000,1.513,1.948,0.000,0.712,0.000,0.000,3.000,3.500,--
0,0,953.749,-1.366,0.000,--,--,--,0.857,-0.061,1.518,2.026,-0.028,0.727,0.003,-0.015,-0.043,0.999,0.240,-0.920,-0.191,0.243,-1.735,-4.921,False,False,0.000,0.000,0.000,0.771,0.048,3.61,0.561,0.517,-0.971,1.962,0.431,12.175,11.920,15.000,10.340,59736,58620,64742,54796,1.071,0.000,1.528,1.948,0.000,0.772,0.000,0.000,3.000,3.500,--
