k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y_est,Theta_x_est,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,73.905,-1.366,0.000,--,--,--,-0.024,0.052,0.420,1.443,-0.052,0.089,-0.003,0.095,-0.043,0.995,0.340,-0.610,0.066,0.155,10.975,-4.925,False,False,0.000,0.000,0.000,18.249,0.031,-0.868,1.659,0.489,-0.847,0.964,0.142,11.853,11.739,14.282,12.034,52622,53360,58450,52956,0.181,0.000,0.408,1.606,0.000,0.174,0.000,0.000,2.000,3.500,--
0,0,73.929,-1.366,0.000,--,--,--,0.008,0.052,0.422,1.479,-0.049,0.123,0.000,0.091,-0.042,0.995,0.410,-0.570,0.071,0.436,10.507,-4.738,False,False,0.000,0.000,0.000,13.344,0.030,-0.891,1.657,0.494,-1.045,0.823,0.138,11.773,11.866,14.581,12.068,53014,53342,59024,54096,0.213,0.000,0.412,1.606,0.000,0.214,0.000,0.000,2.000,3.500,--
0,0,73.948,-1.366,0.000,--,--,--,0.040,0.052,0.425,1.514,-0.048,0.164,0.004,0.084,-0.042,0.996,0.400,-0.600,0.049,0.878,9.729,-4.701,False,False,0.000,0.000,0.000,9.980,0.029,-0.913,1.654,0.492,-1.073,0.791,0.161,11.729,11.910,14.696,12.045,53120,52914,59102,53884,0.245,0.000,0.417,1.606,0.000,0.254,0.000,0.000,2.000,3.500,--
0,0,73.968,-1.366,0.000,--,--,--,0.073,0.051,0.428,1.546,-0.047,0.213,0.007,0.079,-0.042,0.996,0.310,-0.510,0.060,1.169,9.104,-4.681,False,False,0.000,0.000,0.000,7.684,0.029,-0.934,1.651,0.489,-0.918,0.657,0.150,11.949,11.691,14.377,12.157,53304,52838,58374,53732,0.293,0.000,0.425,1.606,0.000,0.314,0.000,0.000,2.000,3.500,--
0,0,73.987,-1.366,0.000,--,--,--,0.106,0.051,0.433,1.576,-0.049,0.264,0.008,0.075,-0.040,0.996,0.270,-0.490,0.061,1.296,8.629,-4.515,False,False,0.000,0.000,0.000,6.188,0.029,-0.955,1.646,0.487,-0.875,0.554,0.151,12.001,11.593,14.204,12.108,53318,52480,57924,53586,0.325,0.000,0.432,1.606,0.000,0.354,0.000,0.000,2.000,3.500,--
0,0,73.997,-1.366,0.000,--,--,--,0.123,0.050,0.435,1.590,-0.049,0.290,0.010,0.072,-0.040,0.997,0.190,-0.500,0.050,1.442,8.316,-4.507,False,False,0.000,0.000,0.000,5.633,0.030,-0.965,1.641,0.483,-0.746,0.519,0.161,12.131,11.551,14.045,11.832,53398,52266,57476,53050,0.357,0.000,0.439,1.606,0.000,0.394,0.000,0.000,2.000,3.500,--
0,0,74.026,-1.366,0.000,--,--,--,0.175,0.049,0.445,1.623,-0.062,0.375,0.012,0.064,-0.042,0.997,0.090,-0.500,0.050,1.732,7.376,-4.657,False,False,0.000,0.000,0.000,4.369,0.036,-0.992,1.634,0.478,-0.614,0.537,0.169,12.073,11.458,13.856,11.638,53216,51994,56932,52260,0.389,0.000,0.448,1.606,0.000,0.434,0.000,0.000,2.000,3.500,--
0,0,74.046,-1.366,0.000,--,--,--,0.210,0.048,0.453,1.641,-0.072,0.429,0.012,0.058,-0.043,0.997,0.050,-0.640,0.045,1.715,6.743,-4.825,False,False,0.000,0.000,0.000,3.784,0.042,-1.008,1.626,0.474,-0.571,0.709,0.181,11.877,11.470,13.964,11.284,52576,51726,56706,51238,0.422,0.000,0.457,1.606,0.000,0.474,0.000,0.000,2.000,3.500,--
0,0,74.069,-1.366,0.000,--,--,--,0.245,0.046,0.462,1.657,-0.082,0.480,0.014,0.051,-0.043,0.998,0.050,-0.710,0.061,1.841,5.953,-4.829,False,False,0.000,0.000,0.000,3.364,0.049,-1.023,1.617,0.471,-0.616,0.847,0.175,11.655,11.490,13.982,11.172,51948,51690,56688,50870,0.454,0.000,0.467,1.606,0.000,0.514,0.000,0.000,2.000,3.500,--
0,0,74.081,-1.366,0.000,--,--,--,0.263,0.045,0.467,1.664,-0.087,0.506,0.014,0.047,-0.043,0.998,0.010,-0.710,0.052,1.820,5.476,-4.836,False,False,0.000,0.000,0.000,3.186,0.052,-1.030,1.607,0.467,-0.700,0.746,0.190,11.738,11.409,13.995,10.998,51660,50766,56328,50600,0.470,0.000,0.472,1.606,0.000,0.534,0.000,0.000,2.000,3.500,--
0,0,74.102,-1.366,0.000,--,--,--,0.298,0.044,0.477,1.676,-0.095,0.557,0.014,0.042,-0.044,0.998,0.020,-0.690,0.050,1.800,4.842,-5.005,False,False,0.000,0.000,0.000,2.868,0.058,-1.044,1.596,0.464,-0.687,0.817,0.193,11.490,11.405,13.775,11.126,51336,50632,56200,50168,0.502,0.000,0.483,1.606,0.000,0.574,0.000,0.000,2.000,3.500,--
0,0,74.123,-1.366,0.000,--,--,--,0.334,0.042,0.488,1.685,-0.103,0.605,0.014,0.035,-0.044,0.998,0.020,-0.690,0.066,1.766,4.047,-5.017,False,False,0.000,0.000,0.000,2.628,0.063,-1.057,1.584,0.462,-0.624,0.846,0.181,11.413,11.317,13.789,11.075,51098,50716,55870,49926,0.534,0.000,0.495,1.606,0.000,0.614,0.000,0.000,2.000,3.500,--
0,0,74.143,-1.366,0.000,--,--,--,0.370,0.040,0.501,1.690,-0.112,0.650,0.015,0.028,-0.043,0.999,-0.040,-0.670,0.083,1.885,3.255,-4.866,False,False,0.000,0.000,0.000,2.423,0.069,-1.068,1.572,0.462,-0.597,0.797,0.167,11.438,11.325,13.710,10.981,50892,50610,55416,49900,0.566,0.000,0.507,1.606,0.000,0.654,0.000,0.000,2.000,3.500,--
0,0,74.164,-1.366,0.000,--,--,--,0.407,0.038,0.514,1.692,-0.121,0.692,0.015,0.021,-0.043,0.999,-0.100,-0.620,0.081,1.851,2.460,-4.879,False,False,0.000,0.000,0.000,2.258,0.076,-1.079,1.558,0.462,-0.561,0.805,0.171,11.510,11.365,13.582,10.984,50996,50660,55426,49794,0.598,0.000,0.521,1.606,0.000,0.694,0.000,0.000,2.000,3.500,--
0,0,74.183,-1.366,0.000,--,--,--,0.443,0.035,0.528,1.693,-0.130,0.731,0.015,0.015,-0.043,0.999,-0.070,-0.510,0.088,1.824,1.824,-4.889,False,False,0.000,0.000,0.000,2.119,0.082,-1.089,1.544,0.466,-0.472,0.820,0.163,11.622,11.159,13.575,11.161,51268,51132,55442,49910,0.630,0.000,0.535,1.606,0.000,0.734,0.000,0.000,2.000,3.500,--
0,0,74.204,-1.366,0.000,--,--,--,0.480,0.033,0.543,1.689,-0.138,0.770,0.014,0.011,-0.042,0.999,-0.100,-0.510,0.105,1.643,1.338,-4.740,False,False,0.000,0.000,0.000,1.992,0.088,-1.097,1.528,0.467,-0.610,0.707,0.145,11.635,11.227,13.607,11.121,51114,50916,55380,50576,0.663,0.000,0.550,1.606,0.000,0.774,0.000,0.000,2.000,3.500,--
0,0,74.224,-1.366,0.000,--,--,--,0.515,0.030,0.559,1.679,-0.143,0.809,0.014,0.006,-0.042,0.999,-0.150,-0.470,0.115,1.616,0.702,-4.749,False,False,0.000,0.000,0.000,1.878,0.093,-1.105,1.512,0.468,-0.518,0.752,0.129,11.664,11.343,13.519,11.153,51198,51438,55328,50624,0.695,0.000,0.566,1.606,0.000,0.814,0.000,0.000,2.000,3.500,--
0,0,74.234,-1.366,0.000,--,--,--,0.533,0.029,0.567,1.676,-0.146,0.828,0.012,0.003,-0.040,0.999,-0.160,-0.520,0.077,1.443,0.375,-4.595,False,False,0.000,0.000,0.000,1.825,0.095,-1.105,1.504,0.465,-0.486,0.740,0.166,11.697,11.396,13.614,11.088,51438,50970,55408,50074,0.727,0.000,0.583,1.606,0.000,0.854,0.000,0.000,2.000,3.500,--
0,0,74.263,-1.366,0.000,--,--,--,0.587,0.025,0.593,1.663,-0.152,0.885,0.011,-0.004,-0.039,0.999,-0.070,-0.450,0.082,1.253,-0.427,-4.446,False,False,0.000,0.000,0.000,1.679,0.101,-1.116,1.477,0.470,-0.707,0.705,0.153,11.626,11.259,13.834,11.203,51386,51024,55946,51030,0.759,0.000,0.600,1.606,0.000,0.894,0.000,0.000,2.000,3.500,--
0,0,74.275,-1.366,0.000,--,--,--,0.604,0.023,0.602,1.653,-0.153,0.904,0.010,-0.007,-0.039,0.999,-0.060,-0.420,0.080,1.082,-0.751,-4.448,False,False,0.000,0.000,0.000,1.634,0.103,-1.119,1.459,0.468,-0.687,0.675,0.153,11.594,11.273,13.874,11.317,51444,50982,55864,51018,0.791,0.000,0.619,1.606,0.000,0.934,0.000,0.000,2.000,3.500,--
0,0,74.301,-1.366,0.000,--,--,--,0.659,0.019,0.630,1.640,-0.157,0.958,0.008,-0.012,-0.039,0.999,-0.140,-0.430,0.057,0.898,-1.393,-4.452,False,False,0.000,0.000,0.000,1.513,0.107,-1.129,1.440,0.474,-0.486,0.768,0.173,11.735,11.485,13.882,11.135,52108,51618,56126,50634,0.823,0.000,0.638,1.606,0.000,0.974,0.000,0.000,2.000,3.500,--
