V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
1.0,30,0,0,--,0,False,False,False,--,0.562,-94.903,1.0,60.0,1.0,60.0,0.154,0.587,2.953,0.077,0.293,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.023,[0.463 0.962 0.    0.    0.    0.   ],[ 0.591 -0.979  0.018  0.404],[-100  100],--,0,0,0,0,1,0
1.0,30,0,1,--,4,False,True,False,--,0.579,-97.364,1.0,60.0,1.0,60.0,0.149,0.582,2.976,0.075,0.291,--,-148.163,148.163,-19.882,-0.086,-0.497,nan,nan,nan,nan,--,0.572,[0.474 1.    0.544 0.628 0.114 1.   ],[ 0.603 -0.98   0.018  0.4  ],[-100  100],--,1,0,0,0,0,0
1.0,30,0,2,--,0,False,False,False,--,0.62,-95.473,1.0,60.0,1.0,60.0,0.149,0.581,2.98,0.074,0.291,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.024,[0.476 1.    0.    0.    0.    0.   ],[ 0.604 -0.98   0.018  0.401],[-100  100],--,0,0,0,0,1,0
1.0,30,0,3,--,4,False,True,False,--,0.609,-98.86,1.0,60.0,1.0,60.0,0.148,0.581,2.981,0.074,0.29,--,-143.472,143.472,-19.929,-0.086,-0.422,nan,nan,nan,nan,--,0.585,[0.477 1.    0.569 0.667 0.121 1.   ],[ 0.605 -0.98   0.018  0.401],[-100  100],--,1,0,0,0,0,0
1.0,30,0,4,--,0,False,False,False,--,0.547,-85.546,1.0,60.0,1.0,60.0,0.156,0.588,2.943,0.078,0.294,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.023,[0.459 0.944 0.    0.    0.    0.   ],[ 0.53  -0.955  0.028  0.462],[-100  100],--,0,0,0,0,1,0
1.0,35,0,0,--,4,False,True,False,--,0.601,-94.952,1.0,55.0,1.0,55.0,0.151,0.528,2.704,0.087,0.303,--,-145.55,145.55,-19.533,-0.113,-0.442,nan,nan,nan,nan,--,0.573,[0.421 0.991 0.527 0.65  0.118 1.   ],[ 0.602 -0.979  0.019  0.391],[-100  100],--,1,0,0,0,0,0
1.0,35,0,1,--,0,False,False,False,--,0.571,-90.796,1.0,55.0,1.0,55.0,0.16,0.537,2.659,0.092,0.308,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.021,[0.4   0.905 0.    0.    0.    0.   ],[ 0.482 -0.913  0.041  0.501],[-100  100],--,0,0,0,0,1,0
1.0,35,0,2,--,4,False,True,False,--,0.602,-98.689,1.0,55.0,1.0,55.0,0.152,0.529,2.7,0.087,0.303,--,-138.77,138.77,-19.878,-0.132,-0.306,nan,nan,nan,nan,--,0.582,[0.419 0.984 0.508 0.705 0.128 1.   ],[ 0.601 -0.979  0.019  0.39 ],[-100  100],--,1,0,0,0,0,0
1.0,35,0,3,--,4,False,True,False,--,0.606,-96.326,1.0,55.0,1.0,55.0,0.156,0.533,2.677,0.09,0.306,--,-145.452,145.452,-19.717,-0.124,-0.416,nan,nan,nan,nan,--,0.569,[0.408 0.94  0.509 0.651 0.118 1.   ],[ 0.596 -0.98   0.018  0.39 ],[-100  100],--,1,0,0,0,0,0
1.0,35,0,4,--,4,False,True,False,--,0.604,-96.466,1.0,55.0,1.0,55.0,0.155,0.532,2.684,0.089,0.305,--,-144.553,144.553,-19.728,-0.125,-0.404,nan,nan,nan,nan,--,0.572,[0.412 0.953 0.512 0.658 0.12  1.   ],[ 0.597 -0.98   0.018  0.389],[-100  100],--,1,0,0,0,0,0
1.0,40,0,0,--,4,False,True,False,--,0.609,-98.524,1.0,50.0,1.0,50.0,0.154,0.49,2.43,0.099,0.315,--,-136.245,136.245,-19.793,-0.18,-0.214,nan,nan,nan,nan,--,0.51,[0.372 0.962 0.037 0.725 0.132 1.   ],[ 0.6   -0.978  0.02   0.382],[-100  100],--,1,0,0,0,0,0
1.0,40,0,1,--,4,False,True,False,--,0.586,-96.397,1.0,50.0,1.0,50.0,0.155,0.492,2.422,0.1,0.316,--,-138.811,138.811,-19.606,-0.17,-0.278,nan,nan,nan,nan,--,0.502,[0.368 0.948 0.02  0.705 0.128 1.   ],[ 0.599 -0.978  0.02   0.382],[-100  100],--,1,0,0,0,0,0
1.0,40,0,2,--,0,False,False,False,--,0.621,-91.124,1.0,50.0,1.0,50.0,0.155,0.492,2.423,0.1,0.316,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.021,[0.369 0.949 0.    0.    0.    0.   ],[ 0.599 -0.978  0.02   0.382],[-100  100],--,0,0,0,0,1,0
1.0,40,0,3,--,4,False,True,False,--,0.593,-98.667,1.0,50.0,1.0,50.0,0.158,0.495,2.408,0.102,0.318,--,-137.597,137.597,-19.849,-0.183,-0.225,nan,nan,nan,nan,--,0.507,[0.362 0.92  0.038 0.715 0.13  1.   ],[ 0.596 -0.977  0.02   0.384],[-100  100],--,1,0,0,0,0,0
1.0,40,0,4,--,4,False,True,False,--,0.6,-98.614,1.0,50.0,1.0,50.0,0.155,0.491,2.427,0.099,0.316,--,-136.382,136.382,-19.812,-0.181,-0.213,nan,nan,nan,nan,--,0.509,[0.37  0.956 0.038 0.724 0.132 1.   ],[ 0.599 -0.978  0.02   0.382],[-100  100],--,1,0,0,0,0,0
1.0,45,0,0,--,4,False,True,False,--,0.581,-99.067,1.0,45.0,1.0,45.0,0.163,0.469,2.134,0.115,0.331,--,-135.826,135.826,-19.809,-0.238,-0.135,nan,nan,nan,nan,--,0.517,[0.316 0.881 0.093 0.728 0.133 1.   ],[ 0.575 -0.967  0.025  0.396],[-100  100],--,1,0,0,0,0,0
1.0,45,0,1,--,4,False,True,False,--,0.611,-96.149,1.0,45.0,1.0,45.0,0.162,0.468,2.136,0.115,0.331,--,-138.419,138.419,-19.553,-0.226,-0.214,nan,nan,nan,nan,--,0.508,[0.317 0.884 0.061 0.708 0.129 1.   ],[ 0.588 -0.973  0.023  0.385],[-100  100],--,1,0,0,0,0,0
1.0,45,0,2,--,0,False,False,False,--,0.51,-90.734,1.0,45.0,1.0,45.0,0.165,0.471,2.125,0.116,0.333,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.019,[0.312 0.864 0.    0.    0.    0.   ],[ 0.513 -0.927  0.039  0.455],[-100  100],--,0,0,0,0,1,0
1.0,45,0,3,--,4,False,True,False,--,0.595,-97.073,1.0,45.0,1.0,45.0,0.161,0.467,2.142,0.114,0.33,--,-137.51,137.51,-19.631,-0.23,-0.188,nan,nan,nan,nan,--,0.511,[0.321 0.897 0.07  0.715 0.13  1.   ],[ 0.595 -0.975  0.022  0.378],[-100  100],--,1,0,0,0,0,0
1.0,45,0,4,--,4,False,True,False,--,0.571,-96.126,1.0,45.0,1.0,45.0,0.163,0.469,2.13,0.116,0.332,--,-139.503,139.503,-19.57,-0.227,-0.226,nan,nan,nan,nan,--,0.505,[0.315 0.874 0.06  0.699 0.127 1.   ],[ 0.55  -0.954  0.03   0.42 ],[-100  100],--,1,0,0,0,0,0
1.0,50,0,0,--,4,False,True,False,--,0.605,-93.966,1.0,40.0,1.0,40.0,0.163,0.445,1.885,0.125,0.341,--,-138.607,138.607,-19.364,-0.282,-0.199,nan,nan,nan,nan,--,0.51,[0.288 0.881 0.084 0.707 0.128 1.   ],[ 0.595 -0.972  0.023  0.372],[-100  100],--,1,0,0,0,0,0
1.0,50,0,1,--,4,False,True,False,--,0.584,-99.431,1.0,40.0,1.0,40.0,0.163,0.446,1.882,0.125,0.342,--,-132.965,132.965,-19.804,-0.302,-0.04,nan,nan,nan,nan,--,0.53,[0.286 0.874 0.145 0.75  0.137 1.   ],[ 0.595 -0.972  0.023  0.373],[-100  100],--,1,0,0,0,0,0
1.0,50,0,2,--,0,False,False,False,--,0.51,27.941,1.0,40.0,1.0,40.0,0.372,0.654,1.282,0.285,0.501,--,nan,nan,nan,nan,nan,nan,nan,nan,nan,--,0.003,[0.059 0.109 0.    0.    0.    0.   ],[-0.703  0.158  0.371  0.79 ],[-100  100],--,0,0,0,0,1,0
1.0,50,0,3,--,4,False,True,False,--,0.609,-92.25,1.0,40.0,1.0,40.0,0.158,0.441,1.904,0.121,0.338,--,-138.117,138.117,-19.103,-0.267,-0.227,nan,nan,nan,nan,--,0.51,[0.298 0.921 0.069 0.71  0.129 1.   ],[ 0.6   -0.972  0.024  0.371],[-100  100],--,1,0,0,0,0,0
1.0,50,0,4,--,4,False,True,False,--,0.57,-97.384,1.0,40.0,1.0,40.0,0.164,0.447,1.877,0.126,0.342,--,-135.741,135.741,-19.648,-0.295,-0.106,nan,nan,nan,nan,--,0.521,[0.284 0.865 0.12  0.729 0.133 1.   ],[ 0.594 -0.972  0.023  0.373],[-100  100],--,1,0,0,0,0,0
