k_ep,k_run,t,Policy_Flip,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,OF_x_est,OF_y_est,Tau,OF_x,OF_y,d_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,566.588,0.000,0.000,--,--,--,0.525,0.026,0.093,0.000,0.005,0.000,-0.017,0.000,0.033,0.999,-0.010,-0.010,0.000,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.003,-0.001,1.986,1.486,0.074,0.101,-0.198,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.604,0.000,0.000,--,--,--,0.525,0.026,0.093,0.001,0.007,0.000,-0.017,0.000,0.033,0.999,0.000,0.000,0.000,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.004,-0.001,1.986,1.486,0.074,0.101,-0.198,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.625,0.000,0.000,--,--,--,0.525,0.026,0.093,0.001,0.008,0.000,-0.017,0.000,0.033,0.999,0.000,-0.010,0.002,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.005,-0.001,1.986,1.486,0.078,0.099,-0.200,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.625,0.000,0.000,--,--,--,0.525,0.026,0.093,0.001,0.008,0.000,-0.017,0.000,0.033,0.999,0.000,-0.010,0.001,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.005,-0.001,1.986,1.486,0.082,0.107,-0.199,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.663,0.000,0.000,--,--,--,0.525,0.026,0.093,0.002,0.012,0.000,-0.017,0.000,0.033,0.999,-0.010,0.000,0.000,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.007,-0.002,1.986,1.486,0.085,0.093,-0.196,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.682,0.000,0.000,--,--,--,0.525,0.027,0.093,0.002,0.013,0.000,-0.017,0.000,0.033,0.999,0.000,-0.010,0.000,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.007,-0.002,1.986,1.486,0.083,0.099,-0.197,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.700,0.000,0.000,--,--,--,0.525,0.027,0.093,0.002,0.014,0.000,-0.017,0.000,0.033,0.999,0.000,-0.010,0.001,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.008,-0.002,1.986,1.485,0.078,0.103,-0.198,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.717,0.000,0.000,--,--,--,0.525,0.027,0.093,0.003,0.016,0.000,-0.017,0.000,0.033,0.999,-0.010,-0.010,-0.002,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.009,-0.002,1.986,1.485,0.090,0.098,-0.194,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.734,0.000,0.000,--,--,--,0.525,0.027,0.093,0.003,0.017,0.000,-0.017,0.000,0.033,0.999,0.000,-0.010,0.000,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.009,-0.002,1.986,1.485,0.086,0.097,-0.197,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
0,0,566.754,0.000,0.000,--,--,--,0.525,0.027,0.093,0.004,0.019,0.001,-0.017,0.000,0.033,0.999,-0.010,0.000,0.002,-1.906,0.063,3.806,False,False,0.000,0.000,0.000,0.000,-0.010,-0.003,1.986,1.485,0.090,0.096,-0.198,0.000,0.000,0.000,0.000,0,0,0,0,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.864,--
