k_ep,k_run,t,Policy_Flip,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,OF_x_est,OF_y_est,Tau,OF_x,OF_y,d_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,609.891,-32.767,0.000,--,--,--,-0.002,0.021,0.089,-0.012,-0.014,0.000,0.012,-0.006,-0.001,1.000,-0.010,-0.010,0.000,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.005,0.005,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.610,0.000,-25.622,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,609.927,-32.767,0.000,--,--,--,-0.003,0.020,0.089,-0.015,-0.019,0.000,0.012,-0.006,-0.001,1.000,-0.010,-0.010,0.000,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.008,0.006,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.590,0.000,-25.603,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,609.944,-32.767,0.000,--,--,--,-0.003,0.020,0.089,-0.017,-0.021,0.000,0.012,-0.006,-0.001,1.000,-0.010,0.000,-0.001,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.009,0.007,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.571,0.000,-25.584,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,609.964,-32.767,0.000,--,--,--,-0.003,0.020,0.089,-0.018,-0.023,0.000,0.012,-0.006,-0.001,1.000,-0.010,-0.010,-0.001,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.010,0.008,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.551,0.000,-25.564,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,609.981,-32.767,0.000,--,--,--,-0.003,0.020,0.089,-0.020,-0.025,0.000,0.012,-0.006,-0.001,1.000,-0.010,0.000,0.000,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.011,0.009,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.532,0.000,-25.545,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,609.999,-32.767,0.000,--,--,--,-0.003,0.019,0.089,-0.022,-0.027,0.000,0.012,-0.006,-0.001,1.000,-0.010,0.000,0.000,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.012,0.009,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.512,0.000,-25.525,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,610.018,-32.767,0.000,--,--,--,-0.004,0.019,0.089,-0.023,-0.029,0.000,0.012,-0.006,-0.001,1.000,-0.010,0.000,0.002,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.013,0.010,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.493,0.000,-25.506,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,610.037,-32.767,0.000,--,--,--,-0.004,0.019,0.089,-0.025,-0.031,0.000,0.012,-0.006,-0.001,1.000,0.000,0.000,-0.003,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.014,0.011,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.454,0.000,-25.467,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,610.055,-32.767,0.000,--,--,--,-0.004,0.019,0.089,-0.026,-0.033,0.000,0.012,-0.006,-0.001,1.000,0.000,0.000,0.005,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.015,0.012,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.454,0.000,-25.467,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
0,0,610.055,-32.767,0.000,--,--,--,-0.004,0.019,0.089,-0.026,-0.033,0.000,0.012,-0.006,-0.001,1.000,0.000,0.000,0.005,1.426,-0.632,-0.166,True,False,0.000,0.000,0.000,0.000,0.015,0.012,1.990,0.000,0.000,-13.466,0.000,0.000,0.000,0.000,0.000,0,0,0,0,-25.454,0.000,-25.467,1.944,0.000,1.944,0.000,0.000,0.000,3.872,--
