k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,x_Ext,y_Ext,z_Ext,qw_Ext,qx_Ext,qy_Ext,qz_Ext,vx_Ext,vy_Ext,vz_Ext,wx_Ext,wy_Ext,wz_Ext,Error,x_Raw,y_Raw,z_Raw,qw_Raw,qx_Raw,qy_Raw,qz_Raw
0,0,,,,,,0.0,-0.011,-0.001,0.749,1.0,-0.015,-0.0,-0.021,0.12,-0.024,0.041,-0.036,-0.381,-0.003,,False,,0,0.031,-0.018,0.089,9.451,0.192,0.205,0.502,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,-0.004,-0.005,0.747,1,0,0,0,0.118,-0.059,0.014,-0.105,-0.07,-0.013,,-0.004,-0.005,0.747,0.993,0.071,0.091,-0.0
0,0,,,,,,0.0,-0.009,-0.002,0.749,1.0,-0.015,-0.004,-0.021,0.118,-0.017,0.044,0.013,-0.361,-0.026,,False,,0,0.032,-0.013,0.088,9.433,0.125,0.192,0.589,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,-0.003,-0.005,0.747,1,0,0,0,0.12,-0.057,0.014,-0.111,-0.081,-0.01,,-0.002,-0.005,0.747,0.994,0.071,0.084,-0.002
0,0,,,,,,0.0,-0.009,-0.002,0.749,1.0,-0.015,-0.004,-0.021,0.118,-0.017,0.044,0.013,-0.361,-0.026,,False,,0,0.032,-0.013,0.088,9.433,0.125,0.192,0.589,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,-0.001,-0.006,0.747,1,0,0,0,0.122,-0.055,0.015,-0.113,-0.088,-0.008,,-0.001,-0.005,0.747,0.994,0.072,0.086,-0.002
0,0,,,,,,0.0,-0.006,-0.003,0.75,1.0,-0.015,-0.007,-0.021,0.115,-0.009,0.042,0.091,-0.358,0.003,,False,,0,0.031,-0.007,0.085,9.429,0.048,0.203,0.469,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,-0.0,-0.006,0.747,1,0,0,0,0.121,-0.051,0.015,-0.119,-0.102,-0.002,,-0.0,-0.005,0.747,0.994,0.07,0.078,0.002
0,0,,,,,,0.0,-0.005,-0.003,0.75,1.0,-0.014,-0.01,-0.021,0.114,-0.005,0.044,0.136,-0.28,0.003,,False,,0,0.032,-0.004,0.084,9.429,0.048,0.203,0.469,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.001,-0.006,0.747,1,0,0,0,0.12,-0.049,0.016,-0.122,-0.119,0.004,,0.001,-0.006,0.747,0.995,0.069,0.074,0.001
0,0,,,,,,0.0,-0.004,-0.003,0.75,1.0,-0.014,-0.011,-0.021,0.111,-0.002,0.041,0.13,-0.179,0.003,,False,,0,0.03,-0.001,0.082,9.429,0.048,0.203,0.469,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.002,-0.006,0.748,1,0,0,0,0.12,-0.046,0.016,-0.127,-0.135,0.009,,0.002,-0.006,0.748,0.995,0.068,0.072,0.002
0,0,,,,,,0.0,-0.002,-0.003,0.75,1.0,-0.014,-0.011,-0.021,0.104,0.001,0.04,0.039,-0.179,-0.016,,False,,0,0.029,0.001,0.077,9.433,0.136,0.04,0.543,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.003,-0.006,0.748,1,0,0,0,0.12,-0.043,0.016,-0.129,-0.146,0.015,,0.004,-0.006,0.748,0.995,0.069,0.074,0.003
0,0,,,,,,0.0,-0.002,-0.003,0.75,1.0,-0.014,-0.011,-0.021,0.104,0.001,0.04,0.039,-0.179,-0.016,,False,,0,0.029,0.001,0.077,9.433,0.136,0.04,0.543,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.005,-0.006,0.748,1,0,0,0,0.12,-0.04,0.016,-0.132,-0.155,0.019,,0.005,-0.006,0.748,0.995,0.068,0.075,0.002
0,0,,,,,,0.0,0.0,-0.004,0.75,1.0,-0.012,-0.014,-0.021,0.105,0.005,0.037,-0.025,-0.185,-0.003,,False,,0,0.027,0.003,0.078,9.425,0.197,0.035,0.485,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.006,-0.007,0.748,1,0,0,0,0.12,-0.038,0.016,-0.133,-0.165,0.023,,0.006,-0.006,0.748,0.995,0.069,0.071,0.002
0,0,,,,,,0.0,0.001,-0.004,0.75,1.0,-0.012,-0.014,-0.021,0.102,0.006,0.035,-0.086,-0.173,-0.007,,False,,0,0.025,0.004,0.075,9.462,0.289,0.032,0.502,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.007,-0.007,0.748,1,0,0,0,0.121,-0.035,0.015,-0.132,-0.169,0.023,,0.007,-0.006,0.748,0.995,0.069,0.075,-0.0
0,0,,,,,,0.0,0.002,-0.004,0.75,1.0,-0.014,-0.015,-0.021,0.1,0.008,0.034,-0.1,-0.2,-0.008,,False,,0,0.025,0.006,0.074,9.478,0.323,0.07,0.506,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.008,-0.007,0.748,1,0,0,0,0.122,-0.033,0.015,-0.131,-0.176,0.025,,0.009,-0.006,0.748,0.995,0.069,0.072,0.001
0,0,,,,,,0.0,0.004,-0.004,0.75,1.0,-0.014,-0.017,-0.021,0.098,0.013,0.032,-0.083,-0.195,-0.019,,False,,0,0.024,0.009,0.073,9.479,0.308,0.065,0.548,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.01,-0.007,0.748,1,0,0,0,0.127,-0.032,0.015,-0.114,-0.174,0.019,,0.011,-0.007,0.748,0.994,0.082,0.078,-0.008
0,0,,,,,,0.0,0.005,-0.004,0.751,1.0,-0.014,-0.018,-0.021,0.094,0.017,0.034,-0.059,-0.208,-0.007,,False,,0,0.025,0.013,0.069,9.484,0.312,0.096,0.498,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.012,-0.007,0.748,1,0,0,0,0.128,-0.029,0.014,-0.111,-0.169,0.021,,0.012,-0.006,0.748,0.994,0.071,0.08,0.0
0,0,,,,,,0.0,0.006,-0.004,0.751,1.0,-0.014,-0.018,-0.021,0.092,0.023,0.036,-0.016,-0.183,-0.003,,False,,0,0.026,0.017,0.068,9.474,0.283,0.08,0.476,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.013,-0.007,0.749,1,0,0,0,0.128,-0.026,0.014,-0.107,-0.166,0.023,,0.013,-0.006,0.748,0.994,0.072,0.078,0.001
0,0,,,,,,0.0,0.007,-0.004,0.751,1.0,-0.014,-0.019,-0.021,0.091,0.026,0.036,0.007,-0.153,-0.011,,False,,0,0.027,0.019,0.067,9.453,0.267,0.042,0.506,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.014,-0.007,0.749,1,0,0,0,0.128,-0.023,0.015,-0.091,-0.204,0.004,,0.014,-0.006,0.749,0.996,0.079,0.041,-0.022
0,0,,,,,,0.0,0.008,-0.004,0.751,1.0,-0.014,-0.019,-0.021,0.087,0.028,0.04,0.092,-0.176,-0.012,,False,,0,0.03,0.021,0.065,9.446,0.145,0.073,0.509,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.015,-0.007,0.749,1,0,0,0,0.127,-0.02,0.016,-0.075,-0.241,-0.013,,0.015,-0.006,0.749,0.996,0.081,0.036,-0.023
0,0,,,,,,0.0,0.009,-0.004,0.751,0.999,-0.014,-0.021,-0.021,0.085,0.031,0.043,0.151,-0.133,-0.001,,False,,0,0.032,0.023,0.063,9.406,0.078,0.03,0.463,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.017,-0.007,0.749,1,0,0,0,0.125,-0.018,0.016,-0.061,-0.271,-0.027,,0.016,-0.006,0.749,0.996,0.08,0.038,-0.022
0,0,,,,,,0.0,0.01,-0.004,0.751,0.999,-0.012,-0.021,-0.021,0.083,0.031,0.042,0.191,-0.127,-0.01,,False,,0,0.031,0.023,0.062,9.378,0.031,0.021,0.499,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.018,-0.006,0.749,1,0,0,0,0.123,-0.015,0.017,-0.049,-0.296,-0.041,,0.017,-0.006,0.75,0.996,0.08,0.038,-0.023
0,0,,,,,,0.0,0.011,-0.004,0.751,0.999,-0.011,-0.022,-0.021,0.082,0.032,0.045,0.226,-0.112,-0.027,,False,,0,0.033,0.024,0.06,9.373,-0.027,0.005,0.567,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.018,-0.006,0.75,1,0,0,0,0.121,-0.012,0.017,-0.038,-0.32,-0.052,,0.018,-0.006,0.75,0.996,0.079,0.035,-0.023
0,0,,,,,,0.0,0.012,-0.004,0.752,0.999,-0.011,-0.022,-0.021,0.071,0.036,0.045,0.221,-0.135,-0.019,,False,,0,0.033,0.027,0.053,9.339,-0.044,-0.021,0.538,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.019,-0.006,0.75,1,0,0,0,0.118,-0.009,0.018,-0.027,-0.341,-0.065,,0.019,-0.005,0.75,0.996,0.08,0.034,-0.026
0,0,,,,,,0.0,0.013,-0.004,0.752,0.999,-0.01,-0.022,-0.021,0.064,0.039,0.043,0.263,-0.056,-0.034,,False,,0,0.032,0.029,0.047,9.345,-0.09,-0.032,0.6,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.02,-0.006,0.75,1,0,0,0,0.113,-0.006,0.017,-0.015,-0.355,-0.077,,0.019,-0.005,0.75,0.996,0.081,0.036,-0.027
0,0,,,,,,0.0,0.014,-0.003,0.752,1.0,-0.008,-0.022,-0.021,0.064,0.04,0.043,0.186,-0.116,-0.032,,False,,0,0.031,0.03,0.047,9.348,-0.012,0.033,0.597,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.02,-0.005,0.75,1,0,0,0,0.108,-0.003,0.017,-0.006,-0.37,-0.089,,0.02,-0.005,0.75,0.996,0.08,0.032,-0.028
0,0,,,,,,0.0,0.015,-0.004,0.752,0.999,-0.007,-0.024,-0.021,0.062,0.039,0.038,0.13,-0.165,-0.017,,False,,0,0.028,0.029,0.046,9.352,0.049,0.159,0.537,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.021,-0.005,0.75,1,0,0,0,0.104,-0.001,0.017,0.003,-0.38,-0.098,,0.02,-0.005,0.75,0.996,0.081,0.033,-0.027
0,0,,,,,,0.0,0.016,-0.003,0.752,0.999,-0.007,-0.024,-0.021,0.059,0.039,0.038,0.086,-0.187,0.0,,False,,0,0.028,0.029,0.044,9.38,0.113,0.192,0.468,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.022,-0.005,0.75,1,0,0,0,0.1,0.002,0.016,0.01,-0.386,-0.106,,0.021,-0.004,0.75,0.996,0.08,0.034,-0.028
0,0,,,,,,0.0,0.017,-0.003,0.753,0.999,-0.006,-0.025,-0.021,0.055,0.041,0.04,0.029,-0.175,-0.006,,False,,0,0.029,0.03,0.04,9.376,0.206,0.158,0.494,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.022,-0.004,0.751,1,0,0,0,0.095,0.005,0.016,0.018,-0.394,-0.112,,0.021,-0.004,0.751,0.996,0.082,0.03,-0.028
0,0,,,,,,0.0,0.017,-0.003,0.753,0.999,-0.006,-0.026,-0.021,0.049,0.044,0.039,-0.008,-0.171,-0.002,,False,,0,0.029,0.032,0.036,9.364,0.275,0.164,0.479,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.023,-0.004,0.751,1,0,0,0,0.092,0.008,0.015,0.025,-0.397,-0.121,,0.022,-0.004,0.75,0.996,0.081,0.031,-0.031
0,0,,,,,,0.0,0.018,-0.002,0.753,0.999,-0.006,-0.026,-0.021,0.045,0.048,0.04,-0.014,-0.16,-0.003,,False,,0,0.03,0.035,0.033,9.365,0.301,0.159,0.483,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.023,-0.004,0.751,1,0,0,0,0.088,0.01,0.015,0.031,-0.396,-0.125,,0.022,-0.003,0.751,0.996,0.082,0.033,-0.028
0,0,,,,,,0.0,0.02,-0.002,0.753,0.999,-0.006,-0.028,-0.021,0.037,0.051,0.041,0.018,-0.08,-0.009,,False,,0,0.03,0.038,0.028,9.317,0.267,0.109,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.023,-0.003,0.751,1,0,0,0,0.084,0.012,0.014,0.036,-0.397,-0.127,,0.023,-0.003,0.751,0.996,0.081,0.029,-0.028
0,0,,,,,,0.0,0.02,-0.002,0.754,0.999,-0.006,-0.028,-0.021,0.032,0.052,0.045,0.09,-0.044,-0.009,,False,,0,0.033,0.039,0.024,9.319,0.18,0.079,0.503,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.024,-0.003,0.751,1,0,0,0,0.079,0.015,0.013,0.027,-0.384,-0.111,,0.023,-0.002,0.751,0.997,0.072,0.039,-0.01
0,0,,,,,,0.0,0.021,-0.001,0.754,0.999,-0.006,-0.028,-0.021,0.03,0.052,0.044,0.14,-0.028,-0.016,,False,,0,0.033,0.039,0.022,9.286,0.113,0.055,0.532,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.024,-0.002,0.751,1,0,0,0,0.075,0.018,0.013,0.021,-0.379,-0.096,,0.023,-0.002,0.751,0.997,0.073,0.032,-0.011
0,0,,,,,,0.0,0.021,-0.001,0.754,0.999,-0.004,-0.028,-0.021,0.024,0.053,0.042,0.176,0.018,-0.01,,False,,0,0.031,0.039,0.017,9.276,0.059,0.006,0.506,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.024,-0.002,0.751,1,0,0,0,0.071,0.02,0.013,0.006,-0.352,-0.067,,0.024,-0.002,0.751,0.997,0.067,0.048,0.006
0,0,,,,,,0.0,0.021,-0.001,0.754,0.999,-0.004,-0.028,-0.021,0.016,0.052,0.038,0.241,0.005,-0.022,,False,,0,0.028,0.038,0.012,9.302,0.001,0.033,0.561,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.499,0.024,-0.002,0.751,1,0,0,0,0.067,0.021,0.013,0.001,-0.323,-0.04,,0.024,-0.001,0.751,0.996,0.073,0.053,0.006
0,0,,,,,,0.0,0.022,0.0,0.754,0.999,-0.003,-0.028,-0.021,0.011,0.052,0.038,0.172,0.114,-0.034,,False,,0,0.028,0.038,0.008,9.331,-0.021,-0.074,0.613,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.494,0.025,-0.001,0.751,1,0,0,0,0.062,0.023,0.012,-0.003,-0.297,-0.015,,0.024,-0.001,0.751,0.996,0.074,0.05,0.006
0,0,,,,,,0.0,0.022,0.0,0.754,0.999,-0.001,-0.028,-0.021,0.0,0.054,0.035,0.213,0.134,0.0,,False,,0,0.026,0.04,0.0,9.315,-0.039,-0.122,0.479,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.025,-0.001,0.751,1,0,0,0,0.058,0.025,0.011,-0.006,-0.272,0.008,,0.024,-0.001,0.751,0.996,0.074,0.051,0.007
0,0,,,,,,0.0,0.022,0.001,0.754,0.999,-0.0,-0.026,-0.021,-0.008,0.055,0.03,0.17,0.146,0.008,,False,,0,0.022,0.04,-0.006,9.35,0.031,-0.069,0.447,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.025,-0.0,0.751,1,0,0,0,0.054,0.026,0.011,-0.01,-0.248,0.027,,0.024,-0.0,0.751,0.996,0.073,0.051,0.006
0,0,,,,,,0.0,0.022,0.001,0.754,0.999,0.0,-0.026,-0.021,-0.014,0.055,0.03,0.124,0.157,0.006,,False,,0,0.022,0.041,-0.011,9.388,0.091,-0.102,0.455,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.025,0.0,0.751,1,0,0,0,0.05,0.028,0.01,-0.012,-0.225,0.043,,0.024,0.0,0.751,0.996,0.074,0.052,0.006
0,0,,,,,,0.0,0.022,0.001,0.754,0.999,0.001,-0.025,-0.021,-0.017,0.057,0.031,0.056,0.188,0.0,,False,,0,0.023,0.042,-0.013,9.387,0.18,-0.111,0.483,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.025,0.001,0.751,1,0,0,0,0.046,0.029,0.009,-0.013,-0.206,0.061,,0.024,0.001,0.751,0.996,0.075,0.05,0.009
0,0,,,,,,0.0,0.022,0.002,0.754,0.999,0.001,-0.025,-0.021,-0.02,0.056,0.029,0.006,0.144,0.003,,False,,0,0.021,0.042,-0.015,9.38,0.249,-0.083,0.47,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.025,0.001,0.751,1,0,0,0,0.041,0.03,0.008,-0.014,-0.186,0.077,,0.024,0.001,0.751,0.996,0.075,0.051,0.009
0,0,,,,,,0.0,0.022,0.002,0.754,1.0,0.001,-0.024,-0.021,-0.024,0.056,0.028,0.033,0.094,0.016,,False,,0,0.021,0.042,-0.018,9.395,0.189,-0.004,0.416,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.489,0.025,0.001,0.751,1,0,0,0,0.037,0.031,0.007,-0.016,-0.165,0.089,,0.024,0.002,0.751,0.996,0.074,0.053,0.008
