k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,786.256,-1.366,0.000,--,--,--,0.543,0.032,0.635,1.223,-0.043,0.098,0.003,0.069,-0.025,0.997,0.500,-0.200,0.083,0.514,7.950,-2.826,False,False,0.000,0.000,0.000,17.985,0.029,-0.841,1.444,0.511,-1.376,0.371,-0.075,11.362,12.561,14.102,14.135,54808,57558,60840,60906,0.670,0.000,0.638,1.433,0.000,0.220,0.000,0.000,2.500,3.500,--
0,0,786.276,-1.366,0.000,--,--,--,0.571,0.031,0.638,1.255,-0.043,0.141,0.008,0.066,-0.025,0.997,0.570,-0.290,0.091,1.140,7.647,-2.785,False,False,0.000,0.000,0.000,12.191,0.028,-0.864,1.441,0.513,-1.383,0.384,-0.080,11.362,12.618,14.134,14.183,55204,58104,61346,61448,0.699,0.000,0.643,1.433,0.000,0.270,0.000,0.000,2.500,3.500,--
0,0,786.296,-1.366,0.000,--,--,--,0.601,0.031,0.641,1.285,-0.045,0.194,0.014,0.064,-0.025,0.998,0.560,-0.380,0.079,1.766,7.344,-2.747,False,False,0.000,0.000,0.000,8.658,0.029,-0.887,1.438,0.511,-1.341,0.290,-0.068,11.478,12.491,14.036,14.137,55686,58032,61368,61576,0.727,0.000,0.649,1.433,0.000,0.320,0.000,0.000,2.500,3.500,--
0,0,786.319,-1.366,0.000,--,--,--,0.631,0.030,0.645,1.316,-0.051,0.252,0.018,0.060,-0.024,0.998,0.400,-0.420,0.070,2.220,6.875,-2.568,False,False,0.000,0.000,0.000,6.455,0.032,-0.911,1.436,0.522,-1.247,0.385,-0.059,11.787,12.873,14.347,14.223,56520,58990,62122,61866,0.739,0.000,0.652,1.433,0.000,0.340,0.000,0.000,2.500,3.500,--
0,0,786.342,-1.366,0.000,--,--,--,0.661,0.029,0.651,1.343,-0.057,0.314,0.021,0.057,-0.024,0.998,0.250,-0.340,0.056,2.530,6.564,-2.556,False,False,0.000,0.000,0.000,5.076,0.036,-0.934,1.431,0.520,-1.021,0.386,-0.043,11.978,12.935,14.186,13.929,56862,59018,61678,61146,0.767,0.000,0.659,1.433,0.000,0.390,0.000,0.000,2.500,3.500,--
0,0,786.361,-1.366,0.000,--,--,--,0.692,0.028,0.657,1.368,-0.067,0.380,0.024,0.053,-0.024,0.998,0.100,-0.420,0.057,2.836,6.095,-2.550,False,False,0.000,0.000,0.000,4.122,0.042,-0.956,1.425,0.516,-0.790,0.288,-0.041,12.162,12.944,13.853,13.731,57078,58824,60764,60510,0.796,0.000,0.667,1.433,0.000,0.440,0.000,0.000,2.500,3.500,--
0,0,786.381,-1.366,0.000,--,--,--,0.723,0.027,0.665,1.392,-0.078,0.449,0.024,0.048,-0.024,0.998,0.020,-0.490,0.038,2.826,5.618,-2.561,False,False,0.000,0.000,0.000,3.432,0.050,-0.979,1.418,0.512,-0.721,0.378,-0.019,12.117,12.860,13.839,13.396,56870,58534,60626,59692,0.825,0.000,0.677,1.433,0.000,0.490,0.000,0.000,2.500,3.500,--
0,0,786.401,-1.366,0.000,--,--,--,0.755,0.026,0.675,1.412,-0.089,0.518,0.024,0.044,-0.024,0.998,-0.020,-0.510,0.031,2.815,5.142,-2.573,False,False,0.000,0.000,0.000,2.920,0.058,-1.000,1.409,0.506,-0.671,0.390,-0.008,12.052,12.724,13.717,13.164,56314,57814,59934,58766,0.853,0.000,0.687,1.433,0.000,0.540,0.000,0.000,2.500,3.500,--
0,0,786.421,-1.366,0.000,--,--,--,0.787,0.024,0.685,1.430,-0.100,0.587,0.024,0.040,-0.024,0.999,-0.060,-0.590,0.052,2.804,4.666,-2.585,False,False,0.000,0.000,0.000,2.537,0.066,-1.021,1.399,0.501,-0.643,0.415,-0.026,11.434,12.254,13.111,12.656,55438,57356,59064,58124,0.885,0.000,0.699,1.433,0.000,0.595,0.000,0.000,2.500,3.500,--
0,0,786.441,-1.366,0.000,--,--,--,0.820,0.022,0.698,1.444,-0.110,0.653,0.024,0.035,-0.022,0.999,-0.070,-0.680,0.064,2.784,4.026,-2.442,False,False,0.000,0.000,0.000,2.235,0.075,-1.041,1.382,0.482,-0.841,0.411,-0.031,11.260,12.334,13.286,12.400,53596,55660,57988,57144,0.916,0.000,0.713,1.433,0.000,0.650,0.000,0.000,2.500,3.500,--
0,0,786.461,-1.366,0.000,--,--,--,0.853,0.020,0.711,1.455,-0.120,0.714,0.024,0.028,-0.022,0.999,0.010,-0.640,0.041,2.767,3.233,-2.461,False,False,0.000,0.000,0.000,2.015,0.082,-1.060,1.375,0.492,-0.777,0.577,-0.008,11.462,12.427,13.586,12.738,54070,56246,58710,56922,0.939,0.000,0.724,1.433,0.000,0.690,0.000,0.000,2.500,3.500,--
0,0,786.481,-1.366,0.000,--,--,--,0.885,0.018,0.725,1.463,-0.130,0.776,0.024,0.022,-0.022,0.999,0.000,-0.570,0.039,2.753,2.598,-2.476,False,False,0.000,0.000,0.000,1.825,0.091,-1.077,1.361,0.488,-0.820,0.528,-0.002,11.387,12.228,13.500,12.685,53608,55512,58222,56506,0.968,0.000,0.738,1.433,0.000,0.740,0.000,0.000,2.500,3.500,--
0,0,786.501,-1.366,0.000,--,--,--,0.918,0.016,0.741,1.468,-0.138,0.832,0.024,0.017,-0.022,0.999,-0.010,-0.560,0.054,2.740,1.963,-2.491,False,False,0.000,0.000,0.000,1.673,0.098,-1.094,1.346,0.486,-0.850,0.489,-0.013,10.921,11.647,13.012,12.335,53270,55254,57878,56482,0.997,0.000,0.753,1.433,0.000,0.790,0.000,0.000,2.500,3.500,--
0,0,786.524,-1.366,0.000,--,--,--,0.952,0.013,0.758,1.470,-0.149,0.884,0.024,0.011,-0.021,0.999,-0.080,-0.580,0.024,2.724,1.325,-2.348,False,False,0.000,0.000,0.000,1.548,0.107,-1.110,1.330,0.469,-0.815,0.509,0.024,11.018,11.619,13.094,12.097,52554,53952,57176,55028,1.028,0.000,0.771,1.433,0.000,0.845,0.000,0.000,2.500,3.500,--
0,0,786.536,-1.366,0.000,--,--,--,0.968,0.012,0.767,1.470,-0.154,0.909,0.024,0.008,-0.021,0.999,-0.070,-0.580,0.040,2.717,1.008,-2.356,False,False,0.000,0.000,0.000,1.494,0.112,-1.118,1.312,0.484,-0.822,0.589,0.005,11.073,11.536,13.095,12.121,53066,55048,57890,55844,1.043,0.000,0.780,1.433,0.000,0.870,0.000,0.000,2.500,3.500,--
0,0,786.559,-1.366,0.000,--,--,--,1.001,0.009,0.786,1.467,-0.161,0.958,0.022,0.003,-0.021,1.000,-0.050,-0.610,0.039,2.546,0.370,-2.371,False,False,0.000,0.000,0.000,1.395,0.119,-1.133,1.294,0.485,-0.843,0.635,0.010,11.025,11.514,13.282,12.020,53020,55088,57274,54924,1.071,0.000,0.798,1.433,0.000,0.920,0.000,0.000,2.500,3.500,--
0,0,786.578,-1.366,0.000,--,--,--,1.034,0.006,0.805,1.462,-0.171,1.007,0.022,-0.003,-0.021,1.000,-0.130,-0.620,0.022,2.532,-0.265,-2.385,False,False,0.000,0.000,0.000,1.306,0.128,-1.146,1.274,0.470,-0.811,0.606,0.035,10.939,11.727,13.210,12.004,52468,54000,57384,54716,1.100,0.000,0.817,1.433,0.000,0.970,0.000,0.000,2.500,3.500,--
0,0,786.597,-1.366,0.000,--,--,--,1.068,0.003,0.826,1.459,-0.178,1.053,0.021,-0.008,-0.021,1.000,-0.160,-0.480,0.036,2.360,-0.902,-2.398,False,False,0.000,0.000,0.000,1.227,0.137,-1.159,1.253,0.471,-0.727,0.540,0.023,11.114,11.771,13.101,12.062,52782,54298,57190,54950,1.143,0.000,0.847,1.433,0.000,1.045,0.000,0.000,2.500,3.500,--
0,0,786.616,-1.366,0.000,--,--,--,1.099,0.000,0.847,1.443,-0.185,1.100,0.019,-0.012,-0.019,1.000,-0.200,-0.420,0.043,2.194,-1.385,-2.247,False,False,0.000,0.000,0.000,1.154,0.145,-1.171,1.232,0.472,-0.635,0.489,0.015,11.227,11.863,12.990,12.090,53140,54602,57056,55110,1.172,0.000,0.868,1.433,0.000,1.095,0.000,0.000,2.500,3.500,--
