k_ep,k_run,t,Policy_Trigger,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,Theta_y_est,Theta_x_est,Tau,Theta_y,Theta_x,D_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,482.002,-1.366,0.000,--,--,--,1.470,0.000,0.499,0.468,0.027,0.170,-0.012,0.040,-0.008,0.999,-0.210,-0.590,-0.031,-1.388,4.588,-1.008,False,False,0.000,0.000,0.000,12.048,-0.019,-0.291,1.582,0.581,0.652,0.662,0.087,13.940,14.173,13.912,11.973,58534,59158,58564,54854,1.495,0.000,0.506,0.434,0.000,0.426,0.000,0.000,3.500,3.500,--
0,0,482.027,-1.366,0.000,--,--,--,1.479,0.002,0.503,0.489,0.032,0.248,-0.014,0.035,-0.008,0.999,-0.210,-0.540,-0.008,-1.552,3.952,-1.006,False,False,0.000,0.000,0.000,7.567,-0.020,-0.305,1.579,0.584,0.809,0.647,0.064,13.896,14.208,13.813,12.081,58508,59464,57996,54722,1.499,0.000,0.511,0.434,0.000,0.461,0.000,0.000,3.500,3.500,--
0,0,482.036,-1.366,0.000,--,--,--,1.484,0.002,0.505,0.498,0.038,0.289,-0.015,0.033,-0.008,0.999,-0.200,-0.610,-0.008,-1.712,3.792,-1.009,False,False,0.000,0.000,0.000,6.362,-0.022,-0.312,1.579,0.584,0.809,0.647,0.064,13.811,14.340,13.780,12.068,58508,59464,57996,54722,1.507,0.000,0.520,0.434,0.000,0.524,0.000,0.000,3.500,3.500,--
0,0,482.063,-1.366,0.000,--,--,--,1.500,0.005,0.515,0.523,0.048,0.420,-0.017,0.026,-0.008,0.999,-0.070,-0.470,-0.046,-1.877,2.997,-1.001,False,False,0.000,0.000,0.000,4.167,-0.029,-0.330,1.564,0.583,0.482,0.476,0.100,14.095,13.891,13.781,12.231,58052,57890,58034,54776,1.515,0.000,0.531,0.434,0.000,0.594,0.000,0.000,3.500,3.500,--
0,0,482.082,-1.366,0.000,--,--,--,1.510,0.007,0.524,0.535,0.057,0.508,-0.017,0.022,-0.010,1.000,0.170,-0.410,-0.033,-1.878,2.519,-1.152,False,False,0.000,0.000,0.000,3.365,-0.037,-0.340,1.555,0.583,0.292,0.437,0.088,13.926,13.353,14.205,12.514,57614,57532,58066,55174,1.529,0.000,0.552,0.434,0.000,0.706,0.000,0.000,3.500,3.500,--
0,0,482.110,-1.366,0.000,--,--,--,1.527,0.010,0.540,0.550,0.069,0.641,-0.014,0.015,-0.010,1.000,0.300,-0.410,-0.083,-1.569,1.729,-1.134,False,False,0.000,0.000,0.000,2.595,-0.045,-0.354,1.545,0.581,0.079,0.434,0.139,13.783,13.291,14.324,12.600,57510,56568,58600,54894,1.538,0.000,0.567,0.434,0.000,0.776,0.000,0.000,3.500,3.500,--
0,0,482.121,-1.366,0.000,--,--,--,1.532,0.012,0.547,0.555,0.073,0.683,-0.012,0.014,-0.011,1.000,0.200,-0.430,-0.044,-1.410,1.570,-1.288,False,False,0.000,0.000,0.000,2.404,-0.047,-0.359,1.533,0.585,-0.031,0.422,0.099,13.690,13.265,14.311,12.731,57030,56706,58430,55442,1.542,0.000,0.575,0.434,0.000,0.811,0.000,0.000,3.500,3.500,--
0,0,482.140,-1.366,0.000,--,--,--,1.543,0.014,0.561,0.557,0.082,0.770,-0.011,0.010,-0.011,1.000,0.200,-0.450,-0.071,-1.256,1.096,-1.281,False,False,0.000,0.000,0.000,2.103,-0.054,-0.366,1.519,0.580,0.039,0.429,0.128,13.829,13.414,14.288,12.467,57366,56586,58568,55062,1.555,0.000,0.601,0.434,0.000,0.916,0.000,0.000,3.500,3.500,--
0,0,482.168,-1.366,0.000,--,--,--,1.560,0.018,0.585,0.559,0.095,0.899,-0.008,0.003,-0.011,1.000,0.100,-0.440,-0.023,-0.948,0.307,-1.271,False,False,0.000,0.000,0.000,1.763,-0.062,-0.373,1.503,0.583,0.356,0.472,0.081,13.732,13.715,14.010,12.541,57304,57448,57664,54788,1.563,0.000,0.618,0.434,0.000,0.979,0.000,0.000,3.500,3.500,--
0,0,482.188,-1.366,0.000,--,--,--,1.571,0.021,0.603,0.556,0.098,0.984,-0.008,-0.001,-0.012,1.000,0.090,-0.490,-0.023,-0.954,-0.170,-1.426,False,False,0.000,0.000,0.000,1.579,-0.067,-0.376,1.486,0.576,0.377,0.598,0.080,13.864,13.677,14.183,12.273,57136,57678,57824,54546,1.572,0.000,0.638,0.434,0.000,1.049,0.000,0.000,3.500,3.500,--
