vel_IC,phi_IC,d_ceiling,My,k_run,vx,vz,RREV_trig,OFy_trig,impact_eul,landing_success
1.25,30.0,0.1,-3.0,2,1.08,0.62,6.2,-10.8,,0.0
1.25,30.0,0.1,-3.25,2,1.08,0.62,6.2,-10.8,191.2145,0.0
1.25,30.0,0.1,-3.5,2,1.08,0.62,6.2,-10.8,191.4093,0.0
1.25,30.0,0.1,-3.75,2,1.08,0.62,6.2,-10.8,189.1053,0.0
1.25,30.0,0.1,-4.0,2,1.08,0.62,6.2,-10.8,191.714,0.0
1.25,30.0,0.1,-4.25,2,1.08,0.62,6.2,-10.8,188.2204,0.0
1.25,30.0,0.1,-4.5,2,1.08,0.62,6.2,-10.8,191.2122,0.0
1.25,30.0,0.1,-4.75,2,1.08,0.62,6.2,-10.8,189.6014,0.0
1.25,30.0,0.1,-5.0,2,1.08,0.62,6.2,-10.8,187.6034,0.0
1.25,30.0,0.1,-5.25,2,1.08,0.62,6.2,-10.8,189.2603,0.0
1.25,30.0,0.1,-5.5,2,1.08,0.62,6.2,-10.8,189.4517,0.0
1.25,30.0,0.1,-5.75,2,1.08,0.62,6.2,-10.8,187.1191,0.0
1.25,30.0,0.1,-6.0,2,1.08,0.62,6.2,-10.8,187.8773,0.0
1.25,30.0,0.1,-6.25,2,1.08,0.62,6.2,-10.8,190.6378,0.0
1.25,30.0,0.1,-6.5,2,1.08,0.62,6.2,-10.8,189.3687,0.0
1.25,30.0,0.1,-6.75,2,1.08,0.62,6.2,-10.8,188.719,0.0
1.25,30.0,0.1,-7.0,2,1.08,0.62,6.2,-10.8,189.3681,0.0
1.25,30.0,0.1,-7.25,2,1.08,0.62,6.2,-10.8,189.1057,0.0
1.25,30.0,0.1,-7.5,2,1.08,0.62,6.2,-10.8,187.1102,0.0
1.25,30.0,0.1,-7.75,2,1.08,0.62,6.2,-10.8,189.9079,0.0
1.25,30.0,0.1,-8.0,2,1.08,0.62,6.2,-10.8,187.9535,0.0
1.25,30.0,0.1,-8.25,2,1.08,0.62,6.2,-10.8,189.0274,0.0
1.25,30.0,0.1,-8.5,2,1.08,0.62,6.2,-10.8,187.9512,0.0
1.25,30.0,0.1,-8.75,2,1.08,0.62,6.2,-10.8,187.3767,0.0
1.25,30.0,0.1,-9.0,2,1.08,0.62,6.2,-10.8,188.5287,0.0
1.25,30.0,0.1,-9.25,2,1.08,0.62,6.2,-10.8,188.6802,0.0
1.25,30.0,0.1,-9.5,2,1.08,0.62,6.2,-10.8,188.5679,0.0
1.25,30.0,0.1,-9.75,2,1.08,0.62,6.2,-10.8,190.3686,0.0
1.25,40.0,0.55,-3.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-3.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-3.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-3.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-4.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-4.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-4.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-4.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-5.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-5.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-5.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-5.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-6.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-6.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-6.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-6.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-7.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-7.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-7.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-7.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-8.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-8.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-8.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-8.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-9.0,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-9.25,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-9.5,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.55,-9.75,2,0.96,0.8,1.4545,-1.7455,,0.0
1.25,40.0,0.5,-3.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-3.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-3.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-3.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-4.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-4.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-4.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-4.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-5.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-5.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-5.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-5.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-6.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-6.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-6.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-6.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-7.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-7.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-7.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-7.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-8.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-8.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-8.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-8.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-9.0,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-9.25,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-9.5,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.5,-9.75,2,0.96,0.8,1.6,-1.92,,0.0
1.25,40.0,0.45,-3.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-3.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-3.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-3.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-4.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-4.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-4.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-4.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-5.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-5.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-5.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-5.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-6.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-6.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-6.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-6.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-7.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-7.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-7.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-7.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-8.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-8.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-8.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-8.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-9.0,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-9.25,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-9.5,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.45,-9.75,2,0.96,0.8,1.7778,-2.1333,,0.0
1.25,40.0,0.4,-3.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-3.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-3.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-3.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-4.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-4.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-4.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-4.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-5.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-5.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-5.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-5.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-6.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-6.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-6.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-6.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-7.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-7.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-7.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-7.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-8.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-8.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-8.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-8.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-9.0,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-9.25,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-9.5,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.4,-9.75,2,0.96,0.8,2.0,-2.4,,0.0
1.25,40.0,0.35,-3.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-3.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-3.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-3.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-4.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-4.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-4.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-4.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-5.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-5.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-5.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-5.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-6.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-6.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-6.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-6.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-7.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-7.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-7.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-7.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-8.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-8.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-8.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-8.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-9.0,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-9.25,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-9.5,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.35,-9.75,2,0.96,0.8,2.2857,-2.7429,,0.0
1.25,40.0,0.3,-3.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-3.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-3.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-3.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-4.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-4.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-4.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-4.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-5.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-5.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-5.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-5.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-6.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-6.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-6.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-6.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-7.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-7.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-7.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-7.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-8.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-8.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-8.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-8.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-9.0,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-9.25,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-9.5,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.3,-9.75,2,0.96,0.8,2.6667,-3.2,,0.0
1.25,40.0,0.25,-3.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-3.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-3.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-3.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-4.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-4.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-4.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-4.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-5.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-5.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-5.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-5.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-6.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-6.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-6.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-6.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-7.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-7.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-7.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-7.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-8.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-8.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-8.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-8.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-9.0,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-9.25,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-9.5,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.25,-9.75,2,0.96,0.8,3.2,-3.84,,0.0
1.25,40.0,0.2,-3.0,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-3.25,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-3.5,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-3.75,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-4.0,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-4.25,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-4.5,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-4.75,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-5.0,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-5.25,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-5.5,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-5.75,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-6.0,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-6.25,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-6.5,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-6.75,2,0.96,0.8,4.0,-4.8,,1.0
1.25,40.0,0.2,-7.0,2,0.96,0.8,4.0,-4.8,,0.0
1.25,40.0,0.2,-7.25,2,0.96,0.8,4.0,-4.8,,1.0
1.25,40.0,0.2,-7.5,2,0.96,0.8,4.0,-4.8,,0.5
1.25,40.0,0.2,-7.75,2,0.96,0.8,4.0,-4.8,,0.5
1.25,40.0,0.2,-8.0,2,0.96,0.8,4.0,-4.8,287.6184,0.5
1.25,40.0,0.2,-8.25,2,0.96,0.8,4.0,-4.8,283.7394,0.5
1.25,40.0,0.2,-8.5,2,0.96,0.8,4.0,-4.8,285.6838,0.5
1.25,40.0,0.2,-8.75,2,0.96,0.8,4.0,-4.8,284.7147,0.5
1.25,40.0,0.2,-9.0,2,0.96,0.8,4.0,-4.8,,0.5
1.25,40.0,0.2,-9.25,2,0.96,0.8,4.0,-4.8,279.2813,0.5
1.25,40.0,0.2,-9.5,2,0.96,0.8,4.0,-4.8,281.6938,0.5
1.25,40.0,0.2,-9.75,2,0.96,0.8,4.0,-4.8,,0.5
1.25,40.0,0.15,-3.0,2,0.96,0.8,5.3333,-6.4,,0.0
1.25,40.0,0.15,-3.25,2,0.96,0.8,5.3333,-6.4,,0.0
1.25,40.0,0.15,-3.5,2,0.96,0.8,5.3333,-6.4,,0.0
1.25,40.0,0.15,-3.75,2,0.96,0.8,5.3333,-6.4,,0.0
1.25,40.0,0.15,-4.0,2,0.96,0.8,5.3333,-6.4,,0.0
1.25,40.0,0.15,-4.25,2,0.96,0.8,5.3333,-6.4,,0.0
1.25,40.0,0.15,-4.5,2,0.96,0.8,5.3333,-6.4,220.9673,0.0
1.25,40.0,0.15,-4.75,2,0.96,0.8,5.3333,-6.4,217.9048,0.0
1.25,40.0,0.15,-5.0,2,0.96,0.8,5.3333,-6.4,211.752,0.0
1.25,40.0,0.15,-5.25,2,0.96,0.8,5.3333,-6.4,213.9885,0.0
1.25,40.0,0.15,-5.5,2,0.96,0.8,5.3333,-6.4,213.6206,0.0
1.25,40.0,0.15,-5.75,2,0.96,0.8,5.3333,-6.4,208.2562,0.0
1.25,40.0,0.15,-6.0,2,0.96,0.8,5.3333,-6.4,212.8506,0.0
1.25,40.0,0.15,-6.25,2,0.96,0.8,5.3333,-6.4,213.2321,0.0
1.25,40.0,0.15,-6.5,2,0.96,0.8,5.3333,-6.4,212.7688,0.0
1.25,40.0,0.15,-6.75,2,0.96,0.8,5.3333,-6.4,211.4914,0.0
1.25,40.0,0.15,-7.0,2,0.96,0.8,5.3333,-6.4,212.9543,0.0
1.25,40.0,0.15,-7.25,2,0.96,0.8,5.3333,-6.4,210.4542,0.0
1.25,40.0,0.15,-7.5,2,0.96,0.8,5.3333,-6.4,207.8596,0.0
1.25,40.0,0.15,-7.75,2,0.96,0.8,5.3333,-6.4,215.5545,0.0
1.25,40.0,0.15,-8.0,2,0.96,0.8,5.3333,-6.4,209.1119,0.0
1.25,40.0,0.15,-8.25,2,0.96,0.8,5.3333,-6.4,212.6888,0.0
1.25,40.0,0.15,-8.5,2,0.96,0.8,5.3333,-6.4,211.2257,0.0
1.25,40.0,0.15,-8.75,2,0.96,0.8,5.3333,-6.4,207.273,0.0
1.25,40.0,0.15,-9.0,2,0.96,0.8,5.3333,-6.4,210.2827,0.0
1.25,40.0,0.15,-9.25,2,0.96,0.8,5.3333,-6.4,211.4552,0.0
1.25,40.0,0.15,-9.5,2,0.96,0.8,5.3333,-6.4,210.7191,0.0
1.25,40.0,0.15,-9.75,2,0.96,0.8,5.3333,-6.4,210.4755,0.0
1.25,40.0,0.1,-3.0,2,0.96,0.8,8.0,-9.6,120.8403,0.0
1.25,40.0,0.1,-3.25,2,0.96,0.8,8.0,-9.6,181.375,0.0
1.25,40.0,0.1,-3.5,2,0.96,0.8,8.0,-9.6,183.9738,0.0
1.25,40.0,0.1,-3.75,2,0.96,0.8,8.0,-9.6,183.5918,0.0
1.25,40.0,0.1,-4.0,2,0.96,0.8,8.0,-9.6,184.6625,0.0
1.25,40.0,0.1,-4.25,2,0.96,0.8,8.0,-9.6,184.2014,0.0
1.25,40.0,0.1,-4.5,2,0.96,0.8,8.0,-9.6,184.1647,0.0
1.25,40.0,0.1,-4.75,2,0.96,0.8,8.0,-9.6,183.514,0.0
1.25,40.0,0.1,-5.0,2,0.96,0.8,8.0,-9.6,183.9756,0.0
1.25,40.0,0.1,-5.25,2,0.96,0.8,8.0,-9.6,182.3698,0.0
1.25,40.0,0.1,-5.5,2,0.96,0.8,8.0,-9.6,184.7028,0.0
1.25,40.0,0.1,-5.75,2,0.96,0.8,8.0,-9.6,183.7814,0.0
1.25,40.0,0.1,-6.0,2,0.96,0.8,8.0,-9.6,183.7834,0.0
1.25,40.0,0.1,-6.25,2,0.96,0.8,8.0,-9.6,183.478,0.0
1.25,40.0,0.1,-6.5,2,0.96,0.8,8.0,-9.6,182.9022,0.0
1.25,40.0,0.1,-6.75,2,0.96,0.8,8.0,-9.6,184.4334,0.0
1.25,40.0,0.1,-7.0,2,0.96,0.8,8.0,-9.6,185.7326,0.0
1.25,40.0,0.1,-7.25,2,0.96,0.8,8.0,-9.6,186.6121,0.0
1.25,40.0,0.1,-7.5,2,0.96,0.8,8.0,-9.6,186.1536,0.0
1.25,40.0,0.1,-7.75,2,0.96,0.8,8.0,-9.6,184.0118,0.0
1.25,40.0,0.1,-8.0,2,0.96,0.8,8.0,-9.6,184.3174,0.0
1.25,40.0,0.1,-8.25,2,0.96,0.8,8.0,-9.6,185.3105,0.0
1.25,40.0,0.1,-8.5,2,0.96,0.8,8.0,-9.6,184.7383,0.0
1.25,40.0,0.1,-8.75,2,0.96,0.8,8.0,-9.6,184.2415,0.0
1.25,40.0,0.1,-9.0,2,0.96,0.8,8.0,-9.6,186.726,0.0
1.25,40.0,0.1,-9.25,2,0.96,0.8,8.0,-9.6,186.076,0.0
1.25,40.0,0.1,-9.5,2,0.96,0.8,8.0,-9.6,184.1267,0.0
1.25,40.0,0.1,-9.75,2,0.96,0.8,8.0,-9.6,185.0439,0.0
1.25,50.0,0.55,-3.0,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-3.25,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-3.5,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-3.75,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-4.0,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-4.25,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-4.5,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-4.75,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-5.0,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-5.25,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-5.5,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-5.75,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-6.0,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-6.25,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-6.5,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-6.75,2,0.8,0.96,1.7455,-1.4545,,0.0
1.25,50.0,0.55,-7.0,2,0.8,0.96,1.7455,-1.4545,,0.0
