vel_IC,phi_IC,d_ceiling,My,k_run,vx,vz,RREV_trig,OFy_trig,impact_eul,landing_success
2.25,50.0,0.35,-5.75,2,1.45,1.72,4.9143,-4.1429,291.2088,1.0
2.25,50.0,0.35,-6.0,2,1.45,1.72,4.9143,-4.1429,,0.5
2.25,50.0,0.35,-6.25,2,1.45,1.72,4.9143,-4.1429,286.9177,1.0
2.25,50.0,0.35,-6.5,2,1.45,1.72,4.9143,-4.1429,282.9474,1.0
2.25,50.0,0.35,-6.75,2,1.45,1.72,4.9143,-4.1429,295.767,1.0
2.25,50.0,0.35,-7.0,2,1.45,1.72,4.9143,-4.1429,284.847,1.0
2.25,50.0,0.35,-7.25,2,1.45,1.72,4.9143,-4.1429,278.3312,1.0
2.25,50.0,0.35,-7.5,2,1.45,1.72,4.9143,-4.1429,288.6136,1.0
2.25,50.0,0.35,-7.75,2,1.45,1.72,4.9143,-4.1429,293.1176,1.0
2.25,50.0,0.35,-8.0,2,1.45,1.72,4.9143,-4.1429,281.3389,0.5
2.25,50.0,0.35,-8.25,2,1.45,1.72,4.9143,-4.1429,282.9698,0.5
2.25,50.0,0.35,-8.5,2,1.45,1.72,4.9143,-4.1429,287.0405,1.0
2.25,50.0,0.35,-8.75,2,1.45,1.72,4.9143,-4.1429,291.2799,1.0
2.25,50.0,0.35,-9.0,2,1.45,1.72,4.9143,-4.1429,287.8717,1.0
2.25,50.0,0.35,-9.25,2,1.45,1.72,4.9143,-4.1429,285.0436,1.0
2.25,50.0,0.35,-9.5,2,1.45,1.72,4.9143,-4.1429,282.1651,1.0
2.25,50.0,0.35,-9.75,2,1.45,1.72,4.9143,-4.1429,288.6825,1.0
2.25,50.0,0.3,-3.0,2,1.45,1.72,5.7333,-4.8333,234.6136,0.0
2.25,50.0,0.3,-3.25,2,1.45,1.72,5.7333,-4.8333,230.9081,0.0
2.25,50.0,0.3,-3.5,2,1.45,1.72,5.7333,-4.8333,231.7825,0.0
2.25,50.0,0.3,-3.75,2,1.45,1.72,5.7333,-4.8333,229.8279,0.0
2.25,50.0,0.3,-4.0,2,1.45,1.72,5.7333,-4.8333,227.0864,0.0
2.25,50.0,0.3,-4.25,2,1.45,1.72,5.7333,-4.8333,237.8383,0.0
2.25,50.0,0.3,-4.5,2,1.45,1.72,5.7333,-4.8333,225.865,0.0
2.25,50.0,0.3,-4.75,2,1.45,1.72,5.7333,-4.8333,232.2576,0.0
2.25,50.0,0.3,-5.0,2,1.45,1.72,5.7333,-4.8333,236.8801,0.0
2.25,50.0,0.3,-5.25,2,1.45,1.72,5.7333,-4.8333,234.8115,1.0
2.25,50.0,0.3,-5.5,2,1.45,1.72,5.7333,-4.8333,239.2309,0.0
2.25,50.0,0.3,-5.75,2,1.45,1.72,5.7333,-4.8333,238.5566,0.0
2.25,50.0,0.3,-6.0,2,1.45,1.72,5.7333,-4.8333,240.2959,1.0
2.25,50.0,0.3,-6.25,2,1.45,1.72,5.7333,-4.8333,239.1929,0.0
2.25,50.0,0.3,-6.5,2,1.45,1.72,5.7333,-4.8333,241.224,0.0
2.25,50.0,0.3,-6.75,2,1.45,1.72,5.7333,-4.8333,244.964,0.0
2.25,50.0,0.3,-7.0,2,1.45,1.72,5.7333,-4.8333,239.8466,1.0
2.25,50.0,0.3,-7.25,2,1.45,1.72,5.7333,-4.8333,,0.0
2.25,50.0,0.3,-7.5,2,1.45,1.72,5.7333,-4.8333,239.8722,0.0
2.25,50.0,0.3,-7.75,2,1.45,1.72,5.7333,-4.8333,232.0033,0.0
2.25,50.0,0.3,-8.0,2,1.45,1.72,5.7333,-4.8333,244.758,0.0
2.25,50.0,0.3,-8.25,2,1.45,1.72,5.7333,-4.8333,240.9842,1.0
2.25,50.0,0.3,-8.5,2,1.45,1.72,5.7333,-4.8333,245.1508,1.0
2.25,50.0,0.3,-8.75,2,1.45,1.72,5.7333,-4.8333,245.9186,1.0
2.25,50.0,0.3,-9.0,2,1.45,1.72,5.7333,-4.8333,243.9225,0.0
2.25,50.0,0.3,-9.25,2,1.45,1.72,5.7333,-4.8333,244.4315,0.0
2.25,50.0,0.3,-9.5,2,1.45,1.72,5.7333,-4.8333,254.4058,1.0
2.25,50.0,0.3,-9.75,2,1.45,1.72,5.7333,-4.8333,245.2684,0.0
2.25,50.0,0.25,-3.0,2,1.45,1.72,6.88,-5.8,206.8397,0.0
2.25,50.0,0.25,-3.25,2,1.45,1.72,6.88,-5.8,202.1936,0.0
2.25,50.0,0.25,-3.5,2,1.45,1.72,6.88,-5.8,201.2557,0.0
2.25,50.0,0.25,-3.75,2,1.45,1.72,6.88,-5.8,203.8813,0.0
2.25,50.0,0.25,-4.0,2,1.45,1.72,6.88,-5.8,204.0508,0.0
2.25,50.0,0.25,-4.25,2,1.45,1.72,6.88,-5.8,205.3272,0.0
2.25,50.0,0.25,-4.5,2,1.45,1.72,6.88,-5.8,208.1188,0.0
2.25,50.0,0.25,-4.75,2,1.45,1.72,6.88,-5.8,212.9559,0.0
2.25,50.0,0.25,-5.0,2,1.45,1.72,6.88,-5.8,207.4338,0.0
2.25,50.0,0.25,-5.25,2,1.45,1.72,6.88,-5.8,208.0177,0.0
2.25,50.0,0.25,-5.5,2,1.45,1.72,6.88,-5.8,211.3375,0.0
2.25,50.0,0.25,-5.75,2,1.45,1.72,6.88,-5.8,210.8627,0.0
2.25,50.0,0.25,-6.0,2,1.45,1.72,6.88,-5.8,209.7784,0.0
2.25,50.0,0.25,-6.25,2,1.45,1.72,6.88,-5.8,212.8247,0.0
2.25,50.0,0.25,-6.5,2,1.45,1.72,6.88,-5.8,212.8574,0.0
2.25,50.0,0.25,-6.75,2,1.45,1.72,6.88,-5.8,217.0996,0.0
2.25,50.0,0.25,-7.0,2,1.45,1.72,6.88,-5.8,217.0501,0.0
2.25,50.0,0.25,-7.25,2,1.45,1.72,6.88,-5.8,215.3126,0.0
2.25,50.0,0.25,-7.5,2,1.45,1.72,6.88,-5.8,216.6625,0.0
2.25,50.0,0.25,-7.75,2,1.45,1.72,6.88,-5.8,212.8547,0.0
2.25,50.0,0.25,-8.0,2,1.45,1.72,6.88,-5.8,212.496,0.0
2.25,50.0,0.25,-8.25,2,1.45,1.72,6.88,-5.8,211.1874,0.0
2.25,50.0,0.25,-8.5,2,1.45,1.72,6.88,-5.8,217.5099,0.0
2.25,50.0,0.25,-8.75,2,1.45,1.72,6.88,-5.8,221.5829,0.0
2.25,50.0,0.25,-9.0,2,1.45,1.72,6.88,-5.8,221.1259,0.0
2.25,50.0,0.25,-9.25,2,1.45,1.72,6.88,-5.8,215.4257,0.0
2.25,50.0,0.25,-9.5,2,1.45,1.72,6.88,-5.8,220.932,0.0
2.25,50.0,0.25,-9.75,2,1.45,1.72,6.88,-5.8,216.7345,0.0
2.25,50.0,0.2,-3.0,2,1.45,1.72,8.6,-7.25,190.1779,0.0
2.25,50.0,0.2,-3.25,2,1.45,1.72,8.6,-7.25,191.4436,0.0
2.25,50.0,0.2,-3.5,2,1.45,1.72,8.6,-7.25,190.2512,0.0
2.25,50.0,0.2,-3.75,2,1.45,1.72,8.6,-7.25,188.8749,0.0
2.25,50.0,0.2,-4.0,2,1.45,1.72,8.6,-7.25,193.2872,0.0
2.25,50.0,0.2,-4.25,2,1.45,1.72,8.6,-7.25,190.5651,0.0
2.25,50.0,0.2,-4.5,2,1.45,1.72,8.6,-7.25,190.7907,0.0
2.25,50.0,0.2,-4.75,2,1.45,1.72,8.6,-7.25,193.9574,0.0
2.25,50.0,0.2,-5.0,2,1.45,1.72,8.6,-7.25,194.4133,0.0
2.25,50.0,0.2,-5.25,2,1.45,1.72,8.6,-7.25,193.6006,0.0
2.25,50.0,0.2,-5.5,2,1.45,1.72,8.6,-7.25,195.373,0.0
2.25,50.0,0.2,-5.75,2,1.45,1.72,8.6,-7.25,193.2127,0.0
2.25,50.0,0.2,-6.0,2,1.45,1.72,8.6,-7.25,195.7144,0.0
2.25,50.0,0.2,-6.25,2,1.45,1.72,8.6,-7.25,197.071,0.0
2.25,50.0,0.2,-6.5,2,1.45,1.72,8.6,-7.25,196.0613,0.0
2.25,50.0,0.2,-6.75,2,1.45,1.72,8.6,-7.25,195.7974,0.0
2.25,50.0,0.2,-7.0,2,1.45,1.72,8.6,-7.25,195.1793,0.0
2.25,50.0,0.2,-7.25,2,1.45,1.72,8.6,-7.25,198.9556,0.0
2.25,50.0,0.2,-7.5,2,1.45,1.72,8.6,-7.25,197.4112,0.0
2.25,50.0,0.2,-7.75,2,1.45,1.72,8.6,-7.25,199.6908,0.0
2.25,50.0,0.2,-8.0,2,1.45,1.72,8.6,-7.25,198.5063,0.0
2.25,50.0,0.2,-8.25,2,1.45,1.72,8.6,-7.25,194.4389,0.0
2.25,50.0,0.2,-8.5,2,1.45,1.72,8.6,-7.25,196.5377,0.0
2.25,50.0,0.2,-8.75,2,1.45,1.72,8.6,-7.25,198.2274,0.0
2.25,50.0,0.2,-9.0,2,1.45,1.72,8.6,-7.25,200.0866,0.0
2.25,50.0,0.2,-9.25,2,1.45,1.72,8.6,-7.25,197.7622,0.0
2.25,50.0,0.2,-9.5,2,1.45,1.72,8.6,-7.25,201.2114,0.0
2.25,50.0,0.2,-9.75,2,1.45,1.72,8.6,-7.25,199.0846,0.0
2.25,50.0,0.15,-3.0,2,1.45,1.72,11.4667,-9.6667,122.1396,0.0
2.25,50.0,0.15,-3.25,2,1.45,1.72,11.4667,-9.6667,122.56,0.0
2.25,50.0,0.15,-3.5,2,1.45,1.72,11.4667,-9.6667,182.5219,0.0
2.25,50.0,0.15,-3.75,2,1.45,1.72,11.4667,-9.6667,184.5486,0.0
2.25,50.0,0.15,-4.0,2,1.45,1.72,11.4667,-9.6667,182.7124,0.0
2.25,50.0,0.15,-4.25,2,1.45,1.72,11.4667,-9.6667,184.5842,0.0
2.25,50.0,0.15,-4.5,2,1.45,1.72,11.4667,-9.6667,185.3127,0.0
2.25,50.0,0.15,-4.75,2,1.45,1.72,11.4667,-9.6667,183.3236,0.0
2.25,50.0,0.15,-5.0,2,1.45,1.72,11.4667,-9.6667,182.9807,0.0
2.25,50.0,0.15,-5.25,2,1.45,1.72,11.4667,-9.6667,183.5535,0.0
2.25,50.0,0.15,-5.5,2,1.45,1.72,11.4667,-9.6667,121.2997,0.0
2.25,50.0,0.15,-5.75,2,1.45,1.72,11.4667,-9.6667,183.6667,0.0
2.25,50.0,0.15,-6.0,2,1.45,1.72,11.4667,-9.6667,182.2543,0.0
2.25,50.0,0.15,-6.25,2,1.45,1.72,11.4667,-9.6667,183.7827,0.0
2.25,50.0,0.15,-6.5,2,1.45,1.72,11.4667,-9.6667,184.3933,0.0
2.25,50.0,0.15,-6.75,2,1.45,1.72,11.4667,-9.6667,184.663,0.0
2.25,50.0,0.15,-7.0,2,1.45,1.72,11.4667,-9.6667,184.0501,0.0
2.25,50.0,0.15,-7.25,2,1.45,1.72,11.4667,-9.6667,185.047,0.0
2.25,50.0,0.15,-7.5,2,1.45,1.72,11.4667,-9.6667,186.4612,0.0
2.25,50.0,0.15,-7.75,2,1.45,1.72,11.4667,-9.6667,185.582,0.0
2.25,50.0,0.15,-8.0,2,1.45,1.72,11.4667,-9.6667,185.7706,0.0
2.25,50.0,0.15,-8.25,2,1.45,1.72,11.4667,-9.6667,183.515,0.0
2.25,50.0,0.15,-8.5,2,1.45,1.72,11.4667,-9.6667,186.993,0.0
2.25,50.0,0.15,-8.75,2,1.45,1.72,11.4667,-9.6667,188.9848,0.0
2.25,50.0,0.15,-9.0,2,1.45,1.72,11.4667,-9.6667,183.3238,0.0
2.25,50.0,0.15,-9.25,2,1.45,1.72,11.4667,-9.6667,185.351,0.0
2.25,50.0,0.15,-9.5,2,1.45,1.72,11.4667,-9.6667,186.3094,0.0
2.25,50.0,0.15,-9.75,2,1.45,1.72,11.4667,-9.6667,186.0408,0.0
2.25,50.0,0.1,-3.0,2,1.45,1.72,17.2,-14.5,-0.5346,0.0
2.25,50.0,0.1,-3.25,2,1.45,1.72,17.2,-14.5,-0.8785,0.0
2.25,50.0,0.1,-3.5,2,1.45,1.72,17.2,-14.5,120.1146,0.0
2.25,50.0,0.1,-3.75,2,1.45,1.72,17.2,-14.5,120.0,0.0
2.25,50.0,0.1,-4.0,2,1.45,1.72,17.2,-14.5,120.1147,0.0
2.25,50.0,0.1,-4.25,2,1.45,1.72,17.2,-14.5,59.8472,0.0
2.25,50.0,0.1,-4.5,2,1.45,1.72,17.2,-14.5,120.2674,0.0
2.25,50.0,0.1,-4.75,2,1.45,1.72,17.2,-14.5,120.4584,0.0
2.25,50.0,0.1,-5.0,2,1.45,1.72,17.2,-14.5,-0.8785,0.0
2.25,50.0,0.1,-5.25,2,1.45,1.72,17.2,-14.5,59.5798,0.0
2.25,50.0,0.1,-5.5,2,1.45,1.72,17.2,-14.5,59.9618,0.0
2.25,50.0,0.1,-5.75,2,1.45,1.72,17.2,-14.5,-0.6875,0.0
2.25,50.0,0.1,-6.0,2,1.45,1.72,17.2,-14.5,120.4202,0.0
2.25,50.0,0.1,-6.25,2,1.45,1.72,17.2,-14.5,59.8091,0.0
2.25,50.0,0.1,-6.5,2,1.45,1.72,17.2,-14.5,120.3056,0.0
2.25,50.0,0.1,-6.75,2,1.45,1.72,17.2,-14.5,59.9619,0.0
2.25,50.0,0.1,-7.0,2,1.45,1.72,17.2,-14.5,59.9619,0.0
2.25,50.0,0.1,-7.25,2,1.45,1.72,17.2,-14.5,59.6944,0.0
2.25,50.0,0.1,-7.5,2,1.45,1.72,17.2,-14.5,120.3438,0.0
2.25,50.0,0.1,-7.75,2,1.45,1.72,17.2,-14.5,119.9618,0.0
2.25,50.0,0.1,-8.0,2,1.45,1.72,17.2,-14.5,59.6944,0.0
2.25,50.0,0.1,-8.25,2,1.45,1.72,17.2,-14.5,60.0764,0.0
2.25,50.0,0.1,-8.5,2,1.45,1.72,17.2,-14.5,180.9549,0.0
2.25,50.0,0.1,-8.75,2,1.45,1.72,17.2,-14.5,60.191,0.0
2.25,50.0,0.1,-9.0,2,1.45,1.72,17.2,-14.5,59.5035,0.0
2.25,50.0,0.1,-9.25,2,1.45,1.72,17.2,-14.5,60.0,0.0
2.25,50.0,0.1,-9.5,2,1.45,1.72,17.2,-14.5,60.2293,0.0
2.25,50.0,0.1,-9.75,2,1.45,1.72,17.2,-14.5,60.2293,0.0
2.25,60.0,0.55,-3.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-3.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-3.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-3.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-4.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-4.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-4.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-4.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-5.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-5.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-5.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-5.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-6.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-6.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-6.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-6.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-7.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-7.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-7.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-7.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-8.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-8.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-8.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-8.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-9.0,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-9.25,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-9.5,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.55,-9.75,2,1.13,1.95,3.5455,-2.0545,,0.0
2.25,60.0,0.5,-3.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-3.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-3.5,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-3.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-4.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-4.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-4.5,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-4.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-5.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-5.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-5.5,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-5.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-6.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-6.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-6.5,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-6.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-7.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-7.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-7.5,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-7.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-8.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-8.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-8.5,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-8.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-9.0,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-9.25,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.5,-9.5,2,1.13,1.95,3.9,-2.26,,0.5
2.25,60.0,0.5,-9.75,2,1.13,1.95,3.9,-2.26,,0.0
2.25,60.0,0.45,-3.0,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-3.25,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-3.5,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-3.75,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-4.0,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-4.25,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-4.5,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-4.75,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-5.0,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-5.25,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-5.5,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-5.75,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-6.0,2,1.13,1.95,4.3333,-2.5111,,0.0
2.25,60.0,0.45,-6.25,2,1.13,1.95,4.3333,-2.5111,,0.5
2.25,60.0,0.45,-6.5,2,1.13,1.95,4.3333,-2.5111,,0.5
2.25,60.0,0.45,-6.75,2,1.13,1.95,4.3333,-2.5111,-143.8608,0.5
2.25,60.0,0.45,-7.0,2,1.13,1.95,4.3333,-2.5111,-153.8043,0.5
2.25,60.0,0.45,-7.25,2,1.13,1.95,4.3333,-2.5111,-153.3968,0.5
2.25,60.0,0.45,-7.5,2,1.13,1.95,4.3333,-2.5111,,0.5
2.25,60.0,0.45,-7.75,2,1.13,1.95,4.3333,-2.5111,-161.3179,0.5
2.25,60.0,0.45,-8.0,2,1.13,1.95,4.3333,-2.5111,-162.4594,0.5
2.25,60.0,0.45,-8.25,2,1.13,1.95,4.3333,-2.5111,-160.7361,0.5
2.25,60.0,0.45,-8.5,2,1.13,1.95,4.3333,-2.5111,9.1397,1.0
2.25,60.0,0.45,-8.75,2,1.13,1.95,4.3333,-2.5111,-162.9754,0.5
2.25,60.0,0.45,-9.0,2,1.13,1.95,4.3333,-2.5111,-157.1668,0.5
2.25,60.0,0.45,-9.25,2,1.13,1.95,4.3333,-2.5111,-157.373,0.5
2.25,60.0,0.45,-9.5,2,1.13,1.95,4.3333,-2.5111,-155.3161,0.5
2.25,60.0,0.45,-9.75,2,1.13,1.95,4.3333,-2.5111,-160.0962,0.5
2.25,60.0,0.4,-3.0,2,1.13,1.95,4.875,-2.825,,0.0
2.25,60.0,0.4,-3.25,2,1.13,1.95,4.875,-2.825,,1.0
2.25,60.0,0.4,-3.5,2,1.13,1.95,4.875,-2.825,,1.0
2.25,60.0,0.4,-3.75,2,1.13,1.95,4.875,-2.825,,1.0
2.25,60.0,0.4,-4.0,2,1.13,1.95,4.875,-2.825,284.0807,1.0
2.25,60.0,0.4,-4.25,2,1.13,1.95,4.875,-2.825,291.5285,1.0
2.25,60.0,0.4,-4.5,2,1.13,1.95,4.875,-2.825,281.5282,0.5
2.25,60.0,0.4,-4.75,2,1.13,1.95,4.875,-2.825,,0.5
2.25,60.0,0.4,-5.0,2,1.13,1.95,4.875,-2.825,291.7719,0.5
2.25,60.0,0.4,-5.25,2,1.13,1.95,4.875,-2.825,294.6783,1.0
2.25,60.0,0.4,-5.25,2,1.13,1.95,4.875,-2.825,,0.5
2.25,60.0,0.4,-5.75,2,1.13,1.95,4.875,-2.825,286.3625,0.5
2.25,60.0,0.4,-6.0,2,1.13,1.95,4.875,-2.825,290.8936,1.0
2.25,60.0,0.4,-6.25,2,1.13,1.95,4.875,-2.825,286.827,0.5
2.25,60.0,0.4,-6.5,2,1.13,1.95,4.875,-2.825,286.9267,0.5
2.25,60.0,0.4,-6.75,2,1.13,1.95,4.875,-2.825,284.931,0.5
2.25,60.0,0.4,-7.0,2,1.13,1.95,4.875,-2.825,288.6493,1.0
2.25,60.0,0.4,-7.25,2,1.13,1.95,4.875,-2.825,284.1991,0.5
2.25,60.0,0.4,-7.5,2,1.13,1.95,4.875,-2.825,296.3553,1.0
2.25,60.0,0.4,-7.75,2,1.13,1.95,4.875,-2.825,291.5899,0.5
2.25,60.0,0.4,-8.0,2,1.13,1.95,4.875,-2.825,294.5534,1.0
2.25,60.0,0.4,-8.25,2,1.13,1.95,4.875,-2.825,298.9053,1.0
2.25,60.0,0.4,-8.5,2,1.13,1.95,4.875,-2.825,304.1472,1.0
2.25,60.0,0.4,-8.75,2,1.13,1.95,4.875,-2.825,300.3917,1.0
2.25,60.0,0.4,-9.0,2,1.13,1.95,4.875,-2.825,300.0712,1.0
2.25,60.0,0.4,-9.25,2,1.13,1.95,4.875,-2.825,301.801,1.0
2.25,60.0,0.4,-9.5,2,1.13,1.95,4.875,-2.825,297.9997,1.0
2.25,60.0,0.4,-9.75,2,1.13,1.95,4.875,-2.825,305.8107,1.0
2.25,60.0,0.35,-3.0,2,1.13,1.95,5.5714,-3.2286,232.3464,0.0
2.25,60.0,0.35,-3.25,2,1.13,1.95,5.5714,-3.2286,241.4917,1.0
2.25,60.0,0.35,-3.5,2,1.13,1.95,5.5714,-3.2286,235.4889,0.0
2.25,60.0,0.35,-3.75,2,1.13,1.95,5.5714,-3.2286,234.5163,0.0
2.25,60.0,0.35,-4.0,2,1.13,1.95,5.5714,-3.2286,243.6381,0.0
2.25,60.0,0.35,-4.25,2,1.13,1.95,5.5714,-3.2286,235.6928,0.0
2.25,60.0,0.35,-4.5,2,1.13,1.95,5.5714,-3.2286,238.4381,1.0
2.25,60.0,0.35,-4.75,2,1.13,1.95,5.5714,-3.2286,244.2857,0.0
2.25,60.0,0.35,-5.0,2,1.13,1.95,5.5714,-3.2286,236.4755,0.0
2.25,60.0,0.35,-5.25,2,1.13,1.95,5.5714,-3.2286,244.6284,0.0
2.25,60.0,0.35,-5.5,2,1.13,1.95,5.5714,-3.2286,239.4571,1.0
2.25,60.0,0.35,-5.75,2,1.13,1.95,5.5714,-3.2286,260.7173,1.0
2.25,60.0,0.35,-6.0,2,1.13,1.95,5.5714,-3.2286,,1.0
2.25,60.0,0.35,-6.25,2,1.13,1.95,5.5714,-3.2286,249.6189,0.0
2.25,60.0,0.35,-6.5,2,1.13,1.95,5.5714,-3.2286,,1.0
2.25,60.0,0.35,-6.75,2,1.13,1.95,5.5714,-3.2286,254.4971,1.0
2.25,60.0,0.35,-7.0,2,1.13,1.95,5.5714,-3.2286,250.1398,0.0
2.25,60.0,0.35,-7.25,2,1.13,1.95,5.5714,-3.2286,253.1864,0.0
2.25,60.0,0.35,-7.5,2,1.13,1.95,5.5714,-3.2286,251.4521,0.5
2.25,60.0,0.35,-7.75,2,1.13,1.95,5.5714,-3.2286,265.324,1.0
2.25,60.0,0.35,-8.0,2,1.13,1.95,5.5714,-3.2286,257.9423,1.0
2.25,60.0,0.35,-8.25,2,1.13,1.95,5.5714,-3.2286,260.272,0.5
2.25,60.0,0.35,-8.5,2,1.13,1.95,5.5714,-3.2286,263.3699,1.0
2.25,60.0,0.35,-8.75,2,1.13,1.95,5.5714,-3.2286,260.9987,0.5
2.25,60.0,0.35,-9.0,2,1.13,1.95,5.5714,-3.2286,,1.0
2.25,60.0,0.35,-9.25,2,1.13,1.95,5.5714,-3.2286,261.9575,1.0
2.25,60.0,0.35,-9.5,2,1.13,1.95,5.5714,-3.2286,269.7309,0.5
2.25,60.0,0.35,-9.75,2,1.13,1.95,5.5714,-3.2286,267.7005,1.0
2.25,60.0,0.3,-3.0,2,1.13,1.95,6.5,-3.7667,213.8129,0.0
2.25,60.0,0.3,-3.25,2,1.13,1.95,6.5,-3.7667,206.0606,0.0
2.25,60.0,0.3,-3.5,2,1.13,1.95,6.5,-3.7667,216.8943,0.0
2.25,60.0,0.3,-3.75,2,1.13,1.95,6.5,-3.7667,218.7056,0.0
2.25,60.0,0.3,-4.0,2,1.13,1.95,6.5,-3.7667,213.8944,0.0
2.25,60.0,0.3,-4.25,2,1.13,1.95,6.5,-3.7667,214.4554,0.0
2.25,60.0,0.3,-4.5,2,1.13,1.95,6.5,-3.7667,218.9482,0.0
2.25,60.0,0.3,-4.75,2,1.13,1.95,6.5,-3.7667,217.4753,0.0
2.25,60.0,0.3,-5.0,2,1.13,1.95,6.5,-3.7667,220.2193,0.0
2.25,60.0,0.3,-5.25,2,1.13,1.95,6.5,-3.7667,222.9994,0.0
2.25,60.0,0.3,-5.5,2,1.13,1.95,6.5,-3.7667,220.3611,0.0
2.25,60.0,0.3,-5.75,2,1.13,1.95,6.5,-3.7667,219.0859,0.0
2.25,60.0,0.3,-6.0,2,1.13,1.95,6.5,-3.7667,223.1737,0.0
