# vel,phi,d_ceiling,My,trial_num
2.50,40.00,0.55,-3.00,20.00
2.50,40.00,0.55,-4.00,20.00
2.50,40.00,0.55,-5.00,20.00
2.50,40.00,0.55,-6.00,20.00
2.50,40.00,0.55,-7.00,20.00
2.50,40.00,0.55,-8.00,20.00
2.50,40.00,0.55,-9.00,20.00
2.50,40.00,0.50,-3.00,20.00
2.50,40.00,0.50,-4.00,20.00
2.50,40.00,0.50,-5.00,20.00
2.50,40.00,0.50,-6.00,20.00
2.50,40.00,0.50,-7.00,20.00
2.50,40.00,0.50,-8.00,20.00
2.50,40.00,0.50,-9.00,20.00
2.50,40.00,0.45,-3.00,20.00
2.50,40.00,0.45,-4.00,20.00
2.50,40.00,0.45,-5.00,20.00
2.50,40.00,0.45,-6.00,20.00
2.50,40.00,0.45,-7.00,20.00
2.50,40.00,0.45,-8.00,20.00
2.50,40.00,0.45,-9.00,20.00
2.50,40.00,0.40,-3.00,20.00
2.50,40.00,0.40,-4.00,20.00
2.50,40.00,0.40,-5.00,20.00
2.50,40.00,0.40,-6.00,20.00
2.50,40.00,0.40,-7.00,20.00
2.50,40.00,0.40,-8.00,20.00
2.50,40.00,0.40,-9.00,20.00
2.50,40.00,0.35,-3.00,20.00
2.50,40.00,0.35,-4.00,20.00
2.50,40.00,0.35,-5.00,20.00
2.50,40.00,0.35,-6.00,20.00
2.50,40.00,0.35,-7.00,20.00
2.50,40.00,0.35,-8.00,20.00
2.50,40.00,0.35,-9.00,20.00
2.50,40.00,0.30,-3.00,20.00
2.50,40.00,0.30,-4.00,20.00
2.50,40.00,0.30,-5.00,20.00
2.50,40.00,0.30,-6.00,20.00
2.50,40.00,0.30,-7.00,20.00
2.50,40.00,0.30,-8.00,20.00
2.50,40.00,0.30,-9.00,20.00
2.50,40.00,0.25,-3.00,20.00
2.50,40.00,0.25,-4.00,20.00
2.50,40.00,0.25,-5.00,20.00
2.50,40.00,0.25,-6.00,20.00
2.50,40.00,0.25,-7.00,20.00
2.50,40.00,0.25,-8.00,20.00
2.50,40.00,0.25,-9.00,20.00
2.50,40.00,0.20,-3.00,20.00
2.50,40.00,0.20,-4.00,20.00
2.50,40.00,0.20,-5.00,20.00
2.50,40.00,0.20,-6.00,20.00
2.50,40.00,0.20,-7.00,20.00
2.50,40.00,0.20,-8.00,20.00
2.50,40.00,0.20,-9.00,20.00
2.50,40.00,0.15,-3.00,20.00
2.50,40.00,0.15,-4.00,20.00
2.50,40.00,0.15,-5.00,20.00
2.50,40.00,0.15,-6.00,20.00
2.50,40.00,0.15,-7.00,20.00
2.50,40.00,0.15,-8.00,20.00
2.50,40.00,0.15,-9.00,20.00
2.50,40.00,0.10,-3.00,20.00
2.50,40.00,0.10,-4.00,20.00
2.50,40.00,0.10,-5.00,20.00
2.50,40.00,0.10,-6.00,20.00
2.50,40.00,0.10,-7.00,20.00
2.50,40.00,0.10,-8.00,20.00
2.50,40.00,0.10,-9.00,20.00
2.50,30.00,0.55,-3.00,21.00
2.50,30.00,0.55,-4.00,21.00
2.50,30.00,0.55,-5.00,21.00
2.50,30.00,0.55,-6.00,21.00
2.50,30.00,0.55,-7.00,21.00
2.50,30.00,0.55,-8.00,21.00
2.50,30.00,0.55,-9.00,21.00
2.50,30.00,0.50,-3.00,21.00
2.50,30.00,0.50,-4.00,21.00
2.50,30.00,0.50,-5.00,21.00
2.50,30.00,0.50,-6.00,21.00
2.50,30.00,0.50,-7.00,21.00
2.50,30.00,0.50,-8.00,21.00
2.50,30.00,0.50,-9.00,21.00
2.50,30.00,0.45,-3.00,21.00
2.50,30.00,0.45,-4.00,21.00
2.50,30.00,0.45,-5.00,21.00
2.50,30.00,0.45,-6.00,21.00
2.50,30.00,0.45,-7.00,21.00
2.50,30.00,0.45,-8.00,21.00
2.50,30.00,0.45,-9.00,21.00
2.50,30.00,0.40,-3.00,21.00
2.50,30.00,0.40,-4.00,21.00
2.50,30.00,0.40,-5.00,21.00
2.50,30.00,0.40,-6.00,21.00
2.50,30.00,0.40,-7.00,21.00
2.50,30.00,0.40,-8.00,21.00
2.50,30.00,0.40,-9.00,21.00
2.50,30.00,0.35,-3.00,21.00
2.50,30.00,0.35,-4.00,21.00
2.50,30.00,0.35,-5.00,21.00
2.50,30.00,0.35,-6.00,21.00
2.50,30.00,0.35,-7.00,21.00
2.50,30.00,0.35,-8.00,21.00
2.50,30.00,0.35,-9.00,21.00
2.50,30.00,0.30,-3.00,21.00
2.50,30.00,0.30,-4.00,21.00
2.50,30.00,0.30,-5.00,21.00
2.50,30.00,0.30,-6.00,21.00
2.50,30.00,0.30,-7.00,21.00
2.50,30.00,0.30,-8.00,21.00
2.50,30.00,0.30,-9.00,21.00
2.50,30.00,0.25,-3.00,21.00
2.50,30.00,0.25,-4.00,21.00
2.50,30.00,0.25,-5.00,21.00
2.50,30.00,0.25,-6.00,21.00
2.50,30.00,0.25,-7.00,21.00
2.50,30.00,0.25,-8.00,21.00
2.50,30.00,0.25,-9.00,21.00
2.50,30.00,0.20,-3.00,21.00
2.50,30.00,0.20,-4.00,21.00
2.50,30.00,0.20,-5.00,21.00
2.50,30.00,0.20,-6.00,21.00
2.50,30.00,0.20,-7.00,21.00
2.50,30.00,0.20,-8.00,21.00
2.50,30.00,0.20,-9.00,21.00
2.50,30.00,0.15,-3.00,21.00
2.50,30.00,0.15,-4.00,21.00
2.50,30.00,0.15,-5.00,21.00
2.50,30.00,0.15,-6.00,21.00
2.50,30.00,0.15,-7.00,21.00
2.50,30.00,0.15,-8.00,21.00
2.50,30.00,0.15,-9.00,21.00
2.50,30.00,0.10,-3.00,21.00
2.50,30.00,0.10,-4.00,21.00
2.50,30.00,0.10,-5.00,21.00
2.50,30.00,0.10,-6.00,21.00
2.50,30.00,0.10,-7.00,21.00
2.50,30.00,0.10,-8.00,21.00
2.50,30.00,0.10,-9.00,21.00
2.25,90.00,0.55,-3.00,22.00
2.25,90.00,0.55,-4.00,22.00
2.25,90.00,0.55,-5.00,22.00
2.25,90.00,0.55,-6.00,22.00
2.25,90.00,0.55,-7.00,22.00
2.25,90.00,0.55,-8.00,22.00
2.25,90.00,0.55,-9.00,22.00
2.25,90.00,0.50,-3.00,22.00
2.25,90.00,0.50,-4.00,22.00
2.25,90.00,0.50,-5.00,22.00
2.25,90.00,0.50,-6.00,22.00
2.25,90.00,0.50,-7.00,22.00
2.25,90.00,0.50,-8.00,22.00
2.25,90.00,0.50,-9.00,22.00
2.25,90.00,0.45,-3.00,22.00
2.25,90.00,0.45,-4.00,22.00
2.25,90.00,0.45,-5.00,22.00
2.25,90.00,0.45,-6.00,22.00
2.25,90.00,0.45,-7.00,22.00
2.25,90.00,0.45,-8.00,22.00
2.25,90.00,0.45,-9.00,22.00
2.25,90.00,0.40,-3.00,22.00
2.25,90.00,0.40,-4.00,22.00
2.25,90.00,0.40,-5.00,22.00
2.25,90.00,0.40,-6.00,22.00
2.25,90.00,0.40,-7.00,22.00
2.25,90.00,0.40,-8.00,22.00
2.25,90.00,0.40,-9.00,22.00
2.25,90.00,0.35,-3.00,22.00
2.25,90.00,0.35,-4.00,22.00
2.25,90.00,0.35,-5.00,22.00
2.25,90.00,0.35,-6.00,22.00
2.25,90.00,0.35,-7.00,22.00
2.25,90.00,0.35,-8.00,22.00
2.25,90.00,0.35,-9.00,22.00
2.25,90.00,0.30,-3.00,22.00
2.25,90.00,0.30,-4.00,22.00
2.25,90.00,0.30,-5.00,22.00
2.25,90.00,0.30,-6.00,22.00
2.25,90.00,0.30,-7.00,22.00
2.25,90.00,0.30,-8.00,22.00
2.25,90.00,0.30,-9.00,22.00
2.25,90.00,0.25,-3.00,22.00
2.25,90.00,0.25,-4.00,22.00
2.25,90.00,0.25,-5.00,22.00
2.25,90.00,0.25,-6.00,22.00
2.25,90.00,0.25,-7.00,22.00
2.25,90.00,0.25,-8.00,22.00
2.25,90.00,0.25,-9.00,22.00
2.25,90.00,0.20,-3.00,22.00
2.25,90.00,0.20,-4.00,22.00
2.25,90.00,0.20,-5.00,22.00
2.25,90.00,0.20,-6.00,22.00
2.25,90.00,0.20,-7.00,22.00
2.25,90.00,0.20,-8.00,22.00
2.25,90.00,0.20,-9.00,22.00
2.25,90.00,0.15,-3.00,22.00
2.25,90.00,0.15,-4.00,22.00
2.25,90.00,0.15,-5.00,22.00
2.25,90.00,0.15,-6.00,22.00
2.25,90.00,0.15,-7.00,22.00
2.25,90.00,0.15,-8.00,22.00
2.25,90.00,0.15,-9.00,22.00
2.25,90.00,0.10,-3.00,22.00
2.25,90.00,0.10,-4.00,22.00
2.25,90.00,0.10,-5.00,22.00
2.25,90.00,0.10,-6.00,22.00
2.25,90.00,0.10,-7.00,22.00
2.25,90.00,0.10,-8.00,22.00
2.25,90.00,0.10,-9.00,22.00
2.25,80.00,0.55,-3.00,23.00
2.25,80.00,0.55,-4.00,23.00
2.25,80.00,0.55,-5.00,23.00
2.25,80.00,0.55,-6.00,23.00
2.25,80.00,0.55,-7.00,23.00
2.25,80.00,0.55,-8.00,23.00
2.25,80.00,0.55,-9.00,23.00
2.25,80.00,0.50,-3.00,23.00
2.25,80.00,0.50,-4.00,23.00
2.25,80.00,0.50,-5.00,23.00
2.25,80.00,0.50,-6.00,23.00
2.25,80.00,0.50,-7.00,23.00
2.25,80.00,0.50,-8.00,23.00
2.25,80.00,0.50,-9.00,23.00
2.25,80.00,0.45,-3.00,23.00
2.25,80.00,0.45,-4.00,23.00
2.25,80.00,0.45,-5.00,23.00
2.25,80.00,0.45,-6.00,23.00
2.25,80.00,0.45,-7.00,23.00
2.25,80.00,0.45,-8.00,23.00
2.25,80.00,0.45,-9.00,23.00
2.25,80.00,0.40,-3.00,23.00
2.25,80.00,0.40,-4.00,23.00
2.25,80.00,0.40,-5.00,23.00
2.25,80.00,0.40,-6.00,23.00
2.25,80.00,0.40,-7.00,23.00
2.25,80.00,0.40,-8.00,23.00
2.25,80.00,0.40,-9.00,23.00
2.25,80.00,0.35,-3.00,23.00
2.25,80.00,0.35,-4.00,23.00
2.25,80.00,0.35,-5.00,23.00
2.25,80.00,0.35,-6.00,23.00
2.25,80.00,0.35,-7.00,23.00
2.25,80.00,0.35,-8.00,23.00
2.25,80.00,0.35,-9.00,23.00
2.25,80.00,0.30,-3.00,23.00
2.25,80.00,0.30,-4.00,23.00
2.25,80.00,0.30,-5.00,23.00
2.25,80.00,0.30,-6.00,23.00
2.25,80.00,0.30,-7.00,23.00
2.25,80.00,0.30,-8.00,23.00
2.25,80.00,0.30,-9.00,23.00
2.25,80.00,0.25,-3.00,23.00
2.25,80.00,0.25,-4.00,23.00
2.25,80.00,0.25,-5.00,23.00
2.25,80.00,0.25,-6.00,23.00
2.25,80.00,0.25,-7.00,23.00
2.25,80.00,0.25,-8.00,23.00
2.25,80.00,0.25,-9.00,23.00
2.25,80.00,0.20,-3.00,23.00
2.25,80.00,0.20,-4.00,23.00
2.25,80.00,0.20,-5.00,23.00
2.25,80.00,0.20,-6.00,23.00
2.25,80.00,0.20,-7.00,23.00
2.25,80.00,0.20,-8.00,23.00
2.25,80.00,0.20,-9.00,23.00
2.25,80.00,0.15,-3.00,23.00
2.25,80.00,0.15,-4.00,23.00
2.25,80.00,0.15,-5.00,23.00
2.25,80.00,0.15,-6.00,23.00
2.25,80.00,0.15,-7.00,23.00
2.25,80.00,0.15,-8.00,23.00
2.25,80.00,0.15,-9.00,23.00
2.25,80.00,0.10,-3.00,23.00
2.25,80.00,0.10,-4.00,23.00
2.25,80.00,0.10,-5.00,23.00
2.25,80.00,0.10,-6.00,23.00
2.25,80.00,0.10,-7.00,23.00
2.25,80.00,0.10,-8.00,23.00
2.25,80.00,0.10,-9.00,23.00
2.25,70.00,0.55,-3.00,24.00
2.25,70.00,0.55,-4.00,24.00
2.25,70.00,0.55,-5.00,24.00
2.25,70.00,0.55,-6.00,24.00
2.25,70.00,0.55,-7.00,24.00
2.25,70.00,0.55,-8.00,24.00
2.25,70.00,0.55,-9.00,24.00
2.25,70.00,0.50,-3.00,24.00
2.25,70.00,0.50,-4.00,24.00
2.25,70.00,0.50,-5.00,24.00
2.25,70.00,0.50,-6.00,24.00
2.25,70.00,0.50,-7.00,24.00
2.25,70.00,0.50,-8.00,24.00
2.25,70.00,0.50,-9.00,24.00
2.25,70.00,0.45,-3.00,24.00
2.25,70.00,0.45,-4.00,24.00
2.25,70.00,0.45,-5.00,24.00
2.25,70.00,0.45,-6.00,24.00
2.25,70.00,0.45,-7.00,24.00
2.25,70.00,0.45,-8.00,24.00
2.25,70.00,0.45,-9.00,24.00
2.25,70.00,0.40,-3.00,24.00
2.25,70.00,0.40,-4.00,24.00
2.25,70.00,0.40,-5.00,24.00
2.25,70.00,0.40,-6.00,24.00
2.25,70.00,0.40,-7.00,24.00
2.25,70.00,0.40,-8.00,24.00
2.25,70.00,0.40,-9.00,24.00
2.25,70.00,0.35,-3.00,24.00
2.25,70.00,0.35,-4.00,24.00
2.25,70.00,0.35,-5.00,24.00
2.25,70.00,0.35,-6.00,24.00
2.25,70.00,0.35,-7.00,24.00
2.25,70.00,0.35,-8.00,24.00
2.25,70.00,0.35,-9.00,24.00
2.25,70.00,0.30,-3.00,24.00
2.25,70.00,0.30,-4.00,24.00
2.25,70.00,0.30,-5.00,24.00
2.25,70.00,0.30,-6.00,24.00
2.25,70.00,0.30,-7.00,24.00
2.25,70.00,0.30,-8.00,24.00
2.25,70.00,0.30,-9.00,24.00
2.25,70.00,0.25,-3.00,24.00
2.25,70.00,0.25,-4.00,24.00
2.25,70.00,0.25,-5.00,24.00
2.25,70.00,0.25,-6.00,24.00
2.25,70.00,0.25,-7.00,24.00
2.25,70.00,0.25,-8.00,24.00
2.25,70.00,0.25,-9.00,24.00
2.25,70.00,0.20,-3.00,24.00
2.25,70.00,0.20,-4.00,24.00
2.25,70.00,0.20,-5.00,24.00
2.25,70.00,0.20,-6.00,24.00
2.25,70.00,0.20,-7.00,24.00
2.25,70.00,0.20,-8.00,24.00
2.25,70.00,0.20,-9.00,24.00
2.25,70.00,0.15,-3.00,24.00
2.25,70.00,0.15,-4.00,24.00
2.25,70.00,0.15,-5.00,24.00
2.25,70.00,0.15,-6.00,24.00
2.25,70.00,0.15,-7.00,24.00
2.25,70.00,0.15,-8.00,24.00
2.25,70.00,0.15,-9.00,24.00
2.25,70.00,0.10,-3.00,24.00
2.25,70.00,0.10,-4.00,24.00
2.25,70.00,0.10,-5.00,24.00
2.25,70.00,0.10,-6.00,24.00
2.25,70.00,0.10,-7.00,24.00
2.25,70.00,0.10,-8.00,24.00
2.25,70.00,0.10,-9.00,24.00
2.25,60.00,0.55,-3.00,25.00
2.25,60.00,0.55,-4.00,25.00
2.25,60.00,0.55,-5.00,25.00
2.25,60.00,0.55,-6.00,25.00
2.25,60.00,0.55,-7.00,25.00
2.25,60.00,0.55,-8.00,25.00
2.25,60.00,0.55,-9.00,25.00
2.25,60.00,0.50,-3.00,25.00
2.25,60.00,0.50,-4.00,25.00
2.25,60.00,0.50,-5.00,25.00
2.25,60.00,0.50,-6.00,25.00
2.25,60.00,0.50,-7.00,25.00
2.25,60.00,0.50,-8.00,25.00
2.25,60.00,0.50,-9.00,25.00
2.25,60.00,0.45,-3.00,25.00
2.25,60.00,0.45,-4.00,25.00
2.25,60.00,0.45,-5.00,25.00
2.25,60.00,0.45,-6.00,25.00
2.25,60.00,0.45,-7.00,25.00
2.25,60.00,0.45,-8.00,25.00
2.25,60.00,0.45,-9.00,25.00
2.25,60.00,0.40,-3.00,25.00
2.25,60.00,0.40,-4.00,25.00
2.25,60.00,0.40,-5.00,25.00
2.25,60.00,0.40,-6.00,25.00
2.25,60.00,0.40,-7.00,25.00
2.25,60.00,0.40,-8.00,25.00
2.25,60.00,0.40,-9.00,25.00
2.25,60.00,0.35,-3.00,25.00
2.25,60.00,0.35,-4.00,25.00
2.25,60.00,0.35,-5.00,25.00
2.25,60.00,0.35,-6.00,25.00
2.25,60.00,0.35,-7.00,25.00
2.25,60.00,0.35,-8.00,25.00
2.25,60.00,0.35,-9.00,25.00
2.25,60.00,0.30,-3.00,25.00
2.25,60.00,0.30,-4.00,25.00
2.25,60.00,0.30,-5.00,25.00
2.25,60.00,0.30,-6.00,25.00
2.25,60.00,0.30,-7.00,25.00
2.25,60.00,0.30,-8.00,25.00
2.25,60.00,0.30,-9.00,25.00
2.25,60.00,0.25,-3.00,25.00
2.25,60.00,0.25,-4.00,25.00
2.25,60.00,0.25,-5.00,25.00
2.25,60.00,0.25,-6.00,25.00
2.25,60.00,0.25,-7.00,25.00
2.25,60.00,0.25,-8.00,25.00
2.25,60.00,0.25,-9.00,25.00
2.25,60.00,0.20,-3.00,25.00
2.25,60.00,0.20,-4.00,25.00
2.25,60.00,0.20,-5.00,25.00
2.25,60.00,0.20,-6.00,25.00
2.25,60.00,0.20,-7.00,25.00
2.25,60.00,0.20,-8.00,25.00
2.25,60.00,0.20,-9.00,25.00
2.25,60.00,0.15,-3.00,25.00
2.25,60.00,0.15,-4.00,25.00
2.25,60.00,0.15,-5.00,25.00
2.25,60.00,0.15,-6.00,25.00
2.25,60.00,0.15,-7.00,25.00
2.25,60.00,0.15,-8.00,25.00
2.25,60.00,0.15,-9.00,25.00
2.25,60.00,0.10,-3.00,25.00
2.25,60.00,0.10,-4.00,25.00
2.25,60.00,0.10,-5.00,25.00
2.25,60.00,0.10,-6.00,25.00
2.25,60.00,0.10,-7.00,25.00
2.25,60.00,0.10,-8.00,25.00
2.25,60.00,0.10,-9.00,25.00
2.25,50.00,0.55,-3.00,26.00
2.25,50.00,0.55,-4.00,26.00
2.25,50.00,0.55,-5.00,26.00
2.25,50.00,0.55,-6.00,26.00
2.25,50.00,0.55,-7.00,26.00
2.25,50.00,0.55,-8.00,26.00
2.25,50.00,0.55,-9.00,26.00
2.25,50.00,0.50,-3.00,26.00
2.25,50.00,0.50,-4.00,26.00
2.25,50.00,0.50,-5.00,26.00
2.25,50.00,0.50,-6.00,26.00
2.25,50.00,0.50,-7.00,26.00
2.25,50.00,0.50,-8.00,26.00
2.25,50.00,0.50,-9.00,26.00
2.25,50.00,0.45,-3.00,26.00
2.25,50.00,0.45,-4.00,26.00
2.25,50.00,0.45,-5.00,26.00
2.25,50.00,0.45,-6.00,26.00
2.25,50.00,0.45,-7.00,26.00
2.25,50.00,0.45,-8.00,26.00
2.25,50.00,0.45,-9.00,26.00
2.25,50.00,0.40,-3.00,26.00
2.25,50.00,0.40,-4.00,26.00
2.25,50.00,0.40,-5.00,26.00
2.25,50.00,0.40,-6.00,26.00
2.25,50.00,0.40,-7.00,26.00
2.25,50.00,0.40,-8.00,26.00
2.25,50.00,0.40,-9.00,26.00
2.25,50.00,0.35,-3.00,26.00
2.25,50.00,0.35,-4.00,26.00
2.25,50.00,0.35,-5.00,26.00
2.25,50.00,0.35,-6.00,26.00
2.25,50.00,0.35,-7.00,26.00
2.25,50.00,0.35,-8.00,26.00
2.25,50.00,0.35,-9.00,26.00
2.25,50.00,0.30,-3.00,26.00
2.25,50.00,0.30,-4.00,26.00
2.25,50.00,0.30,-5.00,26.00
2.25,50.00,0.30,-6.00,26.00
2.25,50.00,0.30,-7.00,26.00
2.25,50.00,0.30,-8.00,26.00
2.25,50.00,0.30,-9.00,26.00
2.25,50.00,0.25,-3.00,26.00
2.25,50.00,0.25,-4.00,26.00
2.25,50.00,0.25,-5.00,26.00
2.25,50.00,0.25,-6.00,26.00
2.25,50.00,0.25,-7.00,26.00
2.25,50.00,0.25,-8.00,26.00
2.25,50.00,0.25,-9.00,26.00
2.25,50.00,0.20,-3.00,26.00
2.25,50.00,0.20,-4.00,26.00
2.25,50.00,0.20,-5.00,26.00
2.25,50.00,0.20,-6.00,26.00
2.25,50.00,0.20,-7.00,26.00
2.25,50.00,0.20,-8.00,26.00
2.25,50.00,0.20,-9.00,26.00
2.25,50.00,0.15,-3.00,26.00
2.25,50.00,0.15,-4.00,26.00
2.25,50.00,0.15,-5.00,26.00
2.25,50.00,0.15,-6.00,26.00
2.25,50.00,0.15,-7.00,26.00
2.25,50.00,0.15,-8.00,26.00
2.25,50.00,0.15,-9.00,26.00
2.25,50.00,0.10,-3.00,26.00
2.25,50.00,0.10,-4.00,26.00
2.25,50.00,0.10,-5.00,26.00
2.25,50.00,0.10,-6.00,26.00
2.25,50.00,0.10,-7.00,26.00
2.25,50.00,0.10,-8.00,26.00
2.25,50.00,0.10,-9.00,26.00
2.25,40.00,0.55,-3.00,27.00
2.25,40.00,0.55,-4.00,27.00
2.25,40.00,0.55,-5.00,27.00
2.25,40.00,0.55,-6.00,27.00
2.25,40.00,0.55,-7.00,27.00
2.25,40.00,0.55,-8.00,27.00
2.25,40.00,0.55,-9.00,27.00
2.25,40.00,0.50,-3.00,27.00
2.25,40.00,0.50,-4.00,27.00
2.25,40.00,0.50,-5.00,27.00
2.25,40.00,0.50,-6.00,27.00
2.25,40.00,0.50,-7.00,27.00
2.25,40.00,0.50,-8.00,27.00
2.25,40.00,0.50,-9.00,27.00
2.25,40.00,0.45,-3.00,27.00
2.25,40.00,0.45,-4.00,27.00
2.25,40.00,0.45,-5.00,27.00
2.25,40.00,0.45,-6.00,27.00
2.25,40.00,0.45,-7.00,27.00
2.25,40.00,0.45,-8.00,27.00
2.25,40.00,0.45,-9.00,27.00
2.25,40.00,0.40,-3.00,27.00
2.25,40.00,0.40,-4.00,27.00
2.25,40.00,0.40,-5.00,27.00
2.25,40.00,0.40,-6.00,27.00
2.25,40.00,0.40,-7.00,27.00
2.25,40.00,0.40,-8.00,27.00
2.25,40.00,0.40,-9.00,27.00
2.25,40.00,0.35,-3.00,27.00
2.25,40.00,0.35,-4.00,27.00
2.25,40.00,0.35,-5.00,27.00
2.25,40.00,0.35,-6.00,27.00
2.25,40.00,0.35,-7.00,27.00
2.25,40.00,0.35,-8.00,27.00
2.25,40.00,0.35,-9.00,27.00
2.25,40.00,0.30,-3.00,27.00
2.25,40.00,0.30,-4.00,27.00
2.25,40.00,0.30,-5.00,27.00
2.25,40.00,0.30,-6.00,27.00
2.25,40.00,0.30,-7.00,27.00
2.25,40.00,0.30,-8.00,27.00
2.25,40.00,0.30,-9.00,27.00
2.25,40.00,0.25,-3.00,27.00
2.25,40.00,0.25,-4.00,27.00
2.25,40.00,0.25,-5.00,27.00
2.25,40.00,0.25,-6.00,27.00
2.25,40.00,0.25,-7.00,27.00
2.25,40.00,0.25,-8.00,27.00
2.25,40.00,0.25,-9.00,27.00
2.25,40.00,0.20,-3.00,27.00
2.25,40.00,0.20,-4.00,27.00
2.25,40.00,0.20,-5.00,27.00
2.25,40.00,0.20,-6.00,27.00
2.25,40.00,0.20,-7.00,27.00
2.25,40.00,0.20,-8.00,27.00
2.25,40.00,0.20,-9.00,27.00
2.25,40.00,0.15,-3.00,27.00
2.25,40.00,0.15,-4.00,27.00
2.25,40.00,0.15,-5.00,27.00
2.25,40.00,0.15,-6.00,27.00
2.25,40.00,0.15,-7.00,27.00
2.25,40.00,0.15,-8.00,27.00
2.25,40.00,0.15,-9.00,27.00
2.25,40.00,0.10,-3.00,27.00
2.25,40.00,0.10,-4.00,27.00
2.25,40.00,0.10,-5.00,27.00
2.25,40.00,0.10,-6.00,27.00
2.25,40.00,0.10,-7.00,27.00
2.25,40.00,0.10,-8.00,27.00
2.25,40.00,0.10,-9.00,27.00
2.25,30.00,0.55,-3.00,28.00
2.25,30.00,0.55,-4.00,28.00
2.25,30.00,0.55,-5.00,28.00
2.25,30.00,0.55,-6.00,28.00
2.25,30.00,0.55,-7.00,28.00
2.25,30.00,0.55,-8.00,28.00
2.25,30.00,0.55,-9.00,28.00
2.25,30.00,0.50,-3.00,28.00
2.25,30.00,0.50,-4.00,28.00
2.25,30.00,0.50,-5.00,28.00
2.25,30.00,0.50,-6.00,28.00
2.25,30.00,0.50,-7.00,28.00
2.25,30.00,0.50,-8.00,28.00
2.25,30.00,0.50,-9.00,28.00
2.25,30.00,0.45,-3.00,28.00
2.25,30.00,0.45,-4.00,28.00
2.25,30.00,0.45,-5.00,28.00
2.25,30.00,0.45,-6.00,28.00
2.25,30.00,0.45,-7.00,28.00
2.25,30.00,0.45,-8.00,28.00
2.25,30.00,0.45,-9.00,28.00
2.25,30.00,0.40,-3.00,28.00
2.25,30.00,0.40,-4.00,28.00
2.25,30.00,0.40,-5.00,28.00
2.25,30.00,0.40,-6.00,28.00
2.25,30.00,0.40,-7.00,28.00
2.25,30.00,0.40,-8.00,28.00
2.25,30.00,0.40,-9.00,28.00
2.25,30.00,0.35,-3.00,28.00
2.25,30.00,0.35,-4.00,28.00
2.25,30.00,0.35,-5.00,28.00
2.25,30.00,0.35,-6.00,28.00
2.25,30.00,0.35,-7.00,28.00
2.25,30.00,0.35,-8.00,28.00
2.25,30.00,0.35,-9.00,28.00
2.25,30.00,0.30,-3.00,28.00
2.25,30.00,0.30,-4.00,28.00
2.25,30.00,0.30,-5.00,28.00
2.25,30.00,0.30,-6.00,28.00
2.25,30.00,0.30,-7.00,28.00
2.25,30.00,0.30,-8.00,28.00
2.25,30.00,0.30,-9.00,28.00
2.25,30.00,0.25,-3.00,28.00
2.25,30.00,0.25,-4.00,28.00
2.25,30.00,0.25,-5.00,28.00
2.25,30.00,0.25,-6.00,28.00
2.25,30.00,0.25,-7.00,28.00
2.25,30.00,0.25,-8.00,28.00
2.25,30.00,0.25,-9.00,28.00
2.25,30.00,0.20,-3.00,28.00
2.25,30.00,0.20,-4.00,28.00
2.25,30.00,0.20,-5.00,28.00
2.25,30.00,0.20,-6.00,28.00
2.25,30.00,0.20,-7.00,28.00
2.25,30.00,0.20,-8.00,28.00
2.25,30.00,0.20,-9.00,28.00
2.25,30.00,0.15,-3.00,28.00
2.25,30.00,0.15,-4.00,28.00
2.25,30.00,0.15,-5.00,28.00
2.25,30.00,0.15,-6.00,28.00
2.25,30.00,0.15,-7.00,28.00
2.25,30.00,0.15,-8.00,28.00
2.25,30.00,0.15,-9.00,28.00
2.25,30.00,0.10,-3.00,28.00
2.25,30.00,0.10,-4.00,28.00
2.25,30.00,0.10,-5.00,28.00
2.25,30.00,0.10,-6.00,28.00
2.25,30.00,0.10,-7.00,28.00
2.25,30.00,0.10,-8.00,28.00
2.25,30.00,0.10,-9.00,28.00
2.00,90.00,0.55,-3.00,29.00
2.00,90.00,0.55,-4.00,29.00
2.00,90.00,0.55,-5.00,29.00
2.00,90.00,0.55,-6.00,29.00
2.00,90.00,0.55,-7.00,29.00
2.00,90.00,0.55,-8.00,29.00
2.00,90.00,0.55,-9.00,29.00
2.00,90.00,0.50,-3.00,29.00
2.00,90.00,0.50,-4.00,29.00
2.00,90.00,0.50,-5.00,29.00
2.00,90.00,0.50,-6.00,29.00
2.00,90.00,0.50,-7.00,29.00
2.00,90.00,0.50,-8.00,29.00
2.00,90.00,0.50,-9.00,29.00
2.00,90.00,0.45,-3.00,29.00
2.00,90.00,0.45,-4.00,29.00
2.00,90.00,0.45,-5.00,29.00
2.00,90.00,0.45,-6.00,29.00
2.00,90.00,0.45,-7.00,29.00
2.00,90.00,0.45,-8.00,29.00
2.00,90.00,0.45,-9.00,29.00
2.00,90.00,0.40,-3.00,29.00
2.00,90.00,0.40,-4.00,29.00
2.00,90.00,0.40,-5.00,29.00
2.00,90.00,0.40,-6.00,29.00
2.00,90.00,0.40,-7.00,29.00
2.00,90.00,0.40,-8.00,29.00
2.00,90.00,0.40,-9.00,29.00
2.00,90.00,0.35,-3.00,29.00
2.00,90.00,0.35,-4.00,29.00
2.00,90.00,0.35,-5.00,29.00
2.00,90.00,0.35,-6.00,29.00
2.00,90.00,0.35,-7.00,29.00
2.00,90.00,0.35,-8.00,29.00
2.00,90.00,0.35,-9.00,29.00
