vz_d,vx_d,trial_num,landing_rate,RREV_threshold,G1,G2,RREV_sig,G1_sig,G2_sig,RREV_trigger,OF_y,My_d,impact_eul,impact_tdelta,alpha_mu,alpha_sigma,mu_ini,sigma_ini
2.75,1.25,2,0.5652173757553101,4.56,2.97,3.07,0.03,0.0,0.01,4.9208461538461545,-2.0656923076923075,-2.9710000000000005,-110.48429063459139,0.24830769230769734,[0. 0.],[0. 0.],[2.69 4.2  3.7 ],[2. 2. 2.]
2.75,1.25,3,,3.15,10.37,3.76,0.0,0.0,1.02,,,,,,[0. 0.],[0. 0.],[1.71 4.72 1.27],[2. 2. 2.]
2.75,1.25,4,0.7272727489471436,4.5,3.54,2.55,0.03,0.25,0.0,4.755875,-1.9994999999999998,-3.5207499999999996,-143.44530674646313,0.2629374999999996,[0. 0.],[0. 0.],[3.01 5.37 3.46],[2. 2. 2.]
2.75,1.25,5,0.375,4.98,4.79,4.48,0.05,0.35,0.21,5.235777777777778,-2.1996666666666664,-4.830333333333332,-127.1428457966519,0.21011111111110065,[0. 0.],[0. 0.],[3.76 3.87 2.34],[2. 2. 2.]
2.75,1.5,0,0.0,4.06,0.32,2.12,0.01,0.01,0.49,,,,,,[0. 0.],[0. 0.],[5.01 1.51 1.18],[2. 2. 2.]
2.75,1.5,1,0.95652174949646,4.49,3.14,3.14,0.0,0.0,0.11,4.876181818181818,-2.462181818181818,-3.1400909090909095,-125.91460090366554,0.2595454545454665,[0. 0.],[0. 0.],[2.28 2.99 2.95],[2. 2. 2.]
2.75,1.5,2,0.5652173757553101,4.91,4.24,6.81,0.01,0.08,0.01,5.19523076923077,-2.6216153846153847,-4.240384615384616,-113.79708135185162,0.21915384615384098,[0. 0.],[0. 0.],[1.25 5.68 5.24],[2. 2. 2.]
2.75,1.5,3,0.75,4.55,2.69,10.65,0.01,0.0,0.03,4.8853333333333335,-2.4657777777777774,-2.6885,-121.54761325540312,0.2672222222222287,[0. 0.],[0. 0.],[6.97 2.99 1.4 ],[2. 2. 2.]
2.75,1.5,4,0.0,17.38,0.52,3.81,0.1,0.0,0.0,,,,,,[0. 0.],[0. 0.],[4.   4.28 2.81],[2. 2. 2.]
2.75,1.5,5,0.43478259444236755,4.88,8.29,2.19,0.01,0.03,0.0,5.264200000000001,-2.6576,-8.2877,-107.85932762336941,0.19420000000000073,[0. 0.],[0. 0.],[2.08 5.51 2.42],[2. 2. 2.]
2.75,1.75,0,0.8999999761581421,4.65,5.08,2.89,0.0,0.0,0.01,5.200166666666667,-3.0612222222222223,-5.081777777777777,-134.79566366758706,0.21605555555555295,[0. 0.],[0. 0.],[4.6  5.79 1.32],[2. 2. 2.]
2.75,1.75,1,0.8333333134651184,4.69,3.4,1.69,0.0,0.01,0.03,5.09875,-3.0018499999999997,-3.4064499999999995,-121.48699508622903,0.23355000000000245,[0. 0.],[0. 0.],[3.08 2.51 1.66],[2. 2. 2.]
2.75,1.75,2,0.75,4.62,2.79,1.43,0.01,0.04,0.0,4.861555555555555,-2.8603333333333327,-2.7976111111111113,-124.75459803586435,0.2600555555555483,[0. 0.],[0. 0.],[1.6  2.18 1.03],[2. 2. 2.]
2.75,1.75,3,0.9130434989929199,4.68,4.06,1.45,0.06,0.02,0.06,5.188428571428571,-3.0559047619047623,-4.060190476190476,-125.50984394777103,0.2268095238095173,[0. 0.],[0. 0.],[2.41 4.75 1.35],[2. 2. 2.]
2.75,1.75,4,1.0,4.34,4.3,1.4,0.0,0.01,0.03,4.950176470588235,-2.9148823529411767,-4.304411764705882,-134.61344589561148,0.2290000000000017,[0. 0.],[0. 0.],[4.19 5.32 1.64],[2. 2. 2.]
2.75,1.75,5,0.782608687877655,4.76,6.02,2.38,0.0,0.0,0.09,5.316166666666666,-3.1294999999999997,-6.023,-131.60041101428158,0.19950000000000678,[0. 0.],[0. 0.],[4.27 6.3  3.08],[2. 2. 2.]
2.75,2.0,0,0.9473684430122375,4.83,11.59,5.88,0.0,0.07,0.38,5.5715,-3.751055555555556,-11.564166666666667,-125.49190456317076,0.17061111111110863,[0. 0.],[0. 0.],[4.69 6.37 3.19],[2. 2. 2.]
2.75,2.0,1,0.8260869383811951,4.93,7.68,1.62,0.01,0.33,0.0,5.479157894736842,-3.6883157894736844,-7.726842105263157,-144.2855296070501,0.18721052631578736,[0. 0.],[0. 0.],[3.47 3.05 1.67],[2. 2. 2.]
2.75,2.0,2,0.5416666865348816,5.25,7.04,10.09,0.05,0.0,0.49,5.6845384615384615,-3.8288461538461536,-7.041923076923077,-128.08666452882466,0.1840000000000128,[0. 0.],[0. 0.],[5.33 5.8  4.42],[2. 2. 2.]
2.75,2.0,3,1.0,4.52,4.17,1.67,0.02,0.01,0.0,5.033363636363635,-3.387590909090909,-4.1700454545454555,-124.19233702109064,0.2298181818181733,[0. 0.],[0. 0.],[4.66 3.62 1.6 ],[2. 2. 2.]
2.75,2.0,4,0.875,4.97,6.99,0.68,0.01,0.0,0.27,5.432380952380953,-3.654809523809524,-6.994476190476191,-131.5285410063441,0.18123809523809714,[0. 0.],[0. 0.],[3.6  5.81 2.16],[2. 2. 2.]
2.75,2.0,5,0.625,4.4,1.51,2.4,0.0,0.0,0.0,4.8088,-3.2393,-1.5080000000000002,-111.01572250372939,0.3202999999999975,[0. 0.],[0. 0.],[5.99 3.07 2.2 ],[2. 2. 2.]
2.75,2.25,0,0.8695651888847351,4.66,4.13,3.54,0.0,0.0,0.01,4.93455,-3.737799999999999,-4.1241,-139.25916054854525,0.2298999999999997,[0. 0.],[0. 0.],[5.23 3.29 2.46],[2. 2. 2.]
2.75,2.25,1,1.0,4.51,5.11,6.29,0.02,0.01,0.25,5.061333333333334,-3.8337222222222227,-5.109,-144.90570241299883,0.21522222222222354,[0. 0.],[0. 0.],[2.22 4.02 2.79],[2. 2. 2.]
2.75,2.25,2,0.8999999761581421,4.28,2.86,12.2,0.0,0.0,0.1,4.846777777777778,-3.6670555555555557,-2.8577777777777778,-121.05043833250794,0.2611666666666667,[0. 0.],[0. 0.],[3.49 4.92 4.61],[2. 2. 2.]
2.75,2.25,3,0.8636363744735718,4.86,8.69,3.62,0.0,0.04,0.01,5.636894736842105,-4.270842105263159,-8.715210526315792,-126.86879175745844,0.18542105263160416,[0. 0.],[0. 0.],[2.81 6.69 3.21],[2. 2. 2.]
2.75,2.25,4,0.9444444179534912,4.29,4.26,2.44,0.02,0.0,0.01,4.74664705882353,-3.596176470588235,-4.257411764705883,-148.06323707139367,0.2470588235294088,[0. 0.],[0. 0.],[6.01 4.29 2.08],[2. 2. 2.]
2.75,2.25,5,,3.12,9.84,5.98,0.0,0.48,0.11,,,,,,[0. 0.],[0. 0.],[3.65 4.52 3.93],[2. 2. 2.]
2.75,2.5,0,0.7916666865348816,4.97,11.43,2.75,0.03,0.4,0.0,5.550526315789474,-4.673421052631579,-11.39257894736842,-128.00310471537432,0.17494736842105177,[0. 0.],[0. 0.],[6.23 2.37 1.03],[2. 2. 2.]
2.75,2.5,1,0.75,4.64,3.97,6.1,0.0,0.01,0.0,5.0264444444444445,-4.228222222222222,-3.9700555555555557,-124.09610041251318,0.23011111111111168,[0. 0.],[0. 0.],[4.97 6.07 3.24],[2. 2. 2.]
2.75,2.5,2,0.8333333134651184,5.01,9.75,2.37,0.01,0.01,0.0,5.75905,-4.8496500000000005,-9.735750000000001,-121.68248522078534,0.1697499999999991,[0. 0.],[0. 0.],[3.01 4.96 2.13],[2. 2. 2.]
2.75,2.5,3,0.9047619104385376,4.46,2.84,3.67,0.02,0.0,0.0,4.870894736842106,-4.098210526315789,-2.8461052631578947,-123.817386461181,0.2636842105263213,[0. 0.],[0. 0.],[6.85 3.36 1.6 ],[2. 2. 2.]
2.75,2.5,4,0.8095238208770752,4.71,5.75,2.47,0.0,0.0,0.0,5.283764705882354,-4.450058823529411,-5.7508235294117656,-143.13755621946976,0.2060000000000039,[0. 0.],[0. 0.],[4.81 5.57 2.99],[2. 2. 2.]
2.75,2.5,5,0.190476194024086,4.85,4.55,1.78,0.12,0.15,0.02,5.276249999999999,-4.4430000000000005,-4.67975,-139.34943026706526,0.22699999999996123,[0. 0.],[0. 0.],[6.48 5.25 2.77],[2. 2. 2.]
2.75,2.75,0,0.9090909361839294,4.88,7.59,2.03,0.0,0.11,0.04,5.37615,-4.97755,-7.6427499999999995,-141.42297404116394,0.19765000000001579,[0. 0.],[0. 0.],[2.58 6.12 1.  ],[2. 2. 2.]
2.75,2.75,1,1.0,4.5,6.55,4.85,0.02,0.03,0.02,5.117941176470588,-4.7391764705882355,-6.547058823529412,-130.07081331525478,0.210941176470589,[0. 0.],[0. 0.],[5.43 5.6  3.93],[2. 2. 2.]
2.75,2.75,2,1.0,4.53,6.27,6.63,0.04,0.0,0.02,5.1450588235294115,-4.767823529411764,-6.272588235294117,-123.36419228075749,0.20952941176470657,[0. 0.],[0. 0.],[1.5  6.87 2.24],[2. 2. 2.]
2.75,2.75,3,0.9375,4.5,8.26,3.25,0.09,0.0,0.03,5.1868,-4.804000000000001,-8.259866666666667,-160.9682515657481,0.19699999999998,[0. 0.],[0. 0.],[5.76 5.06 3.41],[2. 2. 2.]
2.75,2.75,4,0.4166666567325592,5.53,9.91,7.58,0.0,0.12,0.09,6.0406,-5.5920000000000005,-9.9892,-108.7849315826755,0.16129999999999994,[0. 0.],[0. 0.],[3.27 4.58 2.04],[2. 2. 2.]
2.75,2.75,5,0.5,5.0,5.53,2.9,0.01,0.08,0.02,5.52925,-5.1215,-5.553999999999999,-120.01868569928276,0.189250000000006,[0. 0.],[0. 0.],[5.31 2.38 1.68],[2. 2. 2.]
3.0,0.0,0,0.4583333432674408,4.79,8.31,4.89,0.0,0.09,0.0,5.209727272727272,0.0017272727272727275,-8.349909090909092,-100.51237706328989,0.19345454545454935,[0. 0.],[0. 0.],[4.1  4.47 1.59],[2. 2. 2.]
3.0,0.0,1,0.625,4.57,6.79,2.81,0.0,0.36,0.02,4.957933333333333,0.002066666666666667,-6.901,-126.02308125459574,0.21680000000000443,[0. 0.],[0. 0.],[2.73 2.74 1.28],[2. 2. 2.]
3.0,0.0,2,0.5652173757553101,4.72,9.94,6.41,0.0,0.02,0.02,5.050000000000001,0.0018461538461538461,-9.923307692307693,-148.97661850680598,0.19661538461539643,[0. 0.],[0. 0.],[4.1  6.98 6.25],[2. 2. 2.]
3.0,0.0,3,0.375,4.64,7.4,10.27,0.0,0.04,0.02,5.069222222222222,0.0012222222222222222,-7.415333333333333,-127.18935588516966,0.20399999999998158,[0. 0.],[0. 0.],[6.8  3.47 1.64],[2. 2. 2.]
3.0,0.0,4,0.4166666567325592,4.47,4.76,1.46,0.04,0.34,0.0,4.809099999999999,0.0014000000000000002,-4.7713,-155.9922965037356,0.2388000000000005,[0. 0.],[0. 0.],[1.34 4.81 1.27],[2. 2. 2.]
3.0,0.0,5,0.2916666567325592,4.24,3.74,2.15,0.01,0.0,0.01,4.536428571428571,0.0017142857142857144,-3.746,-128.36016232654023,0.2742857142857148,[0. 0.],[0. 0.],[3.03 2.91 2.7 ],[2. 2. 2.]
3.0,0.25,0,0.4583333432674408,4.94,8.93,3.23,0.06,0.24,0.02,5.229454545454545,-0.4055454545454545,-8.808545454545454,-162.52674897666736,0.19436363636363943,[0. 0.],[0. 0.],[2.8  6.68 3.48],[2. 2. 2.]
3.0,0.25,1,0.125,4.74,5.33,1.24,0.0,0.0,0.03,5.1883333333333335,-0.40166666666666667,-5.329999999999999,-160.15464195138327,0.20533333333334744,[0. 0.],[0. 0.],[5.95 4.73 2.05],[2. 2. 2.]
3.0,0.25,2,0.43478259444236755,4.16,5.29,5.49,0.0,0.03,0.02,4.696,-0.36369999999999997,-5.297,-175.6266953080976,0.24779999999999944,[0. 0.],[0. 0.],[4.32 5.76 3.69],[2. 2. 2.]
3.0,0.25,3,0.4583333432674408,4.74,6.74,6.51,0.0,0.0,0.01,5.200818181818182,-0.40263636363636357,-6.738636363636363,-161.33508787519702,0.20036363636362156,[0. 0.],[0. 0.],[4.23 5.5  5.35],[2. 2. 2.]
3.0,0.25,4,0.375,4.81,10.35,4.21,0.0,0.19,0.02,5.058777777777777,-0.3924444444444445,-10.234333333333334,-133.47609851906606,0.2037777777777718,[0. 0.],[0. 0.],[4.4  4.33 2.85],[2. 2. 2.]
3.0,0.25,5,0.375,4.84,8.1,4.28,0.0,0.49,0.0,5.231444444444445,-0.40599999999999997,-8.46788888888889,-162.20100412603645,0.1913333333333337,[0. 0.],[0. 0.],[6.05 5.83 3.65],[2. 2. 2.]
3.0,0.5,0,0.1666666716337204,4.77,5.03,8.44,0.0,0.2,0.75,5.16625,-0.8032500000000001,-5.02125,-130.3007892053015,0.21050000000002456,[0. 0.],[0. 0.],[4.71 3.63 2.82],[2. 2. 2.]
3.0,0.5,1,0.5714285969734192,4.75,10.5,12.21,0.0,0.12,0.04,5.2335,-0.8123333333333335,-10.46175,-166.0261489335165,0.18883333333333022,[0. 0.],[0. 0.],[5.42 4.9  4.1 ],[2. 2. 2.]
3.0,0.5,2,0.6000000238418579,4.55,8.96,4.11,0.0,0.05,0.11,5.094166666666667,-0.7914166666666667,-8.94825,-157.92326299358615,0.1901666666666415,[0. 0.],[0. 0.],[4.49 3.36 2.18],[2. 2. 2.]
3.0,0.5,3,0.739130437374115,4.53,7.84,3.83,0.08,0.0,0.04,5.069117647058824,-0.7875882352941176,-7.842117647058823,-134.67519618038364,0.2021176470588248,[0. 0.],[0. 0.],[1.71 6.25 2.29],[2. 2. 2.]
3.0,0.5,4,0.6666666865348816,4.96,11.89,3.94,0.05,0.01,0.01,5.204375000000001,-0.807875,-11.892937499999999,-160.25324956932735,0.19525000000000858,[0. 0.],[0. 0.],[3.72 4.92 3.18],[2. 2. 2.]
3.0,0.5,5,0.5416666865348816,4.29,5.37,1.67,0.01,0.1,0.0,4.689076923076923,-0.7271538461538462,-5.3239230769230765,-170.09215169531836,0.23446153846154077,[0. 0.],[0. 0.],[6.19 4.8  4.47],[2. 2. 2.]
3.0,0.75,0,0.3913043439388275,4.34,2.38,1.88,0.04,0.0,0.02,4.527777777777778,-1.0566666666666664,-2.3778888888888883,-156.3920815394988,0.3115555555555779,[0. 0.],[0. 0.],[2.39 3.13 1.4 ],[2. 2. 2.]
3.0,0.75,1,,3.5,5.81,2.42,0.02,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.35 4.41 2.45],[2. 2. 2.]
3.0,0.75,2,0.4166666567325592,4.97,6.72,3.0,0.01,0.0,0.47,5.3697,-1.2502,-6.7159,-151.41090747775644,0.20060000000000286,[0. 0.],[0. 0.],[1.67 2.25 1.87],[2. 2. 2.]
3.0,0.75,3,0.4583333432674408,5.02,8.56,5.23,0.01,0.23,0.09,5.216909090909091,-1.216909090909091,-8.621181818181817,-159.62186633501562,0.19145454545454432,[0. 0.],[0. 0.],[6.31 6.03 5.82],[2. 2. 2.]
3.0,0.75,4,0.5833333134651184,5.02,8.96,1.03,0.0,0.01,0.0,5.3111428571428565,-1.2384285714285714,-8.959714285714284,-159.54553872097674,0.19200000000000322,[0. 0.],[0. 0.],[2.64 3.63 1.95],[2. 2. 2.]
3.0,0.75,5,0.5416666865348816,4.92,10.21,1.25,0.06,0.04,0.07,5.264615384615384,-1.2260769230769228,-10.199153846153846,-152.55778918960405,0.18769230769232065,[0. 0.],[0. 0.],[2.05 6.07 1.02],[2. 2. 2.]
3.0,1.0,0,0.6190476417541504,4.57,6.26,5.39,0.01,0.0,0.01,5.166,-1.6066923076923074,-6.257461538461538,-149.02793449019885,0.20292307692308825,[0. 0.],[0. 0.],[6.41 6.12 4.58],[2. 2. 2.]
3.0,1.0,1,0.5,4.47,4.05,1.34,0.0,0.13,0.0,4.876727272727273,-1.5182727272727272,-4.096,-146.11987383694802,0.24036363636362135,[0. 0.],[0. 0.],[4.39 1.21 1.06],[2. 2. 2.]
3.0,1.0,2,0.4583333432674408,4.7,5.15,4.73,0.02,0.0,0.03,4.8719090909090905,-1.5164545454545455,-5.153181818181817,-145.82159197844578,0.2212727272727348,[0. 0.],[0. 0.],[6.01 4.16 3.58],[2. 2. 2.]
3.0,1.0,3,0.5833333134651184,4.78,7.59,1.56,0.0,0.02,0.23,5.114714285714285,-1.5902142857142856,-7.598357142857142,-144.70511854618815,0.1942857142857406,[0. 0.],[0. 0.],[2.28 4.34 1.88],[2. 2. 2.]
3.0,1.0,4,0.0,1.22,6.82,2.02,2.0,2.0,2.0,,,,,,[0. 0.],[0. 0.],[1.22 6.82 2.02],[2. 2. 2.]
3.0,1.0,5,0.5909090638160706,4.42,6.96,1.42,0.02,0.05,0.0,4.990615384615383,-1.5512307692307692,-6.951,-166.49592726754156,0.2127692307692279,[0. 0.],[0. 0.],[1.09 2.44 1.77],[2. 2. 2.]
3.0,1.25,0,0.5,5.05,10.46,1.84,0.0,0.1,0.2,5.451333333333333,-2.1185000000000005,-10.4105,-154.07277371404044,0.19000000000001668,[0. 0.],[0. 0.],[3.91 5.94 2.15],[2. 2. 2.]
3.0,1.25,1,0.52173912525177,5.03,9.25,6.37,0.0,0.06,0.02,5.5395,-2.15375,-9.267583333333334,-138.6494296287943,0.17150000000000679,[0. 0.],[0. 0.],[5.14 5.47 3.  ],[2. 2. 2.]
3.0,1.25,2,0.0,8.12,0.86,3.89,0.24,0.0,0.0,,,,,,[0. 0.],[0. 0.],[4.08 2.37 1.11],[2. 2. 2.]
3.0,1.25,4,0.5833333134651184,4.7,4.87,3.51,0.06,0.12,0.0,5.0528571428571425,-1.9647142857142856,-4.892857142857143,-139.40521322448487,0.21600000000000005,[0. 0.],[0. 0.],[6.43 3.22 2.88],[2. 2. 2.]
3.0,1.25,5,0.75,5.02,7.92,3.74,0.0,0.0,0.14,5.388444444444444,-2.0935,-7.917833333333332,-144.18578583275286,0.184888888888895,[0. 0.],[0. 0.],[4.68 6.67 6.61],[2. 2. 2.]
3.0,1.5,0,0.6521739363670349,5.03,10.3,3.71,0.0,0.14,0.0,5.3724,-2.508933333333333,-10.283,-143.73534500796552,0.18293333333333142,[0. 0.],[0. 0.],[2.02 5.18 3.98],[2. 2. 2.]
3.0,1.5,1,0.8260869383811951,4.55,3.91,1.64,0.01,0.1,0.01,4.915105263157895,-2.29321052631579,-3.930105263157895,-114.81197891134626,0.235789473684207,[0. 0.],[0. 0.],[2.23 3.08 1.07],[2. 2. 2.]
3.0,1.5,2,0.761904776096344,4.44,4.23,5.04,0.07,0.08,0.19,4.8871875,-2.2821875,-4.254,-156.1020364887625,0.24224999999999497,[0. 0.],[0. 0.],[1.37 4.96 4.06],[2. 2. 2.]
3.0,1.5,4,0.9473684430122375,4.28,2.57,4.84,0.01,0.0,0.0,4.643388888888889,-2.1669444444444443,-2.5694444444444446,-133.31562815691686,0.2858888888888913,[0. 0.],[0. 0.],[1.35 2.81 2.48],[2. 2. 2.]
3.0,1.5,5,0.0,6.18,7.32,2.89,0.02,0.14,0.01,,,,,,[0. 0.],[0. 0.],[6.03 5.21 3.42],[2. 2. 2.]
3.0,1.75,0,0.7916666865348816,4.95,16.66,2.44,0.05,0.05,0.09,5.462052631578947,-2.972,-16.68457894736842,-134.12006694480715,0.18389473684211274,[0. 0.],[0. 0.],[2.9  3.26 3.08],[2. 2. 2.]
3.0,1.75,1,0.9047619104385376,4.63,7.54,7.18,0.02,0.0,0.12,5.154842105263158,-2.8063684210526314,-7.537947368421053,-108.4958689917663,0.20157894736839926,[0. 0.],[0. 0.],[5.96 5.25 2.67],[2. 2. 2.]
3.0,1.75,2,0.0,3.4,4.38,1.38,0.02,0.01,0.0,,,,,,[0. 0.],[0. 0.],[2.64 5.35 1.56],[2. 2. 2.]
3.0,1.75,3,0.9166666865348816,4.72,5.94,3.99,0.01,0.05,0.01,5.195181818181817,-2.8282272727272724,-5.939727272727273,-124.4439178813575,0.2006363636363579,[0. 0.],[0. 0.],[2.02 6.66 5.21],[2. 2. 2.]
3.0,1.75,4,0.8571428656578064,4.84,8.5,2.11,0.0,0.03,0.01,5.400277777777778,-2.9395555555555553,-8.513222222222224,-126.2616669676823,0.18644444444446626,[0. 0.],[0. 0.],[3.47 7.   4.04],[2. 2. 2.]
3.0,1.75,5,0.7083333134651184,5.2,8.89,4.19,0.0,0.13,0.02,5.588529411764705,-3.042588235294118,-8.90505882352941,-126.95395834148269,0.18141176470587894,[0. 0.],[0. 0.],[1.79 6.09 5.19],[2. 2. 2.]
3.0,2.0,0,1.0,3.27,7.8,4.38,0.0,0.01,0.0,3.466555555555556,-2.158555555555555,-7.799444444444443,-132.53145814903695,0.4197777777777737,[0. 0.],[0. 0.],[1.26 6.7  5.16],[2. 2. 2.]
3.0,2.0,1,0.8333333134651184,5.33,13.52,4.52,0.03,0.03,0.09,5.699199999999999,-3.54495,-13.508600000000001,-130.09769415139448,0.1712999999999795,[0. 0.],[0. 0.],[5.84 6.38 4.49],[2. 2. 2.]
3.0,2.0,2,0.75,5.28,15.64,0.98,0.0,0.09,0.0,5.7058333333333335,-3.5517777777777777,-15.592111111111112,-134.54505195348128,0.171333333333343,[0. 0.],[0. 0.],[2.2 6.7 2.8],[2. 2. 2.]
3.0,2.0,3,0.8571428656578064,4.73,4.15,0.66,0.15,0.0,0.01,5.0663333333333345,-3.1526111111111113,-4.1498333333333335,-133.20163480862342,0.23111111111112198,[0. 0.],[0. 0.],[5.31 4.2  1.21],[2. 2. 2.]
3.0,2.0,4,0.21739129722118378,6.16,14.2,2.49,0.02,0.81,0.02,6.419199999999999,-3.9974000000000003,-13.890799999999999,-93.7749004582138,0.15319999999999964,[0. 0.],[0. 0.],[3.29 3.45 1.03],[2. 2. 2.]
3.0,2.25,0,0.8260869383811951,5.21,6.37,6.61,0.0,0.0,0.01,5.686578947368421,-3.9794210526315794,-6.3727368421052635,-127.00425010973007,0.18642105263157768,[0. 0.],[0. 0.],[2.78 4.57 2.79],[2. 2. 2.]
3.0,2.25,1,0.75,5.05,4.42,2.7,0.03,0.03,0.34,5.295055555555555,-3.7083333333333335,-4.428666666666667,-115.7393165262098,0.20822222222222114,[0. 0.],[0. 0.],[3.34 2.65 1.54],[2. 2. 2.]
3.0,2.25,2,0.8695651888847351,5.16,5.91,9.85,0.0,0.01,0.85,5.5215000000000005,-3.866550000000001,-5.91005,-125.51445187471253,0.1958000000000005,[0. 0.],[0. 0.],[2.79 6.62 6.4 ],[2. 2. 2.]
3.0,2.25,3,0.7727272510528564,5.11,6.03,3.44,0.0,0.04,0.01,5.537352941176471,-3.8779411764705882,-6.025882352941176,-127.95194328864032,0.19435294117647064,[0. 0.],[0. 0.],[1.26 6.45 4.69],[2. 2. 2.]
3.0,2.25,4,0.739130437374115,4.54,2.99,1.13,0.02,0.02,0.33,4.894058823529412,-3.429352941176471,-2.999941176470588,-132.9845528043891,0.2532941176470608,[0. 0.],[0. 0.],[3.76 3.96 1.4 ],[2. 2. 2.]
3.0,2.25,5,0.875,5.32,9.18,3.55,0.05,0.0,0.04,5.8155238095238095,-4.072809523809523,-9.18609523809524,-134.37912500932174,0.16980952380952363,[0. 0.],[0. 0.],[2.98 6.92 1.76],[2. 2. 2.]
3.0,2.5,0,0.625,5.04,5.39,1.89,0.01,0.18,0.01,5.402933333333333,-4.205733333333333,-5.066866666666667,-123.50320811248874,0.20399999999999968,[0. 0.],[0. 0.],[6.61 4.7  2.19],[2. 2. 2.]
3.0,2.5,1,1.0,5.04,9.07,2.36,0.0,0.94,0.0,5.6507000000000005,-4.39695,-9.00675,-148.08178682941622,0.1823000000000001,[0. 0.],[0. 0.],[5.28 6.95 1.61],[2. 2. 2.]
3.0,2.5,2,0.8695651888847351,5.18,7.03,5.31,0.03,0.12,0.07,5.6789000000000005,-4.417699999999999,-7.007350000000001,-120.22811366820982,0.17710000000000034,[0. 0.],[0. 0.],[1.33 6.29 5.48],[2. 2. 2.]
3.0,2.5,3,0.7727272510528564,4.74,3.53,1.71,0.0,0.0,0.0,5.073882352941176,-3.947941176470589,-3.5294117647058822,-117.60454715414369,0.22011764705882378,[0. 0.],[0. 0.],[6.24 4.76 4.48],[2. 2. 2.]
3.0,2.5,4,1.0,4.8,10.03,2.67,0.15,0.01,0.0,5.389199999999999,-4.18915,-10.0277,-153.0516726310944,0.18560000000000126,[0. 0.],[0. 0.],[5.37 6.96 2.84],[2. 2. 2.]
3.0,2.5,5,0.6521739363670349,4.53,2.59,1.96,0.03,0.02,0.0,4.904999999999999,-3.816466666666666,-2.607133333333333,-121.83889444643549,0.2601333333333327,[0. 0.],[0. 0.],[2.64 3.63 2.94],[2. 2. 2.]
3.0,2.75,0,0.0,3.6,2.89,1.45,0.01,0.0,0.01,,,,,,[0. 0.],[0. 0.],[2.17 3.43 2.56],[2. 2. 2.]
3.0,2.75,1,0.7916666865348816,5.09,4.84,4.02,0.01,0.0,0.08,5.545315789473683,-4.746894736842106,-4.840473684210526,-126.0705545073996,0.1988421052631594,[0. 0.],[0. 0.],[4.44 6.77 2.12],[2. 2. 2.]
3.0,2.75,2,0.0,5.21,5.72,3.37,0.06,0.01,0.02,,,,,,[0. 0.],[0. 0.],[5.08 5.8  1.94],[2. 2. 2.]
3.0,2.75,3,1.0,4.75,6.1,7.51,0.05,0.0,0.14,5.302157894736842,-4.540315789473684,-6.1027894736842105,-126.9185231340675,0.20189473684210438,[0. 0.],[0. 0.],[3.56 5.85 4.69],[2. 2. 2.]
3.0,2.75,4,1.0,5.23,8.91,1.87,0.04,0.0,0.0,5.742571428571429,-4.913619047619048,-8.908333333333333,-133.76126997134128,0.167428571428568,[0. 0.],[0. 0.],[4.33 6.35 3.06],[2. 2. 2.]
3.0,2.75,5,1.0,5.07,6.45,2.73,0.0,0.01,0.11,5.686727272727273,-4.86690909090909,-6.455818181818182,-117.14160202299105,0.1884545454545396,[0. 0.],[0. 0.],[3.32 5.8  3.81],[2. 2. 2.]
3.25,0.0,0,0.1666666716337204,4.57,3.0,1.8,0.59,1.3,2.34,4.728,0.001,-4.2885,-174.38055514222907,0.26000000000000156,[0. 0.],[0. 0.],[6.69 5.65 4.87],[2. 2. 2.]
3.25,0.0,1,0.0,7.54,1.0,2.57,0.01,0.03,0.01,,,,,,[0. 0.],[0. 0.],[6.72 5.44 5.29],[2. 2. 2.]
3.25,0.0,2,0.4166666567325592,5.03,8.52,2.14,0.0,0.02,0.07,5.3105,0.0011,-8.522200000000002,-160.27835508311193,0.18619999999999665,[0. 0.],[0. 0.],[1.95 3.87 2.49],[2. 2. 2.]
3.25,0.0,3,0.1666666716337204,3.93,3.93,6.42,0.0,0.0,0.01,4.359666666666667,0.0,-3.9303333333333335,-67.89186752343738,0.28533333333332206,[0. 0.],[0. 0.],[5.53 5.45 3.61],[2. 2. 2.]
3.25,0.0,4,0.5454545617103577,4.07,5.0,2.92,0.0,0.0,0.02,4.546833333333333,0.0006666666666666666,-5.0015833333333335,-122.51490946491127,0.25466666666666526,[0. 0.],[0. 0.],[3.03 5.19 3.12],[2. 2. 2.]
3.25,0.0,5,0.5833333134651184,4.68,8.41,0.93,0.01,0.16,0.05,5.0520000000000005,0.0010714285714285715,-8.4135,-148.7333096540701,0.20828571428571,[0. 0.],[0. 0.],[6.24 3.33 1.5 ],[2. 2. 2.]
3.25,0.25,0,0.0,6.67,8.9,1.64,0.0,0.0,0.03,,,,,,[0. 0.],[0. 0.],[6.99 6.41 2.51],[2. 2. 2.]
3.25,0.25,1,0.5416666865348816,4.44,5.84,1.45,0.02,0.04,0.01,4.822230769230769,-0.34730769230769226,-5.803384615384615,-170.90956751501292,0.2319999999999937,[0. 0.],[0. 0.],[5.65 4.91 3.2 ],[2. 2. 2.]
