V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
0.5,10,90,0,--,4,False,True,False,--,0.504,-42.711,0.5,-80.0,0.5,10.0,0.11,1.877,3.021,0.01,0.163,--,-44.074,44.074,-8.014,1.746,-0.076,nan,nan,nan,nan,--,0.721,[1.    1.    0.641 0.999 0.997 0.137 1.   ],[0.505 0.051 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,10,90,1,--,4,False,True,False,--,0.503,-41.419,0.5,-80.0,0.5,10.0,0.113,1.88,3.016,0.01,0.163,--,-44.084,44.084,-7.896,1.784,-0.074,nan,nan,nan,nan,--,0.719,[1.    1.    0.624 0.999 0.997 0.137 1.   ],[0.503 0.08  0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,10,90,2,--,4,False,True,False,--,0.501,-40.704,0.5,-80.0,0.5,10.0,0.115,1.882,3.014,0.01,0.163,--,-44.215,44.215,-7.841,1.808,-0.073,nan,nan,nan,nan,--,0.718,[1.    1.    0.613 0.999 0.997 0.137 1.   ],[0.502 0.096 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,10,90,3,--,4,False,True,False,--,0.503,-41.786,0.5,-80.0,0.5,10.0,0.113,1.879,3.018,0.01,0.163,--,-44.474,44.474,-7.965,1.78,-0.076,nan,nan,nan,nan,--,0.72,[1.    1.    0.627 0.999 0.997 0.137 1.   ],[0.503 0.072 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,10,90,4,--,4,False,True,False,--,0.502,-40.869,0.5,-80.0,0.5,10.0,0.115,1.881,3.014,0.01,0.163,--,-44.393,44.393,-7.872,1.806,-0.074,nan,nan,nan,nan,--,0.718,[1.    1.    0.615 0.999 0.997 0.137 1.   ],[0.502 0.092 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,15,90,0,--,4,False,True,False,--,0.501,-40.455,0.5,-75.0,0.5,15.0,0.121,1.307,2.856,0.016,0.169,--,-35.9,35.9,-7.025,1.661,0.01,nan,nan,nan,nan,--,0.865,[1.    1.    0.66  0.983 0.984 0.681 1.   ],[0.502 0.101 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,15,90,1,--,4,False,True,False,--,0.5,-39.068,0.5,-75.0,0.5,15.0,0.125,1.31,2.848,0.016,0.17,--,-36.238,36.238,-6.94,1.707,0.01,nan,nan,nan,nan,--,0.864,[0.999 1.    0.641 0.984 0.984 0.686 1.   ],[0.5   0.132 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,15,90,2,--,4,False,True,False,--,0.504,-41.424,0.5,-75.0,0.5,15.0,0.119,1.304,2.862,0.015,0.169,--,-35.943,35.943,-7.11,1.636,0.008,nan,nan,nan,nan,--,0.867,[1.    1.    0.671 0.983 0.984 0.682 1.   ],[0.503 0.08  0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,15,90,3,--,4,False,True,False,--,0.5,-38.509,0.5,-75.0,0.5,15.0,0.127,1.312,2.845,0.016,0.17,--,-36.111,36.111,-6.879,1.722,0.012,nan,nan,nan,nan,--,0.863,[1.    1.    0.635 0.983 0.984 0.684 1.   ],[0.5   0.144 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
0.5,15,90,4,--,4,False,True,False,--,0.501,-39.648,0.5,-75.0,0.5,15.0,0.123,1.309,2.851,0.016,0.169,--,-35.975,35.975,-6.964,1.686,0.011,nan,nan,nan,nan,--,0.864,[1.    1.    0.65  0.983 0.984 0.682 1.   ],[0.501 0.118 0.001 0.   ],[-90   0],--,1,0,0,0,0,0
