vz_d,vx_d,trial_num,landing_rate,RREV_threshold,G1,RREV_sig,G1_sig,RREV_trigger,OF_y,My_d,impact_eul,impact_tdelta,alpha_mu,alpha_sigma,mu_ini,sigma_ini
2.25,1.25,4,0.0,7.78,7.26,0.0,0.01,,,,,,[0. 0.],[0. 0.],[2.45 6.75],[1.5 1.5]
2.25,1.25,5,0.42105263471603394,5.13,6.87,0.0,0.0,5.4095,-2.74025,-6.868875,-127.75832802812423,0.1822500000000038,[0. 0.],[0. 0.],[3.14 5.78],[1.5 1.5]
2.25,1.5,0,,4.59,3.03,0.0,0.0,,,,,,[0. 0.],[0. 0.],[6.33 3.56],[1.5 1.5]
2.25,1.5,1,,4.17,2.4,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.84 2.08],[1.5 1.5]
2.25,1.5,2,0.75,4.89,5.02,0.0,0.0,5.0485999999999995,-3.0693333333333337,-5.014666666666668,-150.80536814004986,0.21559999999999993,[0. 0.],[0. 0.],[3.91 6.34],[1.5 1.5]
2.25,1.5,3,0.6499999761581421,4.64,3.23,0.0,0.03,4.941000000000001,-3.0024615384615383,-3.2194615384615384,-137.03369111468774,0.25923076923077176,[0. 0.],[0. 0.],[6.98 4.75],[1.5 1.5]
2.25,1.5,4,,3.2,5.49,0.0,0.01,,,,,,[0. 0.],[0. 0.],[2.46 1.89],[1.5 1.5]
2.25,1.5,5,0.8260869383811951,4.54,3.57,0.0,0.01,4.95642105263158,-3.0102631578947374,-3.568526315789473,-138.4785960042148,0.2486315789473675,[0. 0.],[0. 0.],[3.21 3.05],[1.5 1.5]
2.25,1.75,0,0.8095238208770752,4.73,5.8,0.01,0.09,5.216882352941177,-3.697235294117647,-5.834647058823529,-135.00771571493559,0.20588235294117674,[0. 0.],[0. 0.],[6.8  4.59],[1.5 1.5]
2.25,1.75,1,0.5,4.7,2.47,0.01,0.01,5.0235,-3.563875,-2.4697500000000003,-132.52331627268822,0.2887499999999992,[0. 0.],[0. 0.],[2.98 2.38],[1.5 1.5]
2.25,1.75,2,,4.92,9.89,0.0,0.21,,,,,,[0. 0.],[0. 0.],[4.55 4.49],[1.5 1.5]
2.25,1.75,3,1.0,4.86,7.67,0.02,0.02,5.336374999999999,-3.784375,-7.663625000000001,-137.41559805871395,0.17924999999999647,[0. 0.],[0. 0.],[2.23 6.85],[1.5 1.5]
2.25,1.75,4,0.5909090638160706,4.45,6.2,0.05,0.12,5.0076153846153835,-3.550923076923077,-6.201153846153845,-122.34129039124308,0.20030769230769124,[0. 0.],[0. 0.],[2.8 5.6],[1.5 1.5]
2.25,1.75,5,0.8333333134651184,4.62,7.13,0.0,0.01,4.9354,-3.5004,-7.140000000000001,-145.476382913566,0.2052000000000021,[0. 0.],[0. 0.],[5.51 3.23],[1.5 1.5]
2.25,2.0,0,0.1111111119389534,4.72,5.84,0.16,0.0,4.9925,-4.0495,-5.839,-165.63031403060592,0.21000000000000085,[0. 0.],[0. 0.],[6.04 4.53],[1.5 1.5]
2.25,2.0,1,0.0,4.08,0.27,0.02,0.0,,,,,,[0. 0.],[0. 0.],[2.5  1.46],[1.5 1.5]
2.25,2.0,2,0.0,8.16,0.46,0.0,0.0,,,,,,[0. 0.],[0. 0.],[6.79 1.39],[1.5 1.5]
2.25,2.0,3,,3.93,2.6,0.0,0.0,,,,,,[0. 0.],[0. 0.],[5.1  1.63],[1.5 1.5]
2.25,2.0,4,0.0,5.26,0.25,0.01,0.01,,,,,,[0. 0.],[0. 0.],[4.6  1.05],[1.5 1.5]
2.25,2.0,5,,6.49,12.28,0.0,0.0,,,,,,[0. 0.],[0. 0.],[3.38 5.35],[1.5 1.5]
2.25,2.25,0,0.1538461595773697,5.09,2.1,0.0,0.01,5.136,-4.6865000000000006,-2.102,-118.9524361335624,0.2829999999999995,[0. 0.],[0. 0.],[5.63 1.89],[1.5 1.5]
2.25,2.25,1,0.9090909361839294,4.78,7.67,0.01,0.02,5.1335999999999995,-4.680250000000001,-7.679599999999999,-128.16238359102056,0.1881000000000043,[0. 0.],[0. 0.],[5.12 6.3 ],[1.5 1.5]
2.25,2.25,2,,5.47,18.24,0.01,0.17,,,,,,[0. 0.],[0. 0.],[6.29 4.07],[1.5 1.5]
2.25,2.25,3,,4.58,3.22,0.01,0.0,,,,,,[0. 0.],[0. 0.],[6.43 4.09],[1.5 1.5]
2.25,2.25,4,0.75,4.47,3.55,0.03,0.02,4.966866666666666,-4.528133333333334,-3.5480666666666667,-140.8435266357739,0.24666666666666748,[0. 0.],[0. 0.],[3.87 5.32],[1.5 1.5]
2.25,2.25,5,,4.85,2.14,0.0,0.0,,,,,,[0. 0.],[0. 0.],[6.43 2.07],[1.5 1.5]
2.25,2.5,1,0.7083333134651184,4.96,6.88,0.02,0.0,5.319176470588236,-5.38735294117647,-6.875588235294117,-140.97370853443667,0.1897647058823538,[0. 0.],[0. 0.],[5.36 6.51],[1.5 1.5]
2.25,2.5,2,,4.96,5.14,0.0,0.02,,,,,,[0. 0.],[0. 0.],[2.29 3.2 ],[1.5 1.5]
2.25,2.5,3,0.8571428656578064,4.78,4.05,0.0,0.0,5.036111111111111,-5.102055555555555,-4.047388888888889,-137.96869968955684,0.2322222222222227,[0. 0.],[0. 0.],[4.03 3.97],[1.5 1.5]
2.25,2.5,4,0.0,5.14,7.3,0.09,0.0,,,,,,[0. 0.],[0. 0.],[6.89 6.25],[1.5 1.5]
2.25,2.75,0,,4.19,7.3,0.0,0.01,,,,,,[0. 0.],[0. 0.],[4.66 4.12],[1.5 1.5]
2.25,2.75,1,1.0,4.41,4.91,0.0,0.0,4.866631578947368,-5.425947368421053,-4.9120526315789474,-133.91414473504,0.22389473684210612,[0. 0.],[0. 0.],[5.2  3.78],[1.5 1.5]
2.25,2.75,2,0.3181818127632141,5.68,10.28,0.0,0.0,5.8952857142857145,-6.5729999999999995,-10.283714285714284,-121.89040399884256,0.16028571428571528,[0. 0.],[0. 0.],[5.15 1.87],[1.5 1.5]
2.25,2.75,3,0.9166666865348816,4.75,5.69,0.0,0.1,5.179181818181818,-5.771272727272727,-5.729272727272728,-153.1310541911117,0.20881818181818285,[0. 0.],[0. 0.],[5.45 6.95],[1.5 1.5]
2.25,2.75,4,,4.88,9.46,0.0,0.03,,,,,,[0. 0.],[0. 0.],[1.56 7.  ],[1.5 1.5]
2.25,2.75,5,0.6666666865348816,4.79,8.89,0.01,0.0,5.107833333333333,-5.6915000000000004,-8.8855,-125.97621222096858,0.19016666666666993,[0. 0.],[0. 0.],[3.7  5.81],[1.5 1.5]
2.5,0.0,0,0.2916666567325592,4.82,4.91,0.0,0.0,4.9711428571428575,0.001,-4.914285714285714,-152.00271510112438,0.218000000000002,[0. 0.],[0. 0.],[2.43 3.21],[1.5 1.5]
2.5,0.0,1,,4.82,12.92,0.09,0.19,,,,,,[0. 0.],[0. 0.],[2.85 2.82],[1.5 1.5]
2.5,0.0,2,0.5555555820465088,4.29,8.71,0.0,0.0,4.799300000000001,0.0017000000000000001,-8.713099999999999,-62.507824465557306,0.21059999999999945,[0. 0.],[0. 0.],[2.71 5.69],[1.5 1.5]
2.5,0.0,3,0.38461539149284363,4.09,3.29,0.01,0.01,4.6419999999999995,0.0021999999999999997,-3.2916000000000003,-140.10315177810705,0.2891999999999825,[0. 0.],[0. 0.],[3.97 3.5 ],[1.5 1.5]
2.5,0.0,4,0.6111111044883728,4.15,6.65,0.0,0.03,4.467454545454546,0.0025454545454545456,-6.6539090909090906,-27.964574037886504,0.24145454545454859,[0. 0.],[0. 0.],[2.39 5.39],[1.5 1.5]
2.5,0.0,5,0.3076923191547394,4.62,3.64,0.18,0.37,4.8629999999999995,0.00175,-3.5135,-151.45566436403544,0.23999999999999844,[0. 0.],[0. 0.],[4.33 3.21],[1.5 1.5]
2.5,0.25,0,,4.34,5.91,0.0,0.04,,,,,,[0. 0.],[0. 0.],[1.14 6.4 ],[1.5 1.5]
2.5,0.25,1,,3.34,7.42,0.0,0.08,,,,,,[0. 0.],[0. 0.],[2.23 4.39],[1.5 1.5]
2.5,0.25,2,0.190476194024086,4.68,4.26,0.05,0.02,4.89775,-0.44875,-4.2612499999999995,-131.0726339966466,0.23650000000000304,[0. 0.],[0. 0.],[1.83 3.35],[1.5 1.5]
2.5,0.25,3,0.4761904776096344,4.41,8.51,0.03,0.03,4.8574,-0.4452,-8.5023,-162.08369741062097,0.19759999999999706,[0. 0.],[0. 0.],[4.92 6.94],[1.5 1.5]
2.5,0.25,4,0.0,2.74,4.04,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.91 1.28],[1.5 1.5]
2.5,0.25,5,0.3529411852359772,4.13,3.8,0.01,0.01,4.541833333333333,-0.41566666666666663,-3.7965,-52.7980751601751,0.2883333333333316,[0. 0.],[0. 0.],[2.17 3.3 ],[1.5 1.5]
2.5,0.5,0,0.6111111044883728,4.7,5.45,0.0,0.01,5.094090909090909,-0.936090909090909,-5.448545454545455,-107.46618270986056,0.2183636363636354,[0. 0.],[0. 0.],[4.45 5.04],[1.5 1.5]
2.5,0.5,1,0.0,6.17,0.88,0.18,0.13,,,,,,[0. 0.],[0. 0.],[6.19 3.14],[1.5 1.5]
2.5,0.5,2,0.8333333134651184,4.25,5.4,0.0,0.05,4.625666666666666,-0.8502666666666668,-5.385199999999999,-55.74706777770613,0.24719999999998832,[0. 0.],[0. 0.],[1.11 2.37],[1.5 1.5]
2.5,0.5,3,0.4000000059604645,4.82,7.84,0.0,0.08,5.1819999999999995,-0.953,-7.837999999999998,-144.01442196290688,0.19500000000000028,[0. 0.],[0. 0.],[5.65 4.42],[1.5 1.5]
2.5,0.5,4,0.4615384638309479,4.73,1.94,0.0,0.0,4.8870000000000005,-0.8971666666666667,-1.9396666666666664,-129.77601605597926,0.30166666666666525,[0. 0.],[0. 0.],[4.32 1.87],[1.5 1.5]
2.5,0.5,5,,4.37,1.99,0.03,0.09,,,,,,[0. 0.],[0. 0.],[1.61 1.18],[1.5 1.5]
2.5,0.75,0,0.6818181872367859,4.91,6.58,0.03,0.0,5.166333333333332,-1.4243333333333335,-6.581999999999999,-143.40732119724447,0.19600000000000176,[0. 0.],[0. 0.],[1.13 6.94],[1.5 1.5]
2.5,0.75,1,0.5,4.65,3.52,0.02,0.0,4.9508,-1.3649,-3.5259,-134.37598399717652,0.24780000000000008,[0. 0.],[0. 0.],[1.95 2.61],[1.5 1.5]
2.5,0.75,2,,4.83,2.28,0.02,0.02,,,,,,[0. 0.],[0. 0.],[1.84 2.08],[1.5 1.5]
2.5,0.75,3,0.6315789222717285,4.63,2.53,0.01,0.36,4.816916666666667,-1.3271666666666668,-2.62325,-131.42094353435695,0.29050000000000037,[0. 0.],[0. 0.],[1.36 1.12],[1.5 1.5]
2.5,0.75,4,,4.75,7.84,0.0,0.0,,,,,,[0. 0.],[0. 0.],[2.07 4.72],[1.5 1.5]
2.5,0.75,5,0.0,2.14,4.84,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.89 4.49],[1.5 1.5]
2.5,1.0,0,,4.9,4.13,0.0,0.01,,,,,,[0. 0.],[0. 0.],[6.29 4.06],[1.5 1.5]
2.5,1.0,1,,5.97,7.21,0.0,0.01,,,,,,[0. 0.],[0. 0.],[6.18 4.46],[1.5 1.5]
2.5,1.0,2,,4.46,12.32,0.0,0.05,,,,,,[0. 0.],[0. 0.],[5.29 6.39],[1.5 1.5]
2.5,1.0,3,0.529411792755127,4.92,2.8,0.0,0.01,5.1273333333333335,-1.8854444444444445,-2.7975555555555554,-119.97377466029859,0.24822222222222637,[0. 0.],[0. 0.],[3.11 2.49],[1.5 1.5]
2.5,1.0,4,,4.92,5.79,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.96 5.39],[1.5 1.5]
2.5,1.0,5,0.6521739363670349,4.75,5.81,0.0,0.0,5.223733333333333,-1.9215333333333335,-5.813066666666667,-128.46954599646213,0.20053333333333295,[0. 0.],[0. 0.],[2.57 2.21],[1.5 1.5]
2.5,1.25,0,,4.53,6.43,0.03,0.26,,,,,,[0. 0.],[0. 0.],[2.41 5.06],[1.5 1.5]
2.5,1.25,1,0.695652186870575,4.92,9.7,0.0,0.26,5.3810625000000005,-2.474,-9.7185,-142.05156082773897,0.185500000000001,[0. 0.],[0. 0.],[2.84 2.21],[1.5 1.5]
2.5,1.25,2,0.4285714328289032,4.56,2.49,0.02,0.0,4.953444444444445,-2.2753333333333337,-2.488777777777778,-133.58158804538928,0.27466666666666634,[0. 0.],[0. 0.],[1.4  2.15],[1.5 1.5]
2.5,1.25,3,0.4545454680919647,4.66,5.29,0.0,0.01,5.2308,-2.406,-5.2902000000000005,-132.6503188700554,0.21239999999999962,[0. 0.],[0. 0.],[6.95 2.95],[1.5 1.5]
2.5,1.25,4,,4.67,4.68,0.01,0.01,,,,,,[0. 0.],[0. 0.],[5.98 4.07],[1.5 1.5]
2.5,1.25,5,0.761904776096344,4.44,7.45,0.08,0.11,5.1080000000000005,-2.3481875,-7.4263125,-150.71412562624585,0.1998750000000007,[0. 0.],[0. 0.],[1.28 6.27],[1.5 1.5]
2.5,1.5,0,0.0,2.6,4.3,0.04,0.0,,,,,,[0. 0.],[0. 0.],[1.81 2.93],[1.5 1.5]
2.5,1.5,1,0.0,7.33,10.55,0.02,1.74,,,,,,[0. 0.],[0. 0.],[6.55 4.11],[1.5 1.5]
2.5,1.5,2,0.5263158082962036,4.69,2.89,0.0,0.03,4.9462,-2.7297,-2.8893000000000004,-133.52429684652014,0.2530000000000001,[0. 0.],[0. 0.],[5.73 2.67],[1.5 1.5]
2.5,1.5,3,,4.18,7.33,0.01,0.03,,,,,,[0. 0.],[0. 0.],[5.31 2.23],[1.5 1.5]
2.5,1.5,4,0.8636363744735718,4.76,5.95,0.02,0.0,5.09421052631579,-2.809631578947369,-5.951526315789472,-146.12410067007107,0.20978947368421375,[0. 0.],[0. 0.],[6.15 5.22],[1.5 1.5]
2.5,1.5,5,,4.64,3.88,0.0,0.03,,,,,,[0. 0.],[0. 0.],[2.77 2.03],[1.5 1.5]
2.5,1.75,0,0.44999998807907104,5.17,6.81,0.0,0.01,5.478666666666666,-3.5252222222222223,-6.812,-134.05502984779042,0.18222222222222328,[0. 0.],[0. 0.],[5.94 6.23],[1.5 1.5]
2.5,1.75,1,,5.05,4.28,0.01,0.06,,,,,,[0. 0.],[0. 0.],[6.57 4.22],[1.5 1.5]
2.5,1.75,2,0.7916666865348816,4.84,7.82,0.0,0.32,5.27121052631579,-3.393894736842105,-7.908052631578947,-131.50435178326447,0.18515789473684252,[0. 0.],[0. 0.],[4.53 2.54],[1.5 1.5]
2.5,1.75,3,0.7916666865348816,4.56,6.01,0.0,0.0,5.126421052631579,-3.2985263157894735,-6.013842105263158,-128.0771628389281,0.2012631578947315,[0. 0.],[0. 0.],[5.26 4.5 ],[1.5 1.5]
2.5,1.75,4,,4.88,4.77,0.0,0.0,,,,,,[0. 0.],[0. 0.],[6.04 5.67],[1.5 1.5]
2.5,1.75,5,0.7368420958518982,4.41,4.85,0.01,0.08,4.882214285714285,-3.1433571428571434,-4.831357142857142,-147.63194141672847,0.23314285714285696,[0. 0.],[0. 0.],[1.66 4.29],[1.5 1.5]
2.5,2.0,0,0.0,1.61,5.57,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.43 2.57],[1.5 1.5]
2.5,2.0,1,,4.13,2.4,0.07,0.0,,,,,,[0. 0.],[0. 0.],[2.74 2.11],[1.5 1.5]
2.5,2.0,2,0.8095238208770752,5.02,10.75,0.0,0.07,5.275470588235295,-3.8822941176470596,-10.693470588235293,-126.10602533845817,0.18317647058823888,[0. 0.],[0. 0.],[5.29 6.47],[1.5 1.5]
2.5,2.0,3,0.625,5.01,7.29,0.14,0.0,5.422466666666667,-3.9903333333333326,-7.290133333333334,-141.43190466536115,0.18106666666666804,[0. 0.],[0. 0.],[2.15 6.43],[1.5 1.5]
2.5,2.0,4,,4.25,4.71,0.0,0.02,,,,,,[0. 0.],[0. 0.],[5.81 3.46],[1.5 1.5]
2.5,2.0,5,0.7083333134651184,4.75,5.72,0.0,0.0,5.18364705882353,-3.8126470588235293,-5.722235294117647,-141.44909638097283,0.20635294117647163,[0. 0.],[0. 0.],[4.49 5.62],[1.5 1.5]
2.5,2.25,0,,4.98,7.39,0.08,0.01,,,,,,[0. 0.],[0. 0.],[4.71 3.  ],[1.5 1.5]
2.5,2.25,1,0.0,7.25,0.7,0.28,0.01,,,,,,[0. 0.],[0. 0.],[5.95 1.28],[1.5 1.5]
2.5,2.25,2,0.20000000298023224,4.8,8.48,0.01,1.66,5.11,-4.23,-7.572,-141.40275874553745,0.18599999999999994,[0. 0.],[0. 0.],[6.61 4.31],[1.5 1.5]
2.5,2.25,3,0.3684210479259491,5.19,7.07,0.02,0.03,5.409285714285715,-4.476428571428571,-7.081142857142857,-150.31353821967426,0.18800000000000314,[0. 0.],[0. 0.],[6.35 3.13],[1.5 1.5]
2.5,2.25,4,,3.41,2.89,0.0,0.0,,,,,,[0. 0.],[0. 0.],[4.2  1.96],[1.5 1.5]
2.5,2.25,5,0.7142857313156128,4.57,4.43,0.0,0.04,5.1762,-4.286,-4.4114,-136.27404635068643,0.21839999999999904,[0. 0.],[0. 0.],[6.18 2.44],[1.5 1.5]
2.5,2.5,0,1.0,3.99,4.53,0.0,0.03,4.575333333333334,-4.207333333333334,-4.531,-155.94753943980973,0.25533333333333746,[0. 0.],[0. 0.],[1.05 4.64],[1.5 1.5]
2.5,2.5,1,,4.62,6.66,0.0,0.16,,,,,,[0. 0.],[0. 0.],[3.53 1.7 ],[1.5 1.5]
2.5,2.5,2,0.6666666865348816,4.63,5.64,0.01,0.14,4.946,-4.550833333333333,-5.6436666666666655,-128.88906984045937,0.2145000000000001,[0. 0.],[0. 0.],[6.54 2.95],[1.5 1.5]
2.5,2.5,3,0.0,4.99,0.33,0.0,0.0,,,,,,[0. 0.],[0. 0.],[2.19 2.16],[1.5 1.5]
2.5,2.5,4,0.8181818127632141,4.62,4.64,0.0,0.28,5.0584999999999996,-4.651611111111112,-4.715944444444444,-144.09712841928274,0.22633333333333358,[0. 0.],[0. 0.],[1.96 2.87],[1.5 1.5]
2.5,2.5,5,,4.87,8.07,0.0,0.02,,,,,,[0. 0.],[0. 0.],[6.39 3.02],[1.5 1.5]
2.5,2.75,0,0.8181818127632141,4.77,4.64,0.0,0.0,5.191666666666666,-5.254222222222222,-4.643888888888889,-140.10967523293868,0.21133333333333285,[0. 0.],[0. 0.],[5.53 5.09],[1.5 1.5]
2.5,2.75,1,0.8260869383811951,4.62,5.64,0.0,0.1,5.027421052631579,-5.087,-5.7003157894736844,-154.22935767908766,0.20947368421052634,[0. 0.],[0. 0.],[2.7  6.46],[1.5 1.5]
2.5,2.75,2,,4.38,3.06,0.06,0.0,,,,,,[0. 0.],[0. 0.],[6.55 1.54],[1.5 1.5]
2.5,2.75,3,0.6818181872367859,4.52,2.68,0.03,0.02,4.885800000000001,-4.944,-2.6754666666666664,-139.90722718806072,0.277733333333334,[0. 0.],[0. 0.],[6.55 3.53],[1.5 1.5]
2.5,2.75,4,0.5555555820465088,4.72,3.44,0.0,0.01,4.986199999999999,-5.0468,-3.433,-146.39817987702793,0.24160000000001675,[0. 0.],[0. 0.],[2.8  3.42],[1.5 1.5]
2.5,2.75,5,,5.1,7.68,0.0,0.26,,,,,,[0. 0.],[0. 0.],[3.24 6.82],[1.5 1.5]
2.75,0.0,0,0.3913043439388275,4.35,5.51,0.01,0.04,4.911555555555555,0.0015555555555555557,-5.5248888888888885,-159.80194197995462,0.21733333333333368,[0. 0.],[0. 0.],[4.25 1.84],[1.5 1.5]
2.75,0.0,1,0.0,2.04,4.81,0.0,0.02,,,,,,[0. 0.],[0. 0.],[2.88 5.2 ],[1.5 1.5]
2.75,0.0,2,0.3333333432674408,4.36,2.91,0.07,0.0,4.617,0.0020000000000000005,-2.911857142857143,-150.22205132743983,0.2779999999999997,[0. 0.],[0. 0.],[1.63 3.21],[1.5 1.5]
2.75,0.0,3,0.0,4.92,0.3,0.02,0.0,,,,,,[0. 0.],[0. 0.],[2.12 1.58],[1.5 1.5]
2.75,0.0,4,,4.15,6.53,0.0,0.0,,,,,,[0. 0.],[0. 0.],[2.85 4.33],[1.5 1.5]
2.75,0.0,5,0.0,6.07,1.53,0.02,0.0,,,,,,[0. 0.],[0. 0.],[6.72 2.31],[1.5 1.5]
2.75,0.25,0,0.0,8.81,0.99,0.0,0.0,,,,,,[0. 0.],[0. 0.],[4.79 1.81],[1.5 1.5]
2.75,0.25,1,0.0,6.72,1.47,0.3,1.32,,,,,,[0. 0.],[0. 0.],[6.14 4.27],[1.5 1.5]
2.75,0.25,2,0.0,10.04,0.79,0.01,0.0,,,,,,[0. 0.],[0. 0.],[6.81 1.19],[1.5 1.5]
2.75,0.25,3,0.0,13.47,0.65,0.15,0.0,,,,,,[0. 0.],[0. 0.],[5.17 2.45],[1.5 1.5]
2.75,0.25,4,,7.12,7.61,0.01,0.0,,,,,,[0. 0.],[0. 0.],[5.66 4.3 ],[1.5 1.5]
2.75,0.25,5,,2.88,7.18,0.0,0.06,,,,,,[0. 0.],[0. 0.],[2.63 2.11],[1.5 1.5]
2.75,0.5,0,0.5416666865348816,4.93,7.21,0.0,0.55,5.166769230769232,-0.8679230769230769,-7.223153846153847,-157.93885084776576,0.19830769230770148,[0. 0.],[0. 0.],[5.25 6.7 ],[1.5 1.5]
2.75,0.5,1,0.0,2.38,4.31,0.0,0.0,,,,,,[0. 0.],[0. 0.],[1.79 3.79],[1.5 1.5]
2.75,0.5,2,0.5833333134651184,4.64,5.41,0.02,0.0,4.888928571428572,-0.8219285714285715,-5.411,-129.85922951220454,0.2251428571428567,[0. 0.],[0. 0.],[4.56 4.85],[1.5 1.5]
2.75,0.5,3,,6.55,7.38,0.04,0.11,,,,,,[0. 0.],[0. 0.],[4.85 3.96],[1.5 1.5]
2.75,0.5,4,,3.11,3.17,0.01,0.01,,,,,,[0. 0.],[0. 0.],[2.04 6.36],[1.5 1.5]
2.75,0.5,5,,4.72,6.06,0.01,0.0,,,,,,[0. 0.],[0. 0.],[5.48 6.25],[1.5 1.5]
2.75,0.75,0,0.5333333611488342,4.69,5.33,0.33,0.6,4.8881250000000005,-1.23525,-4.984,-163.4122317269733,0.22824999999999895,[0. 0.],[0. 0.],[2.99 5.48],[1.5 1.5]
2.75,0.75,1,,4.59,3.8,0.0,0.0,,,,,,[0. 0.],[0. 0.],[4.61 3.07],[1.5 1.5]
2.75,0.75,2,0.0,5.47,7.35,0.07,0.0,,,,,,[0. 0.],[0. 0.],[6.72 6.44],[1.5 1.5]
2.75,0.75,3,0.699999988079071,4.42,3.21,0.06,0.0,4.7806428571428565,-1.2055714285714285,-3.205071428571429,-137.831907612319,0.2668571428571427,[0. 0.],[0. 0.],[6.03 2.97],[1.5 1.5]
2.75,0.75,4,0.7142857313156128,4.56,5.17,0.24,0.5,5.063,-1.2784666666666666,-4.888066666666666,-140.60622651894482,0.21560000000000012,[0. 0.],[0. 0.],[2.47 3.66],[1.5 1.5]
2.75,0.75,5,0.8181818127632141,4.36,4.55,0.02,0.0,4.7955000000000005,-1.2095555555555557,-4.553444444444444,-132.49761517342367,0.2354444444444438,[0. 0.],[0. 0.],[4.21 3.22],[1.5 1.5]
2.75,1.0,0,,4.7,5.92,0.0,0.0,,,,,,[0. 0.],[0. 0.],[2.68 5.93],[1.5 1.5]
2.75,1.0,1,0.3499999940395355,5.04,6.13,0.0,0.01,5.298857142857143,-1.784,-6.128857142857143,-130.22095599439882,0.19314285714285692,[0. 0.],[0. 0.],[6.39 5.54],[1.5 1.5]
2.75,1.0,2,,4.42,3.59,0.01,0.02,,,,,,[0. 0.],[0. 0.],[1.12 3.83],[1.5 1.5]
2.75,1.0,3,0.8571428656578064,4.59,9.02,0.01,0.04,5.041777777777778,-1.6980555555555554,-9.028555555555556,-158.1163594354922,0.19322222222222024,[0. 0.],[0. 0.],[1.49 6.49],[1.5 1.5]
2.75,1.0,4,0.0,4.28,1.01,0.0,0.01,,,,,,[0. 0.],[0. 0.],[6.11 1.1 ],[1.5 1.5]
2.75,1.0,5,0.8333333134651184,4.82,6.72,0.02,0.03,5.0523,-1.7002,-6.72355,-134.07440960797746,0.2061000000000015,[0. 0.],[0. 0.],[2.6  2.98],[1.5 1.5]
2.75,1.25,0,0.0,5.0,0.33,0.0,0.0,,,,,,[0. 0.],[0. 0.],[6.18 1.58],[1.5 1.5]
2.75,1.25,1,0.739130437374115,4.32,4.27,0.0,0.0,4.735176470588236,-1.9931764705882353,-4.274176470588236,-139.78484663477906,0.24729411764706263,[0. 0.],[0. 0.],[6.36 3.61],[1.5 1.5]
2.75,1.25,2,0.0,8.04,0.59,0.02,0.0,,,,,,[0. 0.],[0. 0.],[6.61 1.22],[1.5 1.5]
2.75,1.25,3,,4.54,6.78,0.0,0.0,,,,,,[0. 0.],[0. 0.],[2.6  6.31],[1.5 1.5]
2.75,1.25,4,0.3529411852359772,4.41,2.06,0.0,0.0,4.801666666666667,-2.0211666666666663,-2.06,-131.00836949776618,0.29333333333333184,[0. 0.],[0. 0.],[3.81 1.39],[1.5 1.5]
2.75,1.25,5,,5.34,7.31,0.02,0.03,,,,,,[0. 0.],[0. 0.],[4.09 4.78],[1.5 1.5]
2.75,1.5,0,0.6818181872367859,4.71,3.86,0.02,0.31,4.887533333333333,-2.466266666666667,-3.8174,-142.85843709028597,0.24639999999999945,[0. 0.],[0. 0.],[6.   5.15],[1.5 1.5]
2.75,1.5,1,0.0,7.91,0.53,0.0,0.04,,,,,,[0. 0.],[0. 0.],[6.39 2.52],[1.5 1.5]
2.75,1.5,2,0.75,4.25,4.18,0.0,0.51,4.606266666666667,-2.326533333333333,-3.877,-121.44895869263459,0.26280000000000137,[0. 0.],[0. 0.],[4.99 5.64],[1.5 1.5]
2.75,1.5,3,,3.3,3.04,0.0,0.01,,,,,,[0. 0.],[0. 0.],[1.35 2.81],[1.5 1.5]
2.75,1.5,4,0.5882353186607361,4.36,3.07,0.02,0.0,4.7093,-2.3797000000000006,-3.0721,-141.0532753260673,0.2868000000000027,[0. 0.],[0. 0.],[3.52 3.06],[1.5 1.5]
2.75,1.5,5,0.782608687877655,4.85,6.66,0.01,0.04,5.236000000000001,-2.6450000000000005,-6.662833333333333,-138.95527117648714,0.20044444444444437,[0. 0.],[0. 0.],[1.05 6.42],[1.5 1.5]
2.75,1.75,0,,4.51,8.12,0.0,0.27,,,,,,[0. 0.],[0. 0.],[1.99 2.17],[1.5 1.5]
2.75,1.75,1,0.7894737124443054,4.84,7.16,0.0,0.0,5.303466666666667,-3.1252666666666666,-7.165133333333333,-145.10896329398253,0.19333333333334699,[0. 0.],[0. 0.],[6.8  5.83],[1.5 1.5]
2.75,1.75,2,0.0,4.93,0.28,0.05,0.0,,,,,,[0. 0.],[0. 0.],[3.07 1.48],[1.5 1.5]
2.75,1.75,3,0.9047619104385376,4.44,3.09,0.15,0.04,4.874631578947369,-2.8730000000000007,-3.0752105263157894,-136.44242980347897,0.2591578947368436,[0. 0.],[0. 0.],[5.68 6.95],[1.5 1.5]
2.75,1.75,4,0.7916666865348816,5.03,7.49,0.01,0.0,5.479105263157894,-3.231263157894737,-7.487684210526317,-137.26882767287597,0.1791578947368419,[0. 0.],[0. 0.],[3.75 6.6 ],[1.5 1.5]
2.75,1.75,5,0.6521739363670349,4.98,6.74,0.02,0.21,5.340733333333334,-3.1489999999999996,-6.815000000000001,-139.87131391084316,0.18746666666666176,[0. 0.],[0. 0.],[1.58 1.52],[1.5 1.5]
