vz_d,vx_d,trial_num,landing_rate,RREV_threshold,G1,G2,RREV_sig,G1_sig,G2_sig,RREV_trigger,OF_y,My_d,impact_eul,impact_tdelta,alpha_mu,alpha_sigma,mu_ini,sigma_ini
2.75,2.75,2,0.9655172228813171,4.6,3.6,2.02,0.0,0.23,0.14,5.079607142857144,-4.48275,-3.6802500000000005,-115.33962620481923,0.21728571428571591,[0. 0.],[0. 0.],[5.67 5.78 1.69],[2. 2. 2.]
2.75,2.75,3,0.8620689511299133,4.95,8.81,4.9,0.06,0.0,0.01,5.5106,-4.86076,-8.81148,-130.3147476837517,0.1693599999999833,[0. 0.],[0. 0.],[6.79 6.85 6.26],[2. 2. 2.]
2.75,2.75,4,0.9666666388511658,4.96,4.62,1.8,0.0,1.02,0.07,5.243896551724138,-4.627655172413793,-4.678551724137931,-110.41792893793702,0.1988965517240919,[0. 0.],[0. 0.],[5.13 4.91 2.96],[2. 2. 2.]
2.75,2.75,5,0.46666666865348816,5.47,9.56,2.31,0.01,0.71,0.06,5.8325000000000005,-5.426,-4.422857142857143,-86.4823315217581,0.17735714285713605,[0. 0.],[0. 0.],[3.05 6.02 4.54],[2. 2. 2.]
2.75,2.75,5,0.7666666507720947,5.21,9.61,1.62,0.03,0.13,0.16,5.591043478260869,-4.931260869565217,-9.610173913043479,-124.16852721263507,0.16391304347827984,[0. 0.],[0. 0.],[5.18 5.06 1.83],[2. 2. 2.]
3.0,0.0,0,0.2142857164144516,3.97,6.41,1.24,0.02,0.0,0.04,4.531666666666667,0.0006666666666666666,2.905333333333333,43.87854855345839,0.2926666666666809,[0. 0.],[0. 0.],[1.94 6.82 1.71],[2. 2. 2.]
3.0,0.25,1,0.6333333253860474,4.76,15.24,5.2,0.01,1.27,0.11,5.010894736842106,-0.3901052631578947,-7.478789473684211,-152.62950465589262,0.21026315789473707,[0. 0.],[0. 0.],[5.84 3.83 2.17],[2. 2. 2.]
3.0,0.25,5,0.37037035822868347,4.14,12.66,7.14,0.05,0.23,0.59,4.7187,-0.3665999999999999,-5.6812,-107.53723727602417,0.24269999999997935,[0. 0.],[0. 0.],[5.52 5.78 2.72],[2. 2. 2.]
3.0,0.5,2,0.23333333432674408,4.52,9.89,4.39,0.11,0.09,0.18,4.797571428571429,-0.7481428571428571,-4.384285714285715,-159.48171912425826,0.26228571428568365,[0. 0.],[0. 0.],[2.68 4.19 3.89],[2. 2. 2.]
3.0,0.5,3,0.6333333253860474,4.55,15.09,3.7,0.0,0.1,0.35,4.977473684210527,-0.7744736842105262,-7.2250000000000005,-131.58462301105186,0.21594736842107404,[0. 0.],[0. 0.],[5.91 5.11 2.97],[2. 2. 2.]
3.0,1.0,3,0.5,4.6,12.59,3.55,0.09,0.1,0.1,4.975666666666667,-1.5509999999999997,-5.720066666666666,-164.54431584718733,0.23240000000001448,[0. 0.],[0. 0.],[6.58 6.42 2.63],[2. 2. 2.]
3.0,1.0,4,0.23333333432674408,4.51,7.56,0.48,0.13,0.12,0.01,5.067,-1.5782857142857143,-3.7537142857142856,-121.98836125474665,0.2238571428571439,[0. 0.],[0. 0.],[3.69 6.03 1.35],[2. 2. 2.]
3.0,1.25,3,0.5714285969734192,4.34,11.07,1.25,0.01,0.99,0.22,4.821750000000001,-1.880625,-5.116875,-140.85723517747755,0.2437500000000199,[0. 0.],[0. 0.],[3.   3.73 2.43],[2. 2. 2.]
3.0,1.25,5,0.30000001192092896,4.62,10.57,2.28,0.11,0.73,0.01,5.049666666666666,-1.9656666666666665,-4.949111111111112,-142.7268267927552,0.20588888888888945,[0. 0.],[0. 0.],[1.68 5.34 2.61],[2. 2. 2.]
3.0,1.5,1,0.3103448152542114,4.57,5.86,1.12,0.12,0.06,0.01,5.099777777777778,-2.3817777777777778,-2.7263333333333333,-112.48542983973297,0.23844444444445242,[0. 0.],[0. 0.],[5.78 6.07 2.57],[2. 2. 2.]
3.0,1.5,3,0.5833333134651184,4.47,4.18,3.88,0.14,0.01,0.33,4.905428571428572,-2.293428571428571,-1.191142857142857,-80.42504360043836,0.3032857142857373,[0. 0.],[0. 0.],[6.82 1.21 1.18],[2. 2. 2.]
3.0,1.5,5,0.44999998807907104,4.22,6.57,4.59,0.18,0.18,0.73,4.642666666666667,-2.1717777777777783,-2.126777777777778,-126.1148052418461,0.29577777777779424,[0. 0.],[0. 0.],[1.94 6.15 4.91],[2. 2. 2.]
3.0,1.75,1,0.6333333253860474,4.5,8.48,1.5,0.01,0.69,0.01,5.110315789473684,-2.788473684210526,-3.8579473684210526,-125.14878004963545,0.22942105263157492,[0. 0.],[0. 0.],[3.57 2.55 2.02],[2. 2. 2.]
3.0,1.75,3,0.6428571343421936,4.41,8.21,2.36,0.01,0.15,0.04,4.880777777777777,-2.6596111111111114,-3.3760555555555554,-126.93298612574442,0.23405555555555363,[0. 0.],[0. 0.],[2.32 5.21 2.04],[2. 2. 2.]
3.0,1.75,4,0.46666666865348816,4.53,7.71,2.87,0.04,1.16,0.06,5.0140714285714285,-2.735,-3.056857142857143,-119.13976378966731,0.2431428571428579,[0. 0.],[0. 0.],[2.83 5.95 3.14],[2. 2. 2.]
3.0,2.0,1,0.8571428656578064,4.36,8.92,2.87,0.11,0.63,0.78,4.8152083333333335,-3.0024166666666665,-3.5539583333333336,-138.83712406979512,0.2583750000000009,[0. 0.],[0. 0.],[6.03 6.03 5.74],[2. 2. 2.]
3.0,2.0,2,0.699999988079071,4.8,8.92,0.43,0.02,0.01,0.02,5.142619047619047,-3.204714285714285,-4.450809523809522,-121.35598702950199,0.20771428571427972,[0. 0.],[0. 0.],[6.42 4.77 2.91],[2. 2. 2.]
3.0,2.0,3,0.6896551847457886,4.42,9.29,5.35,0.06,1.47,0.2,4.99395,-3.11195,-3.26965,-119.26665903701095,0.24025000000000177,[0. 0.],[0. 0.],[2.25 6.28 5.8 ],[2. 2. 2.]
3.0,2.0,4,0.6666666865348816,4.96,14.47,2.9,0.03,0.35,0.0,5.40085,-3.3696000000000006,-6.787349999999999,-139.1767257084124,0.19395000000000379,[0. 0.],[0. 0.],[6.19 3.98 3.11],[2. 2. 2.]
3.0,2.0,5,0.800000011920929,4.32,6.52,4.81,0.02,0.02,0.06,4.7277499999999995,-2.9404166666666662,-1.6708333333333332,-95.46045081664703,0.29825000000000035,[0. 0.],[0. 0.],[1.97 5.97 4.28],[2. 2. 2.]
3.0,2.25,1,0.8275862336158752,4.42,5.76,1.77,0.04,0.02,0.04,4.8289583333333335,-3.3878749999999997,-2.182,-107.40628318632503,0.278833333333336,[0. 0.],[0. 0.],[2.86 4.9  2.61],[2. 2. 2.]
3.0,2.25,2,0.5862069129943848,4.53,8.15,5.99,0.01,0.0,0.15,4.981882352941176,-3.495764705882353,-1.9717647058823526,-92.38736422362311,0.2677058823529471,[0. 0.],[0. 0.],[2.82 6.54 3.71],[2. 2. 2.]
3.0,2.25,3,0.5185185074806213,4.38,7.81,6.43,0.14,0.0,0.07,4.944,-3.466785714285714,-1.626,-90.57674136764578,0.2757857142856811,[0. 0.],[0. 0.],[5.17 6.11 4.91],[2. 2. 2.]
3.0,2.25,4,0.9230769276618958,4.38,4.48,0.72,0.04,0.01,0.0,4.797458333333334,-3.3668333333333336,-1.9084166666666667,-106.33852367895143,0.28804166666667186,[0. 0.],[0. 0.],[5.31 3.47 1.66],[2. 2. 2.]
3.0,2.25,5,0.75,4.46,7.11,3.94,0.0,1.84,0.04,4.9604285714285705,-3.4793333333333334,-2.575095238095238,-89.9188887551271,0.2522380952380978,[0. 0.],[0. 0.],[6.71 2.34 1.66],[2. 2. 2.]
3.0,2.5,0,0.8571428656578064,4.45,8.52,1.53,0.02,0.2,0.04,4.983625,-3.887,-3.68725,-122.017892104071,0.23250000000000406,[0. 0.],[0. 0.],[5.56 5.94 3.5 ],[2. 2. 2.]
3.0,2.5,2,0.8965517282485962,4.66,11.14,4.89,0.02,0.23,0.07,5.0961923076923075,-3.9743461538461533,-3.8246923076923074,-119.96986996700879,0.22323076923076604,[0. 0.],[0. 0.],[5.38 5.8  5.12],[2. 2. 2.]
3.0,2.5,4,0.800000011920929,4.57,6.76,2.72,0.0,0.05,0.02,5.08575,-3.96425,-2.3649999999999998,-88.26200291197736,0.24175000000002456,[0. 0.],[0. 0.],[5.51 6.41 2.69],[2. 2. 2.]
3.0,2.5,5,0.8333333134651184,4.77,14.3,2.68,0.03,0.04,0.02,5.466559999999999,-4.26512,-6.67104,-124.15492478743703,0.1845600000000013,[0. 0.],[0. 0.],[6.27 3.88 1.89],[2. 2. 2.]
3.0,2.75,0,0.9655172228813171,4.65,8.05,0.98,0.01,0.1,0.02,5.226428571428571,-4.482607142857143,-3.7793214285714285,-115.89139382795797,0.2210000000000077,[0. 0.],[0. 0.],[3.97 4.77 4.25],[2. 2. 2.]
3.0,2.75,2,0.9090909361839294,4.2,7.09,3.95,0.06,0.19,0.26,4.800700000000001,-4.1164000000000005,-1.77195,-103.72617467784187,0.28740000000000276,[0. 0.],[0. 0.],[3.67 6.54 2.29],[2. 2. 2.]
3.25,0.0,1,0.25925925374031067,4.84,11.76,0.91,0.0,0.36,0.01,5.153,-0.0004285714285714286,-0.791857142857143,-87.7570207321079,0.22042857142857233,[0. 0.],[0. 0.],[1.63 4.55 1.64],[2. 2. 2.]
3.25,0.0,3,0.37931033968925476,4.05,9.89,1.64,0.0,0.31,0.68,4.491727272727273,-0.0011818181818181819,-2.7874545454545454,-115.74252958014019,0.27827272727275115,[0. 0.],[0. 0.],[2.26 5.   1.07],[2. 2. 2.]
3.25,0.0,4,0.27586206793785095,4.06,6.42,1.7,0.04,0.21,0.03,4.4005,-0.0017500000000000003,0.07012499999999999,-145.1517030954439,0.3208749999999938,[0. 0.],[0. 0.],[6.17 5.86 2.38],[2. 2. 2.]
3.25,0.25,0,0.5357142686843872,4.19,13.15,0.84,0.0,1.69,0.06,4.7422,-0.3433333333333334,-5.7686,-148.64273862210322,0.24759999999999613,[0. 0.],[0. 0.],[3.79 6.69 2.33],[2. 2. 2.]
3.25,0.25,1,0.4000000059604645,4.28,7.43,2.79,0.0,0.05,0.03,4.4984166666666665,-0.32708333333333334,-3.246916666666666,-164.29240811225415,0.2872500000000097,[0. 0.],[0. 0.],[5.57 6.06 1.53],[2. 2. 2.]
3.25,0.25,2,0.5333333611488342,4.28,8.92,1.17,0.01,0.23,0.0,4.6678749999999996,-0.3385625,-4.14175,-166.2718809312591,0.26225000000000875,[0. 0.],[0. 0.],[5.14 6.78 1.44],[2. 2. 2.]
3.25,0.5,2,0.5333333611488342,4.21,9.51,1.67,0.16,0.05,0.06,4.645375,-0.6726875000000001,-4.305875,-170.5159514068988,0.25943750000000776,[0. 0.],[0. 0.],[6.08 5.19 4.19],[2. 2. 2.]
3.25,0.5,5,0.7666666507720947,4.45,14.05,4.15,0.03,1.12,0.02,5.002173913043479,-0.7222173913043478,-6.735913043478262,-160.35997010880996,0.21778260869566762,[0. 0.],[0. 0.],[4.75 5.49 4.12],[2. 2. 2.]
3.25,0.75,2,0.36666667461395264,4.43,6.48,1.04,0.03,0.11,0.07,4.687363636363636,-1.0176363636363635,-2.9205454545454548,-133.82356638474104,0.2559090909091062,[0. 0.],[0. 0.],[4.53 5.32 3.93],[2. 2. 2.]
3.25,1.0,0,0.46666666865348816,4.33,9.61,1.82,0.01,0.0,0.35,4.8704285714285716,-1.4089285714285715,-4.434571428571429,-161.8474460719313,0.2356428571428637,[0. 0.],[0. 0.],[6.01 6.9  1.83],[2. 2. 2.]
3.25,1.0,5,0.36666667461395264,4.36,8.25,3.46,0.02,0.01,0.03,4.744454545454546,-1.3722727272727273,-3.435636363636363,-147.1025860817206,0.25772727272727475,[0. 0.],[0. 0.],[1.74 6.7  2.79],[2. 2. 2.]
3.25,1.25,1,0.4333333373069763,4.27,8.87,3.0,0.13,0.51,0.13,4.739307692307692,-1.7129230769230768,-3.6910000000000003,-121.83049492707286,0.25353846153847404,[0. 0.],[0. 0.],[2.29 6.42 3.65],[2. 2. 2.]
3.25,1.25,2,0.3333333432674408,4.5,9.42,2.69,0.03,0.05,0.01,5.0063,-1.8098999999999996,-4.2366,-131.90626646901075,0.22169999999999276,[0. 0.],[0. 0.],[4.28 3.9  2.59],[2. 2. 2.]
3.25,1.25,5,0.6000000238418579,4.55,11.15,0.67,0.01,0.12,0.0,5.0153333333333325,-1.813777777777778,-5.482944444444445,-148.35821505893148,0.2188888888888856,[0. 0.],[0. 0.],[4.21 4.4  1.55],[2. 2. 2.]
3.25,1.5,2,0.4000000059604645,4.32,2.98,1.01,0.0,0.01,0.12,4.588333333333334,-1.9749166666666664,-1.1799166666666665,-86.72983087081087,0.32824999999999704,[0. 0.],[0. 0.],[5.47 3.71 1.98],[2. 2. 2.]
3.25,1.5,3,0.3571428656578064,4.24,4.37,1.68,0.03,0.04,0.01,4.582,-1.9929999999999997,-1.6727,-113.75584032492819,0.31820000000001303,[0. 0.],[0. 0.],[2.31 5.81 2.68],[2. 2. 2.]
3.25,1.5,5,0.46666666865348816,4.26,6.57,2.79,0.05,0.01,0.01,4.441857142857143,-1.9264285714285716,-2.3789285714285717,-70.35906165249507,0.30321428571427383,[0. 0.],[0. 0.],[5.38 4.43 3.61],[2. 2. 2.]
3.25,1.75,0,0.4482758641242981,4.37,5.96,2.3,0.01,0.07,0.24,4.753000000000001,-2.4090769230769236,-2.3075384615384618,-117.05742984140676,0.2649230769230755,[0. 0.],[0. 0.],[4.6  5.21 3.12],[2. 2. 2.]
3.25,1.75,2,0.48148149251937866,4.29,3.84,3.24,0.02,0.04,0.28,4.638769230769231,-2.348076923076923,-1.0233076923076925,-87.44553807546387,0.33400000000000757,[0. 0.],[0. 0.],[5.92 4.49 2.89],[2. 2. 2.]
3.25,1.75,4,0.5,4.44,3.18,1.55,0.01,0.02,0.15,4.699933333333333,-2.3781999999999996,-1.137866666666667,-80.1637422161508,0.31006666666667876,[0. 0.],[0. 0.],[6.55 3.21 2.56],[2. 2. 2.]
3.25,1.75,5,0.5517241358757019,4.26,6.61,1.25,0.0,0.17,0.0,4.639625,-2.3475624999999996,-2.749375,-111.00754774835482,0.2789999999999999,[0. 0.],[0. 0.],[5.99 4.95 1.99],[2. 2. 2.]
3.25,2.0,0,0.5666666626930237,4.77,11.49,3.12,0.0,0.97,0.0,5.082823529411765,-2.9435294117647057,-5.033235294117647,-137.23009084498887,0.21329411764706413,[0. 0.],[0. 0.],[6.4  5.51 4.29],[2. 2. 2.]
3.25,2.0,2,0.9545454382896423,4.07,5.98,2.48,0.03,0.7,0.84,4.667428571428571,-2.700333333333334,-2.3367142857142853,-118.32546551263903,0.2747619047619039,[0. 0.],[0. 0.],[3.41 5.24 2.68],[2. 2. 2.]
3.25,2.0,3,0.8928571343421936,4.26,8.95,3.46,0.0,0.21,0.7,4.68712,-2.7116,-3.3254,-97.99061508111338,0.2685600000000113,[0. 0.],[0. 0.],[4.67 2.67 1.95],[2. 2. 2.]
3.25,2.0,4,0.7142857313156128,4.24,7.05,4.06,0.0,0.04,0.21,4.65695,-2.69295,-2.1977,-115.87547495406663,0.2781499999999994,[0. 0.],[0. 0.],[5.07 3.35 2.51],[2. 2. 2.]
3.25,2.0,5,0.5333333611488342,4.42,5.12,3.64,0.02,0.21,0.01,4.841875,-2.80075,-1.4998749999999998,-86.97661450953396,0.2834374999999941,[0. 0.],[0. 0.],[6.47 6.02 3.13],[2. 2. 2.]
3.25,2.25,0,0.7241379022598267,4.44,7.39,1.8,0.19,0.21,0.06,4.905666666666667,-3.1952857142857143,-3.0734285714285723,-124.8173794207388,0.24833333333333485,[0. 0.],[0. 0.],[6.51 6.05 3.16],[2. 2. 2.]
3.25,2.25,1,0.5333333611488342,4.9,9.63,3.17,0.01,0.24,0.02,5.1005,-3.3188125,-3.8535,-116.21554807650436,0.21481249999998653,[0. 0.],[0. 0.],[5.02 4.54 2.91],[2. 2. 2.]
3.25,2.25,3,0.8148148059844971,4.22,7.21,4.67,0.05,0.03,0.05,4.689590909090909,-3.0504999999999995,-1.950318181818182,-113.35336921415693,0.2853636363636321,[0. 0.],[0. 0.],[2.52 5.8  5.09],[2. 2. 2.]
3.25,2.25,4,0.7666666507720947,4.62,8.21,2.91,0.0,0.0,0.13,5.099913043478262,-3.320478260869565,-3.2198260869565223,-117.81261759592103,0.23039130434783503,[0. 0.],[0. 0.],[2.09 3.72 3.2 ],[2. 2. 2.]
3.25,2.25,5,0.699999988079071,4.53,6.07,1.88,0.03,0.05,0.36,4.829142857142857,-3.144333333333333,-2.3570000000000007,-114.48069348064796,0.26757142857143534,[0. 0.],[0. 0.],[5.28 1.8  1.25],[2. 2. 2.]
3.25,2.5,1,1.0,4.16,6.26,3.17,0.01,0.01,0.06,4.765689655172413,-3.442999999999999,-1.8824827586206894,-110.84380882716837,0.2874827586206893,[0. 0.],[0. 0.],[2.38 4.58 4.1 ],[2. 2. 2.]
3.25,2.5,3,0.6896551847457886,4.61,7.79,3.37,0.06,0.08,2.26,5.005800000000002,-3.6203000000000003,-2.58745,-110.75278392421603,0.25099999999998773,[0. 0.],[0. 0.],[3.72 6.97 5.81],[2. 2. 2.]
3.25,2.5,4,0.8333333134651184,4.39,4.84,1.23,0.1,0.09,0.0,4.90628,-3.54844,-1.9118400000000002,-100.16999007598278,0.2632399999999916,[0. 0.],[0. 0.],[4.97 3.64 2.48],[2. 2. 2.]
3.25,2.75,0,0.8999999761581421,4.57,5.61,0.97,0.02,0.01,0.23,4.993888888888889,-3.9734074074074073,-2.424962962962963,-98.20357878740343,0.24162962962962545,[0. 0.],[0. 0.],[1.56 5.9  4.84],[2. 2. 2.]
3.25,2.75,1,0.3571428656578064,4.66,7.9,5.95,0.11,0.06,0.17,4.9199,-3.9130000000000003,-1.5265,-78.71228673171993,0.26760000000000816,[0. 0.],[0. 0.],[1.73 3.59 3.22],[2. 2. 2.]
3.5,0.0,1,0.37931033968925476,3.97,6.28,2.13,0.0,0.18,0.01,4.225090909090909,-0.0023636363636363638,-1.6890000000000003,-172.7403034760189,0.3285454545454369,[0. 0.],[0. 0.],[5.1  5.64 1.14],[2. 2. 2.]
3.5,0.0,2,0.800000011920929,4.43,12.41,1.85,0.07,0.17,0.66,4.844916666666667,-0.0012083333333333332,-2.891958333333333,-90.55693073751426,0.23795833333333447,[0. 0.],[0. 0.],[6.07 3.22 2.33],[2. 2. 2.]
3.5,0.0,5,0.36666667461395264,4.18,8.09,2.19,0.01,0.03,0.19,4.457909090909092,-0.0030909090909090903,-2.939090909090909,-142.64648641467753,0.28345454545451915,[0. 0.],[0. 0.],[3.96 2.92 1.63],[2. 2. 2.]
3.5,0.25,1,0.2666666805744171,4.13,6.56,1.04,0.05,0.04,0.01,4.497375,-0.30625,-2.923,-153.35250559749542,0.3046249999999988,[0. 0.],[0. 0.],[5.89 4.33 3.99],[2. 2. 2.]
3.5,0.25,4,0.3333333432674408,4.42,8.78,4.74,0.06,1.09,0.01,4.7486,-0.3224,-3.9819000000000004,-150.83732725266515,0.2618000000000052,[0. 0.],[0. 0.],[6.38 5.18 2.12],[2. 2. 2.]
3.5,0.25,5,0.4000000059604645,4.63,10.66,1.52,0.1,0.11,0.29,4.865083333333334,-0.32975000000000004,-5.172083333333334,-164.61976491580188,0.24241666666666598,[0. 0.],[0. 0.],[5.69 4.99 1.24],[2. 2. 2.]
3.5,0.5,0,0.3333333432674408,4.31,7.35,2.82,0.05,0.54,0.08,4.455799999999999,-0.6031000000000001,-3.1262,-165.04251910335648,0.2843000000000018,[0. 0.],[0. 0.],[3.03 3.88 1.3 ],[2. 2. 2.]
3.5,0.5,1,0.6551724076271057,4.12,10.19,0.98,0.12,0.44,0.01,4.641947368421052,-0.6298421052631579,-4.588157894736842,-169.70174726380307,0.2533157894736716,[0. 0.],[0. 0.],[4.6  6.42 4.94],[2. 2. 2.]
3.5,0.5,2,0.5517241358757019,4.15,11.27,4.52,0.01,0.12,0.39,4.6264375,-0.62625,-4.937875,-169.56165636081863,0.2505625000000151,[0. 0.],[0. 0.],[5.36 5.55 3.87],[2. 2. 2.]
3.5,0.5,3,0.4285714328289032,4.1,10.37,2.64,0.03,0.07,0.02,4.5545,-0.6142500000000001,-4.553166666666667,-175.03240433531315,0.26616666666668226,[0. 0.],[0. 0.],[2.64 2.5  1.85],[2. 2. 2.]
3.5,0.75,2,0.3333333432674408,4.34,11.27,4.35,0.01,1.74,0.81,4.8882,-0.9898999999999999,-5.400900000000001,-166.58516109267254,0.24210000000001627,[0. 0.],[0. 0.],[5.37 6.01 3.46],[2. 2. 2.]
3.5,0.75,4,0.6000000238418579,4.4,11.68,2.59,0.0,0.52,0.01,4.907055555555555,-0.9953333333333334,-5.586833333333334,-163.17201940225723,0.23183333333333345,[0. 0.],[0. 0.],[1.96 6.64 5.02],[2. 2. 2.]
3.5,0.75,5,0.4482758641242981,4.22,9.05,3.38,0.01,0.09,0.0,4.560384615384616,-0.9246153846153846,-3.810384615384616,-160.59915554687666,0.25907692307691776,[0. 0.],[0. 0.],[4.5  4.78 2.  ],[2. 2. 2.]
3.5,1.0,1,0.7333333492279053,4.6,14.4,2.0,0.02,0.53,0.24,5.018454545454547,-1.3564999999999996,-7.0335,-135.37218342904987,0.2191363636363629,[0. 0.],[0. 0.],[4.8  2.85 2.68],[2. 2. 2.]
3.5,1.0,2,0.6666666865348816,4.47,10.72,2.24,0.04,0.28,0.03,4.9164,-1.32865,-4.955749999999999,-165.8045982737786,0.23704999999999776,[0. 0.],[0. 0.],[1.88 3.96 3.74],[2. 2. 2.]
3.5,1.0,3,0.5,4.24,10.56,4.07,0.0,0.1,0.06,4.670133333333334,-1.258533333333333,-4.412999999999999,-159.1068818889908,0.24839999999999993,[0. 0.],[0. 0.],[4.81 6.7  5.26],[2. 2. 2.]
3.5,1.0,4,0.4333333373069763,4.06,7.39,5.44,0.01,0.23,0.02,4.331153846153846,-1.168692307692308,-2.5361538461538466,-153.14192357652078,0.3040000000000026,[0. 0.],[0. 0.],[3.25 5.76 4.6 ],[2. 2. 2.]
3.5,1.25,0,0.46666666865348816,4.15,8.74,5.03,0.01,1.13,1.72,4.6207142857142856,-1.5568571428571427,-3.369928571428571,-130.25643801314231,0.2702857142857109,[0. 0.],[0. 0.],[1.72 5.84 3.02],[2. 2. 2.]
3.5,1.25,1,0.6296296119689941,4.29,14.29,5.81,0.04,0.81,0.46,5.003411764705882,-1.689176470588235,-6.086411764705882,-165.07233560581636,0.2290000000000017,[0. 0.],[0. 0.],[3.33 6.32 5.8 ],[2. 2. 2.]
3.5,1.25,2,0.7666666507720947,4.78,18.04,10.81,0.15,1.1,2.4,5.261173913043478,-1.773782608695652,-7.580043478260869,-140.57695786548587,0.196739130434794,[0. 0.],[0. 0.],[5.36 5.13 3.72],[2. 2. 2.]
3.5,1.25,3,0.36666667461395264,4.82,11.53,2.49,0.03,0.28,0.04,5.133090909090909,-1.7335454545454545,-5.44290909090909,-133.2743577616681,0.20345454545454447,[0. 0.],[0. 0.],[5.77 6.33 4.53],[2. 2. 2.]
3.5,1.25,4,0.6333333253860474,3.92,7.56,4.32,0.01,0.07,0.09,4.304315789473684,-1.4539473684210529,-2.629,-98.99628785940698,0.3054736842105339,[0. 0.],[0. 0.],[5.81 5.89 4.39],[2. 2. 2.]
3.5,1.25,5,0.5,4.2,6.64,0.62,0.04,0.13,0.07,4.574600000000001,-1.5441999999999998,-2.9341999999999997,-141.17356096898217,0.2649999999999993,[0. 0.],[0. 0.],[2.2  5.66 3.03],[2. 2. 2.]
3.5,1.5,0,0.6499999761581421,3.95,3.16,1.21,0.01,0.34,0.0,4.307384615384615,-1.7455384615384615,-1.2086923076923077,-97.97962265088105,0.33400000000002505,[0. 0.],[0. 0.],[5.85 2.49 1.04],[2. 2. 2.]
3.5,1.5,1,0.5833333134651184,4.13,3.57,3.66,0.01,0.01,0.03,4.441714285714286,-1.798214285714286,-0.9265,-80.76201983960125,0.33707142857142613,[0. 0.],[0. 0.],[5.14 3.14 2.8 ],[2. 2. 2.]
3.5,1.5,2,0.7333333492279053,4.37,11.16,1.32,0.0,0.51,0.12,4.860818181818182,-1.9665,-5.1132727272727285,-146.83068008110956,0.2229545454545468,[0. 0.],[0. 0.],[2.26 6.96 3.32],[2. 2. 2.]
3.5,1.5,3,0.5714285969734192,3.97,6.53,4.24,0.01,0.15,0.02,4.3258125,-1.7516874999999998,-2.0983125,-118.58355636231647,0.3143125000000211,[0. 0.],[0. 0.],[4.55 5.75 5.03],[2. 2. 2.]
3.5,1.5,4,0.5925925970077515,4.12,7.86,2.4,0.01,0.23,0.05,4.546374999999999,-1.8380625,-3.1300625,-120.74683168650878,0.26618749999999025,[0. 0.],[0. 0.],[3.57 6.97 6.32],[2. 2. 2.]
3.5,1.75,0,0.6399999856948853,4.01,4.53,4.1,0.02,0.07,0.21,4.3281875,-2.0388124999999997,-1.1433125,-103.4996411163951,0.3523749999999808,[0. 0.],[0. 0.],[2.52 4.33 4.15],[2. 2. 2.]
3.5,1.75,2,0.6000000238418579,4.91,10.99,3.58,0.0,0.7,0.01,5.260111111111112,-2.481222222222222,-4.923277777777778,-124.35939536650699,0.20866666666666545,[0. 0.],[0. 0.],[5.54 5.1  3.1 ],[2. 2. 2.]
3.5,1.75,3,0.5333333611488342,4.83,14.99,3.72,0.11,1.63,0.79,5.0756875,-2.39575,-6.585312500000001,-154.01787677837,0.212312500000003,[0. 0.],[0. 0.],[6.23 3.29 2.75],[2. 2. 2.]
3.5,1.75,4,0.6206896305084229,4.31,13.62,4.39,0.13,1.36,0.27,4.900555555555556,-2.315,-5.487444444444446,-133.5060495525189,0.22888888888887335,[0. 0.],[0. 0.],[2.22 6.78 6.77],[2. 2. 2.]
3.5,1.75,5,0.5666666626930237,4.4,8.15,4.45,0.03,0.94,0.01,4.680117647058824,-2.2080588235294116,-2.969117647058824,-129.380560689778,0.26323529411763835,[0. 0.],[0. 0.],[5.11 4.22 4.18],[2. 2. 2.]
3.5,2.0,0,0.4333333373069763,5.19,9.34,2.0,0.5,0.13,0.01,5.690846153846153,-3.071307692307692,-4.692307692307692,-87.92642264337549,0.19200000000001602,[0. 0.],[0. 0.],[6.42 6.73 1.38],[2. 2. 2.]
3.5,2.0,1,0.8965517282485962,4.28,9.4,2.58,0.06,0.75,0.73,4.7916923076923075,-2.5892307692307694,-3.6109230769230765,-115.98251078254202,0.25138461538461765,[0. 0.],[0. 0.],[4.12 6.68 5.11],[2. 2. 2.]
3.5,2.0,3,0.7692307829856873,4.12,7.57,5.92,0.24,0.0,0.08,4.579549999999999,-2.46935,-2.0020000000000002,-112.79458756158415,0.2898500000000013,[0. 0.],[0. 0.],[3.57 4.08 1.86],[2. 2. 2.]
3.5,2.0,5,0.692307710647583,4.05,6.94,5.38,0.03,0.02,0.07,4.438277777777778,-2.3949444444444445,-1.7779444444444445,-119.77557615080562,0.3164999999999875,[0. 0.],[0. 0.],[2.35 5.81 4.49],[2. 2. 2.]
3.5,2.25,0,0.6666666865348816,4.47,9.5,2.89,0.04,1.17,0.38,4.9056999999999995,-2.9746,-3.660100000000001,-123.65354035452094,0.2254000000000076,[0. 0.],[0. 0.],[5.18 3.75 3.66],[2. 2. 2.]
3.5,2.25,1,0.8333333134651184,4.47,8.39,2.1,0.01,0.16,0.04,4.825,-2.9329199999999997,-3.40268,-128.05587461885338,0.24516000000000532,[0. 0.],[0. 0.],[4.82 5.62 3.82],[2. 2. 2.]
3.5,2.25,3,0.8999999761581421,4.43,11.19,3.56,0.01,0.15,0.0,5.0041111111111105,-3.033518518518518,-4.549962962962963,-127.56501883301608,0.22555555555556936,[0. 0.],[0. 0.],[4.94 5.73 5.39],[2. 2. 2.]
