vz_d,vx_d,trial_num,landing_rate,RREV_threshold,G1,G2,RREV_sig,G1_sig,G2_sig,RREV_trigger,OF_y,My_d,impact_eul,impact_tdelta,alpha_mu,alpha_sigma,mu_ini,sigma_ini
2.5,2.25,2,0.9090909361839294,4.49,4.46,2.14,0.01,0.35,0.09,4.934150000000001,-3.8694499999999996,-4.43685,-126.43549572151997,0.22130000000000222,[0. 0.],[0. 0.],[4.25 4.99 2.91],[2. 2. 2.]
2.5,2.25,3,0.8333333134651184,4.64,1.69,1.78,0.0,0.03,0.13,5.159159999999999,-4.04448,-1.6902,-81.4579288861307,0.2574400000000105,[0. 0.],[0. 0.],[4.27 6.22 1.14],[2. 2. 2.]
2.5,2.25,4,0.699999988079071,5.03,7.45,3.77,0.01,0.96,0.2,5.465285714285715,-4.2846190476190475,-7.1971428571428575,-113.880519733016,0.16695238095236337,[0. 0.],[0. 0.],[6.7  6.24 2.82],[2. 2. 2.]
2.5,2.25,5,0.800000011920929,4.7,4.91,2.61,0.05,0.09,0.02,5.148083333333333,-4.0365,-4.938458333333333,-120.27683470198076,0.19850000000000398,[0. 0.],[0. 0.],[5.59 4.54 2.32],[2. 2. 2.]
2.5,2.5,0,0.699999988079071,5.21,6.09,8.81,0.0,0.02,0.14,5.549095238095238,-4.833142857142858,-6.077238095238094,-113.93518554052783,0.17476190476191364,[0. 0.],[0. 0.],[4.58 6.81 3.2 ],[2. 2. 2.]
2.5,2.5,2,0.8333333134651184,4.83,5.46,6.65,0.1,0.03,0.05,5.2663199999999994,-4.58752,-5.46132,-115.73228125112475,0.18599999999999,[0. 0.],[0. 0.],[2.11 6.   3.33],[2. 2. 2.]
2.5,2.5,3,0.9666666388511658,4.65,5.69,3.67,0.07,0.26,0.01,5.178551724137931,-4.512275862068965,-5.69148275862069,-122.8917995528586,0.18779310344826894,[0. 0.],[0. 0.],[3.61 5.71 4.11],[2. 2. 2.]
2.5,2.5,3,0.8888888955116272,4.73,9.42,5.96,0.02,0.57,0.14,5.153416666666666,-4.763541666666667,-2.141125,-106.00494014845883,0.27283333333334286,[0. 0.],[0. 0.],[5.56 6.64 6.34],[2. 2. 2.]
2.5,2.5,4,0.6666666865348816,5.03,6.65,5.54,0.39,0.15,0.15,5.4083499999999995,-4.711750000000001,-6.660050000000001,-125.39716279017759,0.17799999999999158,[0. 0.],[0. 0.],[1.44 5.16 5.12],[2. 2. 2.]
2.5,2.5,4,0.8666666746139526,4.98,8.29,3.32,0.0,0.53,0.14,5.419769230769232,-5.010038461538461,-2.9253076923076926,-88.52170241265223,0.21492307692306248,[0. 0.],[0. 0.],[5.22 5.81 5.69],[2. 2. 2.]
2.5,2.5,5,0.8333333134651184,5.05,6.21,2.13,0.0,0.06,0.26,5.44984,-4.745760000000001,-6.238480000000001,-109.03461898718153,0.17592000000002372,[0. 0.],[0. 0.],[5.87 4.16 3.42],[2. 2. 2.]
2.5,2.75,0,0.8333333134651184,5.06,4.1,3.48,0.02,0.06,0.04,5.322520000000001,-5.10112,-4.13408,-98.50975184828094,0.19479999999999564,[0. 0.],[0. 0.],[5.36 6.28 4.3 ],[2. 2. 2.]
2.5,2.75,1,0.800000011920929,5.08,8.01,2.93,0.02,0.05,0.08,5.465125,-5.5566666666666675,-2.732291666666667,-85.51236868896977,0.21558333333334664,[0. 0.],[0. 0.],[5.95 5.27 4.36],[2. 2. 2.]
2.5,2.75,1,0.8999999761581421,5.09,7.52,5.51,0.0,0.22,0.63,5.520296296296296,-5.290481481481482,-7.5916296296296295,-122.02430305174123,0.1683703703703806,[0. 0.],[0. 0.],[2.36 6.72 6.59],[2. 2. 2.]
2.5,2.75,2,0.8275862336158752,4.81,11.02,2.45,0.02,0.05,0.02,5.312916666666666,-5.401833333333333,-4.530458333333333,-116.0013583957666,0.20879166666667479,[0. 0.],[0. 0.],[6.59 6.84 2.02],[2. 2. 2.]
2.5,2.75,2,0.8999999761581421,4.77,3.24,1.37,0.0,0.09,0.0,5.283814814814814,-5.064851851851851,-3.2704444444444447,-93.52298930266822,0.21355555555553732,[0. 0.],[0. 0.],[2.77 2.3  1.83],[2. 2. 2.]
2.5,2.75,3,0.6896551847457886,4.95,8.94,4.4,0.32,0.34,0.01,5.43765,-5.52905,-2.44665,-93.55900578242063,0.23935000000000173,[0. 0.],[0. 0.],[6.16 5.16 4.08],[2. 2. 2.]
2.5,2.75,3,0.8666666746139526,4.93,3.66,2.59,0.03,0.05,0.05,5.3218461538461534,-5.098999999999999,-3.6498461538461537,-91.52907511219419,0.20738461538462177,[0. 0.],[0. 0.],[2.4  5.12 2.88],[2. 2. 2.]
2.5,2.75,4,0.6000000238418579,5.59,10.36,4.12,0.0,0.08,0.87,6.060833333333333,-5.807500000000001,-10.312000000000001,-102.49229128030103,0.14922222222223683,[0. 0.],[0. 0.],[3.1  6.66 1.22],[2. 2. 2.]
2.5,2.75,4,0.9090909361839294,4.57,6.86,2.15,0.1,1.07,0.03,5.062850000000001,-5.148950000000001,-2.40835,-104.84826506774641,0.25654999999999817,[0. 0.],[0. 0.],[5.02 5.58 3.39],[2. 2. 2.]
2.5,2.75,5,0.9333333373069763,5.04,4.53,3.0,0.12,0.08,0.11,5.459214285714286,-5.2299999999999995,-4.60725,-96.38713672404697,0.180499999999995,[0. 0.],[0. 0.],[5.55 6.73 4.19],[2. 2. 2.]
2.5,2.75,5,0.9333333373069763,4.87,9.44,4.15,0.02,0.52,0.14,5.339428571428571,-5.429357142857143,-2.949464285714286,-105.82622386804167,0.22985714285714817,[0. 0.],[0. 0.],[3.46 4.64 3.83],[2. 2. 2.]
2.75,0.0,0,0.40740740299224854,4.37,10.6,6.28,0.01,0.05,0.15,4.751181818181818,0.002090909090909091,-10.598545454545455,-75.3338846222983,0.2081818181817632,[0. 0.],[0. 0.],[4.04 4.1  3.4 ],[2. 2. 2.]
2.75,0.0,1,0.30000001192092896,4.4,3.98,3.08,0.0,0.0,0.0,4.616333333333333,0.001,-3.9768888888888885,-167.56754845319148,0.26422222222222697,[0. 0.],[0. 0.],[4.78 2.62 2.57],[2. 2. 2.]
2.75,0.0,1,0.3333333432674408,4.12,8.25,2.75,0.11,0.85,0.32,4.7467500000000005,0.0015,3.9985,64.8309058084481,0.25175000000000325,[0. 0.],[0. 0.],[4.33 6.51 1.67],[2. 2. 2.]
2.75,0.0,2,0.5,4.48,8.0,5.53,0.14,0.19,0.03,4.8736,0.0019333333333333331,-7.912066666666666,-98.14738387633811,0.20613333333333325,[0. 0.],[0. 0.],[3.73 6.2  4.72],[2. 2. 2.]
2.75,0.0,3,0.13333334028720856,4.93,5.54,11.72,0.05,0.01,0.02,5.11625,0.003,-5.53875,-151.9882712844972,0.2115000000000009,[0. 0.],[0. 0.],[5.49 3.95 2.75],[2. 2. 2.]
2.75,0.0,4,0.3333333432674408,4.64,6.35,5.27,0.0,0.01,0.64,4.975599999999999,0.0019000000000000002,-6.3455,-112.97351472578141,0.20019999999999527,[0. 0.],[0. 0.],[1.92 6.8  4.89],[2. 2. 2.]
2.75,0.0,5,0.5,4.61,8.55,4.23,0.0,0.79,0.01,4.963066666666666,0.0018666666666666669,-8.370399999999998,-147.0158664184206,0.19986666666664707,[0. 0.],[0. 0.],[2.21 3.87 3.72],[2. 2. 2.]
2.75,0.25,0,0.4000000059604645,5.01,10.62,4.22,0.0,0.12,0.01,5.200333333333333,-0.4155,-10.66,-109.25901196895956,0.18649999999997627,[0. 0.],[0. 0.],[5.5  5.97 1.3 ],[2. 2. 2.]
2.75,0.25,1,0.46666666865348816,4.49,9.24,3.31,0.01,0.16,0.05,4.884642857142858,-0.39135714285714285,-9.234928571428572,-124.94634839676267,0.20685714285714393,[0. 0.],[0. 0.],[1.4  3.35 2.79],[2. 2. 2.]
2.75,0.25,2,0.0,7.0,6.97,2.17,0.16,0.0,0.01,,,,,,[0. 0.],[0. 0.],[4.15 6.2  2.27],[2. 2. 2.]
2.75,0.25,3,0.23333333432674408,4.59,5.98,1.63,0.02,0.11,0.01,4.938571428571429,-0.395,-5.954714285714286,-164.0248670111213,0.21371428571426673,[0. 0.],[0. 0.],[1.08 4.56 2.84],[2. 2. 2.]
2.75,0.25,4,0.3333333432674408,4.83,9.15,1.25,0.02,0.37,0.02,5.215,-0.41529999999999995,-9.0803,-155.24070888191824,0.1810000000000059,[0. 0.],[0. 0.],[6.16 2.86 1.82],[2. 2. 2.]
2.75,0.25,4,0.36666667461395264,4.91,12.4,2.06,0.0,0.11,0.03,5.162090909090909,-0.4346363636363636,-6.316818181818181,-124.41093779123922,0.20963636363638793,[0. 0.],[0. 0.],[4.95 4.45 3.18],[2. 2. 2.]
2.75,0.25,5,0.0,0.97,5.68,2.73,0.04,0.0,0.07,,,,,,[0. 0.],[0. 0.],[1.8  3.31 2.26],[2. 2. 2.]
2.75,0.5,0,0.4137931168079376,4.51,6.9,1.25,0.21,0.09,0.24,4.93625,-0.7898333333333333,-6.95825,-123.0958850038635,0.20183333333333545,[0. 0.],[0. 0.],[2.17 6.13 2.87],[2. 2. 2.]
2.75,0.5,1,0.5333333611488342,4.75,9.63,6.56,0.05,0.07,0.03,5.0509375,-0.8078749999999999,-9.615874999999999,-160.4274097811553,0.19324999999999193,[0. 0.],[0. 0.],[2.63 6.29 6.18],[2. 2. 2.]
2.75,0.5,2,0.4000000059604645,4.28,4.69,3.85,0.06,0.01,0.18,4.593249999999999,-0.7349999999999999,-4.6937500000000005,-157.08672568008606,0.2379999999999806,[0. 0.],[0. 0.],[4.16 4.39 1.59],[2. 2. 2.]
2.75,0.5,2,0.4000000059604645,4.83,17.3,4.94,0.06,0.52,0.05,5.242916666666667,-0.8848333333333332,-8.612333333333332,-157.65804209205916,0.1985833333333744,[0. 0.],[0. 0.],[4.62 6.91 5.17],[2. 2. 2.]
2.75,0.5,3,0.46666666865348816,4.97,9.89,11.34,0.03,0.0,0.05,5.198500000000001,-0.8322857142857144,-9.888642857142857,-134.77115430210822,0.1881428571428663,[0. 0.],[0. 0.],[6.07 6.89 5.95],[2. 2. 2.]
2.75,0.5,4,0.2666666805744171,4.67,6.69,10.65,0.01,0.44,0.03,5.073,-0.811625,-6.78425,-160.99258944507423,0.20274999999999466,[0. 0.],[0. 0.],[3.   4.2  3.51],[2. 2. 2.]
2.75,0.5,5,0.517241358757019,4.56,9.35,3.45,0.05,0.07,0.07,4.951866666666667,-0.7925999999999999,-9.367600000000001,-146.6305877069109,0.20199999999997545,[0. 0.],[0. 0.],[1.74 4.91 3.47],[2. 2. 2.]
2.75,0.75,0,0.2666666805744171,4.64,9.25,1.04,0.02,2.22,0.13,4.872,-1.23525,-4.11075,-146.65495742846852,0.24462500000001342,[0. 0.],[0. 0.],[4.31 5.52 2.34],[2. 2. 2.]
2.75,0.75,0,0.46666666865348816,4.55,6.37,4.44,0.02,0.27,0.02,4.981357142857143,-1.1969285714285716,-6.436000000000001,-134.75474566555553,0.2077142857142929,[0. 0.],[0. 0.],[6.31 4.16 2.8 ],[2. 2. 2.]
2.75,0.75,1,0.5333333611488342,4.79,10.24,2.77,0.0,0.3,0.02,5.15175,-1.2375625000000001,-10.349125,-150.22699916121036,0.18474999999998687,[0. 0.],[0. 0.],[5.72 4.83 1.09],[2. 2. 2.]
2.75,0.75,1,0.30000001192092896,4.61,9.86,3.37,0.01,0.39,0.22,4.875,-1.235,-4.459555555555555,-161.11435766131697,0.23600000000001525,[0. 0.],[0. 0.],[3.58 5.48 2.93],[2. 2. 2.]
2.75,0.75,2,0.0,16.96,15.08,6.01,1.37,1.33,0.16,,,,,,[0. 0.],[0. 0.],[6.53 2.74 1.53],[2. 2. 2.]
2.75,0.75,3,0.23333333432674408,4.74,5.38,2.21,0.0,0.22,0.03,4.996857142857143,-1.201142857142857,-5.409999999999999,-142.29951188426833,0.20742857142857116,[0. 0.],[0. 0.],[2.18 6.4  3.34],[2. 2. 2.]
2.75,0.75,4,0.6333333253860474,4.64,7.72,3.51,0.02,0.86,0.03,5.068842105263157,-1.2173157894736841,-7.915684210526315,-154.35600966377774,0.1876842105263294,[0. 0.],[0. 0.],[1.36 6.48 3.5 ],[2. 2. 2.]
2.75,0.75,5,0.5,4.74,5.91,2.76,0.05,0.04,0.01,5.122733333333333,-1.23,-5.886266666666666,-147.42575862221105,0.20213333333334352,[0. 0.],[0. 0.],[6.13 4.17 1.89],[2. 2. 2.]
2.75,1.0,0,0.699999988079071,4.62,5.52,4.79,0.0,0.01,0.26,5.027142857142858,-1.6117142857142857,-5.527523809523809,-150.12776032114115,0.20990476190475993,[0. 0.],[0. 0.],[1.61 6.3  2.45],[2. 2. 2.]
2.75,1.0,1,0.4000000059604645,4.68,6.27,1.23,0.0,0.32,0.0,5.063083333333333,-1.623333333333333,-6.31425,-153.13164556650858,0.2004999999999768,[0. 0.],[0. 0.],[1.17 3.65 1.91],[2. 2. 2.]
2.75,1.0,2,0.0,1.26,6.0,2.63,0.0,0.07,0.01,,,,,,[0. 0.],[0. 0.],[1.21 6.33 3.14],[2. 2. 2.]
2.75,1.0,3,0.4137931168079376,4.32,10.37,1.61,0.01,0.39,0.13,4.788666666666667,-1.6188333333333336,-4.719333333333333,-144.8139569314172,0.23183333333333658,[0. 0.],[0. 0.],[3.39 6.36 1.84],[2. 2. 2.]
2.75,1.0,3,0.6666666865348816,4.45,10.68,4.88,0.0,2.74,0.06,5.057149999999999,-1.6201999999999999,-10.64935,-152.08460872561596,0.186399999999999,[0. 0.],[0. 0.],[4.05 4.17 3.57],[2. 2. 2.]
2.75,1.0,4,0.2083333283662796,4.22,6.85,4.6,0.09,0.02,0.32,4.7185999999999995,-1.5956,-2.479,-140.50716626158768,0.2833999999999605,[0. 0.],[0. 0.],[1.26 2.97 1.2 ],[2. 2. 2.]
2.75,1.0,4,0.699999988079071,4.67,5.36,2.38,0.03,0.01,0.1,4.953380952380952,-1.5885238095238092,-5.3538571428571435,-149.39680212106003,0.21238095238095006,[0. 0.],[0. 0.],[3.12 6.42 2.72],[2. 2. 2.]
2.75,1.0,5,0.4333333373069763,4.26,3.95,8.56,0.02,0.0,0.46,4.695615384615385,-1.505384615384615,-3.9530769230769227,-141.49839138412406,0.2313846153846358,[0. 0.],[0. 0.],[1.55 6.63 1.17],[2. 2. 2.]
2.75,1.25,0,0.4333333373069763,4.57,8.06,3.91,0.04,0.32,0.0,4.8604615384615375,-2.0553076923076925,-3.1639999999999997,-127.380047857231,0.2496153846153806,[0. 0.],[0. 0.],[6.75 6.47 4.71],[2. 2. 2.]
2.75,1.25,0,0.4000000059604645,4.6,3.97,2.87,0.0,0.06,0.11,4.868083333333334,-1.9527499999999998,-3.9690000000000007,-140.04462724897465,0.2308333333333413,[0. 0.],[0. 0.],[2.06 3.   1.07],[2. 2. 2.]
2.75,1.25,1,0.6206896305084229,4.3,4.4,6.09,0.0,0.1,0.14,4.787222222222223,-1.9175555555555555,-4.398777777777777,-155.76556733245096,0.2369999999999853,[0. 0.],[0. 0.],[3.23 3.36 2.71],[2. 2. 2.]
2.75,1.25,2,0.5,4.56,5.96,4.42,0.01,0.0,0.0,4.9912,-2.0007333333333337,-5.959733333333332,-140.90636883345448,0.20626666666667007,[0. 0.],[0. 0.],[3.49 4.58 3.87],[2. 2. 2.]
2.75,1.25,3,0.6666666865348816,4.81,7.16,11.36,0.01,0.02,0.48,5.1298,-2.0554999999999994,-7.154299999999999,-148.2271419622973,0.18820000000001186,[0. 0.],[0. 0.],[1.69 4.83 4.04],[2. 2. 2.]
2.75,1.25,3,0.52173912525177,4.63,2.66,0.6,0.03,0.0,0.03,4.918333333333334,-2.07875,-1.1859166666666665,-82.89894759547214,0.3255833333333295,[0. 0.],[0. 0.],[3.14 4.32 1.17],[2. 2. 2.]
2.75,1.25,4,0.4000000059604645,4.42,4.66,3.63,0.01,0.33,0.1,4.900666666666667,-1.96525,-4.741083333333333,-137.66229048125624,0.21783333333333607,[0. 0.],[0. 0.],[3.84 4.2  3.87],[2. 2. 2.]
2.75,1.25,5,0.46666666865348816,5.05,7.95,2.25,0.0,0.36,0.03,5.312571428571429,-2.128642857142857,-7.959357142857144,-158.90366008188673,0.18728571428571936,[0. 0.],[0. 0.],[3.71 5.19 1.2 ],[2. 2. 2.]
2.75,1.5,0,0.5666666626930237,4.47,4.86,2.9,0.01,0.19,0.08,4.952470588235294,-2.3830588235294115,-4.812117647058824,-114.74038559866811,0.2148235294117539,[0. 0.],[0. 0.],[3.8  4.71 2.3 ],[2. 2. 2.]
2.75,1.5,0,0.6818181872367859,4.38,4.8,0.69,0.02,0.0,0.1,4.777733333333333,-2.422533333333333,-2.119733333333333,-90.2607860764697,0.2828666666666682,[0. 0.],[0. 0.],[6.83 6.96 3.03],[2. 2. 2.]
2.75,1.5,1,0.6000000238418579,4.67,8.46,5.04,0.19,0.23,1.35,5.159944444444445,-2.479944444444445,-8.453222222222223,-156.42095029757493,0.19111111111111415,[0. 0.],[0. 0.],[6.72 5.97 2.25],[2. 2. 2.]
2.75,1.5,2,0.3928571343421936,4.4,15.85,3.0,0.08,0.79,0.03,4.957,-2.5116363636363634,-7.1877272727272725,-128.0257651067366,0.21454545454549712,[0. 0.],[0. 0.],[2.88 4.68 3.06],[2. 2. 2.]
2.75,1.5,2,0.7333333492279053,4.57,5.82,3.3,0.05,0.2,0.35,5.062954545454546,-2.4357272727272723,-5.801272727272728,-139.0779457503985,0.2008181818181808,[0. 0.],[0. 0.],[2.22 6.73 3.16],[2. 2. 2.]
2.75,1.5,3,0.6666666865348816,4.58,5.29,1.34,0.0,0.29,0.01,4.99235,-2.4011500000000003,-5.406499999999999,-139.61078535259165,0.21259999999998627,[0. 0.],[0. 0.],[4.85 4.11 3.82],[2. 2. 2.]
2.75,1.5,4,0.7037037014961243,4.43,5.26,1.39,0.01,0.11,0.5,4.695947368421053,-2.380894736842105,-2.15478947368421,-103.31647091206196,0.29315789473683873,[0. 0.],[0. 0.],[3.08 6.1  4.15],[2. 2. 2.]
2.75,1.5,4,0.46666666865348816,4.96,5.68,8.85,0.0,0.08,0.28,5.2490000000000006,-2.5218571428571432,-5.6927142857142865,-125.4150581444991,0.1794285714285349,[0. 0.],[0. 0.],[5.04 6.7  4.67],[2. 2. 2.]
2.75,1.5,5,0.6333333253860474,4.93,12.8,3.94,0.0,0.07,0.0,5.2926315789473675,-2.546,-12.778526315789474,-139.42780406449285,0.17473684210527776,[0. 0.],[0. 0.],[3.79 4.28 1.82],[2. 2. 2.]
2.75,1.75,0,0.7333333492279053,4.56,4.33,1.58,0.0,0.13,0.02,5.010454545454545,-2.8114999999999997,-4.3776363636363635,-113.05223056095193,0.21490909090908977,[0. 0.],[0. 0.],[4.08 4.81 2.04],[2. 2. 2.]
2.75,1.75,1,0.699999988079071,4.73,10.6,5.99,0.0,0.02,0.04,5.214238095238095,-2.9234761904761903,-10.586904761904762,-93.9640054056629,0.18457142857143286,[0. 0.],[0. 0.],[2.07 6.77 2.77],[2. 2. 2.]
2.75,1.75,2,0.8620689511299133,4.32,3.46,2.79,0.07,0.04,0.08,4.74696,-2.6643199999999996,-3.46584,-131.7116687324504,0.24384000000000924,[0. 0.],[0. 0.],[6.05 2.45 1.31],[2. 2. 2.]
2.75,1.75,2,0.4000000059604645,4.92,14.33,1.56,0.11,0.3,0.18,5.46275,-3.233833333333333,-7.301083333333334,-134.01769415150613,0.1802500000000009,[0. 0.],[0. 0.],[5.4  3.83 3.31],[2. 2. 2.]
2.75,1.75,3,0.807692289352417,4.33,9.63,1.54,0.13,0.03,0.01,4.901523809523811,-2.898,-4.280571428571428,-122.32507225236748,0.2339523809523977,[0. 0.],[0. 0.],[6.33 2.58 1.7 ],[2. 2. 2.]
2.75,1.75,3,0.5666666626930237,4.76,4.71,2.02,0.01,0.79,0.21,5.131529411764706,-2.8781764705882353,-5.057705882352941,-123.48308507971358,0.192823529411806,[0. 0.],[0. 0.],[4.39 6.81 1.97],[2. 2. 2.]
2.75,1.75,4,0.5862069129943848,4.64,5.82,2.49,0.09,0.01,0.05,5.121235294117646,-2.873529411764706,-5.825294117647059,-133.52426700458966,0.19341176470588697,[0. 0.],[0. 0.],[3.99 5.56 2.28],[2. 2. 2.]
2.75,1.75,4,0.2666666805744171,5.43,16.97,3.61,0.17,0.06,0.01,5.66225,-3.3550000000000004,-8.411124999999998,-123.14662839689723,0.16962499999999459,[0. 0.],[0. 0.],[5.02 4.94 3.89],[2. 2. 2.]
2.75,1.75,5,0.8275862336158752,4.6,6.16,3.53,0.02,0.18,0.02,5.053666666666667,-2.83675,-6.2337083333333325,-141.15284751704147,0.20200000000000293,[0. 0.],[0. 0.],[6.71 6.2  5.62],[2. 2. 2.]
2.75,2.0,0,0.5333333611488342,4.92,14.17,2.48,0.13,1.01,0.04,5.463374999999999,-3.6975625,-6.837999999999999,-134.85827847465453,0.18900000000000006,[0. 0.],[0. 0.],[5.96 4.68 1.59],[2. 2. 2.]
2.75,2.0,0,0.6333333253860474,4.55,3.72,1.93,0.07,0.0,0.01,4.949894736842104,-3.1750526315789473,-3.718842105263158,-122.33653542899111,0.22284210526312995,[0. 0.],[0. 0.],[2.45 4.06 1.99],[2. 2. 2.]
2.75,2.0,3,0.807692289352417,4.54,5.82,4.17,0.19,0.01,0.04,4.973761904761905,-3.3648095238095244,-1.4940952380952381,-94.44805403232778,0.29938095238095946,[0. 0.],[0. 0.],[3.07 4.99 2.55],[2. 2. 2.]
2.75,2.0,3,0.7666666507720947,4.77,4.88,3.99,0.0,0.01,0.06,5.055782608695652,-3.241347826086957,-4.879869565217391,-127.0110045925412,0.20356521739130506,[0. 0.],[0. 0.],[2.47 4.85 3.18],[2. 2. 2.]
2.75,2.0,4,0.8333333134651184,4.98,6.94,5.39,0.01,0.14,0.11,5.2852,-3.3897200000000005,-6.981,-134.9989034782996,0.18264000000000238,[0. 0.],[0. 0.],[4.84 5.97 4.  ],[2. 2. 2.]
2.75,2.0,4,0.5555555820465088,4.54,9.8,1.39,0.36,0.27,0.01,5.080066666666667,-3.434466666666666,-4.554,-128.97511986383176,0.21519999999999678,[0. 0.],[0. 0.],[6.1  6.47 4.75],[2. 2. 2.]
2.75,2.0,5,0.7333333492279053,4.94,9.94,2.35,0.07,0.02,0.0,5.391045454545455,-3.4559545454545453,-9.952090909090911,-138.8151832593465,0.17718181818182188,[0. 0.],[0. 0.],[5.78 6.96 1.03],[2. 2. 2.]
2.75,2.0,5,1.0,4.18,8.55,5.92,0.0,0.06,0.0,4.829157894736843,-3.265315789473684,-2.199368421052631,-112.64475391244885,0.2796315789473695,[0. 0.],[0. 0.],[2.45 5.61 5.29],[2. 2. 2.]
2.75,2.25,0,0.7241379022598267,4.6,3.41,1.38,0.02,0.02,0.03,4.984714285714285,-3.5969999999999995,-3.413619047619047,-112.20292776594458,0.22238095238096667,[0. 0.],[0. 0.],[2.18 6.82 1.16],[2. 2. 2.]
2.75,2.25,1,0.9655172228813171,4.58,5.84,0.5,0.0,0.0,0.02,4.970392857142857,-3.5877142857142856,-5.835785714285715,-134.85096340642187,0.20807142857142327,[0. 0.],[0. 0.],[6.11 5.33 1.44],[2. 2. 2.]
2.75,2.25,2,0.5,5.37,12.02,3.33,0.01,0.05,0.01,5.866,-4.228666666666667,-12.03133333333333,-108.9641349228427,0.15373333333334738,[0. 0.],[0. 0.],[1.89 6.82 1.77],[2. 2. 2.]
2.75,2.25,2,0.9523809552192688,4.45,4.65,2.26,0.01,0.07,0.03,4.894850000000001,-3.7237500000000003,-1.41975,-96.67821359828503,0.30835000000000434,[0. 0.],[0. 0.],[4.46 4.25 1.8 ],[2. 2. 2.]
2.75,2.25,3,0.8333333134651184,4.89,10.43,6.27,0.01,0.0,0.04,5.19648,-3.74884,-10.431320000000001,-154.61966042240147,0.1894400000000178,[0. 0.],[0. 0.],[5.52 5.38 3.42],[2. 2. 2.]
2.75,2.25,4,0.800000011920929,4.63,6.78,1.49,0.02,0.1,0.01,5.084625,-3.670291666666667,-6.752,-135.46344651750124,0.18633333333332303,[0. 0.],[0. 0.],[5.52 5.89 1.87],[2. 2. 2.]
2.75,2.25,4,0.699999988079071,4.77,6.08,3.14,0.06,0.03,0.05,5.2316666666666665,-3.983619047619048,-1.9374761904761908,-87.86428569486961,0.25671428571428934,[0. 0.],[0. 0.],[3.61 4.41 1.15],[2. 2. 2.]
2.75,2.25,5,0.7241379022598267,4.61,3.71,11.57,0.03,0.03,0.27,4.983142857142856,-3.5966190476190483,-3.7056666666666667,-113.76126502090239,0.21609523809524192,[0. 0.],[0. 0.],[2.31 4.61 3.4 ],[2. 2. 2.]
2.75,2.5,0,0.800000011920929,5.03,11.62,1.53,0.01,1.25,0.01,5.481166666666667,-4.394041666666666,-11.826583333333332,-130.34523882753118,0.17158333333335443,[0. 0.],[0. 0.],[5.23 2.59 1.77],[2. 2. 2.]
2.75,2.5,1,0.46666666865348816,5.08,10.86,2.45,0.0,1.17,0.01,5.456571428571429,-4.616214285714286,-4.744357142857143,-115.27721514273094,0.20271428571428324,[0. 0.],[0. 0.],[3.55 4.24 2.96],[2. 2. 2.]
2.75,2.5,1,0.8333333134651184,5.12,10.0,3.77,0.01,0.56,0.0,5.46796,-4.38504,-10.108039999999999,-133.63606589101101,0.1734400000000119,[0. 0.],[0. 0.],[5.76 4.89 2.89],[2. 2. 2.]
2.75,2.5,2,0.8571428656578064,4.6,6.19,2.61,0.01,0.47,0.01,5.107541666666667,-4.322,-2.105375,-97.03458868966783,0.25745833333333934,[0. 0.],[0. 0.],[4.16 4.68 4.26],[2. 2. 2.]
2.75,2.5,2,0.8333333134651184,4.89,9.89,6.98,0.0,0.0,0.34,5.30092,-4.25044,-9.892520000000001,-108.85430236337292,0.17751999999997226,[0. 0.],[0. 0.],[2.62 5.   3.62],[2. 2. 2.]
2.75,2.5,3,0.8965517282485962,4.84,14.08,1.95,0.0,1.65,0.01,5.2795,-4.2335,-13.907076923076922,-137.5781422004334,0.1786923076923061,[0. 0.],[0. 0.],[3.89 6.65 2.64],[2. 2. 2.]
2.75,2.5,3,0.8846153616905212,4.57,8.79,1.35,0.13,0.08,0.18,5.131695652173913,-4.339173913043479,-3.8972173913043484,-120.74039179826158,0.22326086956522193,[0. 0.],[0. 0.],[2.37 6.58 2.29],[2. 2. 2.]
2.75,2.5,4,0.8999999761581421,5.11,7.7,11.61,0.11,0.02,0.04,5.419407407407408,-4.345,-7.689777777777778,-132.90779422624038,0.1727407407407571,[0. 0.],[0. 0.],[6.21 6.92 6.84],[2. 2. 2.]
2.75,2.5,4,0.25,5.48,7.64,3.09,0.01,0.06,0.01,5.628142857142857,-4.762428571428571,-2.8445714285714288,-82.96075429415612,0.2209999999999874,[0. 0.],[0. 0.],[5.68 6.81 3.18],[2. 2. 2.]
2.75,2.5,5,0.8888888955116272,4.53,5.07,4.41,0.01,0.0,0.71,5.037916666666667,-4.042625,-5.073875,-128.2815090029665,0.20208333333333797,[0. 0.],[0. 0.],[5.25 5.9  1.23],[2. 2. 2.]
2.75,2.75,0,0.8333333134651184,4.54,1.77,6.13,0.0,0.0,0.0,4.9642,-4.38004,-1.77432,-87.42441040566642,0.26048000000000227,[0. 0.],[0. 0.],[2.33 4.53 3.15],[2. 2. 2.]
2.75,2.75,1,0.9642857313156128,4.56,5.75,1.05,0.0,0.04,0.0,5.017037037037038,-4.430074074074073,-5.769111111111109,-137.41229983308247,0.20325925925926977,[0. 0.],[0. 0.],[4.66 1.93 1.74],[2. 2. 2.]
2.75,2.75,2,0.7857142686843872,4.84,6.87,0.5,0.13,0.14,0.04,5.40590909090909,-5.032,-3.4569090909090905,-96.10972566191964,0.21095454545454892,[0. 0.],[0. 0.],[6.44 5.64 1.05],[2. 2. 2.]
