k_ep,k_run,t,Policy_Flip,Policy_Action,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau_est,OF_x_est,OF_y_est,Tau,OF_x,OF_y,d_ceil,F_thrust,Mx,My,Mz,M1_thrust,M2_thrust,M3_thrust,M4_thrust,M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,1066.052,-1.366,0.000,--,--,--,-0.593,0.000,0.942,2.430,0.051,0.123,-0.000,0.058,0.039,0.998,-0.220,-0.720,-0.124,-0.259,6.679,4.433,False,False,0.000,0.000,0.000,11.642,-0.046,-2.134,1.138,0.518,0.504,1.643,0.236,13.379,14.052,15.000,10.618,64416,65534,65534,57528,-0.286,0.000,0.921,2.457,0.000,0.265,0.000,0.000,3.000,3.500,--
0,0,1066.072,-1.366,0.000,--,--,--,-0.545,0.000,0.945,2.432,0.049,0.184,-0.001,0.051,0.037,0.998,-0.100,-0.960,-0.161,-0.379,5.888,4.269,False,False,0.000,0.000,0.000,7.459,-0.045,-2.142,1.135,0.525,0.377,2.214,0.280,13.347,14.392,15.000,10.290,64308,65534,65534,56832,-0.232,0.000,0.928,2.457,0.000,0.331,0.000,0.000,3.000,3.500,--
0,0,1066.092,-1.366,0.000,--,--,--,-0.497,0.000,0.949,2.432,0.052,0.250,-0.003,0.042,0.036,0.998,0.120,-1.210,-0.193,-0.489,4.779,4.107,False,False,0.000,0.000,0.000,5.324,-0.046,-2.149,1.134,0.529,0.237,2.504,0.316,13.009,14.328,15.000,10.028,64094,65534,65534,56364,-0.183,0.000,0.935,2.457,0.000,0.391,0.000,0.000,3.000,3.500,--
0,0,1066.112,-1.366,0.000,--,--,--,-0.449,0.001,0.954,2.425,0.050,0.328,-0.000,0.032,0.035,0.999,0.330,-1.310,-0.190,-0.126,3.654,3.963,False,False,0.000,0.000,0.000,3.950,-0.046,-2.153,1.130,0.529,-0.216,2.858,0.317,12.398,14.263,15.000,10.119,62008,65534,65534,56070,-0.134,0.000,0.943,2.457,0.000,0.451,0.000,0.000,3.000,3.500,--
0,0,1066.124,-1.366,0.000,--,--,--,-0.425,0.000,0.957,2.418,0.044,0.371,0.001,0.025,0.033,0.999,0.520,-1.350,-0.190,0.064,2.854,3.809,False,False,0.000,0.000,0.000,3.422,-0.045,-2.156,1.130,0.529,-0.216,2.858,0.317,11.805,13.717,15.000,9.874,62008,65534,65534,56070,-0.085,0.000,0.953,2.457,0.000,0.511,0.000,0.000,3.000,3.500,--
0,0,1066.146,-1.366,0.000,--,--,--,-0.378,0.000,0.965,2.400,0.035,0.458,0.008,0.012,0.030,0.999,0.660,-1.240,-0.259,0.909,1.400,3.501,False,False,0.000,0.000,0.000,2.711,-0.034,-2.155,1.118,0.513,-1.011,3.138,0.404,11.508,13.095,15.000,9.757,58872,62686,65534,54188,-0.036,0.000,0.964,2.457,0.000,0.571,0.000,0.000,3.000,3.500,--
0,0,1066.166,-1.366,0.000,--,--,--,-0.331,0.000,0.975,2.376,0.026,0.546,0.014,0.001,0.028,1.000,0.710,-0.920,-0.239,1.583,0.115,3.174,False,False,0.000,0.000,0.000,2.218,-0.028,-2.153,1.110,0.503,-1.158,2.756,0.392,11.393,12.476,15.000,9.968,57802,60424,65534,54054,0.013,0.000,0.976,2.457,0.000,0.631,0.000,0.000,3.000,3.500,--
0,0,1066.186,-1.366,0.000,--,--,--,-0.285,-0.001,0.986,2.345,0.013,0.629,0.021,-0.007,0.025,0.999,0.570,-0.580,-0.201,2.401,-0.853,2.837,False,False,0.000,0.000,0.000,1.873,-0.018,-2.147,1.099,0.495,-1.009,2.345,0.359,11.530,12.058,15.000,10.000,57142,58850,64984,53582,0.038,0.000,0.982,2.457,0.000,0.661,0.000,0.000,3.000,3.500,--
0,0,1066.210,-1.366,0.000,--,--,--,-0.240,-0.003,0.999,2.307,-0.009,0.712,0.026,-0.012,0.022,0.999,0.320,-0.210,-0.180,3.047,-1.494,2.499,False,False,0.000,0.000,0.000,1.622,-0.003,-2.140,1.087,0.486,-0.683,1.884,0.338,11.686,11.866,15.000,10.126,57654,58042,64742,53278,0.087,0.000,0.996,2.457,0.000,0.721,0.000,0.000,3.000,3.500,--
0,0,1066.220,-1.366,0.000,--,--,--,-0.217,-0.003,1.006,2.290,-0.018,0.753,0.028,-0.012,0.022,0.999,0.140,-0.020,-0.156,3.205,-1.498,2.497,False,False,0.000,0.000,0.000,1.517,0.008,-2.135,1.073,0.474,-0.243,1.440,0.314,12.178,11.938,14.602,10.045,58016,57232,63780,52444,0.161,0.000,1.019,2.457,0.000,0.811,0.000,0.000,3.000,3.500,--
0,0,1066.247,-1.366,0.000,--,--,--,-0.150,-0.006,1.030,2.229,-0.056,0.871,0.028,-0.012,0.019,0.999,-0.480,0.500,-0.099,3.201,-1.489,2.180,False,False,0.000,0.000,0.000,1.270,0.040,-2.127,1.058,0.472,0.548,0.911,0.252,12.792,12.139,13.361,9.849,59684,58188,60946,52428,0.210,0.000,1.036,2.457,0.000,0.871,0.000,0.000,3.000,3.500,--
0,0,1066.267,-1.366,0.000,--,--,--,-0.107,-0.010,1.047,2.189,-0.082,0.947,0.024,-0.008,0.018,1.000,-0.830,0.680,-0.105,2.714,-1.000,2.038,False,False,0.000,0.000,0.000,1.145,0.065,-2.123,1.041,0.468,1.095,0.694,0.254,13.311,12.300,12.684,9.493,60724,58454,59330,51348,0.259,0.000,1.054,2.457,0.000,0.931,0.000,0.000,3.000,3.500,--
0,0,1066.289,-1.366,0.000,--,--,--,-0.065,-0.013,1.066,2.153,-0.105,1.018,0.017,-0.003,0.018,1.000,-0.930,0.760,-0.095,1.910,-0.351,2.056,False,False,0.000,0.000,0.000,1.040,0.086,-2.128,1.022,0.467,1.260,0.624,0.244,13.709,12.328,12.676,9.497,60646,58350,58436,50910,0.289,0.000,1.066,2.457,0.000,0.967,0.000,0.000,3.000,3.500,--
0,0,1066.310,-1.366,0.000,--,--,--,-0.023,-0.016,1.087,2.124,-0.119,1.084,0.008,0.004,0.017,1.000,-0.850,0.790,-0.086,0.944,0.460,1.907,False,False,0.000,0.000,0.000,0.954,0.109,-2.134,1.002,0.465,1.140,0.615,0.240,13.632,12.358,12.694,9.603,60050,57778,58224,50858,0.338,0.000,1.086,2.457,0.000,1.027,0.000,0.000,3.000,3.500,--
0,0,1066.320,-1.366,0.000,--,--,--,-0.002,-0.018,1.098,2.109,-0.126,1.117,0.004,0.007,0.017,1.000,-0.760,0.720,-0.099,0.463,0.785,1.906,False,False,0.000,0.000,0.000,0.915,0.119,-2.141,0.992,0.466,0.988,0.759,0.254,13.304,12.398,13.130,9.659,59724,57686,58932,50776,0.387,0.000,1.107,2.457,0.000,1.087,0.000,0.000,3.000,3.500,--
0,0,1066.320,-1.366,0.000,--,--,--,-0.002,-0.018,1.098,2.109,-0.126,1.117,0.004,0.007,0.017,1.000,-0.760,0.720,-0.103,0.463,0.785,1.906,False,False,0.000,0.000,0.000,0.915,0.119,-2.141,0.970,0.469,0.635,0.921,0.261,13.019,12.333,13.611,9.962,59102,57480,60084,51360,0.436,0.000,1.129,2.457,0.000,1.147,0.000,0.000,3.000,3.500,--
0,0,1066.375,-1.366,0.000,--,--,--,0.100,-0.028,1.155,2.054,-0.144,1.261,-0.008,0.021,0.014,1.000,-0.360,0.640,-0.084,-0.984,2.392,1.566,False,False,0.000,0.000,0.000,0.758,0.151,-2.205,0.960,0.472,0.461,0.903,0.245,13.019,12.333,13.611,9.962,58812,57438,60332,52122,0.436,0.000,1.129,2.457,0.000,1.147,0.000,0.000,3.000,3.500,--
